carrier,origin_country,destination_country,clicks_travix,clicks_competitor,clicks_airlines
AZ,Italy,Italy,644,2133,638
FR,Italy,Italy,4252,8790,4210
FR,Italy,Spain,2552,6157,2527
FR,Italy,Morocco,142,353,141
LA,Italy,Brazil,18,84,18
NO,Italy,Spain,2,30,2
AT,Italy,Morocco,24,80,24
W6,Italy,Italy,1226,1500,1214
IB,Italy,Spain,273,254,270
AZ,Italy,United States,208,1156,206
AZ,Italy,,0,145,0
TP,Italy,United States,24,38,24
LH,Italy,,0,115,0
AZ,Italy,Tunisia,10,92,10
TK,Italy,,0,24,0
FR,Spain,Italy,429,648,425
AT,Morocco,Italy,11,38,11
W6,Italy,United Arab Emirates,123,116,122
W6,Italy,Morocco,39,45,39
NO,Italy,United States,0,7,0
W6,Italy,Egypt,220,291,218
LH,Italy,Brazil,17,27,17
QR,Italy,,0,6,0
AF,Italy,United States,120,166,119
FR,Italy,Malta,329,683,326
LA,Colombia,Colombia,3,39,3
NO,Italy,Dominican Republic,0,20,0
EK,Italy,,0,16,0
IB,Spain,Italy,79,62,78
LH,Italy,United States,192,235,190
SM,Egypt,Italy,20,27,20
UX,Italy,Spain,14,30,14
LA,Brazil,Italy,15,156,15
AZ,Morocco,Italy,2,10,2
FR,Italy,Greece,608,1559,602
LH,Italy,Netherlands,11,15,11
BA,Italy,,45,87,45
KL,Italy,United States,90,333,89
FR,Italy,United Kingdom,518,852,513
W6,United Arab Emirates,Italy,15,16,15
FR,Italy,Portugal,358,773,354
4Z,South Africa,South Africa,0,5,0
TU,Tunisia,Italy,0,11,0
FR,United Kingdom,Italy,149,184,148
AZ,Italy,France,30,184,30
TU,Italy,Tunisia,0,77,0
W6,Italy,Romania,255,362,252
KM,Malta,Italy,0,35,0
LA,Peru,Peru,4,14,4
BA,Italy,United States,345,734,342
WY,Italy,Thailand,17,244,17
UG,Tunisia,Italy,0,2,0
FR,Italy,Hungary,196,381,194
UX,Spain,Spain,3,13,3
TS,Italy,Canada,9,53,9
AM,Mexico,Italy,0,9,0
KL,Italy,,30,44,30
FR,Romania,Italy,32,75,32
FR,Italy,Jordan,32,70,32
FR,Italy,Austria,270,370,267
TK,Italy,United States,5,16,5
LG,Italy,,0,1,0
LA,Brazil,France,0,12,0
AF,Italy,,2,14,2
QR,Germany,,0,0,0
MH,Malaysia,Malaysia,8,15,8
AZ,Italy,Spain,49,180,49
FR,Italy,Belgium,209,471,207
LH,Italy,Canada,15,26,15
LH,France,Brazil,6,12,6
FR,Italy,Republic of Ireland,166,298,164
SK,Italy,Japan,2,290,2
AZ,Italy,Brazil,16,71,16
LH,Germany,,0,3,0
FR,Italy,Denmark,170,328,168
SM,Italy,Egypt,45,261,45
FR,Italy,Croatia,85,158,84
FR,Italy,Romania,113,328,112
KL,Italy,Dominican Republic,3,31,3
LH,United States,United States,0,25,0
V7,Italy,Italy,782,702,774
LH,Italy,Norway,23,17,23
GF,Sri Lanka,Italy,0,1,0
LH,Denmark,Italy,1,0,1
EY,Italy,Seychelles,18,47,18
PW,Tanzania,Tanzania,0,8,0
EK,South Africa,Italy,0,0,0
WY,Italy,,0,1,0
FR,Italy,France,410,815,406
LX,Italy,,0,18,0
NO,Italy,Mexico,0,9,0
FR,Italy,Poland,102,221,101
LA,Italy,,0,7,0
LH,Italy,Georgia,3,0,3
TP,Italy,Brazil,32,174,32
JU,Turkey,Italy,3,6,3
NO,Italy,Senegal,0,28,0
G3,Brazil,Brazil,0,25,0
W6,Italy,Albania,286,474,283
AZ,Italy,Morocco,3,3,3
IB,Italy,Colombia,22,25,22
EK,Italy,Indonesia,47,29,47
W6,Italy,Jordan,59,65,58
SV,Italy,,0,1,0
AZ,Italy,Canada,0,9,0
WY,India,Italy,0,3,0
AS,United States,United States,0,26,0
LX,Italy,Thailand,44,69,44
AY,Italy,United States,18,73,18
FR,Germany,Italy,72,149,71
LH,Poland,Italy,1,4,1
UG,Italy,Tunisia,0,6,0
FR,Morocco,Italy,50,84,50
LX,Denmark,Italy,0,0,0
FR,Italy,Germany,239,409,237
IB,France,Spain,8,4,8
NO,Italy,Maldives,0,2,0
FR,France,Italy,86,121,85
TK,Italy,Indonesia,22,44,22
W6,Italy,Czech Republic,128,176,127
AZ,Italy,Israel,5,17,5
IB,Italy,United States,45,188,45
EY,Italy,,4,2,4
AZ,Tunisia,Italy,3,17,3
SK,Italy,Canada,9,8,9
TK,Italy,Thailand,6,24,6
AT,France,Morocco,0,0,0
FR,Italy,Norway,9,80,9
MS,Egypt,Egypt,0,33,0
SQ,Italy,,0,3,0
AZ,Italy,Argentina,18,99,18
BR,Cambodia,Italy,0,0,0
TK,Italy,Pakistan,3,9,3
AZ,United States,United States,0,0,0
OS,Italy,Austria,60,128,59
AR,Argentina,Argentina,0,10,0
AC,Italy,,0,4,0
BA,Italy,Japan,0,2,0
AZ,Italy,Mexico,0,75,0
AM,Peru,Spain,0,2,0
9U,Italy,Moldova,0,26,0
FR,Austria,Italy,75,31,74
LH,Italy,Luxembourg,9,4,9
SN,Italy,Belgium,41,69,41
OB,Peru,Bolivia,0,3,0
TK,Italy,Kazakhstan,0,2,0
AZ,Tunisia,,0,1,0
W6,Albania,Italy,63,100,62
CI,Austria,Australia,0,2,0
LX,Switzerland,,0,2,0
LH,Portugal,Germany,0,3,0
OS,Italy,Romania,3,2,3
LH,Italy,Czech Republic,4,4,4
W6,Italy,Republic of Macedonia,18,23,18
LH,Belgium,Italy,2,4,2
AM,Italy,,0,2,0
IB,Italy,Guatemala,3,2,3
W6,Italy,Spain,294,670,291
ET,Italy,,0,5,0
SK,Italy,Norway,7,36,7
JL,Italy,Japan,2,8,2
ET,Tanzania,Italy,5,6,5
LH,Italy,Japan,26,43,26
W6,Italy,Netherlands,8,57,8
TK,Italy,Vietnam,1,1,1
AZ,Germany,Italy,16,44,16
TC,Tanzania,,0,0,0
EY,Italy,Malaysia,25,10,25
SK,Italy,Iceland,3,5,3
1L,France,Turkey,0,0,0
AR,Italy,Argentina,0,21,0
FR,Netherlands,Italy,21,32,21
BR,Italy,Philippines,0,10,0
QS,Israel,Czech Republic,2,1,2
MS,Italy,,0,5,0
FR,Malta,Italy,17,43,17
MF,China,Hong Kong,0,0,0
AZ,Italy,Japan,93,328,92
LH,Italy,India,6,9,6
TP,Brazil,Italy,9,59,9
LH,Spain,Germany,8,0,8
WY,Sri Lanka,Italy,0,0,0
QR,Germany,Vietnam,0,0,0
WS,Italy,Canada,10,13,10
UX,Spain,Netherlands,0,1,0
PR,Philippines,Italy,0,15,0
SN,Italy,Norway,0,5,0
LO,Poland,Poland,2,1,2
LH,Italy,Spain,6,5,6
LG,Germany,Luxembourg,0,1,0
KL,Italy,Belize,0,3,0
TP,Cape Verde,,0,0,0
EK,France,,0,0,0
DY,Norway,Italy,13,31,13
FR,Italy,Finland,18,40,18
