carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
JU,Turkey,Serbia,0,0,0
TK,Italy,South Korea,2,3,2
UX,Italy,Dominican Republic,6,52,6
U2,Italy,Malta,52,10,51
A3,Spain,Greece,2,27,2
IB,France,Italy,1,0,1
FR,Romania,Italy,26,31,26
IB,Morocco,Italy,4,7,4
BA,Italy,Japan,1,2,1
GF,Italy,Thailand,0,18,0
AZ,Italy,Switzerland,3,24,3
FR,Italy,Jordan,26,53,26
VY,Spain,Italy,147,98,146
U2,Italy,Germany,114,14,113
AR,Belgium,,0,0,0
ET,Italy,,0,4,0
W6,Netherlands,Italy,17,21,17
G3,Brazil,Italy,0,9,0
KU,France,India,0,0,0
GF,Italy,Maldives,0,2,0
ET,Burkina Faso,Italy,0,1,0
AF,Italy,Faroe Islands,1,4,1
FR,Italy,Croatia,71,131,70
W6,Italy,Hungary,115,103,114
AF,Italy,Brazil,16,33,16
LH,Italy,Brazil,14,17,14
VS,Portugal,United States,0,0,0
BA,Italy,United States,250,367,248
U2,Italy,Denmark,26,12,26
VS,France,,0,0,0
TK,Italy,Thailand,9,20,9
EY,Australia,,0,2,0
IB,Italy,Colombia,24,25,24
GF,Italy,India,0,8,0
TK,Italy,Indonesia,14,11,14
CA,Singapore,Italy,0,10,0
ET,Tanzania,Italy,0,2,0
SQ,Italy,New Zealand,0,1,0
QR,Germany,,0,0,0
NO,Italy,Mauritius,1,0,1
QR,Egypt,Australia,1,4,1
NT,Spain,Western Sahara,0,0,0
LH,Germany,Italy,49,57,49
FR,Italy,Czech Republic,81,118,80
AT,Morocco,Italy,10,18,10
NO,Italy,Mexico,0,2,0
LA,Paraguay,Chile,1,2,1
VY,Spain,Spain,106,33,105
SV,Egypt,Lebanon,0,0,0
LA,Italy,Peru,6,8,6
KU,Italy,Kuwait,1,1,1
UX,Italy,Panama,1,5,1
EY,Indonesia,Italy,0,1,0
TK,Italy,Belarus,0,0,0
W6,Italy,Greece,143,233,142
LX,Italy,Japan,4,16,4
FR,France,Italy,49,38,49
SK,Italy,Iceland,3,9,3
IB,Spain,Portugal,0,1,0
WT,Spain,Spain,0,1,0
IB,Italy,Peru,34,21,34
WY,Italy,,0,0,0
SM,Morocco,Egypt,0,0,0
V7,Italy,Greece,476,461,471
KU,Italy,Thailand,2,0,2
AY,Italy,Iceland,11,8,11
FR,Italy,Austria,129,171,128
KE,Italy,,0,3,0
GF,Thailand,Greece,0,0,0
FR,Italy,France,331,540,328
AF,France,,0,0,0
2W,Spain,Dominican Republic,0,0,0
IB,Italy,,0,3,0
KL,Italy,Spain,6,8,6
TP,Morocco,Italy,3,2,3
EY,Spain,India,0,0,0
WY,Pakistan,Italy,0,1,0
AH,Italy,Algeria,0,4,0
JZ,Peru,Peru,1,4,1
W6,Portugal,Italy,12,10,12
AC,France,Canada,5,2,5
VY,Italy,Argentina,1,2,1
QR,Qatar,Italy,0,3,0
EY,Spain,Maldives,1,0,1
A3,Italy,Jordan,1,0,1
TK,Italy,New Zealand,0,1,0
AT,Western Sahara,Spain,0,1,0
HM,South Africa,Seychelles,0,2,0
BA,United Kingdom,United Kingdom,0,1,0
U2,Italy,Indonesia,0,1,0
TS,Cuba,Canada,0,1,0
CM,United States,Aruba,1,0,1
LH,Argentina,Italy,0,1,0
HC,Senegal,Senegal,0,1,0
ET,Italy,Rwanda,1,0,1
TK,Italy,Argentina,0,1,0
LX,Italy,Malta,0,1,0
ET,Italy,Nigeria,2,0,2
BA,Barbados,Italy,0,1,0
TK,Turkey,Moldova,0,1,0
U2,Italy,United Kingdom,298,106,295
VY,Italy,The Gambia,1,4,1
FR,Italy,United Arab Emirates,0,14,0
W4,Italy,Brazil,0,1,0
BT,Estonia,France,1,1,1
OS,Netherlands,Italy,2,0,2
TU,Tunisia,Spain,0,1,0
AT,The Gambia,Italy,0,1,0
OS,Montenegro,Portugal,0,1,0
ET,Italy,Ghana,1,10,1
EW,Lebanon,Italy,0,1,0
QR,Italy,Malaysia,7,5,7
GF,Germany,Thailand,0,1,0
TK,Italy,Japan,7,7,7
W6,Italy,Philippines,0,10,0
A2,Romania,Greece,0,2,0
FB,Bulgaria,Netherlands,0,1,0
LH,Germany,Serbia,1,0,1
EK,Italy,Pakistan,0,1,0
W4,Austria,Croatia,0,1,0
VY,Italy,Spain,721,608,714
IB,Italy,Morocco,6,16,6
HV,Italy,France,36,53,36
TK,Italy,United Arab Emirates,11,23,11
U2,Malta,Italy,9,0,9
W6,Italy,Saudi Arabia,54,26,53
FR,Italy,Egypt,0,14,0
NT,Italy,Spain,0,5,0
VN,Vietnam,United Arab Emirates,0,1,0
LH,Netherlands,Germany,1,0,1
HV,Netherlands,Greece,1,0,1
W6,Israel,Italy,7,2,7
BA,United States,Portugal,2,0,2
VY,Portugal,Spain,3,0,3
SN,Italy,Sweden,0,1,0
QS,Egypt,Italy,0,1,0
BX,South Korea,Japan,0,2,0
KM,Italy,Portugal,0,2,0
TK,Bulgaria,Vietnam,1,0,1
LH,France,Thailand,0,1,0
AV,Argentina,Dominican Republic,0,1,0
W6,Austria,Italy,1,5,1
AZ,Italy,Tanzania,0,4,0
LH,Germany,,0,3,0
B6,United States,Mexico,0,3,0
EW,Germany,France,0,1,0
DL,Germany,United States,1,0,1
QR,Georgia,Thailand,0,1,0
SN,United States,,0,1,0
U2,Switzerland,Portugal,1,0,1
GF,Oman,Bahrain,0,1,0
CC,Honduras,Honduras,0,1,0
IB,Argentina,Spain,3,3,3
TK,Italy,Pakistan,0,4,0
AA,United States,Colombia,2,0,2
LX,Italy,Cuba,1,9,1
AA,United States,Bermuda,1,0,1
AY,Germany,Finland,0,1,0
CX,Italy,China,0,1,0
LA,Italy,,0,1,0
KL,Italy,India,1,0,1
TP,Portugal,Canada,1,0,1
AT,Egypt,Morocco,1,0,1
AA,Italy,United States,54,0,53
W6,Italy,Sweden,2,3,2
LH,Italy,Latvia,6,0,6
KL,Italy,Thailand,7,3,7
QR,Romania,,0,3,0
WY,Thailand,Italy,0,3,0
VN,Vietnam,Italy,2,0,2
8B,Indonesia,Indonesia,0,1,0
QZ,Indonesia,Italy,0,1,0
CM,Dominican Republic,Panama,0,1,0
W6,Italy,Lebanon,0,1,0
EK,Malaysia,Italy,0,1,0
AF,Netherlands,France,1,0,1
EK,Germany,Philippines,1,1,1
BR,Italy,Vietnam,0,1,0
AI,Australia,Italy,0,1,0
MK,Italy,France,0,1,0
W4,Italy,Italy,1046,1138,1036
U2,Italy,Czech Republic,30,6,30
3O,Spain,Morocco,2,0,2
U2,France,Hungary,0,1,0
LO,Turkey,Lithuania,1,2,1
SV,Italy,United Arab Emirates,0,1,0
AZ,Italy,Cyprus,0,1,0
PU,Colombia,Spain,0,2,0
UX,Italy,Costa Rica,0,1,0
W4,Italy,Sweden,1,0,1
LH,Germany,Thailand,1,1,1
W6,Kazakhstan,Italy,0,1,0
TK,Vietnam,Greece,0,1,0
PC,Romania,Turkey,1,0,1
AA,United States,United States,52,0,51
UP,United States,The Bahamas,0,5,0
FR,Italy,Togo,0,2,0
W4,Italy,Luxembourg,2,2,2
TR,Singapore,Indonesia,1,2,1
CA,Taiwan,Italy,0,1,0
TK,Italy,Peru,0,1,0
FR,Italy,Faroe Islands,0,2,0
NO,China,Italy,1,0,1
QR,Italy,Bangladesh,1,4,1
KQ,Italy,Netherlands,1,0,1
IB,United Kingdom,Spain,1,0,1
LO,Italy,Georgia,0,1,0
XQ,Spain,,0,1,0
OS,Republic of Macedonia,Italy,1,0,1
W6,Italy,Uzbekistan,0,2,0
AV,Ecuador,El Salvador,0,5,0
CI,Germany,Japan,0,1,0
S4,Italy,Portugal,3,3,3
RS,South Korea,South Korea,0,1,0
SK,Estonia,Sweden,0,1,0
BY,United Kingdom,Greece,1,0,1
DE,United States,Italy,3,2,3
CI,Thailand,Italy,0,1,0
PC,Kyrgyzstan,Italy,1,1,1
IB,Morocco,Spain,1,1,1
EY,Italy,Cambodia,1,1,1
PC,Iraq,Germany,0,1,0
W6,France,Romania,0,1,0
RC,Denmark,Faroe Islands,0,1,0
TK,Italy,Kenya,1,11,1
SK,Denmark,Italy,7,3,7
CA,Italy,Philippines,0,2,0
BA,United States,France,3,0,3
AF,Italy,Hong Kong,1,1,1
AZ,Italy,Ecuador,0,1,0
VY,Italy,Martinique,1,0,1
LH,Spain,Finland,1,0,1
UX,Portugal,Spain,0,1,0
AF,Italy,Guinea,1,0,1
5J,Philippines,Thailand,1,0,1
OS,Italy,Netherlands,0,4,0
LH,Japan,Italy,0,3,0
OK,Greece,Italy,0,1,0
TP,Italy,Mexico,3,4,3
VY,Italy,Morocco,3,5,3
EN,Italy,Brazil,0,2,0
AZ,United States,United States,0,1,0
FR,Bulgaria,Slovakia,1,0,1
KL,Poland,Italy,3,0,3
KL,Spain,Mexico,5,0,5
VY,Spain,Germany,3,2,3
FH,Germany,Turkey,2,0,2
UX,Brazil,,0,1,0
EW,Republic of Kosovo,Germany,1,0,1
LJ,Japan,South Korea,0,1,0
XQ,Turkey,Germany,0,1,0
EY,India,Italy,0,1,0
HV,France,Portugal,1,1,1
VY,Italy,Romania,0,2,0
VY,Italy,Belgium,0,1,0
U2,Italy,Norway,0,1,0
FR,United Kingdom,Lithuania,1,0,1
5O,France,Algeria,1,0,1
EW,Romania,Germany,0,1,0
1L,Indonesia,Thailand,0,1,0
LA,Brazil,Portugal,0,1,0
U2,Italy,Egypt,125,57,124
W4,Italy,Romania,136,117,135
LH,Italy,Czech Republic,9,8,9
CA,Japan,Italy,0,4,0
AA,United States,The Bahamas,3,0,3
SQ,Italy,Cambodia,1,2,1
EY,Italy,South Korea,3,7,3
WO,Canada,Mexico,1,0,1
QR,Netherlands,Singapore,0,2,0
OZ,Australia,Italy,0,1,0
OS,Italy,Lithuania,2,3,2
XZ,Italy,Greece,62,15,61
LX,Switzerland,Luxembourg,1,0,1
W6,Hungary,Spain,1,3,1
KS,Italy,Italy,1,1,1
LH,Mexico,Italy,2,1,2
JU,Serbia,Sweden,0,1,0
AZ,Italy,Canada,0,3,0
QR,Germany,India,0,2,0
TP,Italy,The Gambia,0,1,0
LX,Italy,United Arab Emirates,0,1,0
"",Colombia,Panama,0,1,0
U2,United Kingdom,Albania,1,0,1
W6,Lithuania,Italy,3,3,3
SN,Italy,Ghana,1,0,1
JU,Italy,Sweden,0,3,0
V7,France,Spain,0,1,0
W6,Romania,United Kingdom,1,0,1
EY,Singapore,Italy,0,2,0
I5,India,India,0,3,0
XZ,Italy,United States,0,1,0
XY,Pakistan,Italy,0,1,0
RJ,Egypt,Italy,0,1,0
UA,The Bahamas,Italy,1,0,1
EK,South Africa,Turkey,1,0,1
6E,India,India,12,7,12
5F,Moldova,Italy,0,23,0
AF,Italy,Australia,0,6,0
TP,Italy,Argentina,0,4,0
TK,Italy,China,1,3,1
QR,Italy,Jordan,1,14,1
AT,Italy,Guinea,0,1,0
JU,Greece,Italy,1,7,1
PC,Egypt,Italy,1,0,1
LO,Italy,India,0,3,0
PC,Turkey,Albania,2,0,2
"",Germany,Republic of Kosovo,2,0,2
JU,Italy,,0,2,0
OM,Turkey,Mongolia,0,3,0
UA,Italy,Costa Rica,1,0,1
CY,Egypt,Italy,0,1,0
TR,Indonesia,Thailand,0,1,0
W4,Romania,Canada,0,1,0
DY,Sweden,Denmark,0,3,0
G9,Italy,Nepal,0,2,0
FR,Netherlands,Norway,0,1,0
BJ,France,Tunisia,1,0,1
KC,Azerbaijan,Kazakhstan,0,1,0
A3,Lebanon,Italy,1,1,1
EK,Italy,Maldives,10,9,10
KE,Italy,Indonesia,2,0,2
AF,Italy,Kenya,0,4,0
IB,Puerto Rico,Italy,0,4,0
SV,Italy,Australia,0,2,0
ID,Indonesia,Singapore,0,3,0
EW,Germany,Switzerland,1,0,1
LH,France,Italy,1,0,1
OG,Spain,Iceland,0,1,0
CX,Hong Kong,China,0,2,0
IB,Netherlands,Italy,0,1,0
AY,China,Italy,0,1,0
OZ,Japan,Italy,0,1,0
W6,Italy,Austria,8,12,8
U2,Malta,Republic of Ireland,0,3,0
FR,United Kingdom,Malta,0,1,0
HU,Italy,China,0,20,0
W6,Italy,Kazakhstan,0,4,0
AV,United Kingdom,Colombia,1,0,1
ET,Italy,São Tomé and Príncipe,0,1,0
1L,Germany,Portugal,0,1,0
MS,Egypt,Italy,0,10,0
NK,United States,Puerto Rico,2,4,2
EI,Italy,Republic of Ireland,25,42,25
V7,Italy,United States,0,3,0
TK,Indonesia,Italy,0,2,0
TP,Italy,Senegal,4,8,4
E9,Dominican Republic,Italy,0,2,0
OS,Moldova,Italy,0,1,0
JM,Kenya,Kenya,0,5,0
FZ,United Arab Emirates,Oman,1,0,1
TK,France,Vietnam,0,1,0
UA,Germany,United States,1,0,1
XZ,Romania,Spain,0,2,0
AT,Italy,Togo,0,1,0
PU,Colombia,Italy,0,1,0
KL,Italy,Sint Maarten,1,0,1
FR,Poland,Denmark,1,0,1
LH,Austria,Italy,1,0,1
NO,Greece,Italy,4,0,4
3O,Italy,Morocco,91,82,90
GQ,Italy,Greece,41,104,41
UX,Spain,Italy,2,23,2
AF,Italy,Martinique,6,6,6
SN,Italy,Netherlands,0,1,0
PC,Lebanon,Italy,0,3,0
CZ,United Kingdom,Bangladesh,1,0,1
FR,Italy,Paraguay,0,2,0
W6,Spain,Romania,0,2,0
BA,United Kingdom,United States,0,1,0
OG,United States,Italy,0,3,0
TB,Mexico,Belgium,0,1,0
NK,United States,Dominican Republic,1,0,1
FR,Italy,,0,225,0
RO,Belgium,Romania,0,5,0
W6,Italy,Kuwait,2,0,2
AY,Switzerland,Iceland,5,2,5
TK,Italy,Germany,1,1,1
EW,Italy,Greece,0,4,0
U2,Italy,Japan,0,4,0
TK,Tanzania,Italy,1,1,1
W6,Saudi Arabia,Italy,6,4,6
W6,Albania,,0,1,0
AF,Central African Republic,Italy,1,0,1
HX,Hong Kong,China,1,0,1
FR,Spain,Malta,1,0,1
FR,Lithuania,Italy,6,3,6
BA,France,United Kingdom,5,1,5
DT,Portugal,Mozambique,0,1,0
AV,United Kingdom,Costa Rica,1,1,1
BA,Italy,Anguilla,0,1,0
XY,Saudi Arabia,Morocco,0,1,0
TW,South Korea,Philippines,0,1,0
W4,Spain,Italy,78,73,77
AA,United States,Italy,4,0,4
KM,Italy,Cyprus,0,7,0
BT,Italy,Latvia,13,0,13
MS,Italy,Ethiopia,0,4,0
PC,Italy,India,0,2,0
GF,Germany,India,0,1,0
V7,Italy,Czech Republic,0,1,0
TK,Turkey,Greece,1,0,1
FR,Italy,Switzerland,0,1,0
SL,Thailand,Indonesia,0,1,0
LH,Italy,Sri Lanka,0,9,0
OS,Italy,Serbia,3,6,3
EN,Germany,Italy,3,0,3
KL,Hungary,Italy,2,0,2
IB,Senegal,Italy,0,1,0
SN,Canada,Italy,0,1,0
S4,France,Portugal,1,0,1
C3,Greece,Slovenia,0,2,0
AF,France,Italy,28,40,28
DY,Norway,Norway,0,5,0
XQ,Italy,Jordan,0,36,0
FR,Italy,United States,0,13,0
EW,Italy,Spain,3,18,3
T3,France,United Kingdom,1,1,1
V7,France,France,1,1,1
AF,Italy,Tunisia,0,4,0
IB,Germany,Peru,0,2,0
W4,Italy,Republic of Kosovo,2,0,2
TK,Iraq,France,0,2,0
JU,Italy,Sri Lanka,0,1,0
IB,Italy,Dominican Republic,16,18,16
W4,Germany,Italy,9,5,9
LH,United Kingdom,Italy,3,6,3
AF,France,United States,3,5,3
2B,Italy,,0,4,0
W6,Italy,Australia,0,5,0
AF,Mexico,Italy,5,3,5
BT,Lithuania,Austria,1,0,1
DG,Philippines,French Polynesia,0,1,0
AV,El Salvador,United States,0,1,0
E9,Costa Rica,Spain,0,2,0
KC,Kazakhstan,Kazakhstan,1,1,1
FR,Sweden,Latvia,0,1,0
FR,United Kingdom,Republic of Ireland,5,1,5
OS,Italy,Egypt,5,17,5
SM,Italy,Saudi Arabia,2,0,2
PC,Germany,Turkey,2,5,2
SG,India,Italy,0,5,0
VY,Morocco,Spain,0,1,0
JL,Italy,Finland,0,1,0
V7,Luxembourg,France,1,1,1
OR,Curaçao,Italy,0,1,0
EK,France,South Africa,1,0,1
JL,Japan,Italy,0,1,0
U2,Republic of Kosovo,France,1,0,1
EK,United Arab Emirates,Thailand,1,0,1
LY,Egypt,Italy,0,1,0
U2,Denmark,Switzerland,1,0,1
NO,Italy,Canada,2,2,2
LH,United States,United States,0,3,0
SV,Germany,Indonesia,0,2,0
BZ,Italy,Israel,2,4,2
OS,Italy,Poland,4,4,4
QR,Italy,Tanzania,4,0,4
W6,Italy,Singapore,0,3,0
PC,Switzerland,United Arab Emirates,0,4,0
EK,United Kingdom,Bangladesh,1,2,1
IB,Dominican Republic,Italy,1,3,1
U2,Italy,Turkey,0,2,0
FR,United Kingdom,Belgium,1,0,1
U2,Denmark,Italy,9,1,9
A3,Greece,Netherlands,0,2,0
"",Romania,Hungary,1,0,1
ZB,Albania,United Kingdom,0,1,0
TP,Brazil,Portugal,0,3,0
BY,United Kingdom,Mexico,1,0,1
"",Colombia,Colombia,6,0,6
TK,Italy,Zimbabwe,0,1,0
TC,Kenya,Tanzania,0,1,0
TK,Italy,Cayman Islands,0,2,0
LX,Germany,Serbia,0,1,0
IB,Spain,Dominican Republic,1,0,1
VY,Spain,Morocco,0,2,0
FO,Argentina,Brazil,0,6,0
FR,Germany,Spain,4,4,4
LX,Italy,Sweden,1,1,1
WY,Italy,Malaysia,3,20,3
TU,Italy,Libya,0,5,0
VY,Spain,United Kingdom,1,2,1
PC,Iraq,Italy,1,0,1
AY,Italy,South Korea,4,0,4
AK,Malaysia,,0,4,0
CZ,United Kingdom,New Zealand,0,2,0
EW,Italy,Morocco,0,1,0
FR,United Kingdom,Czech Republic,0,1,0
AA,United States,Brazil,1,0,1
MK,France,Mauritius,1,0,1
FR,France,Hungary,2,0,2
EW,Italy,United States,0,1,0
W6,Maldives,Italy,0,1,0
TP,Canada,Italy,1,0,1
MH,Italy,,0,2,0
FR,United Kingdom,Morocco,0,2,0
ZL,Australia,Australia,0,1,0
IZ,Israel,United Arab Emirates,0,1,0
JU,Italy,Republic of Macedonia,0,2,0
JU,Italy,Croatia,0,1,0
OS,Austria,Thailand,2,0,2
WF,Norway,Norway,0,2,0
HC,Ivory Coast,Italy,0,4,0
SN,United States,Italy,0,1,0
CX,South Korea,Hong Kong,1,0,1
LH,United States,Aruba,0,3,0
JU,Italy,Montenegro,0,2,0
AZ,Italy,Bosnia and Herzegovina,0,1,0
ET,Italy,Zimbabwe,1,0,1
MS,Italy,Mozambique,0,1,0
QF,Australia,United Arab Emirates,1,0,1
MH,Australia,Italy,0,2,0
MU,Indonesia,Italy,0,3,0
JL,Japan,Japan,3,0,3
S4,Portugal,,0,2,0
W4,Italy,Lithuania,0,2,0
JQ,Australia,,0,1,0
HV,Italy,Netherlands,47,48,47
AK,Singapore,Malaysia,0,7,0
TK,Israel,Turkey,1,0,1
JU,Bosnia and Herzegovina,Italy,0,3,0
TK,Italy,Lebanon,4,10,4
OS,Serbia,Sweden,4,0,4
W6,Italy,United States,0,1,0
BA,Italy,,19,17,19
KL,Republic of Ireland,Italy,5,0,5
NO,Tunisia,Italy,2,0,2
TK,Turkey,Iran,0,1,0
TK,Moldova,Japan,0,1,0
AF,Italy,France,130,145,129
W6,Czech Republic,Italy,19,18,19
AR,Argentina,Italy,0,17,0
AZ,Italy,New Zealand,0,1,0
IB,Italy,Costa Rica,9,3,9
2B,Albania,Italy,0,21,0
AV,Colombia,Italy,0,9,0
GF,Sri Lanka,Turkey,0,1,0
AZ,Italy,Saudi Arabia,0,4,0
PC,United Arab Emirates,Italy,0,2,0
QF,Australia,Thailand,0,2,0
5F,Italy,Armenia,0,1,0
LH,Switzerland,Italy,1,2,1
WY,India,,0,1,0
AZ,Italy,Eritrea,0,1,0
UX,Venezuela,Italy,0,1,0
AZ,Italy,Mozambique,0,2,0
LH,Germany,Poland,1,0,1
LA,Colombia,Indonesia,0,2,0
LX,Italy,Lithuania,1,2,1
KL,Netherlands,Tunisia,0,1,0
