carrier,origin_country,destination_country,clicks_travix,clicks_competitor,clicks_airlines
AZ,Italy,Italy,587,1447,581
FR,Italy,Italy,4943,8085,4894
NO,Italy,United States,37,7,37
NO,Italy,Egypt,96,66,95
LA,Italy,Brazil,24,58,24
NO,Italy,Spain,20,34,20
AZ,Italy,Morocco,34,65,34
AZ,Italy,United States,200,1190,198
NO,Egypt,Italy,17,3,17
FR,Italy,Spain,2342,4720,2319
FR,Italy,Morocco,147,340,146
W6,Italy,Egypt,179,231,177
AZ,Italy,,0,134,0
LH,Italy,United States,130,185,129
LH,Italy,,0,78,0
W6,Italy,Italy,448,769,444
BA,Italy,United States,337,674,334
LA,Colombia,Colombia,11,18,11
TP,Italy,United States,17,40,17
BA,Italy,Japan,0,7,0
AC,Italy,Canada,40,85,40
LA,Peru,Peru,6,10,6
U2,Italy,Spain,1062,179,1051
W6,Italy,United Arab Emirates,113,129,112
JU,Italy,Serbia,20,12,20
AZ,Italy,Tunisia,5,26,5
EK,Italy,,0,12,0
V7,Italy,Italy,1044,868,1034
AY,Italy,United States,54,389,53
AZ,United States,United States,0,0,0
SM,Egypt,Italy,23,35,23
IB,Italy,United States,16,102,16
AZ,Tunisia,Italy,2,5,2
TU,Italy,Tunisia,0,86,0
IB,Italy,Spain,147,172,146
AT,Italy,Morocco,41,154,41
TK,Italy,United States,24,8,24
BA,United States,United States,0,3,0
EK,Italy,United States,52,33,51
AZ,Italy,Kenya,1,11,1
FR,Italy,Greece,899,1791,890
UG,Tunisia,Italy,0,3,0
LH,Italy,Canada,5,23,5
AH,France,Algeria,0,5,0
KU,Bangladesh,Italy,0,1,0
TP,Italy,,0,17,0
GF,Thailand,Greece,0,8,0
IB,Spain,Italy,65,37,64
TG,Thailand,Thailand,8,19,8
WY,Tanzania,Italy,4,5,4
FR,Italy,Denmark,117,239,116
SP,Portugal,Portugal,7,12,7
KU,Italy,Thailand,2,3,2
W6,Italy,Morocco,18,39,18
TU,Tunisia,Italy,0,26,0
JU,Italy,Turkey,4,12,4
FR,Italy,Republic of Ireland,137,242,136
SM,Italy,Egypt,24,214,24
AY,Italy,,0,6,0
UG,Italy,Tunisia,0,4,0
NO,Italy,Maldives,6,1,6
U2,Italy,Greece,783,101,775
PW,Tanzania,Tanzania,0,2,0
FR,Italy,Croatia,78,180,77
AZ,Italy,Switzerland,5,52,5
IB,Italy,Colombia,38,29,38
VN,Thailand,Vietnam,0,1,0
EK,South Africa,,0,0,0
KU,Italy,Malaysia,3,4,3
FR,Spain,Italy,383,450,379
AC,Italy,United States,22,13,22
WT,Spain,Spain,0,1,0
NP,Egypt,Saudi Arabia,0,0,0
AS,United States,United States,0,35,0
TS,Italy,,0,1,0
OB,Argentina,,0,11,0
UX,Spain,Spain,9,24,9
MS,Italy,Egypt,0,62,0
TK,Italy,Turkey,105,274,104
MU,Italy,Japan,0,14,0
BA,Italy,,13,72,13
AZ,Italy,Japan,68,166,67
TK,Italy,Senegal,1,8,1
2W,Dominican Republic,Spain,0,4,0
AF,Italy,,0,25,0
FR,Italy,Malta,531,773,526
AF,United States,Italy,4,2,4
KM,Malta,Italy,0,15,0
5U,Guatemala,Guatemala,0,1,0
KL,Italy,,12,42,12
NO,Italy,Dominican Republic,5,5,5
NP,Egypt,Egypt,0,6,0
FR,Italy,Sweden,34,92,34
TK,Italy,Singapore,7,17,7
AZ,Albania,,0,6,0
LX,Italy,,0,12,0
EY,Italy,,9,4,9
AZ,Egypt,Italy,1,9,1
AZ,Italy,France,31,83,31
MS,Italy,,0,12,0
TK,Italy,,0,44,0
KM,Malta,Cyprus,0,0,0
EI,Italy,United States,35,2,35
LH,Italy,Brazil,23,22,23
IB,Italy,Dominican Republic,17,13,17
IB,Italy,,7,10,7
TC,Tanzania,Tanzania,0,3,0
TK,Italy,Egypt,5,29,5
FR,Italy,Romania,65,185,64
FR,Spain,Spain,86,73,85
KL,Italy,Dominican Republic,1,17,1
ET,Nigeria,Greece,0,4,0
KQ,Italy,,0,2,0
QR,Italy,Thailand,22,55,22
KL,United States,Italy,2,3,2
FR,Italy,United Kingdom,635,873,629
U2,Italy,United Kingdom,323,63,320
MH,Singapore,Italy,0,1,0
TP,Brazil,Portugal,0,0,0
FR,Italy,Germany,209,370,207
TP,Italy,Brazil,38,125,38
NO,United States,Italy,6,0,6
G3,Brazil,Brazil,0,39,0
FR,Italy,France,517,786,512
NO,Italy,Mexico,5,7,5
CL,Italy,United States,0,0,0
LX,Italy,United States,39,101,39
IB,Germany,Spain,1,1,1
CZ,Italy,Vietnam,0,1,0
GF,India,Italy,0,4,0
FR,Italy,Portugal,367,744,363
EY,Australia,Italy,2,6,2
QR,United Arab Emirates,Italy,0,0,0
VN,Italy,,0,0,0
W6,Italy,Spain,91,323,90
KU,Italy,Bangladesh,0,1,0
FR,Italy,Jordan,26,54,26
FR,Italy,Czech Republic,90,137,89
LH,Italy,Sweden,14,15,14
WY,Italy,Malaysia,0,5,0
J2,Italy,,0,1,0
MS,Italy,Kenya,0,12,0
LH,United States,United States,0,27,0
QR,Spain,,0,0,0
V7,Italy,Greece,530,486,525
TP,Portugal,Portugal,3,7,3
EY,Italy,Indonesia,39,45,39
EK,Italy,Mauritius,2,66,2
KU,Italy,India,0,2,0
AI,India,India,0,16,0
TP,Spain,Portugal,3,2,3
SQ,United Arab Emirates,Indonesia,2,0,2
W6,Italy,Jordan,42,54,42
RJ,Egypt,Italy,0,4,0
LH,Italy,Oman,13,9,13
TK,Switzerland,Indonesia,1,0,1
QR,Italy,Australia,4,20,4
IB,Italy,Peru,25,23,25
DQ,Saudi Arabia,Egypt,0,0,0
AZ,Spain,Vietnam,0,0,0
BA,United States,Mexico,0,1,0
IV,Republic of Kosovo,France,0,0,0
W6,Italy,Greece,142,349,141
VY,Italy,France,323,99,320
AZ,Mexico,Italy,0,0,0
FR,France,Italy,60,58,59
UX,Spain,Italy,9,15,9
LH,Costa Rica,Switzerland,0,1,0
KU,India,Italy,0,1,0
EK,Germany,,0,0,0
JU,Bosnia and Herzegovina,Italy,0,0,0
OS,Italy,Thailand,35,33,35
CY,Lebanon,Cyprus,2,0,2
AZ,Italy,Australia,2,8,2
EY,Italy,Seychelles,18,26,18
SK,Norway,Norway,1,16,1
TK,Azerbaijan,Italy,0,2,0
AZ,Algeria,Italy,0,1,0
MH,Malaysia,Singapore,3,4,3
TK,Italy,Argentina,0,3,0
EK,Italy,Indonesia,24,31,24
QR,Italy,Sri Lanka,5,5,5
ET,Tanzania,Botswana,0,1,0
TK,Italy,Indonesia,24,19,24
W6,Saudi Arabia,Italy,24,3,24
SK,Italy,Sweden,7,14,7
AZ,Italy,Algeria,2,19,2
EK,Italy,Uganda,0,1,0
LH,United States,The Bahamas,0,1,0
AH,Italy,Algeria,0,7,0
FR,Netherlands,Italy,19,16,19
W6,Italy,Albania,87,187,86
AR,Argentina,,0,1,0
JU,Turkey,Italy,2,0,2
TK,Italy,Mongolia,0,2,0
AT,Western Sahara,Spain,0,3,0
UX,Italy,Brazil,2,13,2
TR,Thailand,Greece,1,3,1
U2,Italy,Morocco,64,17,63
FR,Austria,Greece,7,0,7
NO,Maldives,Italy,4,2,4
QR,South Africa,Italy,0,0,0
OB,Argentina,Peru,0,0,0
EY,United Kingdom,Bangladesh,1,1,1
TP,Italy,Cape Verde,3,26,3
ME,Belgium,Lebanon,1,0,1
MH,Malaysia,Malaysia,4,9,4
TK,Italy,Qatar,0,1,0
LA,Spain,Ecuador,0,0,0
AZ,United States,Italy,5,15,5
EK,Malaysia,Italy,2,8,2
FR,Italy,Austria,223,263,221
FR,Italy,Belgium,190,251,188
FR,Germany,Italy,74,153,73
AZ,Italy,El Salvador,0,0,0
LH,Netherlands,Ecuador,0,0,0
G3,Brazil,Italy,0,3,0
AY,Italy,Japan,2,4,2
TS,Italy,Canada,81,27,80
KM,Malta,Spain,0,0,0
BA,Italy,Mexico,13,15,13
OU,Croatia,Italy,0,1,0
QR,Italy,Maldives,15,36,15
AT,Italy,United States,1,4,1
AZ,India,Italy,4,13,4
3M,United States,United States,0,4,0
AZ,Italy,Spain,30,182,30
UP,United States,The Bahamas,0,9,0
YW,Germany,Italy,0,0,0
FJ,Fiji,Tuvalu,0,0,0
LF,United States,United States,0,0,0
GF,Italy,,0,3,0
LA,Brazil,Brazil,5,21,5
AZ,Tunisia,,0,3,0
EK,India,United Arab Emirates,0,0,0
IZ,Italy,Israel,4,1,4
IB,Italy,Morocco,0,7,0
EW,Greece,Germany,1,0,1
SQ,Germany,,0,0,0
PG,Thailand,Thailand,69,45,68
4Z,South Africa,South Africa,4,2,4
FR,Sweden,Italy,11,21,11
EY,Sri Lanka,Maldives,0,4,0
BR,Indonesia,Italy,0,1,0
AT,Morocco,Italy,3,11,3
BA,Italy,French Polynesia,0,0,0
AF,Italy,United States,84,164,83
JL,Italy,,0,0,0
EI,Italy,Republic of Ireland,30,38,30
BA,Italy,Kazakhstan,0,3,0
LH,Italy,Japan,28,100,28
LH,Italy,Lebanon,14,1,14
KU,Saudi Arabia,Philippines,0,2,0
TK,Cameroon,,0,0,0
TP,Italy,Senegal,9,20,9
FZ,Italy,Belarus,0,0,0
AZ,Italy,Indonesia,1,14,1
GQ,Greece,Greece,25,37,25
FR,Malta,Italy,35,39,35
AF,Italy,Hong Kong,0,0,0
BA,French Polynesia,Italy,0,0,0
FR,United Kingdom,Italy,124,125,123
EK,Italy,United Arab Emirates,42,35,42
LH,Italy,Thailand,13,40,13
RJ,Lebanon,Italy,1,4,1
AZ,Italy,Thailand,1,31,1
NO,Spain,Italy,2,0,2
SS,Guadeloupe,Sint Maarten,0,0,0
AF,Italy,Chile,6,3,6
KL,Italy,United States,74,268,73
W6,Italy,Poland,38,43,38
SQ,Italy,Australia,2,2,2
IB,Italy,Ecuador,3,4,3
QR,Philippines,Hungary,0,0,0
AH,Algeria,Algeria,0,2,0
LA,Chile,Chile,1,9,1
TK,Italy,Sri Lanka,0,1,0
FJ,New Zealand,Samoa,5,0,5
CA,China,Italy,0,1,0
LH,Italy,Mexico,1,12,1
YW,Italy,Germany,0,8,0
JU,Italy,Egypt,0,13,0
JL,Japan,Japan,10,4,10
FR,Italy,Hungary,153,221,151
KM,Malta,France,0,6,0
GF,United Kingdom,Bangladesh,0,3,0
NO,Italy,Madagascar,7,2,7
TK,Italy,Pakistan,4,11,4
CI,South Korea,Italy,0,0,0
LA,Peru,United States,0,0,0
BA,France,United States,3,2,3
JL,Italy,Japan,4,9,4
MS,Italy,Uganda,0,2,0
SV,Italy,Kenya,7,42,7
SQ,Indonesia,Italy,0,0,0
AC,Italy,,0,17,0
FR,Belgium,Italy,48,82,48
LA,Colombia,Peru,0,1,0
OS,Austria,,0,0,0
LA,United States,,0,0,0
AZ,Switzerland,,0,0,0
LH,Italy,Philippines,0,1,0
JU,Serbia,Italy,6,2,6
B0,Italy,United States,0,1,0
SV,Italy,,0,12,0
SQ,Italy,Vietnam,2,0,2
IB,Italy,Costa Rica,6,5,6
NO,Italy,Senegal,14,8,14
SK,United States,Italy,0,0,0
UP,The Bahamas,The Bahamas,0,2,0
SQ,Italy,,0,8,0
TK,Italy,Mauritius,1,6,1
AR,Argentina,Argentina,0,14,0
NP,Saudi Arabia,Egypt,0,0,0
IB,Spain,Republic of Ireland,0,0,0
TK,Italy,South Korea,5,8,5
ZL,Australia,Australia,3,5,3
EY,Thailand,Italy,0,7,0
BA,France,,0,0,0
NE,Saudi Arabia,Egypt,0,0,0
LH,United Kingdom,India,3,2,3
3U,Italy,Hong Kong,0,5,0
NF,Vanuatu,Vanuatu,0,2,0
EY,United Arab Emirates,India,0,0,0
LH,Mexico,Italy,6,4,6
LH,Italy,Kazakhstan,0,1,0
U2,Italy,Germany,133,17,132
FR,Poland,Italy,24,44,24
W6,United Arab Emirates,Italy,11,13,11
