carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
SV,Italy,Malaysia,3,16,3
FR,Portugal,United Kingdom,1,2,1
U2,Netherlands,Italy,88,24,87
TK,Czech Republic,,0,0,0
FR,Greece,Italy,96,85,95
TU,France,Tunisia,0,7,0
FR,Italy,Romania,92,204,91
TP,Italy,Senegal,3,26,3
AZ,Italy,Kenya,1,24,1
AZ,France,,0,1,0
AT,Italy,Ghana,1,4,1
UG,Tunisia,Tunisia,0,5,0
SA,South Africa,Ghana,0,0,0
TC,Tanzania,Tanzania,0,2,0
CA,Italy,Singapore,0,3,0
IB,Italy,Senegal,0,12,0
SK,Italy,Norway,9,38,9
QR,Italy,Indonesia,50,121,50
AR,Italy,Argentina,0,47,0
TP,Italy,United States,27,60,27
AZ,Italy,Israel,2,11,2
BR,Italy,,0,2,0
AY,Italy,United States,18,41,18
FR,Spain,Spain,85,62,84
SV,Italy,,0,3,0
QR,Egypt,Qatar,0,0,0
MS,Italy,Iraq,0,1,0
AT,Italy,Burkina Faso,1,15,1
IB,Italy,Portugal,13,11,13
FR,Italy,Poland,86,130,85
FR,Italy,Norway,36,78,36
ET,Ghana,Italy,0,3,0
SN,Italy,Belgium,49,59,49
JU,Serbia,Italy,19,17,19
H2,Peru,Peru,0,11,0
TK,Venezuela,Italy,3,9,3
FR,Italy,Hungary,172,245,170
EY,Italy,Indonesia,38,42,38
JU,Bosnia and Herzegovina,Italy,0,1,0
NO,Tunisia,Italy,1,0,1
NO,United States,Italy,3,1,3
BR,Vietnam,Italy,0,3,0
AZ,Italy,Australia,2,13,2
LX,Italy,Brazil,1,16,1
WF,Norway,Norway,0,6,0
UA,United States,,0,0,0
UP,United States,The Bahamas,0,1,0
UX,Morocco,Switzerland,0,1,0
U2,Italy,United Kingdom,233,64,231
BR,Italy,Indonesia,0,59,0
BA,Italy,Italy,0,0,0
CZ,China,United Kingdom,0,0,0
SQ,Italy,Thailand,10,9,10
MU,Italy,Japan,0,14,0
TK,Italy,Mauritius,1,10,1
TK,Italy,Egypt,6,22,6
NO,Italy,Maldives,2,2,2
MU,Vietnam,Italy,0,6,0
TK,Italy,Thailand,10,12,10
FR,Slovakia,Italy,7,3,7
ET,Cameroon,Italy,1,0,1
TS,Canada,Canada,0,0,0
LA,Spain,Colombia,0,0,0
GF,India,Italy,0,1,0
GF,Sri Lanka,Italy,0,9,0
AD,Portugal,Brazil,0,4,0
B6,United States,Turks and Caicos Islands,0,1,0
KU,India,Italy,0,1,0
CA,Italy,Australia,0,7,0
AI,Sri Lanka,India,0,0,0
VY,Spain,Italy,255,123,252
FR,Italy,Luxembourg,11,21,11
1L,Italy,United Kingdom,0,0,0
ET,Kenya,Italy,2,0,2
RJ,Thailand,Italy,1,1,1
ET,Egypt,Tanzania,0,0,0
SK,United States,Italy,2,0,2
RO,Romania,Romania,0,2,0
SV,Italy,Pakistan,1,0,1
SN,Italy,Guatemala,0,2,0
TK,Italy,United States,12,10,12
QR,Switzerland,,0,0,0
PD,Canada,Canada,9,3,9
PW,Tanzania,Kenya,0,0,0
IB,Colombia,Spain,2,3,2
TK,Italy,Senegal,0,12,0
GF,Italy,Bahrain,0,0,0
QF,United States,Australia,0,0,0
ET,Argentina,Italy,3,2,3
AF,Germany,Faroe Islands,0,0,0
IB,Portugal,Italy,10,7,10
MH,Malaysia,Singapore,0,5,0
TK,Turkey,Iraq,0,0,0
EY,Thailand,Italy,2,4,2
W4,Italy,Italy,1588,1795,1572
JU,Republic of Macedonia,Bosnia and Herzegovina,0,0,0
SQ,India,Malaysia,0,0,0
MS,Italy,Eritrea,0,2,0
WY,Italy,Sri Lanka,0,3,0
RO,Romania,Turkey,0,11,0
EK,Italy,Mauritius,4,33,4
W6,Italy,Czech Republic,106,212,105
QR,Italy,Maldives,29,37,29
LX,Canada,Italy,0,2,0
JZ,Peru,Peru,0,9,0
SP,Portugal,Portugal,1,8,1
AZ,Italy,France,33,81,33
GF,Philippines,Italy,0,0,0
MU,Vietnam,,0,0,0
B6,United States,United States,0,39,0
CA,Italy,Hong Kong,0,15,0
SV,Italy,Oman,0,0,0
QF,Australia,Australia,10,4,10
TK,Italy,Singapore,3,7,3
TK,Bosnia and Herzegovina,Turkey,0,0,0
SK,Italy,Spain,0,1,0
4Z,South Africa,South Africa,6,1,6
LH,Italy,Costa Rica,0,1,0
AC,India,Canada,0,0,0
JL,Australia,Italy,0,0,0
WT,Spain,Spain,0,4,0
KU,Italy,India,3,4,3
FR,Malta,Italy,57,52,56
AF,Tunisia,United States,0,0,0
EK,Thailand,Italy,4,0,4
CI,Italy,,0,1,0
BG,Bangladesh,Bangladesh,0,0,0
FR,Italy,Portugal,282,478,279
TK,Cyprus,Republic of Ireland,1,2,1
KM,Malta,France,0,1,0
ET,Italy,Nigeria,0,0,0
HC,Senegal,Italy,0,2,0
KL,Italy,Panama,0,2,0
5U,Mexico,Guatemala,0,3,0
AV,Colombia,Colombia,14,21,14
MS,Italy,Lebanon,0,3,0
LA,Paraguay,Italy,1,17,1
FR,France,Italy,72,89,71
W6,Italy,Spain,0,3,0
QR,Ghana,Italy,0,0,0
SV,Saudi Arabia,Italy,0,1,0
SV,Netherlands,Pakistan,0,2,0
TK,Italy,Kenya,2,6,2
T7,Italy,France,0,2,0
TK,Greece,Turkey,0,1,0
W6,Poland,Italy,26,19,26
AI,Thailand,Italy,0,1,0
OZ,France,Japan,0,0,0
GF,Italy,Philippines,0,33,0
TK,Italy,Cameroon,3,10,3
FR,Denmark,Italy,28,25,28
FR,Italy,Denmark,92,130,91
QH,Vietnam,Germany,0,1,0
TK,Turkey,Czech Republic,0,5,0
TK,Italy,Israel,0,0,0
LH,Italy,Denmark,16,6,16
PC,Turkey,Italy,24,45,24
VA,Australia,Italy,2,0,2
UX,Italy,United States,0,4,0
TP,Italy,Canada,1,7,1
AC,Italy,United States,15,18,15
WY,Tanzania,Italy,0,0,0
AZ,Italy,Spain,58,240,57
QR,India,Portugal,0,0,0
SK,Denmark,Italy,7,2,7
FR,Republic of Ireland,Italy,25,38,25
NX,China,Macau,0,0,0
TK,Italy,Rwanda,2,2,2
AY,Finland,Malta,0,2,0
SN,Italy,,0,6,0
QR,Nepal,Spain,0,0,0
KM,Malta,Germany,0,3,0
TU,Italy,Guinea,0,6,0
AZ,Algeria,Italy,0,4,0
NO,Spain,Italy,3,0,3
KM,Germany,Italy,0,4,0
AV,Colombia,Italy,0,6,0
OD,Malaysia,Pakistan,0,0,0
DX,Italy,Italy,0,110,0
TK,Switzerland,Turkey,6,48,6
SK,Italy,Estonia,0,4,0
LA,Colombia,Italy,1,13,1
QR,Thailand,Italy,5,7,5
AZ,Italy,Sweden,0,3,0
FR,Croatia,United Kingdom,0,0,0
AZ,Italy,Costa Rica,0,2,0
NO,Kenya,Italy,0,1,0
XQ,Italy,Turkey,5,9,5
EY,Germany,Japan,2,6,2
EK,Zambia,,0,0,0
TP,Brazil,Italy,8,67,8
QR,Singapore,Italy,4,1,4
AR,Argentina,Argentina,0,7,0
HY,Italy,,0,0,0
RJ,Italy,Jordan,1,7,1
AZ,Italy,Egypt,3,39,3
EY,India,Italy,1,3,1
FZ,Italy,Belarus,0,0,0
FR,Italy,Republic of Ireland,123,168,122
FR,Italy,Finland,12,18,12
W6,Serbia,Greece,0,1,0
UX,Colombia,Italy,1,8,1
WE,Nepal,Thailand,0,1,0
BT,Germany,Lithuania,0,0,0
TP,Brazil,,0,3,0
AS,United States,United States,0,19,0
LG,Luxembourg,Italy,0,3,0
QR,Italy,Nepal,1,4,1
TP,Portugal,Portugal,1,5,1
TK,Bangladesh,Italy,3,1,3
NO,Italy,Dominican Republic,12,24,12
FR,Hungary,Italy,36,27,36
EK,Italy,United States,93,25,92
AZ,Italy,Mexico,0,49,0
AI,Sri Lanka,Nepal,0,0,0
SV,Italy,Kenya,7,9,7
TK,India,Italy,0,1,0
BR,Japan,Italy,0,4,0
SV,Lebanon,,0,0,0
FR,Italy,Cyprus,61,55,60
EY,Italy,Singapore,5,4,5
AR,United States,Argentina,0,0,0
LX,Italy,Japan,1,36,1
BR,Philippines,United States,0,1,0
LH,Switzerland,Guatemala,0,0,0
HY,Uzbekistan,Uzbekistan,0,4,0
JU,Slovenia,Serbia,4,4,4
MU,Italy,New Zealand,0,10,0
NO,Italy,Madagascar,3,1,3
CZ,Germany,Thailand,0,0,0
WJ,Argentina,Argentina,0,5,0
WY,Italy,Indonesia,0,0,0
OZ,Italy,South Korea,6,15,6
AI,Italy,Thailand,0,20,0
YP,South Korea,Japan,2,0,2
MU,Italy,Indonesia,0,14,0
KM,France,Malta,0,2,0
DY,Norway,,0,0,0
BA,Italy,Mexico,4,31,4
MU,Italy,Australia,0,10,0
BA,Italy,United States,243,282,241
MU,Australia,Italy,0,7,0
EK,Austria,Philippines,0,0,0
TK,Hungary,Turkey,3,2,3
TK,Italy,South Korea,0,16,0
BR,Philippines,Italy,0,0,0
TK,Turkey,Azerbaijan,0,0,0
CA,Italy,Philippines,0,19,0
W6,Italy,Saudi Arabia,40,36,40
EY,Italy,Japan,9,24,9
5W,United Arab Emirates,Maldives,0,13,0
U2,Italy,Latvia,0,2,0
SK,Norway,Morocco,0,1,0
AD,Brazil,France,0,3,0
TP,Spain,Netherlands,1,0,1
KL,Germany,Netherlands,1,0,1
LH,United Kingdom,Turks and Caicos Islands,0,1,0
SN,Switzerland,,0,1,0
OS,Italy,Latvia,1,0,1
DL,Italy,,23,0,23
U2,Italy,Norway,0,4,0
TK,Pakistan,Italy,0,7,0
TK,Italy,Azerbaijan,1,5,1
NO,Senegal,Italy,6,2,6
AF,Norway,Italy,1,0,1
CZ,Italy,Australia,0,2,0
EK,Spain,Thailand,1,0,1
AF,Italy,Singapore,2,1,2
W4,Greece,Italy,41,21,41
MS,Nigeria,Italy,0,2,0
VY,United Kingdom,Spain,1,0,1
JQ,Philippines,Japan,1,0,1
LH,Italy,Turkey,34,20,34
W6,Italy,Vietnam,0,1,0
BT,Italy,Estonia,1,6,1
CX,Italy,Hong Kong,5,0,5
LO,Italy,United States,0,4,0
N0,United States,,0,1,0
AF,Italy,Ivory Coast,1,1,1
LO,India,Italy,0,1,0
PK,Italy,Pakistan,0,1,0
3O,France,Morocco,1,0,1
AZ,Greece,Italy,3,24,3
DY,Norway,Italy,0,28,0
KM,Italy,Italy,0,7,0
CU,Cuba,Italy,0,2,0
CA,Italy,South Korea,0,49,0
UA,Switzerland,United States,10,3,10
PC,Italy,United Arab Emirates,9,5,9
W6,Italy,Norway,0,7,0
W9,United Kingdom,Italy,3,6,3
LH,Albania,United States,1,0,1
LO,Italy,India,0,2,0
HV,Iceland,France,1,1,1
FR,Italy,India,0,4,0
IZ,Israel,Morocco,0,2,0
SB,Singapore,New Caledonia,2,0,2
OV,Oman,Oman,1,0,1
OV,Oman,Sri Lanka,0,1,0
AA,United States,Turks and Caicos Islands,1,0,1
EI,France,Republic of Ireland,1,0,1
NO,Italy,Iceland,0,1,0
CA,Japan,Italy,0,2,0
EK,New Zealand,Turkey,0,1,0
TK,Bangladesh,Norway,0,1,0
W4,Montenegro,Italy,0,1,0
KL,Italy,Czech Republic,2,0,2
LH,Iceland,Japan,0,1,0
LO,Bulgaria,Belgium,1,0,1
AF,Italy,Nigeria,5,2,5
W4,Italy,India,0,6,0
SK,Sweden,Italy,10,3,10
L9,Italy,Italy,0,42,0
U8,Israel,Italy,0,3,0
KL,Germany,Poland,0,1,0
W6,Spain,Poland,2,1,2
BR,United Kingdom,Taiwan,0,3,0
LO,China,Italy,0,4,0
FR,Greece,Austria,1,0,1
KM,Italy,Germany,0,1,0
XY,United Arab Emirates,Italy,0,4,0
W6,Italy,Singapore,0,5,0
AV,Ecuador,Ecuador,1,0,1
QR,Italy,Australia,4,11,4
LH,France,Colombia,0,5,0
LA,Brazil,Spain,1,2,1
WS,Italy,Canada,1,4,1
AV,Colombia,United States,0,2,0
B6,United States,,0,3,0
UX,Italy,Bolivia,1,3,1
AZ,Italy,Cayman Islands,0,2,0
AT,Italy,Nigeria,1,5,1
AA,United States,Italy,1,0,1
IB,Dominican Republic,Italy,1,1,1
LH,United Kingdom,Austria,1,1,1
LO,Moldova,Italy,0,1,0
W4,Italy,Georgia,4,2,4
BA,Italy,India,2,0,2
BR,France,Japan,0,1,0
U2,Denmark,United Kingdom,1,1,1
JQ,Indonesia,Italy,0,1,0
UX,Spain,Spain,12,31,12
EW,Germany,France,4,2,4
LH,Italy,Dominican Republic,2,7,2
TP,Venezuela,Italy,0,4,0
AK,Maldives,,0,2,0
HY,South Korea,Italy,0,1,0
CZ,China,Italy,0,1,0
LX,Switzerland,,0,1,0
FR,Portugal,Canada,0,1,0
BA,Republic of Ireland,United Kingdom,1,0,1
IB,Italy,Cuba,10,32,10
LH,Germany,Italy,39,66,39
DL,Italy,United States,49,0,49
A3,Italy,Germany,0,1,0
V7,Italy,Netherlands,0,1,0
EK,Italy,Seychelles,9,11,9
W6,Italy,Australia,0,8,0
NK,United States,Italy,0,3,0
TS,Canada,Italy,0,3,0
AZ,Italy,Algeria,1,3,1
IB,Ecuador,Italy,3,0,3
AT,Ghana,Italy,1,2,1
J2,Italy,Uzbekistan,0,3,0
RJ,Israel,Switzerland,1,2,1
SN,Belgium,Croatia,0,2,0
DY,Italy,Thailand,0,1,0
SK,Italy,Germany,0,1,0
FR,Italy,Slovakia,23,22,23
BR,Italy,Japan,0,32,0
VY,Italy,,0,26,0
AF,Italy,Guadeloupe,8,0,8
LH,Germany,France,2,1,2
PC,Germany,Iraq,0,1,0
UX,Spain,United States,0,1,0
AI,India,Italy,0,4,0
GF,Thailand,United Arab Emirates,0,3,0
AF,Italy,Austria,1,0,1
KL,France,France,1,0,1
IB,United Kingdom,Spain,0,1,0
SN,Austria,United States,0,1,0
OS,Italy,Poland,1,5,1
U2,Malta,Italy,17,1,17
TB,Morocco,Italy,5,3,5
VN,Italy,,0,3,0
QR,Germany,Bangladesh,0,2,0
SN,Germany,Italy,0,3,0
TK,Lebanon,France,0,3,0
SQ,Italy,Vietnam,2,0,2
DE,Italy,Canada,3,0,3
HY,Malaysia,Italy,0,1,0
TK,Turkey,Georgia,0,1,0
V7,Italy,Belgium,0,2,0
AF,Italy,Australia,0,4,0
RJ,Italy,,0,1,0
U2,Egypt,United Kingdom,1,0,1
LO,Italy,China,0,7,0
F9,United States,Italy,0,3,0
TK,Italy,Qatar,2,0,2
KQ,Uganda,Kenya,1,0,1
IB,Portugal,Spain,1,0,1
LH,Mexico,Italy,1,0,1
PC,Czech Republic,Turkey,4,0,4
TK,France,Turkey,21,61,21
TK,Slovenia,Turkey,5,14,5
KL,Germany,Canada,1,0,1
FD,Thailand,,0,3,0
AA,Ecuador,United States,7,0,7
AM,El Salvador,Mexico,0,1,0
EI,Republic of Ireland,Germany,1,0,1
EY,Qatar,India,0,1,0
TP,Italy,United Kingdom,1,0,1
AV,Spain,Ecuador,1,0,1
QB,United Arab Emirates,Iran,0,2,0
A3,Lebanon,Italy,1,3,1
KQ,Tanzania,Mauritius,0,1,0
XZ,Italy,Spain,0,3,0
UX,Portugal,Spain,2,0,2
AK,Thailand,Malaysia,0,2,0
BA,Saudi Arabia,United Kingdom,1,0,1
OZ,South Korea,Cambodia,0,1,0
EW,Cyprus,Italy,0,1,0
JZ,Peru,,0,2,0
KL,Italy,Bonaire,1,0,1
AF,Italy,Portugal,0,4,0
LH,Italy,Netherlands,9,17,9
TK,Nigeria,Italy,0,2,0
AM,Mexico,United States,0,4,0
LX,Switzerland,United States,1,5,1
KL,Italy,Portugal,2,2,2
NT,Spain,Morocco,0,2,0
IB,Chile,Italy,2,1,2
SK,Norway,Sweden,1,1,1
DY,France,Norway,0,1,0
OV,Oman,Egypt,1,0,1
KL,Italy,Estonia,1,0,1
8H,Bulgaria,Italy,0,1,0
ID,Indonesia,Italy,1,0,1
PC,Switzerland,Azerbaijan,0,3,0
MU,Italy,South Korea,0,2,0
TU,Italy,Turkey,0,4,0
AF,Netherlands,France,1,1,1
MU,China,Macau,0,2,0
PC,Italy,Iraq,0,3,0
LX,Switzerland,Spain,1,0,1
CY,Italy,Lebanon,0,2,0
OS,Germany,Moldova,1,0,1
8B,Indonesia,Italy,0,1,0
DY,Finland,Norway,0,1,0
LH,Slovenia,United States,0,1,0
FR,Italy,Albania,0,18,0
AV,Spain,Argentina,6,1,6
W6,Saudi Arabia,Belgium,0,1,0
UO,Hong Kong,Japan,0,7,0
KL,Italy,Japan,6,1,6
AF,Italy,Hong Kong,2,1,2
U2,Spain,Portugal,5,0,5
EW,Netherlands,Germany,0,2,0
W6,Israel,Italy,3,1,3
W4,Italy,Luxembourg,6,1,6
OG,Denmark,Iceland,0,4,0
QR,Qatar,Indonesia,0,3,0
A3,Denmark,Greece,1,0,1
TS,France,,0,1,0
AF,France,Tunisia,3,0,3
UX,Italy,Uruguay,1,4,1
AZ,Italy,Ivory Coast,0,2,0
JT,Indonesia,Indonesia,0,26,0
FR,Belgium,,0,3,0
AC,Argentina,Italy,0,1,0
V7,France,Belgium,2,0,2
EK,Switzerland,United Arab Emirates,1,0,1
PC,Turkey,Republic of Macedonia,2,1,2
TK,Poland,Turkey,3,0,3
AT,Egypt,Morocco,0,3,0
W9,Slovakia,United Kingdom,1,0,1
ID,Malaysia,Indonesia,0,1,0
W4,Spain,Indonesia,0,1,0
BA,United States,United Kingdom,2,0,2
QR,Morocco,Singapore,0,1,0
SV,Pakistan,Italy,0,1,0
DE,Turkey,Germany,1,0,1
TG,Thailand,Germany,0,1,0
W6,France,Italy,30,4,30
UX,Italy,Spain,20,60,20
W4,United Kingdom,Saudi Arabia,0,1,0
AZ,Italy,Jamaica,0,1,0
8B,Indonesia,Indonesia,0,12,0
U2,France,France,15,1,15
SA,South Africa,Namibia,0,2,0
AF,United Kingdom,United States,0,6,0
MM,Japan,Japan,0,7,0
7C,South Korea,South Korea,1,1,1
LH,Italy,Iceland,1,5,1
TK,Italy,Djibouti,0,1,0
LJ,Taiwan,South Korea,1,0,1
AI,India,,0,1,0
AZ,Italy,Oman,0,1,0
TK,Israel,Romania,0,2,0
RJ,Jordan,Lebanon,0,1,0
TB,Mexico,Italy,0,4,0
FR,Romania,Albania,0,1,0
JL,Italy,,0,5,0
UX,Spain,Peru,5,2,5
DY,Denmark,Netherlands,0,4,0
SN,United Kingdom,Belgium,1,0,1
LH,Italy,Indonesia,0,3,0
AV,United States,Spain,0,1,0
NO,Maldives,Italy,1,0,1
TB,France,Morocco,2,2,2
KE,Japan,Italy,0,5,0
XY,Saudi Arabia,United Arab Emirates,1,1,1
TP,Portugal,Germany,1,0,1
PC,Turkey,Spain,0,6,0
U2,Portugal,Portugal,7,0,7
UA,Germany,United States,1,0,1
ZB,Albania,Turkey,0,3,0
PD,Canada,United States,2,0,2
AK,Singapore,,0,5,0
U2,Germany,Canada,3,0,3
RJ,Israel,Italy,0,1,0
WN,United States,United States,0,8,0
BG,Bangladesh,Nepal,0,1,0
OS,Italy,Turkey,0,2,0
DL,United States,Canada,1,0,1
AZ,Italy,Albania,7,20,7
LS,Italy,United Kingdom,33,29,33
AZ,Argentina,Italy,6,17,6
W4,Italy,Maldives,0,4,0
AK,Cambodia,Italy,0,3,0
GQ,Italy,Cyprus,2,0,2
VJ,Vietnam,Thailand,0,2,0
TP,Ghana,São Tomé and Príncipe,0,1,0
BA,Egypt,Brazil,1,0,1
LM,United Kingdom,Italy,0,9,0
JQ,Australia,Japan,5,0,5
FR,Italy,Iceland,0,15,0
UX,Italy,Dominican Republic,6,17,6
SN,Italy,Cameroon,7,1,7
FR,Israel,Cyprus,2,0,2
SN,Italy,Sweden,0,1,0
TP,Portugal,Netherlands,1,0,1
BA,United States,Spain,3,0,3
IB,Germany,Morocco,1,1,1
TK,Lebanon,Tunisia,1,0,1
MS,Italy,Bangladesh,0,1,0
ET,Italy,Seychelles,7,12,7
LX,Italy,Greece,1,5,1
EW,Italy,Greece,3,6,3
W6,Czech Republic,Morocco,0,4,0
AY,Italy,Norway,0,2,0
6E,Italy,India,7,37,7
TP,Spain,Portugal,3,4,3
AZ,Italy,Latvia,0,5,0
W4,Croatia,Italy,0,2,0
TK,Slovenia,Mongolia,0,1,0
QS,Italy,Czech Republic,0,1,0
U2,France,United Kingdom,3,0,3
FD,Thailand,Italy,0,1,0
AZ,Luxembourg,Italy,1,0,1
RJ,Italy,Egypt,2,4,2
AZ,Albania,Italy,1,1,1
EK,Australia,Italy,1,9,1
TK,South Korea,France,1,2,1
UL,Maldives,Sri Lanka,2,0,2
U2,Italy,Turkey,1,21,1
W6,Egypt,Hungary,2,0,2
TK,Italy,Taiwan,2,0,2
KL,Italy,Poland,1,0,1
EN,Italy,Mexico,0,1,0
PG,Thailand,Italy,0,1,0
EY,Italy,South Korea,4,9,4
TK,Morocco,South Africa,0,3,0
AZ,Spain,Italy,14,18,14
FZ,Italy,Maldives,3,4,3
U2,France,Greece,4,0,4
AF,Italy,Costa Rica,5,6,5
NO,Italy,Republic of Ireland,0,2,0
EK,Bangladesh,Italy,0,2,0
CY,Cyprus,Lebanon,2,0,2
CX,United Arab Emirates,Hong Kong,1,0,1
W6,Turkey,Hungary,2,0,2
A3,Greece,Lebanon,0,3,0
KL,Italy,Cuba,1,4,1
FZ,United Arab Emirates,Italy,1,5,1
UX,United States,Spain,1,1,1
KL,Italy,El Salvador,1,7,1
LA,Brazil,United States,2,0,2
FR,France,Spain,2,9,2
FR,Czech Republic,Latvia,0,1,0
BA,Singapore,Italy,0,4,0
W9,Poland,United Kingdom,0,1,0
OS,Italy,Iran,0,1,0
FR,Luxembourg,Spain,1,0,1
FD,Thailand,Thailand,0,50,0
FD,Thailand,Singapore,0,1,0
5F,Italy,Turkey,0,3,0
FR,Italy,Sweden,39,89,39
SV,Italy,Philippines,1,8,1
W6,Italy,Nepal,0,4,0
TK,Turkey,Germany,0,1,0
LH,United States,Albania,2,0,2
TK,Italy,Cyprus,0,6,0
I2,Netherlands,Spain,1,0,1
W6,Austria,Greece,3,0,3
TK,Israel,Turkey,1,2,1
AZ,Italy,Taiwan,1,3,1
QR,Netherlands,Thailand,1,0,1
LX,Italy,Switzerland,21,42,21
RW,Philippines,Philippines,0,2,0
AT,Senegal,Italy,2,3,2
SK,Finland,Italy,1,7,1
LH,Italy,Singapore,1,4,1
U2,Israel,Switzerland,4,0,4
GF,Thailand,Saudi Arabia,0,1,0
CA,United Kingdom,South Korea,0,1,0
WO,Cuba,Canada,1,0,1
AT,Morocco,Western Sahara,0,1,0
Z0,United Kingdom,United States,7,2,7
JQ,Singapore,Australia,0,2,0
E9,Spain,Mexico,1,1,1
LH,Italy,Italy,0,3,0
W4,Italy,Estonia,5,5,5
W4,United Kingdom,Austria,4,0,4
CI,Italy,Thailand,1,3,1
TU,Italy,Senegal,0,1,0
LH,Spain,Germany,1,0,1
A3,Greece,Netherlands,1,0,1
FR,Finland,Italy,4,2,4
H4,Italy,Moldova,0,48,0
DD,Thailand,Thailand,4,12,4
TK,Italy,Vietnam,1,6,1
BA,Australia,Italy,0,1,0
IF,Lebanon,Iraq,1,0,1
SM,Italy,,0,9,0
CA,Germany,Japan,0,2,0
CA,Italy,Taiwan,0,9,0
BR,Taiwan,Albania,0,1,0
TG,Thailand,Indonesia,1,0,1
FR,Netherlands,United Kingdom,2,4,2
TX,France,Guadeloupe,0,2,0
OS,Italy,Bulgaria,0,2,0
6E,Italy,Thailand,0,1,0
ME,Lebanon,Italy,0,3,0
FZ,Italy,Sri Lanka,1,0,1
