carrier,origin_country,destination_country,clicks_travix,clicks_competitor,clicks_airlines
QR,Vietnam,Germany,0,2,0
LH,Italy,Luxembourg,3,3,3
AS,United States,United States,0,14,0
TX,United States,Italy,0,3,0
IB,Italy,Chile,3,7,3
P4,Nigeria,Nigeria,0,0,0
LX,Italy,Sweden,2,2,2
LY,Israel,Italy,2,5,2
EY,Belgium,Indonesia,0,1,0
LH,Nigeria,Italy,0,0,0
AZ,Italy,Germany,27,114,27
IB,Colombia,Italy,4,1,4
IB,Italy,Portugal,7,9,7
RJ,Italy,Jordan,2,9,2
MH,Italy,Malaysia,0,27,0
VA,Japan,Australia,0,2,0
EN,Italy,Brazil,0,0,0
AH,Algeria,France,0,0,0
EK,Thailand,Italy,9,0,9
LX,Denmark,Italy,1,1,1
EK,India,Italy,1,5,1
QR,Italy,Thailand,39,46,39
LX,Italy,United States,42,104,42
TK,Italy,Indonesia,16,27,16
AZ,Germany,,0,0,0
LX,Switzerland,Lithuania,0,1,0
RJ,Italy,Thailand,1,9,1
EY,United Kingdom,Seychelles,0,1,0
SQ,Malaysia,,0,0,0
LH,Italy,Indonesia,0,5,0
AF,Italy,Tunisia,1,0,1
LO,Canada,Italy,0,0,0
AZ,Spain,Italy,11,24,11
BR,Italy,Vietnam,0,3,0
AI,Italy,Thailand,0,13,0
LH,Italy,Hong Kong,4,1,4
KL,Italy,Mexico,8,5,8
BA,United States,Italy,16,3,16
EY,Italy,,4,5,4
LH,Italy,France,18,2,18
TP,Spain,United States,1,8,1
AM,United States,Dominican Republic,0,0,0
FR,Cyprus,Italy,3,6,3
EY,Austria,Thailand,0,0,0
TK,Italy,Malaysia,4,8,4
TK,Italy,Mauritius,0,5,0
QR,Switzerland,,0,0,0
SP,Portugal,Portugal,8,7,8
SL,Thailand,Nepal,0,0,0
NO,Italy,Madagascar,0,0,0
MH,Malaysia,Malaysia,11,9,11
EK,Italy,Thailand,263,20,260
TP,Italy,Portugal,136,429,135
TG,Thailand,Philippines,0,0,0
ID,Thailand,Indonesia,0,0,0
KL,Italy,Argentina,5,3,5
BR,Italy,,0,1,0
FR,Germany,Bosnia and Herzegovina,0,17,0
QR,Switzerland,Japan,2,1,2
LX,Italy,Luxembourg,2,0,2
SQ,Italy,Vietnam,10,10,10
RJ,Thailand,Italy,0,0,0
WE,Thailand,Thailand,1,5,1
SK,Norway,Italy,5,15,5
TP,Netherlands,Cape Verde,0,0,0
AZ,Italy,Belgium,23,96,23
EY,Italy,Philippines,0,18,0
PR,Malaysia,Philippines,0,0,0
IB,Spain,Greece,0,0,0
LO,Poland,Poland,1,0,1
FR,Italy,Slovakia,14,22,14
CI,Italy,,0,11,0
FR,Italy,Poland,102,223,101
NH,Italy,Japan,2,28,2
V7,Italy,Greece,816,376,808
FR,Bulgaria,Italy,12,34,12
AZ,France,India,0,0,0
WY,United Arab Emirates,Oman,1,0,1
RJ,Italy,,0,2,0
QR,Serbia,,0,0,0
W6,Italy,France,152,180,150
A3,Italy,Egypt,4,16,4
EK,United States,Italy,12,0,12
AZ,Italy,Australia,0,0,0
EK,United Kingdom,,0,0,0
PW,Tanzania,Tanzania,0,7,0
LH,Italy,South Africa,20,7,20
U2,Italy,Spain,1153,238,1142
EY,Switzerland,Maldives,0,0,0
FR,Spain,Morocco,4,7,4
LH,United States,Italy,5,10,5
TP,United Kingdom,Brazil,0,1,0
AC,Italy,,0,7,0
WY,Thailand,Italy,0,1,0
V7,Italy,Spain,53,72,52
AZ,Italy,India,7,26,7
LH,Italy,Thailand,21,16,21
OS,Italy,China,14,11,14
AF,Italy,Brazil,20,29,20
LH,Italy,India,9,5,9
HY,Italy,,0,2,0
FR,Denmark,Italy,37,53,37
LH,Italy,Norway,18,19,18
BA,United States,United States,0,4,0
AF,Italy,Dominican Republic,2,19,2
IB,Spain,Portugal,2,3,2
TK,Italy,Kazakhstan,0,2,0
LA,Italy,,0,6,0
AZ,Italy,Brazil,5,37,5
QR,Philippines,Italy,0,0,0
OS,Italy,Slovakia,5,0,5
NT,Portugal,Portugal,0,10,0
TP,Italy,Senegal,5,6,5
NT,Spain,Spain,0,13,0
LH,Italy,Denmark,19,5,19
BA,Italy,South Africa,4,3,4
WY,France,Oman,0,0,0
TK,Italy,Uzbekistan,8,8,8
HY,Azerbaijan,Uzbekistan,0,0,0
PR,Philippines,Philippines,4,6,4
TP,Brazil,Italy,16,69,16
AZ,Italy,Seychelles,0,5,0
RO,Egypt,Italy,0,1,0
IB,Italy,Senegal,4,8,4
FR,Portugal,Italy,76,91,75
BA,Italy,Peru,0,3,0
LH,Germany,Portugal,1,2,1
B6,United Kingdom,United States,0,0,0
ET,South Africa,Italy,0,1,0
PR,Philippines,Thailand,0,0,0
QR,Germany,Japan,1,2,1
CI,Italy,Philippines,0,0,0
QR,Croatia,Indonesia,1,0,1
CM,Mexico,Colombia,0,0,0
AZ,Italy,Algeria,0,11,0
SQ,United Arab Emirates,Hong Kong,0,1,0
BA,Germany,,0,0,0
W6,United Arab Emirates,Italy,14,13,14
LH,Italy,Guatemala,0,11,0
FR,Morocco,France,3,3,3
FR,United Kingdom,Poland,5,5,5
LH,Italy,Spain,7,6,7
LS,United Kingdom,Italy,4,2,4
KL,Italy,Cuba,1,2,1
BA,Mexico,Germany,1,0,1
PC,Lebanon,Italy,4,0,4
VN,Vietnam,Italy,0,1,0
OV,Thailand,Oman,0,1,0
W6,Italy,Seychelles,0,1,0
DL,Canada,Italy,2,0,2
KL,Italy,Romania,0,1,0
KL,Germany,Netherlands,2,0,2
KL,Poland,Spain,1,0,1
OS,Austria,Philippines,0,1,0
DY,Finland,Sweden,0,1,0
AR,Italy,Chile,0,1,0
FR,Spain,Portugal,6,4,6
3L,Bangladesh,United Arab Emirates,0,2,0
XR,Germany,Egypt,0,1,0
HA,Australia,United States,0,3,0
KL,Croatia,Thailand,1,0,1
5J,Thailand,United Arab Emirates,1,0,1
5J,Philippines,Thailand,5,4,5
RO,Romania,France,0,2,0
KL,Italy,Jamaica,0,2,0
A3,Greece,Portugal,1,0,1
E5,Italy,,0,1,0
5W,United Arab Emirates,Albania,1,0,1
U8,Italy,Israel,0,4,0
KL,Switzerland,United States,0,10,0
AC,Canada,The Bahamas,0,2,0
EK,Germany,Japan,2,0,2
BA,Italy,Antigua and Barbuda,0,1,0
KL,Colombia,Italy,2,7,2
KL,Italy,Sweden,5,0,5
CI,Australia,Italy,1,2,1
FR,United Kingdom,Spain,3,3,3
FR,Poland,Poland,3,1,3
U2,Denmark,Netherlands,2,0,2
IB,Senegal,Spain,0,1,0
UK,India,Nepal,0,1,0
KL,Switzerland,United Arab Emirates,2,0,2
BJ,Tunisia,Turkey,0,1,0
XK,France,France,0,1,0
TK,Turkey,Kuwait,1,0,1
LX,Switzerland,Norway,0,1,0
AY,Finland,Italy,19,1,19
EK,United Arab Emirates,Italy,7,1,7
W6,Italy,Estonia,3,4,3
AF,France,Rwanda,2,2,2
FR,Jordan,Cyprus,1,0,1
AV,Spain,Ecuador,0,1,0
CI,Vietnam,Italy,0,1,0
HF,Niger,Ivory Coast,0,2,0
EK,United Arab Emirates,Morocco,1,0,1
"",Mexico,Colombia,1,0,1
U2,Spain,Italy,156,11,154
TP,Italy,Morocco,4,14,4
IB,France,Argentina,1,0,1
MS,India,Italy,0,5,0
AF,France,South Africa,2,1,2
DT,Italy,,0,2,0
ET,Italy,,0,6,0
ET,Madagascar,Italy,1,0,1
AY,Spain,United States,0,1,0
W6,Belgium,Bulgaria,0,1,0
HV,Italy,Iceland,0,1,0
EK,Germany,Sri Lanka,0,1,0
2B,Italy,Italy,0,1,0
FR,Lithuania,Spain,0,1,0
AZ,Italy,United Arab Emirates,0,5,0
LH,Italy,Lebanon,3,0,3
A3,Italy,Cyprus,0,6,0
AM,Netherlands,Mexico,0,3,0
AF,Italy,Denmark,6,2,6
KL,Italy,Ghana,1,2,1
VS,United Kingdom,Mexico,0,2,0
CM,Dominican Republic,Costa Rica,0,1,0
JQ,Singapore,Indonesia,0,1,0
LX,Germany,United States,0,1,0
IZ,Spain,Israel,1,1,1
U2,Italy,Turkey,0,2,0
JQ,Australia,Indonesia,2,0,2
AZ,Italy,Netherlands,36,125,36
N0,Italy,United States,61,11,60
TK,Italy,Iran,2,19,2
EI,Italy,United Kingdom,0,1,0
U2,Morocco,France,4,0,4
KL,Spain,Argentina,0,1,0
SV,Italy,Kenya,1,5,1
PD,Canada,United States,7,0,7
TK,Slovenia,China,0,1,0
TK,Republic of Ireland,Kuwait,0,1,0
KE,France,Japan,1,1,1
KL,United States,Netherlands,1,0,1
JU,Albania,Switzerland,0,1,0
LH,Italy,Ecuador,0,1,0
TK,Italy,Ghana,0,1,0
LH,Italy,Hungary,1,2,1
H4,Moldova,Italy,0,4,0
EK,Singapore,Italy,5,2,5
LH,Norway,Italy,5,0,5
UA,Italy,Costa Rica,0,6,0
KL,Italy,Chile,1,1,1
FR,Sweden,Latvia,1,1,1
UA,Germany,Mexico,1,4,1
OS,Italy,Sweden,3,0,3
TK,Slovenia,Ethiopia,0,1,0
TG,Sweden,Thailand,1,0,1
OV,Thailand,Italy,0,3,0
5W,Armenia,United Arab Emirates,1,1,1
U2,France,Switzerland,1,0,1
FR,Sweden,Sweden,3,3,3
A3,Greece,,0,1,0
VY,France,Egypt,0,1,0
WS,Canada,Canada,0,8,0
MH,Malaysia,Japan,0,1,0
EY,Italy,India,0,7,0
PC,Saudi Arabia,Austria,0,1,0
V7,Italy,Portugal,0,2,0
PC,Jordan,Georgia,0,1,0
BA,Dominican Republic,United States,0,1,0
VJ,Vietnam,Australia,0,1,0
KL,Slovenia,,0,1,0
KL,Switzerland,Netherlands,0,1,0
TB,Belgium,,0,1,0
EY,United Arab Emirates,Italy,7,1,7
WY,Italy,Sri Lanka,1,0,1
TR,Thailand,Australia,1,0,1
OS,Italy,,0,8,0
NT,Italy,Senegal,0,1,0
FR,Italy,Japan,0,2,0
LA,Spain,Argentina,1,0,1
U2,France,Germany,6,0,6
UA,Germany,United States,3,0,3
SQ,Italy,Indonesia,1,6,1
W6,Italy,Cuba,0,5,0
MH,Australia,United Kingdom,0,1,0
BR,United Kingdom,Taiwan,0,1,0
B6,Costa Rica,United States,0,1,0
JU,Serbia,Italy,6,5,6
EK,Tunisia,United Arab Emirates,0,1,0
MS,Egypt,Cyprus,0,1,0
MS,Italy,South Africa,0,4,0
IB,Italy,Bolivia,0,1,0
SN,Norway,Italy,2,0,2
TR,Germany,Australia,0,2,0
W6,Spain,Albania,2,1,2
J2,Italy,,0,1,0
SN,Belgium,Norway,1,0,1
BT,Switzerland,Latvia,0,1,0
TK,Turkey,Czech Republic,1,0,1
5W,Maldives,Italy,0,1,0
A3,Greece,Greece,13,11,13
OS,Italy,Moldova,0,6,0
W6,Italy,Poland,84,78,83
7C,South Korea,Singapore,1,0,1
CA,Thailand,Austria,0,1,0
FR,Israel,Italy,10,7,10
EN,Italy,Mexico,0,5,0
TR,Greece,Singapore,3,2,3
TK,Tanzania,Italy,1,1,1
FZ,Pakistan,Italy,0,11,0
VY,Italy,Dominican Republic,0,1,0
TK,Romania,United States,0,1,0
U2,Netherlands,France,1,0,1
LX,Switzerland,Brazil,1,0,1
ZB,Italy,Albania,0,33,0
OS,Italy,Mauritius,1,0,1
NO,Italy,Greece,1,23,1
QR,Italy,Bangladesh,0,3,0
JU,Italy,Albania,1,1,1
AF,Italy,Australia,0,7,0
BA,Italy,Bermuda,1,1,1
LA,Brazil,Germany,0,1,0
QR,Germany,Australia,0,1,0
OK,Czech Republic,Spain,0,1,0
J2,Italy,Belarus,0,3,0
NT,Spain,Italy,0,9,0
TK,Italy,Netherlands,0,1,0
AF,Italy,Faroe Islands,2,2,2
PG,Thailand,Singapore,0,1,0
N0,United States,Germany,2,1,2
OA,Greece,Germany,0,1,0
LO,Austria,Poland,0,1,0
LH,Sweden,Germany,0,2,0
TW,South Korea,Vietnam,0,1,0
DE,Italy,Cuba,4,0,4
W6,Iceland,Italy,16,1,16
CX,Italy,Australia,2,1,2
SK,Italy,Iceland,8,11,8
TK,Italy,Qatar,0,3,0
TK,Italy,Ivory Coast,6,1,6
AF,Italy,Jamaica,1,0,1
MS,Italy,United Arab Emirates,0,6,0
LO,United Kingdom,Egypt,0,2,0
KL,Morocco,Italy,0,1,0
XZ,Italy,Poland,0,1,0
A3,Greece,Turkey,2,3,2
FR,Austria,Greece,0,1,0
OS,Italy,Taiwan,0,2,0
BR,Italy,Japan,0,37,0
VA,Indonesia,Australia,3,1,3
A3,Greece,Austria,1,0,1
WS,United Kingdom,Canada,1,1,1
OD,Malaysia,Thailand,0,1,0
FI,Italy,United States,1,1,1
5J,Thailand,Philippines,1,1,1
LX,Switzerland,Spain,2,3,2
W6,Serbia,Italy,2,3,2
SV,Spain,Thailand,0,1,0
TP,France,,0,1,0
QR,Brazil,Australia,2,0,2
TR,Indonesia,Italy,0,2,0
CY,Cyprus,Italy,2,0,2
BA,Luxembourg,United Kingdom,0,1,0
AF,Netherlands,France,0,1,0
3O,Spain,Morocco,1,0,1
W6,Italy,Barbados,0,1,0
FR,Italy,Cyprus,13,55,13
HV,France,Italy,11,10,11
V7,Spain,Spain,3,1,3
AF,France,France,3,7,3
U2,United Kingdom,Switzerland,3,0,3
V7,France,Italy,27,14,27
SM,Egypt,Germany,0,1,0
TP,Brazil,Spain,0,1,0
BA,Portugal,Italy,0,2,0
FD,Thailand,Italy,0,3,0
TR,Singapore,Australia,2,0,2
LA,Chile,Argentina,0,3,0
W6,United Kingdom,,0,1,0
TK,Italy,Serbia,0,1,0
QR,Iraq,Italy,1,0,1
RJ,United Arab Emirates,Italy,0,1,0
SS,France,Ivory Coast,0,1,0
OG,Germany,Iceland,1,0,1
IB,Argentina,Italy,2,4,2
KL,Italy,France,9,5,9
XZ,Italy,Israel,3,0,3
FR,Latvia,Hungary,0,1,0
SN,Italy,Rwanda,1,0,1
TP,Cape Verde,Italy,0,1,0
LH,Romania,Italy,1,1,1
G9,Italy,Nepal,1,3,1
SQ,Malaysia,Philippines,0,1,0
TK,Malta,Turkey,0,1,0
GF,Italy,United Arab Emirates,0,17,0
TK,Italy,Singapore,15,12,15
AC,Mexico,Italy,1,0,1
SV,Italy,Singapore,1,9,1
FR,Cyprus,Greece,1,2,1
I2,Spain,Israel,1,0,1
EY,United Arab Emirates,India,1,0,1
FR,Latvia,Italy,1,1,1
W6,Romania,United Arab Emirates,1,0,1
LX,Belgium,Switzerland,1,0,1
AY,Italy,Iceland,1,0,1
SG,India,United Arab Emirates,0,3,0
SN,Italy,Spain,0,1,0
SV,France,Indonesia,0,3,0
OS,Thailand,Italy,1,0,1
UA,Italy,,22,12,22
VY,Spain,Germany,0,4,0
U2,Portugal,France,11,4,11
AR,Argentina,Spain,0,5,0
6E,United Arab Emirates,Maldives,0,1,0
UX,Spain,Trinidad and Tobago,0,1,0
WF,Italy,Norway,0,1,0
YS,Tanzania,Tanzania,0,1,0
DE,Germany,Italy,0,1,0
BA,United States,Guatemala,0,1,0
QR,Iran,Australia,0,1,0
IB,Cuba,Italy,3,0,3
FR,Luxembourg,Finland,0,5,0
S4,Portugal,Switzerland,0,1,0
IB,Spain,Uruguay,0,6,0
U2,Austria,Italy,0,1,0
BA,South Africa,Italy,1,2,1
LH,Germany,Romania,0,1,0
AV,Colombia,United States,1,0,1
ET,Kenya,Italy,5,1,5
KE,Japan,Italy,1,1,1
AT,Italy,Senegal,1,14,1
5F,Italy,Moldova,5,8,5
TM,South Africa,Mozambique,0,3,0
IB,Italy,El Salvador,2,0,2
TW,South Korea,Thailand,2,2,2
KL,Italy,Nicaragua,0,1,0
LH,Austria,Italy,1,1,1
AF,Italy,South Africa,3,4,3
VY,Italy,Chile,1,2,1
ET,Ghana,Italy,1,0,1
FR,Austria,Cyprus,1,0,1
AA,Italy,United States,58,0,57
TP,Italy,Brazil,43,181,43
QF,Italy,,0,6,0
HV,France,Portugal,4,0,4
6E,United Arab Emirates,Thailand,1,6,1
CX,Hong Kong,United Kingdom,0,4,0
SQ,Turkey,Malaysia,1,0,1
W9,United Kingdom,Egypt,0,1,0
JU,Italy,Japan,0,1,0
A3,Malta,Greece,1,0,1
SK,Italy,Norway,7,40,7
CX,Italy,China,0,2,0
FZ,Slovenia,Afghanistan,0,1,0
AM,Italy,Peru,0,9,0
TK,Italy,Senegal,1,16,1
OG,United States,Germany,0,2,0
BT,Italy,United Arab Emirates,1,1,1
OR,Netherlands,Spain,2,0,2
IB,Portugal,Italy,3,0,3
VY,France,Germany,1,1,1
W6,Poland,Germany,0,1,0
FZ,Italy,Philippines,0,1,0
VY,Portugal,Italy,2,1,2
AZ,Spain,Japan,0,2,0
FR,Portugal,Belgium,0,2,0
TP,Portugal,Venezuela,0,1,0
VN,Thailand,Vietnam,0,1,0
LJ,Japan,South Korea,3,1,3
JQ,United States,Australia,1,0,1
EK,Belgium,India,2,0,2
WS,Canada,Aruba,0,2,0
FR,Estonia,Sweden,0,1,0
BA,Italy,United Kingdom,164,100,162
PC,Italy,Kazakhstan,1,1,1
AI,Thailand,Kenya,0,1,0
TP,Portugal,,0,6,0
W6,Netherlands,Hungary,2,7,2
DE,Italy,Germany,0,1,0
AF,Italy,Chile,4,2,4
IB,France,Italy,2,0,2
HV,France,Cape Verde,1,0,1
AY,Norway,United States,1,0,1
KL,Netherlands,,2,0,2
EK,Kenya,Japan,0,2,0
G9,Italy,Malaysia,8,9,8
U2,Italy,Luxembourg,26,6,26
CY,Cyprus,Greece,0,2,0
EY,Italy,Maldives,9,10,9
AF,Cuba,Italy,9,6,9
TK,France,Eritrea,1,0,1
FR,Poland,Latvia,0,2,0
2W,Cuba,Spain,0,4,0
UA,New Zealand,,1,0,1
SQ,Australia,Netherlands,0,1,0
W6,Austria,Italy,2,2,2
CM,Colombia,Panama,0,1,0
V7,France,France,5,4,5
U2,Denmark,Germany,2,0,2
DL,French Polynesia,United States,1,0,1
3O,France,Morocco,2,4,2
6E,United Arab Emirates,Indonesia,0,1,0
DY,Denmark,Sweden,1,2,1
MK,Mauritius,Mauritius,0,1,0
AC,Italy,Mexico,0,2,0
TP,Germany,Portugal,0,1,0
BA,France,,0,2,0
UX,Ecuador,Italy,0,1,0
LS,Spain,United Kingdom,2,0,2
5W,Bahrain,Italy,0,1,0
FR,Italy,Peru,0,2,0
LA,Italy,Argentina,6,10,6
EK,France,Mauritius,4,0,4
AF,Italy,Madagascar,4,2,4
PG,Thailand,Malaysia,0,2,0
J9,Kuwait,Saudi Arabia,1,0,1
QR,Italy,South Africa,5,3,5
EW,United Kingdom,Germany,1,0,1
QR,Italy,Seychelles,5,3,5
AT,Morocco,France,0,1,0
PG,Thailand,Italy,0,2,0
FY,Malaysia,Malaysia,1,0,1
EI,Republic of Ireland,France,1,0,1
HY,Italy,Uzbekistan,0,2,0
XZ,Italy,,0,1,0
QR,Italy,Japan,7,13,7
U2,Italy,Romania,0,1,0
ZB,Germany,Albania,0,2,0
SZ,Tajikistan,Italy,0,2,0
HV,France,Greece,0,1,0
LH,Germany,Greece,3,0,3
LA,Argentina,Mexico,3,0,3
AZ,Italy,Vietnam,0,8,0
IX,India,United Arab Emirates,0,1,0
BQ,Italy,Germany,1,0,1
FR,Austria,France,1,2,1
AD,Brazil,France,0,1,0
BA,Netherlands,Canada,0,1,0
UK,United Arab Emirates,India,1,0,1
JU,Italy,Greece,2,21,2
H2,Peru,Peru,0,30,0
FD,Thailand,Thailand,0,65,0
NO,Italy,Egypt,0,110,0
