carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
AZ,Italy,Italy,623,2077,617
FR,Italy,Italy,5137,8315,5086
NO,Italy,Egypt,82,35,81
FR,Italy,Spain,2925,5591,2896
AZ,Italy,Morocco,28,121,28
FR,Italy,Morocco,158,410,156
NO,Italy,Spain,33,26,33
W6,Italy,Egypt,217,305,215
EK,Italy,Mauritius,0,64,0
AT,Italy,Morocco,25,85,25
SM,Italy,Egypt,45,181,45
LA,Italy,Brazil,12,65,12
TK,Tunisia,Qatar,0,1,0
UA,Italy,,10,2,10
FR,Italy,Malta,459,841,454
LA,Chile,Germany,0,11,0
UG,Italy,Tunisia,0,28,0
LA,Colombia,Colombia,7,4,7
NO,Egypt,Italy,3,3,3
NO,Italy,Dominican Republic,11,8,11
EK,Italy,,0,28,0
UG,Tunisia,Italy,0,7,0
W6,Italy,Italy,427,724,423
IB,Spain,Italy,52,43,51
TU,Italy,Tunisia,0,123,0
JU,Italy,Serbia,27,12,27
AZ,Italy,,0,183,0
SM,Egypt,Italy,11,37,11
AI,India,India,0,3,0
FJ,New Zealand,,0,7,0
AZ,Italy,Tunisia,2,37,2
LH,Albania,China,0,5,0
KL,Italy,Dominican Republic,1,34,1
TP,Italy,,0,20,0
NO,Italy,United States,14,8,14
TG,Thailand,Thailand,3,6,3
FR,Italy,Croatia,103,260,102
FR,Italy,Greece,857,1634,849
ET,Italy,Madagascar,5,33,5
SQ,Germany,,0,0,0
FR,Portugal,Italy,83,112,82
RO,Moldova,Romania,0,0,0
FR,Malta,Italy,35,43,35
AM,Brazil,Spain,0,21,0
FR,Sweden,Belgium,1,0,1
LH,Portugal,Albania,0,0,0
TU,Tunisia,Italy,0,40,0
WT,Spain,Spain,0,3,0
OD,Sri Lanka,Maldives,0,1,0
FR,Italy,United Kingdom,635,791,629
AC,Chile,Germany,1,1,1
LA,Peru,Peru,2,10,2
W6,Italy,Armenia,5,35,5
AZ,Morocco,Italy,4,5,4
U2,United Kingdom,Spain,5,15,5
V7,Italy,Italy,1282,1048,1269
FR,Italy,Czech Republic,100,135,99
FR,Italy,Jordan,34,65,34
AZ,Italy,United States,224,1131,222
SV,Italy,Indonesia,16,35,16
FR,Italy,Portugal,423,724,419
W6,Italy,Bulgaria,26,28,26
AZ,Italy,Mexico,0,85,0
TC,Tanzania,Tanzania,0,3,0
TK,Turkey,Italy,11,39,11
LH,Italy,,0,74,0
FR,Italy,Bulgaria,21,88,21
OS,Italy,Egypt,10,23,10
MS,Italy,Egypt,0,90,0
IB,Italy,United States,28,122,28
CY,Italy,Lebanon,0,14,0
NO,Italy,Madagascar,2,0,2
ET,Ghana,Italy,0,3,0
LA,Italy,Peru,4,25,4
LX,Italy,,0,20,0
UG,Tunisia,Malta,0,0,0
W6,Italy,Albania,98,232,97
FD,Thailand,Thailand,0,50,0
BF,United States,French Polynesia,1,6,1
SQ,Indonesia,Turkey,0,0,0
TP,Italy,United States,22,28,22
JU,Italy,Turkey,4,23,4
EI,Italy,United States,29,5,29
LH,Italy,Thailand,7,38,7
LH,Italy,Canada,5,18,5
MH,Italy,Malaysia,0,51,0
W6,Italy,Jordan,46,49,46
SN,Belgium,,0,0,0
GF,Italy,Thailand,0,47,0
FR,Spain,United Kingdom,12,0,12
FR,Spain,Spain,117,74,116
NO,Italy,Maldives,14,1,14
LH,Italy,Egypt,15,52,15
FR,Italy,Hungary,159,237,157
TS,Italy,Canada,59,40,58
TU,Morocco,Tunisia,0,0,0
AH,Italy,Algeria,0,14,0
U2,Italy,Italy,2135,175,2114
KM,Malta,Italy,0,18,0
FJ,New Zealand,Samoa,2,4,2
BR,Indonesia,Italy,0,3,0
AR,United States,Argentina,0,1,0
KL,Italy,,9,41,9
FR,Italy,Poland,126,195,125
EK,Italy,Japan,10,16,10
LH,Italy,Oman,1,0,1
AZ,Tunisia,Italy,1,14,1
IB,Spain,Portugal,0,0,0
KU,Italy,Kuwait,1,2,1
FR,Italy,Germany,267,376,264
FR,United Kingdom,Italy,178,143,176
VA,Australia,,0,6,0
FR,Italy,France,523,747,518
AZ,United States,Italy,10,20,10
FR,Denmark,Italy,26,39,26
FR,Spain,Portugal,12,4,12
PC,Turkey,Turkey,0,1,0
ET,Italy,Comoros,0,0,0
W6,Italy,Republic of Macedonia,18,8,18
IB,France,Guatemala,0,2,0
AF,Italy,,0,11,0
LX,Italy,United States,34,65,34
FR,Greece,Italy,107,143,106
UX,Italy,Ecuador,0,1,0
EY,United Arab Emirates,Indonesia,1,1,1
A3,Italy,Egypt,2,9,2
AT,Morocco,Italy,12,24,12
VS,France,United States,0,4,0
TK,Italy,South Africa,2,3,2
KQ,Italy,Kenya,13,22,13
AC,Italy,,0,13,0
GF,Italy,Philippines,0,23,0
LA,Brazil,Italy,8,100,8
TK,Italy,Turkey,116,324,115
SV,Saudi Arabia,Saudi Arabia,0,7,0
TK,Italy,Georgia,3,0,3
EY,Italy,Indonesia,28,50,28
PR,Indonesia,Qatar,0,0,0
AZ,Italy,Brazil,3,73,3
OZ,Italy,Japan,2,1,2
OU,Switzerland,Croatia,0,0,0
BT,Italy,Finland,2,4,2
1L,Italy,Germany,0,3,0
FR,Italy,Slovakia,18,16,18
NO,Italy,Cape Verde,4,1,4
SK,Italy,Iceland,3,4,3
LH,South Africa,Italy,2,1,2
FR,Italy,Cyprus,37,53,37
IB,Italy,Spain,170,236,168
AF,Italy,United States,100,184,99
KU,Italy,Philippines,3,34,3
LA,Germany,Brazil,1,1,1
ET,Italy,Ethiopia,7,10,7
MU,Italy,Japan,0,9,0
FR,Italy,Denmark,126,234,125
IB,France,Spain,5,6,5
AM,Mexico,Italy,0,7,0
GQ,Greece,Greece,40,25,40
TK,Italy,Singapore,10,14,10
MS,Egypt,Italy,0,42,0
UO,Hong Kong,Japan,0,2,0
DE,Italy,United States,14,4,14
UX,Spain,Spain,12,51,12
NO,Dominican Republic,Italy,3,2,3
FR,Italy,Estonia,14,18,14
AS,United States,Italy,0,1,0
FZ,Italy,Belarus,0,1,0
LX,Italy,Japan,8,22,8
QR,Bulgaria,Malaysia,0,4,0
3F,Georgia,Italy,0,2,0
U2,Switzerland,Portugal,1,0,1
AH,Ivory Coast,Italy,0,2,0
KL,Spain,Australia,0,1,0
U2,France,,0,2,0
Y4,Colombia,Mexico,0,1,0
BN,Italy,Italy,0,1,0
LQ,Cambodia,Thailand,0,3,0
EK,Italy,China,2,11,2
AZ,Italy,Denmark,0,2,0
FR,Italy,Latvia,0,19,0
HV,France,Italy,25,10,25
KL,Norway,United States,2,0,2
UL,India,Sri Lanka,0,1,0
AA,United Kingdom,United States,1,0,1
JA,Peru,Peru,0,1,0
AV,Ecuador,Italy,1,0,1
TR,Philippines,Vietnam,1,0,1
AK,Thailand,Australia,0,1,0
U2,Israel,Italy,1,0,1
BT,Italy,Azerbaijan,0,2,0
OU,Croatia,Italy,0,1,0
FR,Germany,Spain,1,17,1
ET,Italy,Ivory Coast,2,8,2
AA,Spain,United States,1,0,1
PC,Albania,Turkey,1,0,1
OS,Switzerland,Israel,0,1,0
IB,Portugal,,0,3,0
CA,Thailand,Italy,0,4,0
LO,Kazakhstan,Moldova,0,1,0
TK,Peru,Italy,0,1,0
FR,Spain,Denmark,0,1,0
W6,Italy,Romania,102,155,101
W4,Italy,Armenia,10,4,10
KL,Italy,Germany,5,5,5
UX,Italy,Portugal,1,4,1
FR,Italy,Bolivia,0,3,0
SV,Italy,Singapore,5,6,5
TK,Turkey,,0,1,0
AF,Italy,Japan,1,3,1
MS,Italy,United States,0,1,0
FR,Sweden,United Kingdom,0,1,0
XK,France,France,0,4,0
QR,Italy,Armenia,1,0,1
RC,Faroe Islands,Denmark,0,7,0
5J,Philippines,Japan,1,0,1
AF,France,United States,1,3,1
JL,Italy,,0,1,0
LH,France,United Arab Emirates,1,0,1
AD,Brazil,,0,2,0
BA,Italy,United Arab Emirates,1,0,1
QR,Italy,Uganda,1,0,1
FR,Belgium,Czech Republic,1,0,1
W6,Greece,Italy,28,11,28
IB,Spain,Spain,15,16,15
AF,Italy,Chile,0,9,0
EW,Germany,Morocco,0,5,0
LS,Italy,Spain,0,5,0
MS,Spain,Democratic Republic of the Congo,0,1,0
KC,Azerbaijan,Kazakhstan,0,1,0
OS,Austria,Italy,10,15,10
FZ,Italy,,0,2,0
"",Colombia,Italy,0,4,0
KU,Italy,Thailand,3,5,3
FR,France,Republic of Ireland,1,1,1
"",Nepal,Nepal,3,3,3
DL,Italy,Argentina,2,0,2
GE*,South Africa,,0,1,0
KL,Italy,Netherlands,124,101,123
VY,Argentina,Italy,1,4,1
G9,United Arab Emirates,Sri Lanka,2,1,2
H4,Republic of Ireland,Romania,0,1,0
HV,Belgium,Portugal,1,0,1
V7,Italy,Germany,4,3,4
DE,Spain,Germany,0,1,0
AF,Italy,Paraguay,0,1,0
TK,Slovenia,Indonesia,1,0,1
H2,Peru,United States,0,2,0
6E,India,Hong Kong,0,1,0
DO,Dominican Republic,Cuba,0,1,0
GF,Italy,France,0,1,0
VY,Italy,Spain,955,830,946
SN,Belgium,Italy,21,20,21
