carrier,origin_country,destination_country,clicks_travix,clicks_competitor,clicks_airlines
AZ,Italy,Italy,689,1899,682
FR,Italy,Italy,4453,7490,4409
W6,Italy,Italy,1601,1663,1585
NO,Italy,Spain,36,24,36
FR,Italy,Spain,2727,5745,2700
FR,Italy,Morocco,171,367,169
W6,Italy,Egypt,276,233,273
LA,Italy,Brazil,16,65,16
AZ,Italy,United States,180,975,178
AZ,Italy,Morocco,21,106,21
AZ,Italy,Tunisia,8,57,8
SM,Egypt,Italy,10,43,10
AZ,Italy,,0,146,0
BA,Italy,United States,274,744,271
W6,Italy,Morocco,65,76,64
W6,Italy,United Arab Emirates,107,98,106
LH,Italy,United States,106,146,105
IB,Italy,Spain,194,169,192
EY,Italy,Seychelles,42,102,42
TU,Italy,Tunisia,0,95,0
SM,Italy,Egypt,35,243,35
FR,Italy,Malta,408,818,404
EW,Germany,Italy,66,92,65
FR,Italy,Germany,248,377,246
IB,Spain,Italy,48,54,48
EK,Italy,,0,17,0
TK,Italy,United States,4,18,4
UG,Tunisia,Italy,0,5,0
NO,Italy,Egypt,89,76,88
NT,Spain,Spain,0,24,0
FR,Italy,United Kingdom,536,791,531
AF,Italy,United States,183,226,181
FR,Italy,Greece,700,1365,693
TU,Tunisia,Italy,0,3,0
AZ,Italy,Spain,43,199,43
BA,Italy,,39,49,39
W6,Italy,Jordan,58,71,57
FR,Spain,Italy,387,471,383
TK,Italy,,0,24,0
FR,Italy,Bulgaria,30,73,30
KM,Malta,Italy,0,14,0
LH,Italy,,0,67,0
NO,Italy,Maldives,3,0,3
TP,Italy,United States,6,25,6
KL,Italy,Dominican Republic,8,31,8
W6,Italy,Albania,390,425,386
FR,Italy,Austria,216,332,214
FR,Italy,Croatia,87,173,86
AM,Mexico,Mexico,0,15,0
NO,Italy,United States,13,8,13
NO,Italy,Dominican Republic,9,3,9
AZ,Italy,Egypt,5,60,5
TP,Portugal,Portugal,4,15,4
AZ,Italy,France,36,175,36
FR,Italy,Czech Republic,106,238,105
LH,Italy,Japan,29,88,29
FR,Italy,Hungary,148,228,147
TU,France,Tunisia,0,8,0
LA,Colombia,Colombia,11,14,11
JL,Italy,Japan,0,22,0
KL,Italy,United States,89,216,88
V7,Italy,Italy,798,598,790
U2,Italy,Netherlands,448,57,444
AZ,Italy,Canada,0,2,0
FR,Italy,Portugal,349,621,346
UX,Italy,Spain,19,39,19
AT,Italy,Morocco,45,165,45
FR,Italy,Romania,129,284,128
UX,Italy,Brazil,2,19,2
TK,Malta,Egypt,0,0,0
FR,Italy,Belgium,232,300,230
FR,Luxembourg,Italy,8,11,8
CY,Lebanon,Cyprus,0,2,0
EY,Germany,Indonesia,1,7,1
AF,Italy,,3,22,3
LH,Angola,Italy,0,0,0
AZ,United States,United States,0,0,0
FR,Italy,Sweden,52,115,51
AT,Morocco,Italy,6,25,6
AI,Italy,,0,10,0
EY,Italy,Thailand,24,37,24
KL,Italy,El Salvador,0,7,0
EY,Spain,Thailand,2,0,2
UP,United States,The Bahamas,0,5,0
W6,Italy,United Kingdom,224,267,222
FR,Italy,Poland,105,151,104
SQ,Japan,Italy,1,1,1
EK,South Africa,Italy,0,0,0
AS,United States,United States,0,23,0
FR,Italy,Jordan,32,88,32
ET,Portugal,Kenya,0,3,0
TP,Italy,Brazil,36,173,36
QR,Italy,,0,30,0
4Z,South Africa,South Africa,0,5,0
WY,Italy,Thailand,12,116,12
AZ,Italy,Switzerland,11,44,11
W6,Italy,Spain,515,875,510
LA,Peru,Peru,0,13,0
U2,Italy,Italy,1728,239,1711
FR,United Kingdom,Italy,122,132,121
AZ,Tunisia,Italy,2,14,2
EK,Italy,Indonesia,108,28,107
UG,Italy,Tunisia,0,11,0
AZ,United States,Italy,6,16,6
SQ,Italy,Thailand,12,24,12
PR,Philippines,Vietnam,0,2,0
EY,India,Italy,3,2,3
BA,Italy,Japan,2,7,2
VN,France,,0,3,0
AZ,Israel,Italy,0,4,0
AY,Italy,Japan,6,15,6
W6,Italy,Hungary,117,155,116
AC,Italy,Canada,19,65,19
MH,Malaysia,Singapore,3,7,3
QR,Italy,Pakistan,1,5,1
NT,Portugal,Portugal,0,0,0
5U,Guatemala,Guatemala,0,0,0
AT,The Gambia,Spain,0,0,0
BA,Italy,Canada,4,2,4
AY,Italy,,0,4,0
FR,Germany,Italy,69,186,68
NO,Italy,Mexico,2,2,2
NO,Spain,Italy,5,6,5
JY,Dominican Republic,Turks and Caicos Islands,0,7,0
UX,Spain,Spain,9,34,9
B7,China,Taiwan,0,0,0
IB,Italy,Dominican Republic,3,13,3
KM,Italy,Malta,0,364,0
LH,Italy,Estonia,5,7,5
AZ,Egypt,Italy,1,16,1
HB,Hong Kong,Japan,0,0,0
EI,Italy,United States,32,8,32
IB,Italy,,6,12,6
TK,Italy,United Arab Emirates,9,11,9
JL,Italy,,0,4,0
TC,Tanzania,Tanzania,0,6,0
GF,Pakistan,Italy,0,3,0
LA,Italy,,0,8,0
ET,Nigeria,Italy,0,1,0
AT,Italy,United States,0,1,0
