carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
W6,Italy,Greece,430,528,426
EK,United States,Italy,7,1,7
JU,Egypt,Italy,0,6,0
PR,Philippines,Philippines,3,5,3
TK,Italy,Mongolia,1,6,1
BA,France,,1,1,1
AZ,Lebanon,,0,0,0
QR,Italy,Nepal,5,6,5
LH,Italy,Guatemala,0,1,0
IB,Peru,Spain,0,0,0
SV,Italy,Indonesia,9,34,9
NO,Mexico,Italy,0,1,0
TK,Italy,Mauritania,0,0,0
MH,Malaysia,Malaysia,10,9,10
CX,Switzerland,Hong Kong,0,4,0
SK,Italy,Spain,0,0,0
TC,Tanzania,Tanzania,0,7,0
B6,United States,Aruba,0,0,0
FR,Italy,Romania,93,240,92
W6,Italy,Poland,65,65,64
EI,Italy,United States,26,10,26
BA,Italy,United States,216,244,214
DY,Norway,Norway,0,13,0
IB,Netherlands,Colombia,0,1,0
WY,Italy,Malaysia,0,18,0
W6,Italy,Jordan,76,84,75
NZ,Italy,,0,0,0
KL,Canada,Italy,0,0,0
FR,Italy,Croatia,126,205,125
EY,Saudi Arabia,India,0,0,0
UX,Italy,Peru,14,44,14
AZ,Italy,India,8,9,8
AH,France,Algeria,0,8,0
LO,Italy,United States,1,16,1
AZ,Italy,Cameroon,0,0,0
TG,Thailand,Vietnam,0,0,0
FR,Belgium,Italy,46,48,46
LH,Italy,Indonesia,0,11,0
TP,Italy,,0,19,0
CG,Papua New Guinea,Papua New Guinea,0,3,0
PU,Spain,Colombia,0,2,0
MS,Bangladesh,Italy,0,6,0
QR,Italy,Thailand,49,131,49
EY,United Arab Emirates,Maldives,3,1,3
AC,Italy,,0,7,0
W6,Lithuania,Croatia,0,8,0
AZ,Italy,Egypt,10,40,10
U2,Portugal,Italy,70,32,69
FR,Italy,Republic of Ireland,130,197,129
G3,Brazil,Brazil,0,25,0
UA,United States,Italy,7,14,7
FR,Greece,Italy,104,73,103
NO,Dominican Republic,Italy,3,2,3
AF,Italy,,0,3,0
WY,Italy,,0,1,0
FR,United Kingdom,Italy,186,169,184
FR,Austria,Italy,54,30,53
HC,Ivory Coast,Italy,0,2,0
QR,Indonesia,Italy,4,2,4
TK,Italy,South Korea,4,10,4
2W,Dominican Republic,Spain,0,4,0
EK,Italy,,0,4,0
FR,Germany,Italy,73,105,72
ET,Tanzania,Italy,4,0,4
AZ,Italy,Israel,3,6,3
AZ,Italy,Serbia,0,0,0
TP,Italy,Morocco,2,31,2
EY,Italy,Malaysia,4,2,4
NO,United States,Italy,3,1,3
EK,Austria,Vietnam,0,0,0
AZ,Italy,Spain,29,119,29
TK,Uzbekistan,Italy,0,0,0
KL,Netherlands,Italy,9,12,9
CZ,China,Italy,0,2,0
FR,Romania,Italy,17,35,17
LH,Italy,Sri Lanka,0,2,0
CA,Italy,Indonesia,0,3,0
TK,Spain,Peru,0,0,0
CC,Honduras,Honduras,0,0,0
SV,Italy,,0,2,0
KM,Malta,Cyprus,0,2,0
ET,Mozambique,Italy,0,0,0
B6,Puerto Rico,Dominican Republic,0,0,0
FR,Spain,Spain,88,66,87
U2,Italy,France,983,134,973
AZ,Italy,Pakistan,0,3,0
TK,Italy,Argentina,0,1,0
LX,Italy,Belgium,1,3,1
1L,Germany,Spain,0,0,0
EY,Italy,Philippines,8,15,8
CA,Italy,,0,3,0
TP,Mexico,Italy,0,0,0
TK,Italy,Egypt,12,7,12
EY,Italy,Indonesia,35,37,35
W6,Italy,France,74,98,73
UP,United States,The Bahamas,0,2,0
CA,Italy,Japan,0,153,0
UK,India,India,1,5,1
EY,United Arab Emirates,Israel,0,0,0
TP,Portugal,Spain,3,5,3
JL,Italy,Japan,2,3,2
AZ,Italy,Finland,0,0,0
KL,France,,0,0,0
CY,Egypt,Greece,0,0,0
QR,India,Italy,0,0,0
QR,Australia,Italy,2,2,2
SV,Italy,Malaysia,9,19,9
TK,Italy,Indonesia,28,15,28
LH,Italy,The Bahamas,0,0,0
FR,Denmark,Republic of Ireland,1,1,1
JU,Italy,Hungary,0,2,0
UA,Belgium,,1,0,1
FR,Italy,Denmark,98,172,97
EY,Austria,India,0,0,0
BA,Italy,,26,0,26
LA,Uruguay,Italy,0,0,0
U2,Spain,Portugal,12,1,12
AF,Italy,El Salvador,0,2,0
WS,Mexico,Canada,0,0,0
MU,Italy,Japan,0,17,0
IB,Colombia,Spain,1,2,1
NP,Egypt,Egypt,0,2,0
TU,France,Tunisia,0,7,0
IB,Colombia,Italy,2,12,2
TK,Panama,,0,0,0
LG,Luxembourg,Italy,13,12,13
W6,Serbia,Italy,1,8,1
IB,Portugal,Spain,1,0,1
ET,Italy,Kenya,8,22,8
FJ,Vanuatu,Fiji,0,2,0
IB,Italy,Dominican Republic,15,13,15
IB,France,Spain,6,6,6
UA,Italy,,31,8,31
NO,Italy,Italy,9,5,9
9X,United States,United States,0,1,0
TK,Bangladesh,Italy,0,2,0
UA,Germany,,0,0,0
EK,Switzerland,,0,0,0
LH,Italy,Sweden,12,18,12
WY,Oman,Oman,2,1,2
KU,Switzerland,Thailand,0,0,0
IB,Italy,Mexico,16,16,16
LG,Italy,Luxembourg,11,12,11
SK,Italy,Denmark,20,62,20
KE,South Korea,,0,0,0
W6,United Arab Emirates,Italy,5,12,5
AD,Portugal,Brazil,0,1,0
1L,Italy,Hungary,0,0,0
QR,Thailand,Italy,5,2,5
KM,Italy,Malta,0,324,0
VS,United Kingdom,United States,1,12,1
QR,Tunisia,Indonesia,0,0,0
LH,Italy,Brazil,9,29,9
AZ,Egypt,Italy,7,10,7
IB,Italy,Morocco,1,11,1
IB,Switzerland,Spain,0,2,0
UX,Portugal,Italy,2,14,2
TK,Turkey,Romania,0,0,0
LA,Ecuador,Ecuador,2,0,2
EY,Italy,Thailand,9,26,9
FZ,Sri Lanka,Maldives,0,0,0
JL,Australia,United States,0,0,0
EK,Austria,,0,0,0
TK,Saudi Arabia,Italy,0,2,0
AT,Italy,Morocco,49,171,49
AT,Italy,United States,0,1,0
9N,Belize,Honduras,0,0,0
FR,Italy,Bulgaria,26,60,26
QR,Italy,Vietnam,16,4,16
GF,Germany,Philippines,0,0,0
QR,South Africa,Italy,0,0,0
AZ,Switzerland,Italy,5,12,5
EN,Italy,United States,0,14,0
ET,Italy,Seychelles,17,25,17
DY,Italy,Norway,0,95,0
SQ,Italy,Thailand,9,9,9
IB,Germany,Spain,1,1,1
AC,Mexico,Italy,0,1,0
SQ,Indonesia,Cambodia,0,0,0
FR,Italy,Jordan,36,54,36
XK,France,France,0,2,0
SK,Italy,United States,11,31,11
MS,Italy,Nigeria,0,0,0
AH,Algeria,Algeria,0,4,0
UG,Tunisia,Tunisia,0,2,0
KU,Italy,India,5,7,5
LH,Italy,Germany,116,236,115
QR,Italy,Indonesia,26,60,26
JU,Italy,Bosnia and Herzegovina,1,1,1
QR,Italy,Sri Lanka,4,4,4
VY,Italy,France,251,125,249
B6,United States,The Bahamas,0,5,0
IB,Austria,Spain,0,0,0
AZ,Israel,Italy,3,3,3
WS,United States,Italy,0,2,0
NO,Italy,Cape Verde,0,2,0
AM,Mexico,Italy,0,10,0
AC,Canada,United States,4,5,4
BX,Japan,South Korea,0,0,0
L6,Senegal,Guinea,0,0,0
TP,Italy,Venezuela,5,11,5
PD,Canada,Canada,4,3,4
YP,South Korea,Japan,1,0,1
CA,Italy,New Zealand,0,0,0
KM,United Kingdom,Italy,0,0,0
EY,Switzerland,Indonesia,1,0,1
AF,Italy,Mauritius,1,11,1
UX,Italy,Dominican Republic,8,11,8
AF,Italy,Faroe Islands,0,8,0
AY,Italy,United States,17,51,17
ET,Argentina,Italy,3,0,3
KU,Italy,Bangladesh,1,1,1
TK,Denmark,Ethiopia,0,1,0
AZ,United States,,0,1,0
RJ,United Arab Emirates,Italy,0,1,0
TG,Thailand,Thailand,6,9,6
LH,Germany,Italy,44,55,44
CA,Italy,Thailand,0,35,0
QR,Spain,Tanzania,0,1,0
CY,Egypt,Italy,0,7,0
EK,Kenya,Italy,0,2,0
QR,Spain,Pakistan,0,1,0
TK,Italy,India,6,9,6
CA,Singapore,Italy,0,8,0
UX,Italy,Spain,3,18,3
QV,Thailand,Laos,0,0,0
AZ,Italy,Mexico,0,64,0
AY,Italy,Japan,2,6,2
BA,Switzerland,China,2,3,2
EN,Italy,,0,1,0
SN,Italy,,0,10,0
TK,Greece,Turkey,0,0,0
SK,Italy,Sweden,6,70,6
AF,Italy,Tunisia,1,0,1
AT,Italy,Nigeria,0,1,0
FR,Italy,Sweden,29,106,29
QR,Italy,Qatar,1,0,1
TK,Italy,Kenya,8,1,8
TB,Belgium,Italy,3,2,3
AM,Mexico,United States,0,1,0
LH,Italy,Italy,0,1,0
EY,Italy,,3,2,3
SK,Italy,,6,12,6
EY,India,Saudi Arabia,0,0,0
UX,Italy,Cuba,20,73,20
SQ,Australia,Italy,12,9,12
ZL,Australia,Australia,0,7,0
AF,Italy,Morocco,5,1,5
EK,Italy,Pakistan,1,5,1
AZ,Italy,Portugal,0,6,0
NO,Italy,Tunisia,6,1,6
FR,Lithuania,,0,1,0
DX,Italy,,0,2,0
W6,Albania,Netherlands,1,0,1
W6,Italy,Republic of Kosovo,0,1,0
IB,United States,Puerto Rico,0,1,0
MU,Italy,Vietnam,0,1,0
TP,Cape Verde,Italy,0,3,0
AT,Italy,Senegal,1,17,1
V7,France,Spain,6,0,6
W6,Italy,Georgia,1,1,1
JU,Germany,Greece,0,1,0
LX,Germany,United States,3,0,3
AY,Finland,Finland,4,0,4
LH,Italy,Nigeria,3,4,3
QR,Italy,China,2,4,2
MK,United Arab Emirates,Mauritius,1,4,1
TR,Singapore,Australia,0,3,0
QH,Singapore,Vietnam,1,0,1
TK,Italy,Kyrgyzstan,2,1,2
EY,United Arab Emirates,Thailand,1,1,1
FR,Italy,Kuwait,0,1,0
AZ,India,Italy,1,7,1
W2,Italy,Italy,0,37,0
QR,Italy,Australia,7,8,7
CI,Italy,Japan,1,26,1
AV,Colombia,Italy,1,8,1
GQ,Greece,Italy,7,21,7
W6,Israel,Hungary,2,0,2
IB,Spain,Cuba,2,0,2
EK,United Arab Emirates,United States,1,1,1
TR,Indonesia,Singapore,2,3,2
KQ,Mauritius,Italy,0,1,0
VJ,Australia,Italy,0,1,0
DY,Norway,Italy,0,30,0
U2,Israel,Italy,6,1,6
BA,United Kingdom,United States,2,2,2
UX,Spain,Colombia,3,10,3
U2,Switzerland,Italy,16,2,16
A3,Albania,Greece,2,4,2
GF,Italy,Bahrain,0,2,0
FI,Iceland,Netherlands,0,1,0
VY,Netherlands,Italy,2,0,2
U2,Netherlands,United Kingdom,4,0,4
AY,Singapore,Italy,1,0,1
5W,Maldives,United Arab Emirates,0,1,0
5W,United Arab Emirates,Israel,1,0,1
AH,Italy,Burkina Faso,0,1,0
PC,Spain,United Arab Emirates,0,1,0
LX,United States,Italy,1,2,1
AF,Italy,Latvia,0,1,0
HV,Spain,Belgium,1,0,1
GF,Philippines,Italy,0,2,0
MU,Italy,Indonesia,0,15,0
EY,Spain,Japan,2,0,2
FR,Spain,Germany,1,1,1
HV,Portugal,Belgium,0,1,0
JU,Italy,Seychelles,0,1,0
FI,Switzerland,United States,0,2,0
KL,Finland,Italy,1,0,1
MU,Italy,Australia,0,6,0
HV,Tunisia,Italy,0,2,0
TX,United States,France,1,0,1
UP,The Bahamas,United States,0,2,0
SN,Cameroon,Belgium,1,0,1
EK,Sri Lanka,Italy,1,0,1
LX,Republic of Ireland,,0,1,0
AM,Mexico,Malta,0,1,0
U2,Italy,Germany,139,17,138
W4,Egypt,Italy,0,3,0
W4,Italy,Cyprus,21,34,21
OG,France,United States,2,1,2
LX,Italy,Sweden,7,6,7
SK,United Kingdom,Norway,3,0,3
BT,Italy,Latvia,15,5,15
U2,Denmark,France,1,0,1
UA,Czech Republic,United States,1,0,1
W6,Italy,Cyprus,0,1,0
AR,Chile,Italy,0,1,0
OG,United States,Belgium,0,1,0
KP,Mali,Guinea,0,1,0
W4,Austria,Iceland,1,1,1
W6,Italy,Serbia,6,9,6
WY,Italy,Australia,0,9,0
V7,Greece,France,0,1,0
VY,France,Egypt,1,0,1
UA,United States,Mexico,4,1,4
VY,Spain,Estonia,0,1,0
KL,Spain,United Arab Emirates,0,1,0
TR,Greece,Thailand,0,1,0
BA,Italy,Maldives,1,0,1
IB,Argentina,Italy,8,4,8
CZ,Italy,Japan,2,12,2
VN,Vietnam,Italy,1,1,1
"",Argentina,Italy,2,0,2
W6,Cyprus,Hungary,4,0,4
OU,Croatia,France,0,1,0
BY,Mexico,United Kingdom,3,2,3
W6,Lithuania,Italy,4,2,4
SN,Belgium,Italy,25,16,25
HV,France,Tunisia,0,1,0
TK,Mauritius,Italy,0,3,0
PK,Italy,Pakistan,1,1,1
LA,Colombia,Peru,2,0,2
CA,Italy,Hong Kong,0,4,0
IB,Spain,France,1,0,1
V7,Italy,Germany,3,11,3
VY,Spain,Morocco,0,1,0
LA,Argentina,Italy,1,3,1
QZ,Indonesia,Cambodia,0,2,0
FR,Greece,Malta,0,1,0
SV,Thailand,Italy,0,2,0
LH,Albania,United States,1,0,1
W4,Portugal,Austria,0,1,0
LO,Germany,Poland,0,1,0
LX,Egypt,Italy,1,0,1
FR,Latvia,Norway,0,1,0
XZ,Italy,Greece,106,27,105
LA,Spain,Peru,0,1,0
LX,Switzerland,Indonesia,0,1,0
AH,France,Mali,0,2,0
FR,Greece,Austria,1,1,1
IB,Italy,Uruguay,2,1,2
W6,Romania,United Arab Emirates,4,1,4
EY,Austria,Sri Lanka,1,0,1
AZ,Italy,Netherlands,30,76,30
UX,Switzerland,Cuba,1,3,1
W4,Italy,Montenegro,9,13,9
VY,Italy,Egypt,1,3,1
LO,Lithuania,Netherlands,0,1,0
FI,Denmark,Iceland,0,1,0
TK,Italy,Cambodia,0,1,0
WF,Italy,Norway,0,1,0
TK,Turkey,Mauritius,0,2,0
LH,Austria,France,1,0,1
A3,Switzerland,Greece,2,0,2
F9,United States,Guatemala,0,1,0
FR,Portugal,Italy,76,90,75
OV,Turkey,Australia,0,2,0
PC,Belgium,Turkey,0,1,0
SK,Norway,Faroe Islands,0,1,0
AF,Italy,Costa Rica,1,13,1
W6,Italy,Spain,0,2,0
VY,United Kingdom,Spain,0,1,0
W6,Portugal,Italy,15,35,15
W4,Romania,Denmark,3,1,3
TP,Spain,Canada,0,1,0
LX,Italy,Malta,1,4,1
BQ,Spain,Italy,0,2,0
AZ,Italy,Seychelles,0,4,0
W6,France,Hungary,1,0,1
7C,Japan,South Korea,1,2,1
IB,Italy,Israel,1,0,1
SQ,United Arab Emirates,Japan,1,0,1
A3,Italy,Greece,119,368,118
VY,Italy,Greece,37,41,37
VB,Mexico,Mexico,17,7,17
TK,Italy,Tanzania,2,9,2
KL,Italy,United Kingdom,6,8,6
PD,Canada,United States,6,1,6
TG,Taiwan,Thailand,1,0,1
3O,Morocco,France,3,4,3
FI,United States,France,1,0,1
TK,Senegal,Italy,0,1,0
TK,Tanzania,Italy,0,1,0
QR,Tanzania,France,1,0,1
W4,Italy,Kuwait,0,1,0
U2,Netherlands,Denmark,3,0,3
LY,Israel,Japan,0,2,0
JQ,Indonesia,,0,1,0
FR,Italy,Thailand,0,4,0
I2,Republic of Ireland,Spain,1,0,1
U2,Denmark,United Kingdom,1,0,1
BA,Belgium,United Kingdom,1,0,1
W4,Italy,Czech Republic,17,50,17
FD,Laos,Thailand,0,2,0
TK,Venezuela,Italy,1,12,1
KL,United States,Italy,6,2,6
AY,Italy,Hong Kong,3,0,3
LO,Netherlands,Poland,0,2,0
EW,Italy,Sweden,4,4,4
U2,Germany,Denmark,1,0,1
EN,Italy,Finland,0,1,0
PC,United Arab Emirates,Italy,0,1,0
CM,Peru,United States,0,1,0
KM,Germany,Malta,0,1,0
AK,Maldives,Philippines,0,1,0
TK,Turkey,Turkey,48,19,48
LA,Brazil,Brazil,8,8,8
AY,Italy,Estonia,1,0,1
PC,Italy,Kazakhstan,2,3,2
ZH,China,China,0,1,0
AF,Argentina,Italy,0,5,0
TP,United Kingdom,Portugal,1,1,1
BF,United States,French Polynesia,3,2,3
FR,Greece,Bulgaria,1,0,1
FR,Republic of Ireland,United Kingdom,0,1,0
SV,Italy,Saudi Arabia,1,1,1
SV,Saudi Arabia,Saudi Arabia,1,1,1
W4,Estonia,Italy,2,3,2
TK,France,South Africa,0,4,0
AZ,Albania,United States,1,0,1
DE,United States,Italy,3,1,3
EY,Germany,India,1,0,1
OD,Indonesia,Spain,0,1,0
DY,Italy,Sweden,0,39,0
LH,Italy,Turkey,10,18,10
LX,Switzerland,United States,5,5,5
IB,Italy,El Salvador,2,2,2
U2,United Kingdom,Netherlands,6,0,6
LX,Switzerland,Portugal,0,2,0
LH,Germany,Japan,0,2,0
OK,Czech Republic,Romania,0,1,0
AZ,Greece,Italy,0,2,0
LH,Malta,Italy,0,1,0
OS,Austria,Spain,1,0,1
AY,Finland,Germany,1,0,1
IB,Morocco,Italy,0,9,0
LX,Denmark,Italy,0,1,0
JU,Italy,Egypt,0,7,0
MS,Italy,Ethiopia,0,6,0
V7,Greece,Greece,12,8,12
UX,Peru,Spain,1,3,1
SV,France,Mauritius,0,3,0
FR,Romania,United Kingdom,1,0,1
QR,United Arab Emirates,Nepal,0,1,0
H4,Romania,Romania,0,1,0
AA,Spain,Honduras,1,0,1
AK,Indonesia,Italy,0,1,0
FR,Spain,Egypt,0,1,0
RJ,Jordan,Greece,1,0,1
RO,Romania,Turkey,0,1,0
FR,Italy,Switzerland,0,1,0
KU,Italy,Pakistan,1,14,1
KL,Italy,Tanzania,0,5,0
D7,Australia,Malaysia,0,7,0
"",Tanzania,Tanzania,0,6,0
AK,Malaysia,Singapore,0,2,0
IB,Spain,Dominican Republic,0,6,0
BT,Finland,Italy,3,4,3
FR,Denmark,United Kingdom,1,0,1
FR,Belgium,,0,1,0
ET,Italy,Namibia,1,0,1
KL,Luxembourg,Sweden,1,0,1
EY,Italy,United Arab Emirates,47,5,47
W4,France,Albania,3,9,3
SV,Italy,Thailand,7,35,7
GA,Indonesia,Italy,0,2,0
TR,Australia,Italy,0,2,0
N0,Germany,United States,3,1,3
EY,Japan,Italy,1,1,1
VR,Cape Verde,Portugal,0,1,0
VY,Spain,Portugal,7,2,7
GF,Italy,Maldives,0,1,0
W6,Republic of Macedonia,Italy,0,2,0
OZ,Japan,Spain,0,1,0
WF,France,Norway,0,1,0
CY,Italy,Lebanon,0,1,0
W9,United Kingdom,Turkey,0,1,0
BF,United States,Italy,0,2,0
VY,Italy,Colombia,0,2,0
E5,Italy,Indonesia,0,4,0
BA,United Kingdom,Morocco,0,1,0
AF,Chile,Italy,1,0,1
W4,Spain,,0,3,0
TK,Italy,Cameroon,0,9,0
TP,Cape Verde,Brazil,0,2,0
GQ,Greece,United States,0,2,0
FR,Portugal,Belgium,1,8,1
LA,Argentina,Colombia,0,1,0
ZB,Albania,Turkey,0,3,0
EW,Germany,Austria,1,0,1
LX,Switzerland,,0,2,0
AC,Canada,Spain,0,1,0
PC,Israel,Kazakhstan,0,1,0
SK,Greece,Italy,0,1,0
LX,Switzerland,Republic of Macedonia,0,1,0
LS,Portugal,United Kingdom,2,0,2
U2,Switzerland,United Kingdom,1,0,1
CZ,Italy,Vietnam,2,15,2
W6,Italy,Netherlands,23,43,23
VJ,Hong Kong,Vietnam,0,2,0
KL,Italy,Thailand,5,4,5
RJ,Italy,,0,3,0
AF,Canada,Italy,1,2,1
LX,Germany,France,6,0,6
BR,Philippines,United States,0,1,0
W4,Portugal,Italy,0,1,0
AF,France,Brazil,0,1,0
ME,Jordan,Lebanon,0,1,0
FZ,Romania,United Arab Emirates,1,0,1
SK,Germany,Italy,0,1,0
AU,Canada,Mexico,0,1,0
OS,Germany,Egypt,1,0,1
DL,United States,,4,0,4
KL,Netherlands,,0,1,0
KL,Netherlands,United States,1,0,1
SK,Italy,Thailand,0,5,0
AR,Italy,Argentina,0,63,0
LH,Germany,United Kingdom,6,0,6
5F,Armenia,Georgia,0,2,0
G9,Italy,Oman,0,1,0
KL,Italy,Portugal,2,2,2
VY,Spain,Germany,0,2,0
QG,Indonesia,Indonesia,0,7,0
UX,Spain,Cuba,1,1,1
VY,Denmark,France,2,0,2
TP,Portugal,Malaysia,0,2,0
LO,Poland,Croatia,0,1,0
RO,Turkey,,0,1,0
LH,Germany,Guatemala,0,1,0
DY,Greece,,0,4,0
IU,Indonesia,Indonesia,0,16,0
WO,Canada,United States,2,1,2
TK,United Arab Emirates,Bulgaria,0,1,0
MS,Italy,Eritrea,0,4,0
LH,Germany,Brazil,1,1,1
LA,Argentina,Spain,0,2,0
XZ,Italy,Spain,0,1,0
OR,Netherlands,Portugal,1,0,1
1L,Turkey,Australia,0,2,0
5U,Honduras,Spain,0,1,0
CI,Netherlands,Thailand,1,0,1
OS,United Kingdom,Mexico,0,2,0
LO,Italy,China,0,5,0
SQ,Italy,Singapore,11,3,11
RJ,Qatar,Jordan,1,7,1
NO,Italy,Cuba,14,12,14
SK,Italy,Germany,0,3,0
G9,Italy,Bangladesh,7,5,7
W4,Sweden,Italy,2,5,2
DE,Italy,Germany,1,3,1
QF,Australia,Singapore,0,2,0
LH,Canada,Bangladesh,0,1,0
HV,Italy,Denmark,0,1,0
ET,Ethiopia,France,0,1,0
AY,France,Finland,1,0,1
V7,Luxembourg,Spain,1,0,1
NO,Italy,Greece,23,60,23
TK,France,Turkey,6,3,6
LH,Greece,Netherlands,1,0,1
QZ,Malaysia,Indonesia,0,6,0
VY,Spain,Denmark,2,0,2
LH,Italy,Lithuania,0,1,0
AD,Brazil,,0,1,0
LH,Italy,Seychelles,1,0,1
SV,Netherlands,United Arab Emirates,0,1,0
W4,Italy,Spain,736,1013,729
AF,Portugal,Italy,2,0,2
W4,Italy,United Arab Emirates,0,14,0
LX,Italy,Germany,5,12,5
LH,Georgia,Italy,0,2,0
EK,Italy,India,3,1,3
U2,Iceland,Italy,7,0,7
AF,France,Martinique,1,1,1
PX,Palau,Papua New Guinea,0,1,0
RO,Romania,Romania,0,2,0
UA,Turks and Caicos Islands,United States,4,0,4
VY,Italy,Mexico,0,1,0
SK,Finland,Denmark,0,2,0
XZ,Italy,Albania,0,1,0
TP,Netherlands,Canada,0,1,0
SN,Italy,Tunisia,0,2,0
KL,Colombia,Italy,0,1,0
5Z,South Africa,South Africa,0,1,0
JU,Italy,Bulgaria,0,1,0
EK,Hong Kong,Italy,0,1,0
TP,Spain,Italy,5,4,5
TK,Turkey,Moldova,0,1,0
IB,Germany,Argentina,1,0,1
D7,Indonesia,Thailand,0,2,0
AZ,Italy,Costa Rica,0,7,0
KQ,Kenya,Uganda,5,0,5
PC,Greece,Turkey,4,1,4
P2,Kenya,,1,0,1
JU,Serbia,Slovenia,0,1,0
VY,Spain,Turkey,1,0,1
LH,Italy,Hungary,4,3,4
U2,Italy,Serbia,0,2,0
W4,Germany,Romania,0,1,0
LH,Germany,Romania,1,0,1
W6,Saudi Arabia,Cyprus,1,0,1
KE,Italy,Japan,4,4,4
W6,Germany,Portugal,0,2,0
UO,Japan,Hong Kong,0,3,0
NS,China,China,0,2,0
5W,United Arab Emirates,Uzbekistan,2,3,2
LX,Switzerland,China,0,1,0
FR,Netherlands,France,0,1,0
DE,Italy,Maldives,1,0,1
TK,Hungary,Mauritius,0,1,0
Z8,Bolivia,Italy,0,1,0
LX,Singapore,Italy,2,0,2
DT,Angola,Angola,0,1,0
AT,Togo,Italy,0,2,0
G9,Italy,India,17,30,17
LH,Italy,Cuba,0,2,0
TP,Italy,Mexico,5,13,5
AH,Italy,Niger,0,3,0
FR,Italy,India,0,3,0
U2,Italy,Hungary,0,1,0
W4,Italy,Belgium,0,3,0
KQ,France,Tanzania,1,0,1
OV,United Arab Emirates,Thailand,0,2,0
LX,Brazil,Italy,2,1,2
OV,Kuwait,Thailand,0,1,0
U2,Switzerland,Portugal,1,0,1
CZ,Italy,Singapore,4,12,4
AF,France,Italy,37,21,37
