carrier,origin_country,destination_country,clicks_travix,clicks_competitor,clicks_airlines
AZ,Italy,Italy,915,2276,906
FR,Italy,Italy,4560,6316,4515
AZ,Italy,United States,179,898,177
FR,Italy,Spain,1945,3151,1926
NO,Italy,Egypt,29,27,29
TU,Italy,Tunisia,0,93,0
LA,Italy,Brazil,30,40,30
FR,Italy,Morocco,159,315,157
AZ,Italy,Morocco,17,29,17
V7,Italy,Italy,873,974,864
W6,Italy,Egypt,165,228,163
NO,Italy,Spain,18,24,18
U2,Italy,Italy,1901,396,1882
FR,Italy,Malta,354,514,350
FR,Italy,Greece,609,935,603
AZ,Italy,,0,90,0
IB,Italy,Spain,205,171,203
FR,Italy,Romania,110,264,109
TU,Tunisia,Italy,0,20,0
JU,Italy,Turkey,32,74,32
UX,Spain,Colombia,0,0,0
NO,Italy,United States,14,2,14
TK,Italy,,0,36,0
TK,Italy,Turkey,149,299,148
UG,Italy,Tunisia,0,6,0
FR,Italy,Belgium,140,171,139
AT,Italy,Morocco,52,186,51
TC,Tanzania,Tanzania,0,3,0
FR,Italy,United Kingdom,458,636,453
TP,Italy,United States,15,25,15
PC,Italy,Turkey,314,164,311
NO,Italy,Senegal,7,28,7
U2,Italy,Spain,1072,267,1061
FR,Italy,Poland,109,170,108
FR,Italy,France,269,477,266
NO,Spain,Italy,12,1,12
FR,Italy,Germany,229,287,227
W6,Italy,United Arab Emirates,34,101,34
AS,United States,United States,0,24,0
G3,Brazil,Brazil,0,39,0
NO,Italy,Kazakhstan,0,5,0
IB,Italy,Argentina,19,7,19
SM,Italy,Egypt,26,153,26
FR,Italy,Austria,169,274,167
CZ,Italy,Cambodia,0,4,0
NO,Egypt,Italy,12,15,12
SQ,Italy,,0,9,0
AZ,Italy,France,26,87,26
LH,Italy,United States,143,177,142
EY,Italy,Indonesia,35,25,35
NO,Italy,Mexico,7,25,7
NO,Italy,Dominican Republic,18,11,18
JU,Italy,Hungary,0,24,0
FR,Italy,Croatia,118,220,117
KL,Italy,Dominican Republic,3,20,3
LY,Israel,Italy,6,5,6
WY,Italy,Malaysia,2,13,2
JU,Turkey,Italy,9,17,9
FR,Italy,Sweden,33,100,33
LH,Italy,,0,61,0
AZ,United States,Italy,6,14,6
FR,Italy,Denmark,103,137,102
KL,Italy,,10,30,10
TU,France,Tunisia,0,9,0
FR,Italy,Hungary,194,573,192
FR,Spain,Italy,404,465,400
KM,Malta,Italy,0,31,0
FR,France,Italy,69,68,68
AR,Argentina,Argentina,0,33,0
QZ,Malaysia,Indonesia,0,19,0
AZ,Italy,Algeria,8,16,8
FR,Belgium,Italy,35,63,35
QR,Italy,Thailand,46,90,46
TK,Turkey,Italy,11,38,11
QR,Italy,,0,14,0
FR,Italy,Netherlands,45,72,45
TK,Germany,Turkey,5,16,5
TK,Italy,United States,9,3,9
KU,Italy,India,1,12,1
AZ,Italy,Tunisia,11,34,11
ET,Italy,South Africa,3,11,3
3U,China,Italy,0,1,0
GQ,Greece,Greece,13,28,13
WY,Switzerland,Thailand,0,7,0
LH,Italy,Dominican Republic,2,1,2
SN,Italy,,0,1,0
FR,Italy,Bulgaria,54,95,53
EY,Italy,,13,3,13
JU,Italy,Serbia,58,45,57
ET,Italy,,0,1,0
BR,Italy,,0,0,0
AZ,Italy,Germany,10,53,10
RJ,United Arab Emirates,Italy,0,3,0
QH,Thailand,Vietnam,2,0,2
EK,Italy,Indonesia,13,23,13
AZ,Italy,Spain,36,219,36
IB,Spain,Italy,71,45,70
TK,Bosnia and Herzegovina,United Kingdom,0,3,0
KL,Italy,United States,42,149,42
CA,South Korea,Italy,0,6,0
U2,Italy,France,744,146,737
FR,Italy,Republic of Ireland,141,214,140
LG,Luxembourg,Italy,6,6,6
AZ,Tunisia,Italy,0,12,0
RJ,Israel,Switzerland,1,1,1
AZ,Egypt,Italy,4,20,4
SQ,India,Indonesia,0,0,0
BA,Italy,Guatemala,0,4,0
AY,Italy,United States,11,49,11
FR,Luxembourg,Germany,1,0,1
UG,Tunisia,Italy,0,3,0
IB,Italy,United States,12,45,12
SK,Italy,Denmark,14,35,14
SK,Italy,,3,6,3
PD,Canada,Canada,5,1,5
1L,Italy,Czech Republic,0,0,0
W4,Italy,Italy,3446,2890,3412
LG,Italy,Luxembourg,7,9,7
FR,Portugal,Italy,65,91,64
AZ,Italy,Japan,52,189,51
CA,Italy,Singapore,0,1,0
FR,Italy,Portugal,263,413,260
ET,Argentina,Italy,5,3,5
FR,Croatia,Italy,21,13,21
MU,Italy,Indonesia,0,24,0
AR,Italy,Argentina,0,57,0
NP,Egypt,Egypt,0,6,0
QR,Spain,Japan,0,2,0
JU,Serbia,Hungary,2,3,2
EY,Belgium,India,0,0,0
SM,Egypt,Italy,16,60,16
UA,United States,Poland,0,1,0
W6,Italy,Czech Republic,123,294,122
B6,United States,United States,0,27,0
LA,Brazil,Brazil,13,13,13
SV,Italy,Kenya,2,8,2
CA,Italy,Hong Kong,0,13,0
AZ,Italy,Australia,1,12,1
W6,Poland,Italy,97,44,96
NO,Italy,Maldives,4,5,4
IB,Italy,Portugal,13,28,13
LH,Germany,,0,3,0
TK,Turkey,,0,6,0
MS,Egypt,Italy,0,38,0
AC,Italy,United States,12,22,12
EK,Malaysia,Italy,7,2,7
OD,Malaysia,Indonesia,0,1,0
ER,Pakistan,United Arab Emirates,0,0,0
FR,United Kingdom,Italy,177,142,175
TK,Nepal,Italy,0,1,0
PW,Tanzania,Tanzania,0,5,0
G3,Brazil,,0,2,0
FR,Spain,United Kingdom,9,5,9
RO,Romania,Italy,0,7,0
EK,Thailand,,0,0,0
FR,Italy,Cyprus,33,51,33
UK,India,India,2,3,2
FR,Austria,Italy,47,53,47
LX,Italy,Argentina,0,3,0
TK,Republic of Kosovo,Turkey,0,0,0
EK,Italy,,0,11,0
IB,Italy,Netherlands,0,2,0
TN,United States,French Polynesia,0,0,0
GF,India,Italy,0,3,0
WY,Italy,Oman,4,9,4
LA,United States,Brazil,0,1,0
DY,Italy,Norway,0,76,0
FD,Thailand,Thailand,0,42,0
TP,Mexico,Italy,2,0,2
WY,United Arab Emirates,Pakistan,0,0,0
PK,Pakistan,United Arab Emirates,1,1,1
FR,Spain,Germany,2,15,2
NO,Mexico,Italy,1,1,1
AF,Italy,France,176,114,174
AZ,Italy,Switzerland,13,20,13
AT,Switzerland,Nigeria,0,0,0
W6,Portugal,Italy,13,13,13
NO,Italy,Cape Verde,2,2,2
FR,Italy,Jordan,18,26,18
DX,Italy,Italy,0,70,0
SK,Netherlands,Italy,1,4,1
AF,France,,0,2,0
AZ,Italy,Belgium,15,66,15
1L,Spain,Spain,0,0,0
LO,Italy,United States,0,4,0
RJ,Greece,Thailand,0,0,0
TK,Italy,Egypt,9,6,9
IB,Italy,Brazil,2,5,2
EW,Germany,Italy,61,39,60
IB,Germany,Spain,1,0,1
EK,United States,Italy,8,4,8
FR,Poland,Republic of Ireland,0,2,0
QR,Germany,,0,0,0
CI,Italy,Indonesia,0,9,0
TK,Italy,Australia,0,7,0
QR,Spain,Thailand,1,0,1
TK,Turkey,Germany,0,0,0
KQ,Kenya,Egypt,0,4,0
JU,Czech Republic,Albania,0,0,0
W6,Greece,Italy,24,3,24
PR,Philippines,Italy,0,3,0
JL,Italy,,0,1,0
TP,Portugal,,0,0,0
QR,Mozambique,Italy,0,0,0
U2,Italy,Netherlands,345,81,342
TK,Turkey,Switzerland,0,0,0
RO,Romania,Egypt,0,0,0
VA,Australia,Australia,7,1,7
SN,Switzerland,Guatemala,0,11,0
JU,Italy,Egypt,0,4,0
AF,Italy,,0,39,0
TP,Morocco,Italy,3,3,3
AZ,France,Italy,17,20,17
SA,South Africa,Ghana,0,2,0
KL,United States,,0,0,0
KM,Belgium,Malta,0,1,0
FJ,Australia,,0,0,0
NO,Italy,Tunisia,19,6,19
TU,Switzerland,Tunisia,0,1,0
BA,Italy,United States,239,265,237
IB,Morocco,Italy,1,1,1
LX,Italy,United States,38,58,38
IB,Italy,Dominican Republic,17,9,17
1L,Italy,Italy,0,0,0
MS,Italy,Iraq,0,1,0
IB,Portugal,Senegal,0,0,0
TK,Venezuela,Italy,0,9,0
LA,Italy,,0,5,0
AI,Sri Lanka,India,0,1,0
FR,Italy,Czech Republic,145,303,144
BA,United Kingdom,,0,0,0
4Z,South Africa,,0,0,0
IB,Spain,Greece,0,1,0
W4,Italy,United Kingdom,301,419,298
AF,Italy,El Salvador,0,3,0
HC,Senegal,Italy,0,5,0
QR,Italy,Qatar,0,1,0
2W,Mexico,Spain,0,0,0
EY,Thailand,Italy,4,11,4
TK,Pakistan,Germany,0,0,0
SK,United States,Poland,0,0,0
S4,Portugal,Portugal,0,3,0
AI,India,Indonesia,0,0,0
EK,Slovenia,Indonesia,1,2,1
IB,Italy,Colombia,17,36,17
BA,India,Canada,1,0,1
TK,Greece,Tanzania,0,0,0
AF,United States,Turkey,7,1,7
NO,Italy,,0,2,0
U2,Egypt,Italy,15,5,15
W6,United Arab Emirates,Italy,5,33,5
KL,Australia,Italy,0,1,0
UX,Portugal,Spain,0,0,0
SK,Denmark,Italy,5,3,5
CZ,China,Italy,1,1,1
CX,Italy,Australia,1,0,1
LX,Costa Rica,Italy,0,2,0
TK,Italy,Nigeria,1,3,1
NO,Italy,Madagascar,1,1,1
CM,Panama,United States,3,1,3
JU,Italy,,1,10,1
E4*,Italy,France,0,0,0
KU,India,Italy,1,2,1
LA,United States,Colombia,2,0,2
ET,Senegal,Italy,0,3,0
PR,Papua New Guinea,Singapore,0,1,0
MU,Netherlands,China,0,0,0
HC,Italy,Senegal,0,2,0
U2,Italy,United Kingdom,240,82,238
JU,Hungary,Italy,0,3,0
AF,United States,Italy,9,4,9
PC,Pakistan,Italy,1,2,1
UA,Italy,United States,66,51,65
EK,Italy,United States,81,24,80
AZ,Italy,Mauritius,0,8,0
FR,Spain,Spain,72,68,71
BR,Indonesia,Italy,0,8,0
TK,Slovenia,Turkey,1,7,1
AD,Brazil,Brazil,0,38,0
JU,Bosnia and Herzegovina,Italy,0,0,0
LH,Italy,The Bahamas,0,2,0
LA,Italy,Argentina,4,7,4
OS,Germany,Italy,0,2,0
BR,Japan,Italy,0,6,0
RO,Italy,Turkey,0,12,0
AI,India,India,0,3,0
LO,Italy,Georgia,0,2,0
IB,Italy,Mexico,8,20,8
UX,Spain,Dominican Republic,0,1,0
AZ,Italy,Israel,1,0,1
KL,Mexico,Italy,2,0,2
VS,United States,Bulgaria,0,0,0
JU,Italy,Bosnia and Herzegovina,1,1,1
FR,Denmark,Italy,26,54,26
GF,Italy,Maldives,0,3,0
W6,Italy,France,97,118,96
FR,Netherlands,Italy,20,26,20
MH,Malaysia,Malaysia,2,5,2
TK,Italy,Indonesia,18,40,18
LY,Italy,Israel,10,7,10
UX,Italy,United States,1,3,1
QR,Italy,Australia,7,8,7
W6,Italy,Greece,230,303,228
MU,China,Spain,0,7,0
RJ,Italy,Jordan,0,8,0
5U,Guatemala,Guatemala,0,5,0
FR,Italy,Norway,23,40,23
LA,Spain,Colombia,0,0,0
H8,Peru,United States,0,3,0
OB,Peru,Bolivia,0,0,0
AT,Italy,Togo,0,5,0
TP,Italy,Brazil,33,116,33
QR,India,Sweden,1,0,1
WF,Norway,Norway,0,15,0
W6,Italy,Jordan,64,66,63
LA,Peru,Peru,3,1,3
AF,Italy,Panama,1,6,1
EY,Italy,Maldives,12,7,12
BA,Italy,Sri Lanka,0,0,0
4Z,South Africa,South Africa,7,0,7
WY,Italy,Thailand,8,151,8
WT,Spain,Spain,0,0,0
PR,Thailand,Philippines,0,0,0
SP,Portugal,Portugal,0,8,0
AZ,Belgium,Italy,18,14,18
IB,France,Spain,9,19,9
QR,Nepal,Italy,0,1,0
AT,Italy,Burkina Faso,1,9,1
EK,Italy,Malaysia,5,0,5
JU,Serbia,Egypt,1,3,1
TK,Italy,Iraq,0,1,0
ET,Italy,Madagascar,2,12,2
TS,Italy,Canada,34,12,34
BA,Italy,,14,4,14
Z8,Bolivia,Bolivia,0,0,0
ET,Niger,Italy,5,4,5
FR,Portugal,Spain,2,5,2
IB,Spain,France,4,0,4
KM,Italy,Switzerland,0,0,0
W6,Saudi Arabia,Italy,14,6,14
S4,United States,Italy,0,4,0
HA,United States,France,0,1,0
AA,Germany,United States,2,0,2
A3,Romania,Greece,0,2,0
AZ,Italy,Denmark,0,3,0
QZ,Indonesia,Cambodia,0,2,0
FR,Belgium,Morocco,1,0,1
EW,Iceland,Italy,4,4,4
FR,Lithuania,Italy,6,9,6
WS,Italy,Canada,1,4,1
PD,United States,Canada,3,1,3
UX,Italy,Panama,0,6,0
AF,Italy,Finland,1,4,1
G3,Brazil,France,0,1,0
FR,Italy,Philippines,0,1,0
KL,Italy,Japan,3,1,3
IB,Italy,Bolivia,0,2,0
FR,France,Malta,0,1,0
W4,Italy,Iraq,0,1,0
W6,United Arab Emirates,Bulgaria,0,1,0
DY,Italy,Sweden,0,26,0
W4,Italy,Morocco,121,82,120
LH,Italy,Singapore,7,7,7
UX,Italy,Brazil,0,7,0
AV,Ecuador,Ecuador,0,1,0
G9,Italy,Bangladesh,1,0,1
3O,Spain,Morocco,1,0,1
2B,Italy,Belgium,0,1,0
5W,Greece,United Arab Emirates,1,2,1
KL,Italy,Estonia,1,0,1
QR,Italy,Sri Lanka,3,7,3
SK,Poland,Italy,0,2,0
EW,Czech Republic,Italy,3,4,3
V7,Italy,Switzerland,0,4,0
EI,Republic of Ireland,Germany,3,0,3
TK,Switzerland,Jordan,0,1,0
LS,Austria,United Kingdom,0,1,0
FR,United Kingdom,United Kingdom,0,1,0
TB,Belgium,Albania,2,0,2
A3,Italy,Romania,0,1,0
VY,Portugal,France,2,1,2
FR,Poland,Norway,2,0,2
FR,Italy,Australia,0,2,0
JU,Serbia,Italy,16,13,16
FR,Italy,Cuba,0,10,0
S4,Italy,Portugal,1,9,1
HM,Seychelles,Seychelles,0,3,0
VN,Vietnam,Germany,0,2,0
G9,Jordan,India,1,0,1
U2,Italy,Algeria,0,1,0
W6,Italy,Bosnia and Herzegovina,0,2,0
KU,Italy,Bangladesh,0,1,0
AA,Costa Rica,United States,1,0,1
TK,Bulgaria,Turkey,0,2,0
CZ,Italy,Philippines,3,22,3
