carrier,origin_country,destination_country,clicks_travix,clicks_competitor,clicks_airlines
AZ,Italy,Italy,681,1702,674
FR,Italy,Italy,4906,8707,4857
NO,Italy,Egypt,76,44,75
NO,Italy,Spain,11,25,11
AZ,Italy,United States,221,1297,219
FR,Italy,Spain,2354,4788,2331
FR,Italy,Morocco,173,385,171
AZ,Italy,,0,137,0
LA,Italy,Brazil,31,50,31
FR,Italy,United Kingdom,544,852,539
W6,Italy,Egypt,128,187,127
AZ,Italy,Tunisia,12,44,12
IB,Italy,Spain,213,220,211
W6,Italy,United Arab Emirates,46,285,46
LX,Italy,United States,60,94,59
TP,Italy,United States,15,39,15
V7,Italy,Italy,1377,1305,1363
KL,Italy,United States,79,236,78
TU,Italy,Tunisia,0,88,0
TK,Italy,,0,32,0
FR,Italy,Belgium,158,245,156
SM,Egypt,Italy,18,28,18
AT,Italy,Morocco,49,173,49
JU,Italy,Turkey,4,19,4
AF,Italy,United States,94,168,93
NO,Italy,Madagascar,6,1,6
JU,Italy,Serbia,35,33,35
LH,Italy,,0,61,0
NO,Egypt,Italy,17,8,17
AZ,Tunisia,Italy,6,18,6
NO,Italy,Dominican Republic,10,7,10
AT,Morocco,Italy,8,59,8
FR,Italy,Portugal,326,669,323
TU,Tunisia,Italy,0,10,0
FR,Spain,Italy,469,509,464
NO,Italy,United States,27,5,27
KM,Malta,Italy,0,16,0
FR,Italy,Jordan,21,66,21
FR,Italy,France,380,654,376
FR,Italy,Malta,382,822,378
U2,Italy,Spain,1031,214,1021
QR,Italy,,0,20,0
EY,United Arab Emirates,India,2,1,2
U2,Italy,France,961,177,951
EK,Italy,,0,2,0
NO,Dominican Republic,Italy,0,9,0
JU,Turkey,Italy,9,5,9
IB,Italy,Peru,13,19,13
KL,Italy,Dominican Republic,3,17,3
FR,Italy,Austria,182,262,180
BR,Indonesia,Italy,0,1,0
AZ,United States,Italy,14,21,14
U2,Italy,Portugal,219,43,217
LH,Germany,,0,6,0
HY,Uzbekistan,Uzbekistan,0,4,0
UG,Italy,Tunisia,0,9,0
FR,Italy,Greece,707,1326,700
IB,Italy,United States,31,59,31
EI,Italy,United States,27,6,27
IB,Spain,Italy,75,52,74
FR,Italy,Poland,107,189,106
AF,Italy,,3,27,3
FR,Italy,Denmark,96,202,95
FR,Italy,Hungary,126,273,125
AZ,Italy,Morocco,11,26,11
FR,Italy,Germany,251,373,249
ET,Italy,Kenya,6,24,6
G3,Brazil,Brazil,0,33,0
MS,Italy,Egypt,0,117,0
SQ,Italy,Philippines,6,3,6
NO,Spain,Italy,6,6,6
FR,Netherlands,Italy,29,23,29
FR,Portugal,Portugal,17,8,17
W6,United Arab Emirates,Italy,2,37,2
LX,Italy,,0,35,0
PR,United States,,0,0,0
GF,Sri Lanka,Italy,0,4,0
TS,Italy,Canada,45,41,45
EK,Italy,Indonesia,15,20,15
TK,Italy,Turkey,113,242,112
KQ,Italy,,0,0,0
EY,Italy,,5,7,5
LA,Peru,Peru,6,8,6
AZ,Italy,France,37,96,37
MU,Italy,Indonesia,0,8,0
UG,Tunisia,Italy,0,1,0
JU,Austria,Italy,0,1,0
VY,Spain,Spain,101,38,100
WY,India,Oman,1,0,1
FR,Italy,Czech Republic,86,144,85
BR,Italy,,0,1,0
NO,Italy,Mexico,4,12,4
WY,Italy,Malaysia,0,23,0
V7,Italy,Greece,623,572,617
UB,Myanmar,Myanmar,0,5,0
4Z,Mozambique,Belgium,0,0,0
AY,Italy,United States,16,32,16
LA,Italy,,0,4,0
WE,Thailand,Vietnam,0,0,0
RQ,Afghanistan,Afghanistan,0,0,0
ET,Kenya,Italy,2,3,2
CA,China,Italy,0,3,0
NO,Italy,Maldives,9,5,9
NH,Italy,Japan,0,20,0
SN,Italy,Guatemala,0,0,0
FR,Italy,Sweden,36,98,36
W6,Italy,Hungary,107,96,106
FR,Italy,Netherlands,37,99,37
IB,Italy,,9,5,9
AZ,Italy,Germany,15,46,15
1L,Italy,Germany,0,5,0
5U,Mexico,Guatemala,0,2,0
SV,France,,0,0,0
CA,Austria,,0,3,0
GF,Italy,India,0,13,0
PW,Tanzania,Tanzania,0,5,0
