carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
AZ,Italy,Italy,497,1295,492
FR,Italy,Italy,3593,6178,3557
FR,Italy,Morocco,150,330,149
W6,Italy,Italy,856,847,848
NO,Italy,Spain,1,34,1
FR,Italy,Spain,2279,4384,2256
LA,Italy,Brazil,16,73,16
W6,Italy,Egypt,229,209,227
IB,Italy,Spain,209,203,207
AZ,Italy,United States,171,892,169
BA,Italy,United States,226,595,224
SM,Italy,Egypt,40,252,40
AZ,Italy,,0,104,0
LH,Italy,United States,91,146,90
AZ,Morocco,Italy,8,25,8
AZ,Italy,Tunisia,4,46,4
EK,Italy,,0,13,0
AZ,Italy,Morocco,36,101,36
TK,Italy,,0,19,0
NO,Italy,Maldives,0,4,0
NO,Italy,United States,0,7,0
TU,Italy,Tunisia,0,66,0
W6,Italy,Jordan,60,34,59
KL,Italy,United States,71,248,70
EW,Germany,Italy,43,65,43
AC,Italy,Canada,4,59,4
QR,Italy,,0,14,0
BA,Italy,,26,66,26
LA,Colombia,Colombia,13,19,13
AT,Italy,Morocco,62,118,61
AZ,Italy,Spain,25,138,25
FR,Italy,United Kingdom,381,693,377
KM,Malta,Italy,0,36,0
AF,Italy,Dominican Republic,3,15,3
FR,Italy,Germany,219,338,217
G3,Brazil,Brazil,0,27,0
V7,Italy,Italy,566,536,560
LA,Brazil,Brazil,7,12,7
AS,United States,United States,0,21,0
UG,Tunisia,Italy,0,11,0
PW,Tanzania,Tanzania,0,6,0
AM,Italy,Mexico,0,48,0
KL,Italy,,13,32,13
LH,Italy,Mexico,2,9,2
W6,Italy,Albania,313,325,310
W6,Italy,United Arab Emirates,73,83,72
UX,Spain,Spain,12,15,12
LH,Italy,,0,41,0
AZ,United States,United States,0,1,0
LA,Peru,Peru,1,9,1
AZ,United States,Italy,9,16,9
UX,Italy,Spain,4,34,4
FR,Italy,Greece,888,1168,879
EK,Italy,Indonesia,74,9,73
LG,Luxembourg,Italy,2,2,2
I2,Italy,,0,0,0
TP,Italy,United States,16,24,16
FR,Italy,Romania,70,156,69
TU,Tunisia,Italy,0,23,0
BA,United States,United States,0,14,0
FR,Italy,Malta,339,546,336
FR,Spain,Italy,348,355,345
FR,Italy,Austria,169,274,167
LX,Italy,United States,17,56,17
TP,Italy,,0,20,0
LH,United States,United States,0,22,0
LG,Italy,Luxembourg,13,21,13
AT,Morocco,Italy,11,24,11
U2,France,Italy,165,46,163
FR,Italy,Belgium,173,261,171
PG,Thailand,Thailand,19,35,19
IB,Spain,Italy,61,19,60
QR,France,,0,1,0
TK,Kyrgyzstan,Italy,0,0,0
TK,Italy,Turkey,69,190,68
EK,India,Italy,7,3,7
LH,Italy,Brazil,14,19,14
AF,Italy,United States,79,150,78
FR,France,Italy,55,71,54
W6,Italy,Morocco,37,33,37
AZ,Italy,India,12,21,12
FR,Italy,Denmark,133,207,132
PR,Philippines,Thailand,0,2,0
LH,Germany,Italy,35,43,35
SQ,Japan,Indonesia,0,3,0
TK,Italy,United States,4,7,4
HY,Uzbekistan,Uzbekistan,0,0,0
MS,Egypt,Egypt,0,32,0
UX,Italy,Brazil,6,23,6
TK,Germany,India,0,1,0
AF,Italy,,2,15,2
FR,Italy,Croatia,63,132,62
W6,Italy,Romania,199,153,197
AZ,Egypt,Italy,0,5,0
BA,Chile,Italy,1,0,1
QV,Thailand,Laos,0,0,0
XK,Italy,,0,0,0
LX,Italy,Portugal,3,4,3
4Z,South Africa,Namibia,0,20,0
OD,Vietnam,Malaysia,0,0,0
IB,Italy,Brazil,0,1,0
TS,Italy,Canada,10,12,10
UK,India,India,2,4,2
EK,United States,Italy,1,0,1
TP,Portugal,Portugal,4,7,4
BA,Costa Rica,Switzerland,0,0,0
H8,Peru,United States,0,2,0
FR,Italy,Cyprus,21,46,21
NT,Spain,Spain,0,3,0
QR,Indonesia,Italy,8,2,8
VA,Australia,Australia,5,2,5
4Z,South Africa,South Africa,0,0,0
QR,Singapore,Italy,0,0,0
BR,Japan,Italy,0,3,0
KL,Italy,Dominican Republic,2,23,2
B6,France,United States,0,0,0
AZ,Tunisia,Italy,2,3,2
WY,Italy,Thailand,5,109,5
W6,United Arab Emirates,Italy,7,7,7
MH,Indonesia,Switzerland,0,0,0
LX,Italy,,0,12,0
V7,Italy,France,144,74,143
JU,Turkey,Italy,3,5,3
FB,Bulgaria,Bulgaria,0,0,0
QR,Australia,Italy,1,6,1
MH,Malaysia,Malaysia,3,8,3
FR,Portugal,Italy,58,57,57
EK,Italy,Singapore,17,2,17
MH,India,Indonesia,0,0,0
NP,Egypt,Egypt,0,4,0
QR,Italy,Pakistan,0,2,0
FR,Italy,Poland,80,146,79
UA,Italy,Canada,0,8,0
NO,Italy,Dominican Republic,0,9,0
W6,Italy,Greece,147,255,146
AR,Argentina,Argentina,0,3,0
BG,Bangladesh,Saudi Arabia,0,0,0
WY,Italy,,0,2,0
AZ,Italy,Egypt,5,46,5
EK,Slovenia,Indonesia,2,3,2
IB,Italy,Ecuador,8,5,8
FR,Italy,Netherlands,32,85,32
U2,Italy,France,937,132,928
EK,Italy,Australia,12,13,12
WS,Italy,Canada,7,14,7
PR,Philippines,Indonesia,0,0,0
IB,Italy,United States,16,111,16
LH,Italy,Costa Rica,0,2,0
GF,Italy,,0,0,0
LH,Luxembourg,Armenia,0,0,0
LH,Mexico,Italy,0,1,0
S4,Portugal,Portugal,2,1,2
AH,Italy,Senegal,0,0,0
AM,Mexico,Mexico,0,7,0
MH,Malaysia,Thailand,0,0,0
W6,Italy,Armenia,15,5,15
TP,Italy,Mexico,12,32,12
LH,Italy,South Africa,16,13,16
TK,Italy,Egypt,7,19,7
DY,Germany,Denmark,0,0,0
FR,Italy,Sweden,36,100,36
HC,Ivory Coast,Italy,0,3,0
ID,Indonesia,Italy,0,0,0
IB,Austria,Spain,11,7,11
SQ,China,,0,0,0
LH,Italy,Canada,4,24,4
AZ,Cyprus,United States,0,0,0
EY,Italy,Sri Lanka,0,3,0
LH,Italy,Paraguay,0,0,0
RO,Romania,Netherlands,0,1,0
AM,Netherlands,El Salvador,0,3,0
FR,Finland,Italy,1,5,1
FR,Spain,Spain,68,49,67
UA,Costa Rica,Germany,1,3,1
ET,Tanzania,Italy,4,0,4
BA,Jamaica,Italy,0,0,0
KE,Australia,Italy,0,1,0
IB,France,Italy,1,0,1
VS,United Kingdom,United States,5,6,5
V7,France,Italy,23,15,23
QR,Italy,India,5,4,5
LH,United Kingdom,Argentina,0,0,0
TS,Canada,Italy,0,0,0
EK,Thailand,,0,0,0
LH,Italy,Austria,0,4,0
KU,Italy,Kuwait,0,0,0
QR,Italy,Thailand,38,49,38
EK,Pakistan,Italy,0,2,0
5U,Guatemala,Guatemala,0,4,0
WY,Thailand,Saudi Arabia,0,0,0
1L,Italy,Germany,0,0,0
IB,Italy,Morocco,3,3,3
