carrier,origin_country,destination_country,clicks_travix,clicks_competitor,clicks_airlines
AZ,Italy,Italy,497,1470,492
FR,Italy,Italy,3493,6212,3458
AZ,Italy,United States,181,863,179
NO,Italy,Egypt,48,79,48
FR,Italy,Spain,2032,3694,2012
AZ,Italy,,0,79,0
FR,Italy,Morocco,134,373,133
NO,Italy,Spain,16,30,16
IB,Italy,Spain,176,185,174
NO,Italy,United States,13,17,13
LA,Italy,Brazil,20,46,20
LH,Italy,United States,147,157,146
TK,Italy,United States,16,26,16
U2,Italy,Spain,964,174,954
LH,United States,United States,0,0,0
AZ,United States,United States,0,0,0
KL,Italy,Dominican Republic,10,4,10
LH,Italy,,0,71,0
BA,Italy,United States,173,182,171
BA,United States,United States,0,0,0
W6,Italy,Egypt,157,307,155
W6,Italy,United Arab Emirates,42,108,42
AZ,Italy,Morocco,12,28,12
TU,Italy,Tunisia,0,79,0
JU,Italy,Serbia,60,24,59
IB,Italy,United States,31,110,31
AZ,Italy,Tunisia,16,60,16
SM,Italy,Egypt,30,163,30
NO,United States,Italy,2,0,2
LX,Italy,United States,46,84,46
QR,Italy,,0,12,0
NO,Italy,Dominican Republic,7,20,7
NO,Spain,Italy,10,3,10
SM,Egypt,Italy,17,48,17
AF,Italy,United States,111,83,110
KL,Italy,United States,57,54,56
AC,Italy,United States,19,23,19
FR,Italy,Malta,320,657,317
LX,Italy,,0,31,0
AR,Argentina,Argentina,0,4,0
TK,Italy,Turkey,114,220,113
TK,Turkey,Italy,11,20,11
GQ,Greece,Greece,25,36,25
V7,Italy,Italy,967,1154,957
TP,Italy,United States,13,55,13
WY,Italy,Thailand,5,96,5
BA,Italy,,31,0,31
KL,Italy,,21,7,21
JU,Turkey,Italy,2,2,2
AZ,Italy,Egypt,7,45,7
GF,Thailand,,0,6,0
DX,Italy,Italy,0,108,0
AZ,Tunisia,Italy,14,12,14
EY,Italy,,2,5,2
UG,Italy,Tunisia,0,5,0
JU,Italy,Turkey,3,17,3
FR,Italy,France,273,472,270
SK,Italy,Nepal,0,0,0
AZ,United States,Italy,9,9,9
AF,Italy,,0,9,0
FR,Italy,United Kingdom,448,687,444
MS,Italy,Kenya,0,10,0
MS,Italy,Egypt,0,42,0
EK,Italy,United States,105,31,104
JL,Italy,Japan,2,4,2
G3,Brazil,Brazil,0,40,0
SK,Norway,,0,5,0
W4,Italy,Italy,1409,1837,1395
AY,Italy,United States,27,63,27
MH,Malaysia,Malaysia,3,7,3
MU,Italy,Japan,0,22,0
TP,Italy,Brazil,38,150,38
FR,Italy,Greece,627,1090,621
NO,Italy,Madagascar,2,4,2
NO,Italy,Senegal,13,17,13
JU,Serbia,Italy,11,5,11
UG,Tunisia,Italy,0,0,0
LH,Colombia,Italy,0,6,0
TK,Italy,,0,11,0
W6,Italy,Greece,226,417,224
NP,Egypt,Egypt,0,4,0
NO,Dominican Republic,Italy,0,0,0
BA,United States,Egypt,0,0,0
AZ,Mexico,Italy,0,0,0
FR,Italy,Austria,157,258,155
AZ,Italy,Mexico,0,54,0
RJ,United Arab Emirates,Italy,0,1,0
VY,Italy,Italy,50,34,50
LA,Colombia,Colombia,18,12,18
FR,Spain,Spain,43,66,43
PU,Spain,Peru,0,0,0
AZ,Italy,Dominican Republic,0,4,0
MS,Egypt,Egypt,0,25,0
AZ,Italy,France,24,87,24
TG,Thailand,Thailand,9,14,9
PG,Thailand,Thailand,36,47,36
KL,Italy,Panama,0,2,0
IB,Spain,Italy,49,23,49
FR,Italy,Denmark,81,163,80
AT,Italy,Morocco,50,167,50
IB,Portugal,Italy,21,11,21
BA,Switzerland,United States,0,0,0
W6,Italy,Jordan,36,21,36
