carrier,origin_country,destination_country,clicks_travix,clicks_competitor,clicks_airlines
FR,Italy,Germany,136,202,135
FR,Spain,Spain,65,41,64
E9,Spain,Costa Rica,2,1,2
KL,United States,United Kingdom,0,0,0
CZ,Italy,Malaysia,0,1,0
CA,Italy,New Zealand,0,0,0
OD,Maldives,Malaysia,0,2,0
CM,Nicaragua,Italy,0,0,0
AZ,Italy,Maldives,0,2,0
W6,Italy,Greece,113,159,112
TP,Brazil,Portugal,0,4,0
TK,Italy,Singapore,6,7,6
AY,Italy,Japan,0,2,0
CI,Indonesia,Italy,0,1,0
CY,Israel,Cyprus,2,0,2
FR,Italy,Republic of Ireland,133,189,132
DX,Italy,Italy,0,82,0
TK,Italy,India,3,2,3
AI,India,India,0,4,0
AZ,Egypt,Italy,0,4,0
AZ,Italy,Brazil,11,61,11
G3,Brazil,Italy,0,7,0
FR,Italy,Romania,43,119,43
AZ,Mexico,United States,0,0,0
U2,Italy,Switzerland,44,4,44
LO,Egypt,Italy,0,4,0
LH,United States,French Polynesia,0,0,0
TP,Italy,,0,17,0
QF,Australia,Australia,9,0,9
LA,Italy,Chile,1,17,1
TS,Italy,,0,1,0
TK,Italy,Philippines,9,2,9
EK,Italy,Japan,15,9,15
OD,Maldives,Indonesia,0,1,0
TK,Italy,Thailand,24,21,24
PR,Philippines,Philippines,4,2,4
NO,Egypt,Egypt,0,0,0
PW,Tanzania,Tanzania,0,1,0
FR,Austria,Italy,23,26,23
TP,Portugal,Brazil,4,4,4
TP,Italy,Morocco,1,9,1
LH,Brazil,Italy,0,0,0
RO,Romania,Romania,0,1,0
EK,Italy,Mauritius,1,53,1
W6,Italy,Romania,140,162,139
AF,Italy,,0,14,0
WY,United Arab Emirates,Oman,1,0,1
FR,Italy,Bulgaria,14,27,14
PW,Kenya,Tanzania,0,0,0
KL,France,,0,0,0
LH,United States,United States,0,25,0
IB,Portugal,Hungary,0,0,0
KU,Italy,Thailand,6,4,6
QR,Qatar,Namibia,0,0,0
TP,Portugal,Portugal,0,2,0
LO,Italy,Japan,0,14,0
TK,Italy,Ivory Coast,1,2,1
JL,Italy,Japan,1,5,1
AZ,Germany,,0,0,0
FR,Germany,Italy,59,104,58
SK,Italy,,2,3,2
FR,Greece,Italy,50,66,50
MF,Thailand,Australia,0,0,0
LH,Cyprus,United States,0,0,0
RC,Faroe Islands,Denmark,0,0,0
IB,Italy,Senegal,2,8,2
IB,Italy,Brazil,0,1,0
BA,United States,United States,0,3,0
LH,Italy,Canada,4,27,4
OS,Italy,Japan,2,19,2
BA,Italy,Japan,0,0,0
WS,Canada,Italy,1,8,1
SV,Italy,Thailand,8,33,8
BA,United States,,0,2,0
AZ,Italy,Japan,43,133,43
OZ,South Korea,United States,0,0,0
NO,Italy,,0,1,0
WY,Italy,Cambodia,0,2,0
OU,Croatia,Croatia,0,0,0
BA,Italy,United Kingdom,57,53,56
EK,Italy,,0,10,0
UG,Tunisia,Italy,0,0,0
RC,Denmark,Faroe Islands,0,0,0
CI,Thailand,Italy,0,0,0
WE,Thailand,Thailand,3,4,3
LH,United States,Jamaica,0,0,0
AZ,Italy,Spain,25,138,25
SQ,Italy,Laos,0,0,0
TK,Bulgaria,Italy,0,0,0
OG,Italy,Iceland,7,18,7
TP,Italy,Venezuela,4,5,4
AD,Brazil,Brazil,0,18,0
KL,Italy,Brazil,5,12,5
KL,Italy,Finland,0,2,0
E9,Spain,Mexico,1,2,1
V7,Italy,Malta,0,1,0
EI,Republic of Ireland,Belgium,4,1,4
OS,Italy,Greece,2,11,2
NT,Morocco,Spain,0,2,0
7C,South Korea,Taiwan,2,1,2
KQ,Italy,Tanzania,0,2,0
4Y,Tanzania,Germany,0,3,0
QR,Singapore,France,1,0,1
6E,United Arab Emirates,Thailand,0,1,0
BY,United Kingdom,Spain,0,1,0
AA,United States,United States,46,0,46
W4,Greece,Italy,10,11,10
U2,Malta,Italy,12,1,12
TK,Italy,China,0,2,0
V7,Greece,Montenegro,0,1,0
RO,Romania,Bulgaria,0,1,0
UX,Argentina,Spain,0,1,0
SV,Malaysia,Italy,0,1,0
W6,Italy,United States,0,2,0
BW,United States,Grenada,0,1,0
LX,Italy,Sri Lanka,0,1,0
KM,Cyprus,Italy,0,1,0
FR,Denmark,Spain,2,4,2
AZ,Tunisia,Italy,2,4,2
CA,Japan,China,0,1,0
FR,Morocco,Germany,2,0,2
SQ,Singapore,United States,0,2,0
W6,Italy,Finland,3,3,3
EK,Philippines,Italy,0,1,0
G8,India,Maldives,0,1,0
W4,Austria,France,1,0,1
LH,Spain,Thailand,0,1,0
EI,Republic of Ireland,United States,1,0,1
VY,Spain,Switzerland,3,0,3
BA,United Kingdom,Turks and Caicos Islands,1,0,1
FI,Italy,Iceland,3,13,3
UA,Italy,Canada,3,1,3
DE,France,,1,0,1
LH,Italy,Egypt,0,23,0
NO,Italy,Madagascar,3,0,3
TK,Italy,Vietnam,2,3,2
IB,Spain,Costa Rica,1,0,1
OZ,Italy,,0,1,0
NK,United States,Guatemala,2,0,2
AF,Spain,Switzerland,1,0,1
AZ,Italy,Guadeloupe,0,1,0
NU,Japan,Japan,1,0,1
TP,Portugal,Italy,18,29,18
EW,Italy,Sweden,6,6,6
UX,Cuba,Italy,0,1,0
UA,Sint Maarten,United States,3,0,3
"",Argentina,Italy,5,0,5
PK,Pakistan,Italy,3,0,3
KU,Thailand,Italy,2,0,2
AZ,Spain,Spain,0,1,0
LH,Italy,Singapore,0,2,0
FD,Maldives,Malaysia,0,1,0
FR,Spain,,0,1,0
AZ,Italy,Tanzania,0,1,0
LX,Mauritius,Italy,0,2,0
EI,Republic of Ireland,Italy,3,0,3
OS,Austria,Bulgaria,0,1,0
W6,Hungary,Spain,1,1,1
AZ,Italy,Cyprus,0,1,0
DL,United States,Colombia,1,0,1
LH,Italy,The Bahamas,0,2,0
CI,Italy,Vietnam,0,1,0
W4,Italy,Iceland,36,32,36
OS,Egypt,Italy,2,1,2
VY,Italy,Republic of Ireland,1,1,1
IB,Italy,Dominican Republic,8,5,8
TK,Croatia,Italy,0,1,0
TP,Italy,Ghana,1,5,1
BA,Spain,Chile,1,0,1
TB,Cape Verde,Italy,0,2,0
FR,Norway,United Kingdom,0,3,0
W4,Italy,Malta,0,1,0
AZ,Italy,Malaysia,0,2,0
TK,Italy,Benin,0,1,0
DT,Italy,South Africa,0,1,0
KL,Colombia,Italy,1,0,1
SP,Portugal,Portugal,3,6,3
8B,Indonesia,Indonesia,0,9,0
U2,Italy,Montenegro,0,3,0
VA,New Zealand,Australia,2,0,2
NO,Italy,Cape Verde,1,0,1
AF,Morocco,Italy,2,0,2
W4,Albania,France,1,0,1
V7,Italy,Tunisia,0,2,0
VN,Italy,Vietnam,0,3,0
VY,Italy,Argentina,1,5,1
LX,Italy,Dominican Republic,0,1,0
SQ,Netherlands,Australia,0,2,0
LO,Italy,Canada,0,1,0
EE,Italy,Germany,0,4,0
AF,France,United Kingdom,0,3,0
GF,Thailand,Italy,0,5,0
UX,Spain,Norway,0,1,0
W6,Saudi Arabia,Romania,0,2,0
DY,Norway,Norway,0,7,0
DL,Argentina,Italy,1,0,1
QR,Nepal,Italy,0,1,0
UA,Dominican Republic,United States,0,1,0
W6,Italy,Netherlands,21,14,21
HV,France,Morocco,0,1,0
FR,France,Republic of Ireland,1,1,1
GF,Italy,Philippines,0,7,0
PK,Pakistan,United Arab Emirates,0,1,0
QR,Hungary,Sri Lanka,0,2,0
DE,United States,Germany,1,0,1
V7,Italy,Romania,0,3,0
N0,Germany,United States,2,0,2
LH,Spain,India,0,1,0
AF,Italy,Singapore,0,1,0
"",Azerbaijan,Iran,0,1,0
KL,Netherlands,Argentina,0,2,0
W6,Italy,,0,27,0
TK,Georgia,Italy,2,5,2
SN,Germany,Ghana,1,0,1
NO,Italy,India,1,4,1
LS,United Kingdom,Italy,1,1,1
MS,Italy,United Arab Emirates,0,4,0
AV,Panama,Colombia,2,2,2
5J,Philippines,Saudi Arabia,0,1,0
AI,Hong Kong,France,0,5,0
SN,Italy,Germany,0,1,0
FR,Spain,Greece,0,1,0
AF,Kenya,France,1,0,1
HU,China,Italy,0,1,0
Z2,Hong Kong,Australia,0,1,0
FR,Belgium,France,1,0,1
TK,Italy,Burkina Faso,2,0,2
KL,Italy,Jamaica,0,1,0
FI,Switzerland,Canada,0,4,0
PR,Philippines,Vietnam,1,1,1
PD,Canada,Canada,1,3,1
AV,Colombia,Ecuador,2,0,2
W6,Italy,Republic of Ireland,0,2,0
VY,Tunisia,Spain,0,1,0
QR,United Kingdom,United Arab Emirates,0,1,0
TP,Italy,Canada,1,2,1
GF,Turkey,Maldives,0,1,0
MH,Japan,Indonesia,1,0,1
U2,United Kingdom,Austria,1,0,1
FM,China,China,0,3,0
AF,Italy,Réunion,0,2,0
AD,Brazil,Italy,0,10,0
CI,Italy,Indonesia,0,7,0
JU,Slovenia,Turkey,2,3,2
LH,Italy,Malaysia,0,1,0
OS,Albania,Netherlands,1,0,1
DY,Denmark,,0,1,0
AF,Morocco,,0,3,0
AV,Spain,Colombia,7,0,7
XY,United Arab Emirates,Italy,0,1,0
UX,Brazil,Italy,0,2,0
FR,Germany,Republic of Ireland,3,0,3
LA,Argentina,Spain,0,3,0
BA,Italy,Barbados,1,1,1
AC,Italy,Belgium,1,0,1
NO,Italy,The Bahamas,1,0,1
BJ,France,Tunisia,2,3,2
TK,United States,Italy,2,1,2
J2,Georgia,Azerbaijan,0,7,0
LH,Italy,Republic of Ireland,7,4,7
KL,Spain,United States,1,0,1
W6,Maldives,Italy,0,5,0
AZ,Italy,Latvia,0,2,0
EW,Iceland,Italy,2,0,2
LX,Denmark,Italy,1,0,1
FR,Austria,France,1,0,1
AF,Switzerland,France,1,0,1
BA,United Kingdom,Uganda,1,0,1
LH,Italy,France,12,10,12
VZ,Thailand,Cambodia,0,1,0
W4,France,Romania,1,0,1
T3,United Kingdom,Italy,0,2,0
KL,Italy,Argentina,4,2,4
TR,Greece,Singapore,1,2,1
KL,Denmark,United States,0,2,0
LH,Italy,Finland,2,1,2
VB,United States,Mexico,1,0,1
UX,Spain,United States,2,1,2
U2,Spain,France,2,0,2
IB,Austria,Spain,1,0,1
TK,United Kingdom,Mauritius,1,0,1
V7,Italy,Morocco,0,6,0
A3,Slovenia,Greece,0,1,0
IB,Argentina,Italy,2,6,2
W9,Greece,United Kingdom,0,1,0
AI,Italy,Thailand,0,65,0
PC,Italy,Iran,4,8,4
W6,Poland,Spain,4,2,4
SK,Sweden,,0,1,0
DY,Italy,Iceland,0,1,0
MS,Italy,South Africa,0,5,0
HV,Austria,Netherlands,2,0,2
TK,Mali,Lebanon,0,1,0
HC,Italy,Senegal,0,1,0
UX,Italy,Tunisia,0,2,0
AF,France,Austria,1,0,1
W6,Bulgaria,Italy,13,8,13
VJ,Vietnam,Vietnam,0,18,0
LX,Italy,Ghana,0,4,0
AF,Germany,Argentina,0,1,0
UX,Italy,Guatemala,0,1,0
FR,Italy,Uzbekistan,0,2,0
ET,Cameroon,Italy,0,2,0
FR,United Kingdom,Portugal,2,6,2
EW,Italy,Kazakhstan,0,2,0
TK,South Africa,Italy,1,0,1
DY,Finland,Italy,0,2,0
5W,United Arab Emirates,Uzbekistan,1,0,1
U2,Luxembourg,Italy,2,0,2
OR,Netherlands,Greece,1,0,1
AY,Norway,Finland,2,4,2
UL,Hungary,Sri Lanka,0,1,0
HV,France,Turkey,5,0,5
QR,Philippines,Italy,0,1,0
LX,Italy,Mauritius,1,2,1
FR,Poland,Croatia,0,1,0
MS,Italy,India,0,1,0
AF,France,Albania,1,0,1
SV,Italy,South Korea,2,1,2
JQ,Australia,Thailand,0,1,0
OS,Croatia,Czech Republic,1,0,1
F3,United Arab Emirates,Italy,0,1,0
EW,Italy,Bosnia and Herzegovina,1,0,1
FD,Thailand,Vietnam,0,4,0
FD,Thailand,Italy,0,1,0
VY,United Kingdom,France,1,0,1
ET,Italy,Maldives,0,1,0
DE,Italy,United States,2,7,2
NK,Colombia,Italy,0,4,0
DY,Sweden,Norway,0,2,0
IB,Spain,Thailand,0,1,0
BF,United States,Italy,0,3,0
VJ,South Korea,Vietnam,0,1,0
TK,Italy,Egypt,9,11,9
UA,United States,Italy,4,11,4
W6,Armenia,Italy,7,6,7
EW,Germany,Romania,1,0,1
MS,Italy,Uganda,0,1,0
6E,Turkey,India,2,0,2
FR,Italy,Cape Verde,0,2,0
LX,Italy,Norway,2,2,2
EK,Hong Kong,Italy,1,1,1
W6,Italy,Luxembourg,0,1,0
IB,Italy,Venezuela,1,0,1
KL,Italy,Poland,1,0,1
ET,Italy,Ivory Coast,0,1,0
KL,Switzerland,Netherlands,1,0,1
HY,Kyrgyzstan,Uzbekistan,0,1,0
AZ,Italy,Norway,1,0,1
3O,Morocco,Morocco,1,0,1
SV,Tanzania,Italy,0,1,0
FD,Thailand,Australia,0,1,0
LO,Poland,Luxembourg,1,0,1
EK,Italy,United Arab Emirates,41,55,41
LH,Italy,Latvia,1,0,1
LO,Romania,Poland,1,0,1
AD,Italy,Brazil,0,7,0
TK,Slovenia,United Arab Emirates,0,1,0
SV,Italy,Indonesia,0,1,0
KL,Sint Maarten,Italy,1,0,1
GF,Italy,Bahrain,0,3,0
FR,Greece,Greece,4,8,4
AF,Italy,Madagascar,4,5,4
KL,Indonesia,Italy,0,1,0
SN,Italy,United Kingdom,0,2,0
W6,Hungary,Belgium,1,1,1
ET,Italy,Togo,0,1,0
UA,Italy,Honduras,0,1,0
MU,China,Italy,0,1,0
V7,Italy,France,96,98,95
VY,Portugal,Italy,1,12,1
KL,Italy,Mexico,5,5,5
EK,Italy,Philippines,1,8,1
EK,Spain,United Arab Emirates,0,1,0
TP,Switzerland,Morocco,0,2,0
EN,Italy,Indonesia,0,1,0
KL,Italy,Puerto Rico,0,1,0
AT,Italy,Cape Verde,1,1,1
AF,Ivory Coast,Italy,2,0,2
LO,Estonia,Italy,1,0,1
UA,United Kingdom,Nicaragua,1,0,1
W6,Italy,Saudi Arabia,31,41,31
UX,Italy,Peru,9,36,9
AV,Colombia,Colombia,8,11,8
FJ,Fiji,Fiji,0,1,0
FR,Malta,Spain,2,3,2
IB,Spain,Colombia,1,1,1
TK,Italy,Morocco,1,0,1
B0,United States,Italy,0,1,0
FR,Greece,Germany,1,1,1
ET,Italy,Benin,0,1,0
MM,Japan,Taiwan,0,6,0
FR,Republic of Ireland,France,0,1,0
FZ,Italy,Sri Lanka,4,3,4
FZ,Italy,Thailand,2,2,2
LH,Austria,Tunisia,1,1,1
HY,Uzbekistan,Italy,0,3,0
Y4,Mexico,Italy,0,2,0
W4,Italy,Portugal,0,4,0
LH,Romania,Italy,0,1,0
AZ,Italy,Switzerland,4,23,4
TK,Italy,Senegal,0,5,0
AF,Italy,Guadeloupe,7,6,7
LX,Luxembourg,Italy,12,1,12
LA,Ecuador,Ecuador,0,3,0
A3,Italy,Saudi Arabia,0,2,0
NH,United Kingdom,Japan,0,1,0
FY,Malaysia,Malaysia,1,1,1
LH,Hungary,Germany,1,0,1
W6,Italy,Kuwait,1,0,1
AF,Italy,Japan,3,16,3
AK,Malaysia,Singapore,0,3,0
DY,Sweden,,0,4,0
PC,Qatar,Italy,0,1,0
KL,Germany,Netherlands,1,0,1
AT,Italy,Guinea,0,2,0
FI,Germany,Canada,0,1,0
PC,Georgia,Turkey,2,0,2
UK,India,Italy,0,1,0
AM,Peru,Spain,0,2,0
I2,Spain,Portugal,0,1,0
W6,Italy,Afghanistan,0,1,0
JQ,Australia,Australia,25,5,25
DE,Italy,Mexico,2,0,2
TP,Spain,Mexico,1,2,1
AS,United States,Italy,0,6,0
A3,Italy,Australia,0,1,0
FY,Singapore,Malaysia,1,1,1
JU,Italy,Bosnia and Herzegovina,2,1,2
TP,France,Portugal,0,3,0
W6,Georgia,Italy,2,1,2
W6,Italy,Vietnam,0,2,0
U2,Republic of Kosovo,Switzerland,2,0,2
W4,Albania,Lebanon,0,2,0
TP,Portugal,United States,0,3,0
AT,Senegal,Italy,0,1,0
TU,Italy,Ivory Coast,0,3,0
V7,Algeria,Italy,0,2,0
LA,Spain,Brazil,0,1,0
AM,Mexico,Sint Maarten,0,3,0
AC,Romania,Canada,1,0,1
KL,Portugal,Italy,1,2,1
QS,Czech Republic,United Arab Emirates,1,0,1
AY,Italy,Norway,0,2,0
W4,Italy,Georgia,2,0,2
FZ,Tanzania,Italy,1,3,1
ET,Mozambique,Tanzania,2,0,2
WE,Vietnam,Thailand,2,1,2
AC,Netherlands,United States,0,1,0
SN,Italy,Greece,0,1,0
SN,Italy,Ivory Coast,3,0,3
U2,Italy,Denmark,26,6,26
AV,Ecuador,Ecuador,3,0,3
"",Tanzania,Tanzania,2,0,2
MH,Italy,Indonesia,0,2,0
TP,United Kingdom,Morocco,0,1,0
FR,Italy,Thailand,0,3,0
VY,Italy,Senegal,1,1,1
IB,Italy,China,0,1,0
QR,Italy,Tanzania,1,1,1
MF,Philippines,Italy,0,2,0
AF,Panama,Italy,2,2,2
AY,Germany,United States,0,1,0
EK,Sri Lanka,United Arab Emirates,0,1,0
QR,Pakistan,Spain,1,0,1
V7,Italy,Greece,274,283,271
TK,Turkey,South Africa,0,1,0
TK,Turkey,Italy,15,27,15
U2,Italy,Croatia,60,2,59
VB,Mexico,,0,1,0
SV,Egypt,Indonesia,0,12,0
FR,Italy,Uruguay,0,1,0
TR,Thailand,Singapore,1,0,1
LO,Italy,Vietnam,0,1,0
VY,Spain,Sweden,1,0,1
I2,Spain,Denmark,1,0,1
W6,Italy,Seychelles,0,1,0
LX,China,Italy,1,0,1
LA,Colombia,,0,1,0
W6,Montenegro,Italy,5,4,5
LH,Austria,Lithuania,0,3,0
"",Dominican Republic,Colombia,0,1,0
BA,Italy,Philippines,0,1,0
KL,Italy,Netherlands,58,66,57
BA,United States,Italy,24,4,24
W4,Albania,Italy,20,16,20
U2,Italy,Morocco,52,9,51
AA,Italy,,9,0,9
IB,Italy,,3,13,3
SV,Italy,Australia,0,1,0
DE,Italy,Canada,5,1,5
EK,United Arab Emirates,Australia,1,0,1
VR,Cape Verde,Portugal,2,0,2
RJ,Italy,Egypt,0,3,0
LH,Germany,Romania,1,3,1
B6,United States,Colombia,0,1,0
FR,France,Italy,43,70,43
UK,India,India,4,2,4
AZ,Italy,United Kingdom,8,15,8
5F,Italy,Moldova,0,11,0
PC,Italy,Kyrgyzstan,2,2,2
FZ,United Arab Emirates,Tanzania,2,0,2
AP,Italy,Italy,0,7,0
W4,Italy,Luxembourg,2,1,2
AP,Italy,Cape Verde,0,5,0
EW,Germany,Lithuania,0,6,0
FB,Italy,Bulgaria,0,2,0
LO,Moldova,Italy,0,1,0
B6,United States,Aruba,0,4,0
HT,Italy,Italy,0,1,0
KL,Netherlands,India,0,1,0
EY,Italy,Cambodia,0,2,0
U2,United Kingdom,Egypt,0,1,0
VS,United Kingdom,Antigua and Barbuda,1,0,1
TP,Portugal,Netherlands,1,0,1
QZ,Indonesia,Malaysia,0,2,0
GQ,Italy,Greece,0,87,0
NO,Italy,Kenya,3,6,3
LH,Italy,Australia,0,8,0
UX,Argentina,Italy,1,2,1
SV,Singapore,Italy,0,1,0
TG,Thailand,Turkey,0,1,0
SV,Switzerland,Thailand,0,1,0
CY,Italy,Cyprus,4,11,4
BA,Italy,Spain,2,1,2
AY,Finland,Finland,4,0,4
PC,Italy,Qatar,3,2,3
VN,Italy,France,0,2,0
KL,Germany,United States,0,3,0
CA,Italy,Malaysia,0,1,0
OS,United States,Italy,0,1,0
DY,Italy,,0,17,0
TK,Italy,Ghana,1,13,1
UA,United States,United States,14,7,14
DY,Croatia,Sweden,0,1,0
FZ,United Arab Emirates,Oman,2,0,2
JU,Slovenia,Greece,0,1,0
LA,Argentina,Italy,0,16,0
BC,Japan,Japan,1,0,1
BT,Lithuania,Germany,1,0,1
VY,Italy,Denmark,1,0,1
EW,Italy,Morocco,0,1,0
E9,Cuba,Spain,2,0,2
AV,Bolivia,Panama,1,0,1
AZ,Italy,Argentina,16,47,16
UX,Italy,Argentina,4,8,4
QR,Bangladesh,Italy,0,1,0
JL,Japan,United Arab Emirates,0,1,0
KU,Philippines,Italy,0,1,0
L6,Mali,Senegal,0,1,0
WV,Namibia,Namibia,0,1,0
LH,Germany,Sweden,2,0,2
W4,Italy,Kazakhstan,0,1,0
AV,Mexico,Ecuador,0,1,0
FR,Italy,Dominican Republic,0,2,0
OS,Italy,Iceland,0,3,0
FR,Italy,Senegal,0,2,0
IX,India,United Arab Emirates,0,11,0
MS,Italy,China,0,8,0
UP,The Bahamas,The Bahamas,0,1,0
UX,Spain,Spain,8,23,8
NH,Thailand,United States,0,1,0
U2,Italy,Canada,1,1,1
FR,Czech Republic,France,0,3,0
KU,Pakistan,Italy,0,3,0
AZ,Italy,Martinique,0,1,0
LH,Italy,United Kingdom,9,4,9
SQ,Italy,Indonesia,4,9,4
TR,Greece,Australia,0,3,0
SK,Italy,Canada,2,1,2
IB,Colombia,Italy,2,4,2
LH,Costa Rica,United States,0,3,0
