carrier,origin_country,destination_country,clicks_travix,clicks_competitor,clicks_airlines
AZ,Italy,Italy,679,1756,672
FR,Italy,Italy,5098,8351,5048
NO,Italy,Egypt,81,72,80
FR,Italy,Spain,2627,5377,2601
NO,Italy,Spain,22,45,22
AZ,Italy,United States,262,1062,259
AZ,Italy,,0,175,0
FR,Italy,Morocco,136,365,135
LA,Italy,Brazil,17,47,17
W6,Italy,Egypt,172,271,170
AZ,Italy,Morocco,24,90,24
IB,Italy,Spain,207,198,205
W6,Italy,Italy,575,915,569
LA,Colombia,Colombia,9,24,9
AT,Morocco,Italy,13,37,13
AZ,United States,Italy,8,13,8
LH,Italy,United States,113,144,112
KU,Italy,Philippines,2,14,2
AZ,Tunisia,Italy,1,3,1
LH,Italy,,0,30,0
W6,Italy,United Arab Emirates,88,122,87
NO,Egypt,Italy,20,7,20
AZ,Italy,Tunisia,12,45,12
FR,Italy,United Kingdom,505,749,500
KL,Italy,Dominican Republic,3,63,3
AT,Italy,Morocco,32,152,32
U2,Italy,Spain,986,207,976
V7,Italy,Italy,1084,937,1073
LH,Italy,Canada,5,21,5
TU,Italy,Tunisia,0,56,0
NO,Spain,Italy,3,4,3
AC,Italy,Canada,10,87,10
TK,Italy,Indonesia,28,48,28
BA,Italy,,14,70,14
EK,Italy,Indonesia,24,22,24
NO,Italy,Maldives,13,2,13
UG,Tunisia,Italy,0,4,0
JU,Turkey,Italy,3,3,3
JU,Italy,Serbia,25,11,25
IB,Italy,United States,17,111,17
W6,Italy,Romania,137,184,136
KM,Malta,Italy,0,27,0
NO,Italy,United States,16,5,16
TK,Italy,Pakistan,1,5,1
EK,Italy,Australia,16,18,16
BA,Italy,United States,314,509,311
EY,Italy,Indonesia,14,37,14
W6,Italy,Morocco,31,26,31
MU,China,Hong Kong,0,0,0
AY,Italy,,0,5,0
UG,Italy,Tunisia,0,7,0
TU,Tunisia,Italy,0,25,0
AZ,United States,United States,0,0,0
EK,Italy,,0,11,0
IB,Italy,,4,15,4
FR,Italy,Austria,231,350,229
IB,Spain,Italy,38,14,38
SK,United States,Italy,0,5,0
MH,Malaysia,Malaysia,2,4,2
FR,Italy,Jordan,34,65,34
BA,Italy,Mexico,14,28,14
TP,United States,Italy,8,11,8
EY,Italy,,0,4,0
IB,Italy,Portugal,10,19,10
LH,Italy,Mexico,1,10,1
KL,Italy,,11,50,11
AZ,Italy,Israel,2,19,2
FR,Italy,Denmark,163,223,161
IB,Italy,Argentina,34,13,34
TS,Italy,Canada,45,21,45
LX,Italy,,0,26,0
EY,Italy,Thailand,25,22,25
AS,United States,United States,0,15,0
FR,Italy,Romania,90,231,89
FR,Italy,France,410,840,406
KQ,Italy,Kenya,5,8,5
TK,Italy,Turkey,103,248,102
4Z,South Africa,South Africa,3,0,3
KL,Italy,United States,53,212,52
VJ,India,Australia,0,1,0
FR,Italy,Poland,84,190,83
CZ,Italy,Indonesia,0,4,0
UP,The Bahamas,The Bahamas,0,0,0
NO,United States,Italy,7,0,7
JL,Italy,Japan,4,10,4
EY,Italy,Maldives,2,13,2
AF,Italy,,3,32,3
FR,Italy,Belgium,268,329,265
JU,Italy,Bulgaria,0,4,0
AZ,Italy,Egypt,13,22,13
LO,Italy,Japan,0,8,0
LH,United States,United States,0,16,0
W6,Italy,Serbia,13,10,13
TK,Italy,Ivory Coast,1,2,1
TP,Italy,United States,16,28,16
TK,Italy,United States,17,10,17
UX,Italy,Peru,22,56,22
FR,Spain,Italy,456,538,451
AY,Italy,United States,29,318,29
AZ,Switzerland,Mexico,0,0,0
MS,Italy,Kenya,0,8,0
UA,Canada,Italy,0,4,0
BA,United States,United States,0,1,0
FJ,Tonga,Vanuatu,0,0,0
LH,Italy,Japan,12,64,12
UX,Peru,Italy,2,9,2
WS,United States,Italy,0,6,0
AZ,Italy,India,7,29,7
NT,Portugal,Portugal,0,0,0
TP,Italy,Spain,0,9,0
SM,Egypt,Italy,12,28,12
EY,Italy,Pakistan,0,2,0
WY,Italy,Thailand,1,50,1
ZH,China,Singapore,0,0,0
AZ,United States,Dominican Republic,0,0,0
ET,Italy,,0,4,0
LA,Brazil,Italy,14,80,14
SQ,Australia,Italy,0,2,0
AH,Italy,Algeria,0,9,0
WS,Italy,Canada,1,5,1
LH,Tunisia,United States,0,0,0
KU,Italy,Thailand,2,14,2
WE,Vietnam,Saudi Arabia,0,2,0
SV,Italy,,0,7,0
SQ,Japan,Italy,0,1,0
UX,Italy,Spain,4,50,4
MH,Indonesia,Italy,0,2,0
LA,Peru,Peru,0,9,0
V7,Italy,Greece,513,450,508
JU,Italy,Germany,0,0,0
W6,Italy,Jordan,74,64,73
LA,United States,Colombia,0,0,0
UK,Saudi Arabia,India,0,2,0
SP,Portugal,Portugal,8,5,8
S4,Portugal,Portugal,3,1,3
FR,Italy,Croatia,91,195,90
1L,Italy,Germany,0,5,0
FR,Italy,Greece,668,1521,661
TU,Italy,Ivory Coast,0,1,0
VS,Germany,United States,0,0,0
KU,Italy,India,3,2,3
AZ,United States,Mexico,0,0,0
FR,Italy,Portugal,372,647,368
AZ,Italy,Algeria,3,7,3
TK,Italy,,0,34,0
LX,Italy,United States,19,49,19
BA,Germany,Mexico,0,1,0
AT,Italy,,3,6,3
AZ,Italy,Brazil,6,45,6
SK,Italy,Norway,11,33,11
TP,Portugal,Portugal,15,5,15
U2,Italy,United Kingdom,337,50,334
MH,Malaysia,Singapore,0,1,0
A3,Germany,Greece,2,6,2
TP,Italy,Mexico,7,26,7
TK,United States,,0,9,0
AM,Italy,Mexico,0,28,0
KL,The Bahamas,Italy,0,1,0
TK,Italy,Malaysia,4,8,4
FR,Italy,Malta,371,747,367
AI,United Arab Emirates,India,0,1,0
TP,Italy,Brazil,53,159,52
TK,Italy,Egypt,8,5,8
W6,Italy,Albania,131,294,130
EI,Italy,United States,5,5,5
JU,Italy,Turkey,0,4,0
BA,Italy,Japan,1,0,1
BA,United States,Mexico,0,0,0
IB,Italy,Dominican Republic,16,13,16
LH,Kuwait,Italy,0,1,0
TK,Ghana,Italy,0,0,0
TK,Italy,Kenya,6,13,6
AT,Morocco,France,1,0,1
FR,Italy,Cyprus,23,57,23
U2,Italy,Italy,1893,120,1874
TG,Thailand,Thailand,3,5,3
AZ,United States,The Bahamas,0,0,0
ET,Madagascar,Italy,0,1,0
TS,Italy,,0,0,0
OD,Malaysia,Maldives,0,1,0
WY,Tanzania,Italy,0,0,0
AZ,Italy,Benin,0,0,0
FR,Italy,Czech Republic,129,154,128
UX,Mexico,Italy,0,2,0
QR,Italy,Indonesia,39,70,39
IB,Italy,Costa Rica,1,15,1
ET,Lebanon,Seychelles,1,0,1
TU,Algeria,Tunisia,0,1,0
TK,Italy,Singapore,3,3,3
AZ,Egypt,Italy,4,49,4
IB,Italy,Colombia,23,17,23
LH,Switzerland,Mexico,0,0,0
FR,Greece,Italy,95,122,94
MU,Italy,Japan,0,6,0
PC,Greece,Turkey,2,0,2
GF,Italy,Bangladesh,0,3,0
ET,Tanzania,Italy,7,1,7
FR,Italy,Bulgaria,36,56,36
W6,Italy,Hungary,120,129,119
LH,Brazil,Australia,0,0,0
H2,Peru,Peru,0,7,0
QR,Italy,Uganda,0,1,0
TK,Germany,India,0,1,0
TK,Turkey,Italy,12,48,12
FR,Italy,Republic of Ireland,129,237,128
5Z,South Africa,South Africa,0,0,0
AZ,Italy,Mexico,0,76,0
QR,Italy,Singapore,13,12,13
AR,Italy,Argentina,0,119,0
TK,Italy,South Africa,1,7,1
DE,United States,Belgium,0,0,0
YW,Italy,Germany,0,23,0
TP,Italy,,0,36,0
BA,Italy,Spain,0,1,0
SM,Italy,Egypt,41,292,41
UX,Spain,Spain,5,19,5
DY,Norway,Norway,0,9,0
RJ,Italy,Jordan,0,8,0
FR,Italy,Estonia,15,40,15
IB,Morocco,Italy,1,1,1
JU,Italy,Egypt,0,14,0
EY,Italy,Australia,3,4,3
SV,Italy,Pakistan,2,1,2
MF,Italy,Indonesia,0,0,0
AM,Mexico,United States,0,4,0
OR,Mexico,Netherlands,1,1,1
AT,France,Ivory Coast,1,3,1
W6,Italy,France,81,92,80
NO,Italy,Madagascar,7,2,7
EY,Italy,Bangladesh,0,0,0
HC,Italy,Senegal,0,5,0
BR,Italy,Australia,0,19,0
LH,Germany,United States,5,3,5
KU,India,Italy,4,2,4
UA,Italy,Canada,1,2,1
DX,Italy,Italy,0,92,0
KQ,Kenya,Italy,4,3,4
AT,Italy,United States,0,0,0
TP,Italy,Morocco,2,7,2
5U,Guatemala,Guatemala,0,2,0
AF,Italy,Mexico,18,16,18
AF,Italy,Madagascar,6,16,6
LH,United States,Italy,11,12,11
VS,Belgium,United States,0,0,0
LY,Israel,Georgia,0,1,0
AF,Italy,Brazil,7,13,7
V7,Italy,France,134,140,133
LA,Colombia,Peru,1,1,1
AZ,Italy,Japan,50,164,50
IB,Italy,Mexico,5,9,5
EK,United States,Italy,6,0,6
IB,Spain,France,4,3,4
AC,Italy,,0,18,0
KU,France,Philippines,0,0,0
ET,Kenya,Italy,0,3,0
EN,Italy,United States,0,10,0
CA,Italy,Japan,0,126,0
QR,Italy,,0,38,0
QR,Italy,Philippines,5,7,5
EK,Malaysia,Switzerland,1,0,1
GF,Italy,Oman,0,1,0
3S,Sint Maarten,Saint Barthélemy,0,1,0
BA,Chile,Italy,3,5,3
LH,Italy,Hong Kong,9,0,9
SQ,United Arab Emirates,Vietnam,0,2,0
LH,Nicaragua,Switzerland,0,0,0
IB,Spain,Portugal,1,1,1
EK,China,Portugal,0,0,0
FR,Portugal,Italy,83,107,82
PG,Thailand,,0,1,0
SQ,Italy,,0,8,0
LH,Italy,South Africa,15,6,15
BA,United Kingdom,Rwanda,0,0,0
AM,Mexico,Mexico,0,11,0
UX,Spain,Italy,4,11,4
BA,Senegal,Nicaragua,0,0,0
GQ,Cyprus,Italy,0,2,0
KL,South Africa,Netherlands,0,0,0
FR,Germany,Spain,9,15,9
TC,Tanzania,Tanzania,0,8,0
LY,Israel,Switzerland,0,0,0
WY,Philippines,Italy,0,1,0
VS,France,United States,3,4,3
WY,Italy,Oman,3,4,3
QF,Italy,Australia,1,9,1
LA,Ecuador,Ecuador,1,2,1
UX,Italy,Argentina,3,13,3
CY,Italy,Lebanon,0,0,0
RJ,United Arab Emirates,Italy,0,1,0
QR,Indonesia,Italy,8,3,8
TK,Italy,Kyrgyzstan,0,5,0
A3,Cyprus,Italy,0,1,0
SQ,Thailand,Philippines,0,0,0
AZ,Italy,France,29,109,29
RJ,Italy,Thailand,2,9,2
LX,Italy,Egypt,2,10,2
TP,Venezuela,Spain,0,1,0
J2,Belarus,Italy,0,0,0
SK,Italy,Sweden,7,10,7
LH,Italy,Brazil,29,20,29
AR,Argentina,,0,0,0
AY,Italy,Japan,3,5,3
EY,Italy,Japan,4,2,4
KU,Italy,Bangladesh,0,0,0
LH,Italy,Singapore,1,7,1
LA,Brazil,,0,4,0
MU,Italy,Australia,0,11,0
DY,Norway,Italy,0,34,0
