carrier,origin_country,destination_country,clicks_travix,clicks_competitor,clicks_airlines
AZ,Italy,Italy,549,1458,544
FR,Italy,Italy,4618,7553,4572
NO,Italy,Egypt,64,45,63
NO,Italy,Spain,31,56,31
LA,Italy,Brazil,15,83,15
DX,Italy,Italy,0,224,0
AZ,Italy,United States,217,1137,215
FR,Italy,Morocco,150,367,149
FR,Italy,Spain,2466,4869,2442
LH,Italy,,0,85,0
AZ,Italy,,0,158,0
W6,Italy,Italy,500,778,495
UG,Italy,Tunisia,0,2,0
AZ,Italy,Morocco,31,85,31
KL,Italy,Dominican Republic,14,76,14
W6,Italy,United Arab Emirates,115,113,114
MH,Italy,Malaysia,0,30,0
EI,Italy,United States,7,7,7
SM,Italy,Egypt,47,211,47
EK,Italy,,0,14,0
W6,Italy,Egypt,201,212,199
TU,Italy,Tunisia,0,74,0
LH,Italy,United States,102,167,101
V7,Italy,Italy,802,745,794
NO,Italy,Dominican Republic,15,1,15
NO,Italy,Maldives,10,1,10
IB,Italy,Spain,162,211,160
LA,Colombia,Colombia,19,35,19
AZ,Italy,Egypt,9,41,9
BA,Italy,,19,58,19
NO,Egypt,Italy,16,1,16
QR,Italy,,0,12,0
W6,Italy,Jordan,37,32,37
BA,Italy,United States,262,584,259
KL,Italy,,15,38,15
SM,Egypt,Italy,13,23,13
LA,Chile,Chile,1,10,1
FR,Italy,France,413,767,409
EY,Italy,Indonesia,24,51,24
FR,Italy,Netherlands,52,101,51
FR,Italy,Denmark,110,266,109
AZ,Tunisia,Italy,1,28,1
FR,Italy,Jordan,31,54,31
NO,Spain,Italy,8,3,8
TK,Spain,Peru,0,1,0
NO,United States,Italy,7,0,7
PW,Tanzania,Tanzania,0,8,0
BA,United States,United States,0,12,0
NO,India,United States,0,4,0
LA,Peru,Peru,3,27,3
AC,Italy,Canada,9,83,9
MS,Italy,Egypt,0,76,0
AT,Morocco,Italy,8,31,8
AZ,Italy,India,3,22,3
TU,Tunisia,Italy,0,16,0
IB,Italy,United States,11,102,11
KL,Italy,United States,54,252,53
W6,Italy,Morocco,20,45,20
KM,Malta,Italy,0,18,0
LX,Italy,United States,29,104,29
FR,Italy,Belgium,160,252,158
SQ,Italy,,0,5,0
JU,Italy,Serbia,17,12,17
FR,Italy,Malta,388,737,384
FR,Italy,Republic of Ireland,201,250,199
FR,Italy,United Kingdom,399,608,395
EY,Italy,,8,5,8
LO,Italy,Japan,1,27,1
W6,Italy,Romania,150,170,149
TP,Italy,United States,24,36,24
AZ,United States,United States,0,1,0
4Z,South Africa,South Africa,3,2,3
J2,Italy,,0,8,0
UX,Italy,,0,2,0
FR,United Kingdom,Italy,107,98,106
W6,Italy,Hungary,141,152,140
GF,Italy,Maldives,0,3,0
AM,Mexico,Mexico,0,39,0
TK,Italy,Qatar,1,11,1
SK,Italy,Canada,1,10,1
TP,Morocco,Italy,1,28,1
KU,Italy,Philippines,0,15,0
SK,Italy,Denmark,8,30,8
TK,Italy,Venezuela,5,14,5
AZ,Bulgaria,Italy,3,2,3
DO,United States,Dominican Republic,0,1,0
DY,Italy,Norway,0,108,0
IB,Italy,Morocco,12,1,12
AR,Italy,Argentina,0,64,0
AZ,Italy,Algeria,0,2,0
CI,Italy,,0,2,0
WS,Canada,,0,1,0
UK,Oman,Maldives,1,3,1
KU,Italy,Malaysia,0,12,0
IB,Italy,Ecuador,5,10,5
U2,Italy,Italy,1680,184,1663
AF,Italy,United States,55,169,54
NO,Italy,Senegal,14,3,14
IB,Italy,Argentina,29,12,29
AZ,Italy,Kenya,0,10,0
QR,Italy,Maldives,19,37,19
AM,United States,Mexico,0,2,0
U2,Italy,United Kingdom,421,88,417
FR,Italy,Portugal,430,721,426
AC,Canada,Italy,2,8,2
IB,Spain,Portugal,5,2,5
KU,Italy,Thailand,2,3,2
LX,Italy,,0,14,0
W6,Italy,Albania,190,312,188
FR,Italy,Romania,87,207,86
FR,Italy,Czech Republic,138,193,137
MH,Malaysia,Malaysia,6,15,6
TK,Italy,,0,36,0
JU,Italy,Turkey,0,5,0
U2,Italy,Spain,1030,207,1020
JL,Italy,Japan,9,7,9
BR,France,Japan,0,0,0
FR,Italy,Greece,832,1610,824
QR,Italy,Indonesia,41,68,41
FR,Italy,Germany,214,336,212
TP,Italy,,0,17,0
MS,Egypt,Egypt,0,19,0
FR,Italy,Croatia,102,176,101
TK,Italy,Belarus,0,1,0
AM,Italy,Mexico,0,24,0
CA,Italy,Thailand,0,137,0
UX,Spain,Spain,4,26,4
UP,United States,The Bahamas,0,4,0
AZ,Italy,Tunisia,10,29,10
VJ,Thailand,Vietnam,0,0,0
SQ,Italy,Thailand,11,14,11
TK,Italy,United States,22,21,22
JU,Italy,Hungary,0,0,0
LH,Colombia,United States,0,0,0
AZ,Egypt,Italy,0,7,0
W6,Italy,Greece,122,317,121
UP,The Bahamas,The Bahamas,0,1,0
LG,Italy,Luxembourg,5,8,5
G3,Brazil,Italy,0,6,0
W6,Italy,France,79,153,78
TK,Italy,Mauritius,1,7,1
ET,Greece,Tanzania,0,1,0
AZ,Italy,Spain,35,155,35
FI,Italy,United States,0,0,0
SQ,Italy,Indonesia,2,16,2
UX,Venezuela,Italy,3,3,3
AZ,Morocco,Italy,0,6,0
TP,Portugal,Portugal,3,9,3
AZ,Spain,United States,0,0,0
TK,Italy,Pakistan,2,10,2
LA,Colombia,Italy,0,7,0
TK,Italy,Kenya,9,13,9
FR,Greece,Italy,64,83,63
LO,Italy,Poland,2,13,2
NO,Italy,Madagascar,7,2,7
IB,France,Spain,6,9,6
W6,Italy,Iceland,23,33,23
JL,Italy,,0,1,0
FR,Italy,Norway,13,60,13
LH,Belgium,,0,6,0
AT,Italy,,0,2,0
RJ,Italy,Egypt,0,7,0
EN,Italy,United States,0,11,0
IB,Italy,,4,6,4
KM,Malta,United Kingdom,0,3,0
QR,Italy,Vietnam,7,16,7
LO,Italy,Canada,0,17,0
AF,Italy,Brazil,8,40,8
FR,France,Italy,71,77,70
SN,Italy,,0,4,0
FR,Romania,Italy,20,32,20
CA,China,Italy,1,5,1
FR,Germany,Italy,72,105,71
FR,Bulgaria,Italy,6,12,6
ZH,China,Singapore,0,0,0
MU,China,Italy,0,1,0
AS,United States,Mexico,0,0,0
TK,Italy,Egypt,3,9,3
KL,Italy,Spain,14,10,14
NO,Italy,Mexico,10,2,10
PR,Philippines,Vietnam,0,0,0
CZ,Italy,Australia,0,0,0
LH,Italy,Brazil,18,27,18
EY,Switzerland,,0,0,0
U2,Greece,Italy,95,11,94
VS,Portugal,United States,0,0,0
AZ,United States,Italy,2,8,2
AF,Italy,Zambia,0,2,0
SQ,Italy,Cambodia,0,3,0
TK,Italy,Thailand,19,24,19
PK,Italy,Pakistan,1,0,1
AT,Italy,Nigeria,0,1,0
UK,Thailand,United Arab Emirates,0,2,0
LH,Italy,Germany,139,263,138
NO,Mexico,Italy,1,0,1
SP,Portugal,,0,3,0
TP,Portugal,United States,1,0,1
U2,France,France,20,3,20
LX,Italy,Brazil,9,22,9
W6,Italy,United Kingdom,52,115,51
AI,United Arab Emirates,India,0,0,0
QR,Switzerland,Malaysia,0,0,0
W6,Italy,Bulgaria,35,70,35
AT,Italy,Morocco,29,139,29
LH,Italy,France,9,8,9
MH,Indonesia,Italy,0,0,0
LH,United States,Peru,0,0,0
AZ,Switzerland,Italy,7,2,7
U2,Italy,Germany,108,13,107
OB,Peru,Bolivia,0,1,0
QR,Spain,Singapore,0,0,0
WS,Italy,,0,2,0
QR,Germany,Japan,0,0,0
1L,Italy,Sweden,0,0,0
RJ,Italy,Thailand,0,6,0
IB,Switzerland,Spain,2,0,2
ET,Tanzania,Italy,1,4,1
IB,Germany,Senegal,0,0,0
WY,Italy,Thailand,2,52,2
MU,China,Taiwan,0,0,0
TK,France,,0,0,0
IB,Italy,Peru,14,17,14
RJ,United Arab Emirates,Italy,1,0,1
ET,Italy,Togo,0,0,0
BR,Thailand,Italy,0,1,0
TK,Sri Lanka,Italy,0,2,0
ER,United Arab Emirates,Pakistan,0,0,0
EK,Italy,Indonesia,33,27,33
LH,United States,United States,0,18,0
EN,Italy,,0,2,0
AZ,Puerto Rico,Italy,0,0,0
LH,Turkey,Italy,1,0,1
TU,France,Tunisia,0,1,0
NO,Dominican Republic,Italy,5,2,5
TK,Italy,Indonesia,22,14,22
AF,Italy,Costa Rica,3,5,3
BA,Netherlands,Ecuador,0,2,0
LA,Italy,,0,2,0
QR,Hungary,,0,0,0
IB,Italy,Mexico,4,10,4
CM,Peru,Puerto Rico,0,0,0
EY,Italy,Malaysia,2,3,2
BA,Italy,Brazil,0,3,0
TK,Italy,Turkey,92,170,91
EY,Australia,Italy,2,12,2
RO,Romania,Greece,0,1,0
AZ,United Kingdom,Italy,1,1,1
U2,Italy,France,902,127,893
NO,Italy,United States,13,1,13
KL,Canada,Italy,0,0,0
VS,United Kingdom,,0,0,0
LA,Brazil,Italy,4,96,4
SP,Portugal,Portugal,2,10,2
ID,Indonesia,Italy,0,0,0
2D,United States,Dominican Republic,0,0,0
3M,United States,The Bahamas,0,0,0
CM,Colombia,Ecuador,0,0,0
AZ,Italy,Brazil,11,47,11
EK,South Korea,Germany,0,0,0
BA,United States,Costa Rica,0,0,0
BA,Italy,Australia,3,6,3
JU,Turkey,Malta,0,1,0
W6,Albania,Italy,30,29,30
BR,Indonesia,Italy,0,0,0
AZ,Australia,Italy,0,0,0
MH,Malaysia,Singapore,0,1,0
FR,United Kingdom,Republic of Ireland,5,1,5
EY,Italy,Thailand,18,29,18
FR,Belgium,Germany,4,0,4
SN,Italy,United States,0,15,0
W6,United Kingdom,Italy,17,33,17
EY,Italy,Saudi Arabia,1,0,1
TK,Japan,,0,0,0
QF,Australia,Australia,4,0,4
BA,Switzerland,Japan,0,0,0
FR,Croatia,Italy,17,19,17
EY,Spain,Thailand,0,0,0
KL,Italy,El Salvador,0,2,0
EY,Sri Lanka,Maldives,0,3,0
UX,Italy,Dominican Republic,10,25,10
EK,France,New Zealand,0,0,0
SV,Egypt,,1,0,1
CA,Austria,China,0,15,0
LA,Argentina,Italy,2,4,2
AC,Italy,,0,11,0
3U,China,Italy,0,0,0
EY,Italy,Seychelles,21,36,21
U2,Italy,Czech Republic,40,6,40
SN,Senegal,Italy,3,0,3
SK,Italy,Sweden,14,10,14
G3,Brazil,Brazil,0,15,0
FR,Norway,Spain,0,4,0
EK,Argentina,Thailand,0,0,0
KQ,Italy,Madagascar,0,6,0
NP,Egypt,Egypt,0,1,0
UG,Tunisia,Italy,0,1,0
OZ,Italy,Australia,0,6,0
SK,Italy,Norway,6,48,6
AZ,Italy,France,31,92,31
IB,Italy,Brazil,0,7,0
FR,Italy,Austria,240,231,238
QF,Italy,Australia,4,7,4
TP,Italy,Brazil,33,185,33
NO,Maldives,Italy,0,0,0
EK,France,United Arab Emirates,0,0,0
QR,France,Indonesia,0,3,0
AS,United States,United States,0,19,0
AZ,Italy,Israel,7,3,7
QR,Germany,Indonesia,2,1,2
AT,Niger,Italy,1,4,1
AZ,Italy,Australia,0,7,0
EK,Italy,United States,80,17,79
QR,Kenya,Italy,0,0,0
CA,South Korea,Italy,0,0,0
LH,Italy,Japan,13,49,13
CM,Panama,Ecuador,1,1,1
TK,Italy,Malaysia,1,11,1
BA,Australia,Italy,0,3,0
VS,France,,0,0,0
LA,Colombia,Chile,0,0,0
A3,Egypt,Greece,0,0,0
NT,Portugal,Portugal,0,0,0
AY,Italy,United States,53,429,52
BA,Italy,Finland,0,0,0
HV,Netherlands,Italy,9,7,9
V7,France,Spain,3,3,3
AR,Spain,Argentina,0,17,0
9C,Hong Kong,China,1,0,1
LH,Italy,Singapore,3,9,3
DL,Italy,Brazil,7,0,7
LH,Italy,Bulgaria,0,1,0
LX,Switzerland,Spain,0,6,0
MX,United States,United States,1,0,1
FZ,Pakistan,Italy,0,1,0
W6,Egypt,Italy,32,14,32
AF,Italy,Germany,6,1,6
AT,Spain,Morocco,2,1,2
DL,United States,,4,0,4
W6,France,Albania,4,0,4
LH,Poland,Germany,0,1,0
BX,South Korea,South Korea,0,4,0
NO,Kenya,Italy,0,1,0
AZ,Malta,Italy,0,2,0
KL,Germany,United States,0,1,0
FR,Belgium,Republic of Ireland,1,0,1
VY,Argentina,Italy,9,13,9
AZ,Argentina,United Kingdom,2,0,2
IZ,Italy,Israel,13,2,13
FR,Italy,Moldova,0,8,0
EY,Malaysia,Italy,3,1,3
DV,Turkey,Kazakhstan,0,1,0
KL,Italy,Argentina,2,2,2
AF,Italy,Tanzania,1,1,1
EI,United States,Italy,2,4,2
F3,United Arab Emirates,Italy,0,5,0
CY,Egypt,Italy,0,3,0
PK,Pakistan,Saudi Arabia,0,1,0
SV,Italy,Oman,0,1,0
W6,France,Egypt,0,1,0
UX,Spain,Argentina,0,1,0
SV,Italy,Thailand,8,37,8
KU,India,Italy,0,1,0
LH,Italy,Republic of Ireland,11,8,11
UA,Mexico,Italy,3,0,3
FR,Italy,Luxembourg,9,17,9
QR,Morocco,Vietnam,0,3,0
UX,Italy,Saudi Arabia,0,7,0
LH,Italy,Sri Lanka,0,7,0
