carrier,origin_country,destination_country,clicks_travix,clicks_competitor,clicks_airlines
UK,India,India,1,1,1
EY,Italy,Seychelles,6,18,6
AZ,Canada,United States,0,0,0
AZ,Italy,Nigeria,0,4,0
LH,United States,United States,0,17,0
TG,Thailand,Thailand,9,7,9
WB,Kenya,Italy,0,0,0
EK,Italy,Malaysia,8,1,8
LO,Italy,United States,0,4,0
WT,Spain,Spain,0,0,0
NO,United States,Italy,1,0,1
TP,Spain,,0,0,0
QR,Nigeria,Singapore,0,0,0
SK,Italy,Canada,1,2,1
LH,Italy,Hong Kong,8,2,8
W6,United Arab Emirates,Italy,10,13,10
AT,France,Morocco,0,1,0
KE,Vietnam,Italy,1,0,1
BA,South Korea,United States,0,0,0
TP,Italy,Brazil,23,150,23
CY,Lebanon,Cyprus,0,0,0
HC,Italy,Senegal,0,5,0
FR,Italy,Austria,168,237,166
SQ,Singapore,Indonesia,0,0,0
UX,El Salvador,Italy,0,0,0
UX,Spain,Italy,1,15,1
KM,Italy,Germany,0,2,0
AZ,Israel,Italy,2,2,2
U2,Italy,Netherlands,352,96,349
LH,Italy,The Bahamas,0,0,0
SK,Italy,Sweden,11,16,11
CZ,Italy,Australia,0,11,0
TP,Italy,Senegal,4,19,4
W6,Poland,Italy,14,6,14
FR,Italy,Poland,78,164,77
FR,Italy,Denmark,126,214,125
EY,Italy,India,7,11,7
S4,Portugal,Portugal,2,13,2
QR,Italy,Thailand,21,54,21
SQ,Germany,,0,2,0
MH,Singapore,Indonesia,0,0,0
KU,Italy,Bangladesh,0,4,0
QR,South Africa,,0,0,0
QR,Singapore,Italy,2,1,2
BA,Uruguay,Italy,0,0,0
TU,France,Tunisia,0,2,0
UA,Costa Rica,Switzerland,2,0,2
G3,Brazil,Brazil,0,15,0
SQ,Italy,,0,8,0
LH,Italy,Costa Rica,0,3,0
U2,Italy,France,851,154,843
AZ,British Virgin Islands,United States,0,0,0
EY,Italy,Japan,8,11,8
LO,Poland,Poland,1,1,1
WY,Pakistan,Italy,0,3,0
CY,Israel,Cyprus,0,0,0
AF,Italy,Costa Rica,4,8,4
AZ,Egypt,Italy,1,3,1
IB,Italy,Peru,56,27,55
TG,Indonesia,Germany,0,0,0
AZ,Albania,,0,18,0
AH,Italy,Ivory Coast,0,3,0
AT,Italy,Ghana,0,3,0
AZ,Italy,Singapore,0,3,0
QR,France,,0,2,0
OZ,Italy,Japan,1,2,1
AF,Italy,South Korea,1,3,1
AI,India,Italy,0,14,0
GF,Italy,Thailand,0,68,0
LH,Italy,Philippines,0,6,0
CA,Italy,Philippines,0,3,0
W4,Italy,United Arab Emirates,0,7,0
VY,Italy,Denmark,0,1,0
LH,Italy,Guatemala,0,4,0
SV,Italy,Australia,0,2,0
LH,United Kingdom,Germany,2,0,2
DL,United States,The Bahamas,2,0,2
AZ,Italy,Switzerland,7,32,7
TK,Italy,Benin,1,0,1
W6,Turkey,Hungary,2,0,2
E5,Saudi Arabia,Italy,0,1,0
TK,Iran,Germany,1,1,1
EW,Italy,Austria,0,1,0
F9,United States,Mexico,0,1,0
EN,Italy,Japan,1,23,1
U2,Italy,Albania,0,1,0
EY,Qatar,United Arab Emirates,0,3,0
SK,Italy,United States,6,22,6
IB,Peru,Italy,2,6,2
IB,Italy,Puerto Rico,0,1,0
CA,Italy,Cambodia,0,1,0
TK,Italy,Eritrea,0,1,0
TK,Italy,Iraq,1,2,1
LG,Italy,Austria,0,1,0
XQ,Greece,Turkey,1,0,1
FR,Italy,Finland,11,33,11
KL,Italy,Aruba,1,3,1
TK,Italy,Philippines,5,5,5
AH,Algeria,Italy,0,1,0
W4,Morocco,Italy,9,10,9
AF,Brazil,Italy,0,1,0
AF,Germany,United States,0,1,0
9U,Turkey,Italy,0,2,0
MU,Italy,Hong Kong,0,3,0
CM,Ecuador,United States,1,0,1
MS,Italy,Zimbabwe,0,1,0
GQ,Italy,,0,1,0
LH,Italy,Ghana,0,2,0
FI,Italy,United States,0,1,0
BY,United Kingdom,Morocco,1,0,1
AA,United States,Dominican Republic,3,0,3
2W,Spain,Cuba,0,8,0
ZB,Albania,Italy,0,38,0
LO,Italy,Lebanon,0,1,0
FR,Italy,Japan,0,2,0
W4,Azerbaijan,Italy,0,1,0
RO,Romania,Turkey,0,1,0
"",Cuba,Colombia,1,0,1
3U,China,Italy,0,2,0
E9,Spain,Costa Rica,1,0,1
KL,Germany,Netherlands,7,1,7
AZ,Italy,Cuba,0,4,0
6E,Saudi Arabia,India,1,0,1
SG,India,Canada,0,2,0
TK,Brazil,Thailand,1,0,1
LH,Germany,Japan,1,0,1
SQ,Italy,Vietnam,0,5,0
CI,Italy,Australia,1,0,1
RJ,Jordan,Italy,0,2,0
TK,Switzerland,Kenya,3,0,3
KL,Italy,Poland,0,2,0
RJ,Lebanon,Jordan,0,1,0
UP,Cuba,The Bahamas,0,1,0
PR,Philippines,United Arab Emirates,0,1,0
AC,Denmark,Canada,0,1,0
VY,United Kingdom,Spain,1,4,1
U2,Italy,Portugal,147,35,146
LH,Italy,Spain,23,10,23
QR,Italy,Sri Lanka,3,4,3
LH,Italy,Thailand,11,26,11
QR,Italy,Malaysia,8,6,8
LH,Italy,Republic of Ireland,5,4,5
JQ,United States,Australia,1,0,1
EN,Italy,Latvia,0,1,0
FR,Italy,Republic of Macedonia,0,2,0
EK,Austria,Thailand,1,0,1
W6,Italy,Estonia,0,1,0
FR,Netherlands,Morocco,0,2,0
SV,Italy,India,3,17,3
IB,United States,Italy,2,0,2
W6,Czech Republic,Italy,17,5,17
PC,Italy,Kyrgyzstan,2,1,2
OS,Denmark,Montenegro,0,1,0
FR,Italy,Argentina,0,1,0
BA,United States,Cuba,0,1,0
U2,Italy,Australia,0,1,0
"",Colombia,Colombia,6,2,6
ET,Japan,South Korea,1,0,1
NT,Morocco,Spain,0,1,0
UU,France,Réunion,0,2,0
FM,China,Hong Kong,0,1,0
AZ,Italy,Taiwan,1,1,1
AZ,Algeria,Italy,0,2,0
CZ,Netherlands,,0,1,0
TK,Moldova,United Arab Emirates,1,0,1
TR,Singapore,Japan,1,1,1
JU,Italy,Croatia,2,5,2
VY,Spain,Cape Verde,0,1,0
EK,Italy,Singapore,4,2,4
AF,Italy,Madagascar,2,6,2
FR,Belgium,Denmark,1,0,1
AM,Netherlands,Mexico,0,1,0
CA,Italy,Taiwan,0,3,0
LH,Italy,Mauritius,1,3,1
FR,Portugal,France,1,0,1
JU,Hungary,Serbia,1,0,1
9C,China,China,0,1,0
IB,Spain,Portugal,2,0,2
E9,Cuba,Italy,0,3,0
AT,Italy,Togo,0,1,0
KL,Netherlands,Brazil,0,1,0
TS,Canada,Italy,1,2,1
W6,Italy,Republic of Macedonia,14,7,14
KU,Italy,Malaysia,0,2,0
W4,Italy,Cyprus,4,4,4
AF,Italy,Colombia,5,6,5
N0,Italy,Canada,0,1,0
OS,Italy,Iran,3,4,3
U2,United Kingdom,France,4,0,4
W4,Italy,Montenegro,4,8,4
W6,Italy,Montenegro,3,6,3
I2,Spain,France,2,0,2
LA,Brazil,Peru,0,1,0
W9,Montenegro,United Kingdom,1,0,1
AZ,Italy,Chile,0,1,0
U2,France,Denmark,1,0,1
EK,Italy,Maldives,13,20,13
LJ,Japan,South Korea,0,3,0
HV,France,Italy,16,10,16
FR,Greece,Latvia,0,1,0
S4,Portugal,Canada,0,2,0
DY,Poland,Denmark,0,2,0
FR,Italy,Maldives,0,6,0
LH,Lithuania,Italy,2,0,2
AT,United States,Spain,0,2,0
U2,Italy,Tunisia,0,2,0
U2,Spain,Portugal,5,3,5
JQ,Australia,,0,1,0
BR,Italy,Taiwan,0,3,0
A3,Greece,Italy,28,45,28
N0,United States,Italy,9,13,9
EK,Italy,Japan,8,10,8
LH,Italy,Tunisia,6,2,6
TR,Germany,Indonesia,1,0,1
W6,Italy,Turkey,0,12,0
ZL,Australia,Australia,1,2,1
3O,Morocco,Netherlands,3,1,3
KL,Singapore,Indonesia,0,1,0
CM,United States,Costa Rica,0,1,0
5W,Oman,United Arab Emirates,1,1,1
LH,Italy,Algeria,2,0,2
LX,Italy,Republic of Kosovo,0,1,0
VY,Spain,Hong Kong,0,3,0
SK,Sweden,Norway,0,1,0
LG,Luxembourg,Denmark,0,1,0
FD,India,Thailand,0,1,0
VJ,Thailand,Vietnam,0,6,0
LH,Italy,United Kingdom,9,9,9
DY,Italy,United States,0,1,0
VJ,Vietnam,Vietnam,0,22,0
SQ,Italy,Spain,1,6,1
U2,Italy,Japan,0,1,0
PC,Oman,United Kingdom,0,1,0
W4,United Kingdom,Austria,1,0,1
W4,Romania,Italy,41,13,41
TK,Turkey,Italy,7,42,7
BA,United Kingdom,Italy,5,7,5
FR,Sweden,Italy,13,23,13
AZ,Italy,Thailand,1,5,1
RJ,Italy,Jordan,0,7,0
TK,Germany,Turkey,1,1,1
EK,Italy,South Africa,4,1,4
KL,Ecuador,Italy,1,1,1
AV,Colombia,Colombia,4,6,4
W4,Israel,Italy,5,0,5
DY,Sweden,Norway,0,1,0
OA,Greece,Greece,19,12,19
AA,United States,United States,45,0,45
QZ,Indonesia,Indonesia,0,22,0
W6,Italy,Nepal,0,36,0
ET,Italy,Nigeria,0,1,0
IB,Italy,Chile,3,6,3
TK,Italy,Iran,3,1,3
TK,France,Rwanda,1,0,1
SK,Italy,Finland,0,2,0
SQ,Italy,Indonesia,6,8,6
U2,Netherlands,Denmark,1,0,1
JY,Turks and Caicos Islands,Turks and Caicos Islands,0,2,0
KE,South Korea,Thailand,0,2,0
OS,Italy,Jordan,2,0,2
FR,Sweden,Spain,0,1,0
LH,Italy,Austria,3,10,3
EN,Italy,United States,0,8,0
EK,Italy,Botswana,0,1,0
AP,Italy,Cape Verde,0,1,0
VZ,Thailand,,0,1,0
TR,Singapore,Sri Lanka,0,1,0
U2,France,Greece,0,2,0
LH,Italy,Belgium,1,4,1
U2,United Kingdom,Greece,2,1,2
AK,Sri Lanka,Thailand,0,2,0
W6,Israel,Italy,2,1,2
AC,Canada,Australia,1,0,1
FR,Netherlands,Italy,24,23,24
EW,Germany,Italy,47,31,47
FZ,Italy,Tanzania,1,27,1
PC,Italy,,0,3,0
SK,Italy,,1,10,1
NZ,New Zealand,New Zealand,1,0,1
FR,Republic of Ireland,United Kingdom,2,4,2
DY,Denmark,Italy,0,19,0
EK,United Kingdom,Indonesia,1,0,1
G3,Brazil,France,0,3,0
BA,United States,Argentina,0,1,0
BA,France,United States,2,0,2
EY,Thailand,Turkey,1,0,1
AM,Italy,Ecuador,0,1,0
KQ,United Kingdom,Tanzania,1,0,1
W4,Italy,Malaysia,0,1,0
TK,Italy,Azerbaijan,3,5,3
SY,United States,United States,0,6,0
"",Spain,Chile,1,0,1
IB,Spain,Peru,1,1,1
ME,Italy,Lebanon,1,3,1
OU,Croatia,Belgium,0,1,0
FD,Maldives,Thailand,0,1,0
XR,Germany,Greece,1,0,1
V7,Italy,Israel,0,1,0
FZ,Hungary,United Arab Emirates,0,3,0
WE,Laos,Thailand,2,0,2
BT,Italy,Estonia,0,7,0
DY,Finland,Italy,0,4,0
LH,Spain,Germany,5,1,5
EK,Sweden,Pakistan,0,1,0
FB,Italy,Bulgaria,0,4,0
EK,Belgium,United Arab Emirates,1,0,1
5W,United Arab Emirates,Italy,0,3,0
TS,United States,Canada,2,0,2
PC,Pakistan,Romania,0,1,0
U2,Germany,Switzerland,1,0,1
EK,Italy,New Zealand,2,6,2
FR,Italy,Cuba,0,10,0
BA,Italy,India,6,0,6
6E,Malta,India,1,0,1
PW,Tanzania,Italy,2,1,2
QS,Italy,Czech Republic,0,1,0
SN,Italy,Belgium,27,27,27
EW,Italy,Czech Republic,15,12,15
SV,Italy,Malaysia,5,13,5
IB,Italy,Senegal,2,8,2
VY,Portugal,Italy,4,4,4
XZ,Greece,Italy,16,8,16
BA,Italy,Australia,2,4,2
U2,Switzerland,Hungary,1,0,1
W9,United Kingdom,Portugal,2,0,2
N0,Norway,United States,1,0,1
TK,Spain,Rwanda,0,1,0
PC,Egypt,United Kingdom,0,1,0
BY,Italy,United Kingdom,4,3,4
UX,Italy,Tunisia,0,1,0
A3,Italy,Georgia,0,6,0
QF,Australia,Australia,2,0,2
MS,Italy,Nigeria,0,5,0
TK,Romania,Turkey,1,0,1
V7,Greece,Greece,8,9,8
KM,Italy,Italy,0,3,0
3L,United Arab Emirates,Italy,0,1,0
BA,United Kingdom,Peru,6,2,6
BA,United Kingdom,United States,3,4,3
AY,United Kingdom,United States,0,1,0
TK,Italy,Greece,0,1,0
V7,Italy,United States,0,3,0
LH,Poland,Italy,0,2,0
VY,Italy,Germany,1,0,1
BJ,Belgium,Tunisia,0,1,0
AF,Italy,Tunisia,0,1,0
FR,Greece,Malta,2,3,2
W6,Italy,United Kingdom,38,57,38
A3,Italy,Egypt,4,17,4
AM,Colombia,United Kingdom,0,2,0
DY,United Kingdom,Norway,0,1,0
ET,Italy,Tanzania,10,41,10
TK,Morocco,United Arab Emirates,0,5,0
TP,Morocco,Italy,2,5,2
KL,Netherlands,El Salvador,0,2,0
KE,Italy,Japan,7,2,7
W4,Spain,Austria,1,0,1
PC,Italy,Kuwait,0,2,0
CX,United Kingdom,Hong Kong,1,0,1
5W,Maldives,Italy,0,1,0
MS,Italy,United Arab Emirates,0,2,0
OA,Greece,Italy,0,2,0
Y4,Mexico,Mexico,0,4,0
TK,Italy,Nepal,1,0,1
LH,Egypt,Italy,0,1,0
WY,Italy,Oman,1,1,1
TP,Portugal,Cape Verde,0,1,0
TR,Germany,Vietnam,1,0,1
EY,Italy,China,0,1,0
E9,Spain,Cuba,9,2,9
LH,Italy,Colombia,1,8,1
FZ,United Arab Emirates,Italy,3,5,3
AT,Guinea-Bissau,Spain,0,1,0
OS,Italy,Armenia,4,0,4
SN,Norway,France,0,1,0
EK,Italy,Hong Kong,2,2,2
LO,Italy,Moldova,0,1,0
HV,Italy,,0,1,0
OG,Iceland,United States,2,0,2
UX,Spain,Dominican Republic,1,0,1
SN,Italy,Cameroon,3,1,3
LH,Italy,Oman,1,8,1
AA,Argentina,United States,1,0,1
AA,Cuba,United States,3,0,3
NK,United States,Italy,0,2,0
AF,Italy,Finland,0,5,0
FR,Estonia,Sweden,1,0,1
UX,Brazil,Germany,0,1,0
AV,Costa Rica,El Salvador,1,0,1
3O,Italy,Morocco,76,59,75
LX,Italy,Sweden,2,3,2
PR,Philippines,Philippines,1,9,1
AF,France,France,4,6,4
PG,Thailand,,0,4,0
DY,Finland,Finland,0,3,0
W4,Austria,Albania,1,0,1
VJ,South Korea,Malaysia,0,2,0
JL,Italy,Japan,1,3,1
BA,United States,The Bahamas,0,1,0
FD,Thailand,,0,3,0
VY,Belgium,Spain,1,0,1
AF,France,Netherlands,1,0,1
SQ,Italy,Philippines,4,8,4
UL,India,Sri Lanka,1,1,1
LA,Argentina,Spain,0,4,0
DY,Latvia,Italy,0,1,0
MS,Germany,Egypt,0,1,0
6E,Thailand,Turkey,1,1,1
BA,United States,,0,1,0
TW,South Korea,South Korea,1,0,1
JZ,Chile,Peru,1,0,1
DY,Sweden,Denmark,0,1,0
AV,Colombia,Costa Rica,0,1,0
MU,Italy,New Zealand,0,3,0
TP,Venezuela,Italy,0,8,0
FZ,Italy,Sri Lanka,2,3,2
VY,Italy,Argentina,3,3,3
FR,United Kingdom,Finland,1,0,1
AF,Portugal,Mexico,1,0,1
DY,Italy,Latvia,0,1,0
HV,France,Spain,1,1,1
W6,United Kingdom,Bulgaria,0,2,0
GF,Germany,Pakistan,0,1,0
LH,Italy,Sweden,13,13,13
DL,United States,Italy,6,0,6
KL,Italy,Nigeria,2,1,2
AF,Italy,Mauritius,1,21,1
AZ,Italy,Turkey,4,3,4
FR,Italy,Kenya,0,1,0
5W,Serbia,United Arab Emirates,1,0,1
BA,Dominican Republic,Italy,0,2,0
ET,Ghana,Italy,2,0,2
BA,United Kingdom,Chile,0,1,0
FR,Italy,Republic of Kosovo,0,2,0
ET,Italy,Zambia,0,1,0
LH,Germany,Italy,36,56,36
AA,Italy,,24,0,24
TP,Italy,Cape Verde,6,18,6
A3,Turkey,Italy,0,2,0
AZ,Netherlands,Italy,3,5,3
LH,Italy,Kenya,3,7,3
FR,Portugal,Spain,6,1,6
H8,United States,Peru,0,1,0
"",Colombia,Cuba,4,1,4
U2,Cyprus,Italy,1,0,1
TW,South Korea,Thailand,1,0,1
FZ,United Arab Emirates,Tanzania,1,0,1
KL,Germany,Italy,2,1,2
LY,Italy,Mexico,0,1,0
FR,Italy,Australia,0,4,0
G9,Pakistan,Italy,1,0,1
TP,Italy,Cuba,0,1,0
ET,Italy,,0,2,0
LH,Croatia,,0,1,0
FR,Italy,Oman,0,1,0
AF,Italy,Cuba,22,26,22
ET,Italy,Ghana,1,5,1
AM,Mexico,Spain,0,5,0
U2,Italy,Romania,0,2,0
SQ,Indonesia,Thailand,1,0,1
XK,France,France,0,2,0
LH,Italy,Australia,0,1,0
TR,Thailand,Greece,0,1,0
SK,Greece,Germany,0,3,0
OS,Croatia,Germany,0,1,0
FR,Poland,Portugal,0,1,0
MS,Italy,Japan,0,1,0
KL,Dominican Republic,United States,0,1,0
AZ,Italy,Ivory Coast,0,1,0
U2,Italy,Norway,0,1,0
W4,Spain,Italy,67,17,66
N0,Italy,United States,81,11,80
VY,United Kingdom,Italy,15,1,15
H4,Moldova,Italy,0,7,0
W6,Kuwait,Italy,0,1,0
TS,Canada,United States,1,0,1
MU,Italy,Philippines,0,3,0
LH,Austria,United States,3,0,3
PC,Turkey,Norway,1,0,1
VY,Portugal,Netherlands,1,0,1
SR,Germany,Greece,0,1,0
TK,Italy,Cameroon,7,8,7
UA,Mexico,Italy,4,2,4
KL,Italy,Finland,0,3,0
U2,Denmark,Germany,1,0,1
MS,Italy,South Africa,0,3,0
NO,Cape Verde,Cape Verde,1,0,1
LX,Switzerland,Canada,0,4,0
AM,Colombia,Italy,0,2,0
EK,Italy,Kenya,0,1,0
DE,Germany,Canada,2,0,2
GX,Thailand,China,0,1,0
BA,United Arab Emirates,United Kingdom,0,1,0
IU,Indonesia,Indonesia,0,7,0
LX,Italy,Morocco,0,2,0
LA,Bolivia,Chile,0,1,0
W4,Romania,Germany,0,1,0
LH,Italy,Poland,10,14,10
LX,Italy,United Kingdom,1,1,1
QZ,Indonesia,Singapore,0,11,0
TP,Portugal,Italy,6,19,6
TR,Singapore,Malaysia,2,2,2
AZ,France,Italy,2,9,2
MU,Italy,Indonesia,0,3,0
TK,Germany,,0,1,0
FZ,Saudi Arabia,India,2,0,2
UA,Italy,Germany,0,1,0
PG,Thailand,Singapore,0,2,0
A3,Greece,France,1,0,1
FZ,Italy,Kenya,0,1,0
VA,Australia,Italy,3,1,3
LH,Netherlands,China,0,4,0
BA,Italy,Jamaica,0,2,0
FR,Italy,Philippines,0,1,0
JU,Greece,Italy,0,1,0
RO,Italy,Romania,0,2,0
FZ,Albania,Maldives,1,0,1
W6,Italy,Hungary,76,58,75
AZ,Germany,Italy,8,18,8
FR,Austria,Poland,0,3,0
FR,Hungary,Spain,1,0,1
TX,France,Martinique,1,1,1
FR,Portugal,Republic of Ireland,0,1,0
AT,Ivory Coast,Italy,0,4,0
VY,Republic of Ireland,Spain,1,0,1
GF,Thailand,Italy,0,1,0
MS,Egypt,Germany,0,1,0
