carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
AZ,Italy,Italy,765,2001,757
FR,Italy,Italy,4946,8039,4897
W6,Italy,Italy,1537,1749,1522
FR,Italy,Morocco,181,380,179
FR,Italy,Spain,2875,5827,2847
NO,Italy,Egypt,92,92,91
W6,Italy,Egypt,262,258,259
NO,Italy,Spain,31,25,31
BA,Italy,United States,301,888,298
AZ,Italy,Tunisia,8,51,8
TU,Italy,Tunisia,0,101,0
LA,Italy,Brazil,11,27,11
EY,Italy,Seychelles,65,126,64
AZ,Italy,United States,199,975,197
W6,Italy,United Arab Emirates,97,100,96
LH,Italy,United States,140,137,139
TU,Tunisia,Italy,0,16,0
TK,Italy,,0,31,0
AZ,Italy,Morocco,17,106,17
HY,Uzbekistan,Uzbekistan,0,3,0
SM,Egypt,Italy,13,39,13
EK,Italy,,0,19,0
FR,Italy,Czech Republic,172,306,170
UX,Spain,Spain,9,37,9
W6,Italy,Jordan,61,64,60
V7,Italy,Italy,877,737,868
AZ,Italy,Brazil,8,70,8
W6,Italy,Morocco,56,91,55
FR,Italy,Austria,285,293,282
AT,Italy,Morocco,33,105,33
SM,Italy,Egypt,58,256,57
LH,Italy,,0,76,0
AZ,Italy,,2,84,2
KU,Italy,Bangladesh,0,3,0
FR,Italy,Belgium,266,345,263
EK,Italy,Australia,14,12,14
FR,Italy,Greece,799,1549,791
TK,Italy,Indonesia,33,34,33
IB,Italy,Spain,175,172,173
BA,Italy,,37,54,37
EY,Italy,,3,3,3
AZ,Italy,Argentina,17,81,17
FR,Italy,France,450,820,446
FR,Spain,Italy,514,527,509
IB,Italy,Brazil,1,6,1
AZ,United States,United States,0,0,0
UP,The Bahamas,The Bahamas,0,0,0
LX,Italy,United States,34,67,34
FR,Italy,Malta,420,762,416
U2,Italy,Spain,1200,218,1188
FR,Italy,Hungary,177,256,175
EK,South Africa,Italy,0,1,0
NO,Italy,Maldives,7,1,7
FR,Italy,Poland,128,204,127
SQ,Italy,,0,3,0
IB,Italy,United States,10,166,10
AF,Italy,,0,42,0
IB,Spain,Italy,65,36,64
FR,Italy,United Kingdom,484,751,479
AS,United States,United States,0,16,0
KL,Italy,United States,87,212,86
KL,Italy,Dominican Republic,3,30,3
LH,United States,United States,0,18,0
TK,Turkey,Italy,17,44,17
NT,Spain,Spain,0,21,0
EK,Italy,Indonesia,87,21,86
TU,France,Tunisia,0,8,0
MS,Italy,Egypt,0,105,0
AZ,Italy,France,56,156,55
WY,Indonesia,Italy,0,0,0
NO,Italy,United States,16,4,16
4Z,South Africa,South Africa,0,5,0
KL,Italy,,19,40,19
EW,Germany,Italy,48,63,48
IB,France,Spain,6,5,6
AF,Italy,Brazil,9,33,9
EI,Italy,United States,27,9,27
LA,Peru,Ecuador,0,4,0
W6,Italy,Spain,553,984,548
U2,Italy,Italy,2146,241,2125
QR,Italy,Thailand,54,49,53
TP,Italy,Brazil,31,167,31
BA,Italy,Mexico,25,33,25
NO,Spain,Italy,6,6,6
EY,Italy,Indonesia,17,44,17
TP,Italy,United States,10,43,10
UG,Italy,Tunisia,0,10,0
AZ,Italy,Egypt,4,39,4
AZ,Italy,India,9,42,9
FR,Italy,Portugal,436,789,432
TP,Brazil,Italy,21,76,21
FR,Portugal,Portugal,12,3,12
SK,Italy,United States,8,41,8
W6,Italy,United Kingdom,201,202,199
LA,Colombia,Colombia,9,19,9
EK,Italy,Singapore,16,3,16
FR,Italy,Germany,227,396,225
LG,Italy,Luxembourg,11,25,11
UK,India,India,2,2,2
S4,Portugal,Portugal,0,3,0
FR,Italy,Republic of Ireland,172,253,170
TK,Italy,United States,5,6,5
NO,Canada,Italy,0,1,0
AZ,United States,Italy,17,15,17
TP,Portugal,Portugal,10,7,10
MS,Egypt,Italy,0,28,0
LO,Italy,Japan,0,36,0
LH,Italy,Sri Lanka,0,0,0
LH,Germany,Italy,59,51,58
NO,Italy,Senegal,9,11,9
UP,United States,The Bahamas,0,4,0
WF,Norway,Norway,0,7,0
KL,France,,1,2,1
VN,Thailand,Vietnam,0,2,0
SK,Italy,Sweden,17,21,17
FZ,United Arab Emirates,,0,0,0
3U,China,Italy,0,0,0
QR,Italy,,0,23,0
JU,Turkey,Italy,0,9,0
AZ,Tunisia,Italy,5,8,5
FR,Italy,Bulgaria,34,100,34
U2,Italy,Greece,1089,203,1078
IB,Italy,Peru,9,6,9
LA,Argentina,Italy,2,13,2
NO,United States,Italy,2,0,2
NO,Italy,Madagascar,2,2,2
AZ,Morocco,Italy,1,17,1
W6,United Arab Emirates,Italy,7,16,7
V7,Italy,Spain,68,70,67
UX,Italy,Spain,8,35,8
TK,Thailand,Italy,2,16,2
A3,Cyprus,Italy,0,5,0
3M,United States,The Bahamas,0,2,0
KU,Italy,Kuwait,0,0,0
AF,Australia,Italy,0,2,0
FR,Italy,Sweden,49,168,49
AC,Italy,United States,3,6,3
CI,Italy,Japan,1,35,1
SQ,Italy,Thailand,21,25,21
QR,Italy,Vietnam,19,24,19
BA,Italy,Japan,0,5,0
AI,India,India,0,5,0
AZ,Egypt,Italy,7,7,7
AY,Italy,United States,17,70,17
MH,Malaysia,Singapore,0,0,0
Z8,Bolivia,Italy,0,1,0
AT,Morocco,Italy,8,36,8
IB,Morocco,Spain,4,0,4
TP,Italy,Cape Verde,7,27,7
AC,Spain,United States,0,3,0
EY,United Arab Emirates,Maldives,5,14,5
MH,India,Indonesia,0,3,0
WY,Italy,Malaysia,1,21,1
BR,Italy,,0,0,0
EK,Hong Kong,Italy,0,2,0
CA,Italy,Vietnam,0,2,0
W6,Italy,Czech Republic,155,181,153
G3,Brazil,Brazil,0,17,0
ET,Guinea,Italy,0,1,0
JL,Italy,Japan,5,9,5
LA,Italy,Peru,0,5,0
EK,Australia,,0,0,0
QR,France,,0,0,0
SP,Portugal,Portugal,4,13,4
UK,United Arab Emirates,Singapore,0,0,0
AZ,France,Italy,20,36,20
TK,Pakistan,Italy,0,5,0
AZ,Mexico,Italy,0,0,0
EK,South Africa,Brazil,0,1,0
VS,France,,0,0,0
AM,Mexico,Mexico,0,11,0
ET,Senegal,Italy,7,7,7
AF,France,United States,2,5,2
BR,Italy,Indonesia,0,5,0
W6,Italy,France,133,183,132
FR,Poland,Italy,60,48,59
U2,Italy,France,1125,146,1114
FR,Portugal,Spain,9,4,9
UG,Tunisia,Italy,0,1,0
BA,United States,Mexico,0,0,0
AM,Peru,Italy,0,0,0
WY,Italy,,0,1,0
BF,United States,France,0,0,0
EK,United Arab Emirates,Italy,4,4,4
DY,Italy,Sweden,21,31,21
AZ,Italy,South Korea,1,4,1
QF,Italy,Australia,2,9,2
W6,Italy,Romania,259,231,256
AC,Italy,Canada,13,74,13
LA,Brazil,Italy,4,52,4
MH,Italy,Malaysia,0,46,0
UX,Italy,Peru,6,28,6
AH,Italy,Senegal,0,11,0
AZ,Italy,Spain,45,182,45
LH,Italy,Spain,12,7,12
NO,Italy,Mexico,8,0,8
LX,Switzerland,,0,5,0
NZ,Italy,,0,2,0
BA,Italy,Ecuador,0,0,0
MH,Malaysia,Philippines,0,0,0
FR,Portugal,Italy,75,127,74
AC,Canada,Italy,4,7,4
LH,Italy,Brazil,30,34,30
G3,Brazil,Germany,0,0,0
UX,Italy,Brazil,9,36,9
KU,Italy,Philippines,1,0,1
IB,Spain,France,4,0,4
AY,India,,0,0,0
NO,India,Italy,1,1,1
WY,Italy,Oman,4,9,4
EY,Italy,Singapore,16,22,16
U2,Italy,Germany,142,22,141
UX,Italy,Argentina,12,26,12
OS,Italy,Japan,3,24,3
QR,Thailand,Italy,4,5,4
EK,Italy,Vietnam,1,4,1
LY,Italy,Israel,20,14,20
QR,Maldives,Italy,0,0,0
AZ,Italy,Israel,5,3,5
OD,Malaysia,Australia,0,1,0
WE,Thailand,Thailand,5,4,5
AZ,Italy,El Salvador,0,3,0
LH,United States,Greece,0,0,0
OS,Italy,Madagascar,0,1,0
RO,Romania,Romania,0,2,0
BA,Italy,Canada,4,1,4
UX,United States,Italy,0,2,0
VA,Australia,Australia,11,0,11
LO,Poland,Poland,0,0,0
SN,Netherlands,Italy,0,2,0
VT,French Polynesia,French Polynesia,0,5,0
NO,Italy,Dominican Republic,10,7,10
IB,Italy,Panama,7,4,7
FR,Austria,Italy,67,45,66
LH,Italy,Indonesia,0,2,0
BA,United States,United States,0,5,0
LH,Italy,New Zealand,0,5,0
NO,Egypt,Italy,31,2,31
MS,Italy,,0,3,0
NO,Italy,Kenya,4,0,4
TK,United States,Italy,4,1,4
WY,India,Italy,0,3,0
PC,Italy,Qatar,1,6,1
U2,Italy,Netherlands,512,50,507
TK,Italy,Thailand,14,39,14
AR,Italy,Argentina,0,50,0
EK,Italy,Mauritius,4,81,4
QR,Republic of Ireland,Pakistan,0,1,0
PK,Pakistan,Italy,5,2,5
LH,United States,,0,0,0
AZ,Colombia,Germany,0,0,0
AD,Brazil,United States,0,0,0
LH,Italy,Aruba,0,6,0
FR,United Kingdom,Italy,130,132,129
5U,Guatemala,Mexico,0,0,0
FR,Italy,Cyprus,43,70,43
B6,United Kingdom,United States,0,0,0
B0,United States,Italy,0,0,0
AZ,Italy,Mexico,0,55,0
TP,Morocco,Italy,0,2,0
AY,Italy,,0,6,0
NO,Mexico,Italy,6,0,6
WY,Oman,Egypt,1,2,1
W6,Italy,Bulgaria,35,91,35
W6,Spain,Italy,98,47,97
UA,Italy,Canada,1,10,1
CY,Cyprus,Greece,1,0,1
BA,Mexico,Italy,6,3,6
QR,Ghana,United Kingdom,0,0,0
UK,Thailand,United Arab Emirates,0,3,0
RA,Nepal,India,0,1,0
UX,Italy,Paraguay,0,5,0
DX,Italy,Italy,0,32,0
LH,Italy,Canada,2,20,2
FR,Italy,Norway,14,62,14
LA,Chile,Chile,0,9,0
QR,India,Italy,3,0,3
LA,Peru,Peru,0,2,0
OM,Germany,Mongolia,0,1,0
AM,Mexico,Italy,0,15,0
OZ,Italy,,0,0,0
NP,Egypt,Egypt,0,5,0
KM,Malta,Italy,0,29,0
LA,Argentina,Spain,2,5,2
AR,Argentina,Italy,0,46,0
LH,Mexico,Italy,2,2,2
LH,Italy,Anguilla,0,0,0
TK,Italy,Turkey,165,390,163
LA,Brazil,Brazil,7,23,7
FR,Italy,Denmark,166,237,164
KU,Italy,Thailand,4,3,4
TP,Italy,Argentina,0,5,0
MS,Italy,Japan,0,2,0
WY,India,France,0,0,0
WS,United States,Italy,0,4,0
SK,United States,Italy,0,1,0
AH,Italy,Ivory Coast,0,5,0
TP,Italy,,0,10,0
AZ,Italy,Thailand,0,12,0
TG,Thailand,Thailand,9,6,9
AM,Mexico,,0,0,0
PR,Philippines,Philippines,2,9,2
AF,Italy,Mexico,21,13,21
FR,Italy,Netherlands,83,122,82
AF,Morocco,,0,1,0
FR,Spain,Spain,61,55,60
LA,Ecuador,United States,0,0,0
BA,Netherlands,Japan,3,0,3
KL,Colombia,,2,0,2
QR,Denmark,,0,1,0
F2,Kenya,Kenya,0,0,0
FB,Bulgaria,Bulgaria,0,2,0
UG,Tunisia,Tunisia,0,0,0
EY,Switzerland,Japan,0,2,0
W6,Italy,Greece,216,304,214
AZ,United States,Mexico,0,0,0
IB,Italy,Portugal,20,7,20
MS,Egypt,Egypt,0,31,0
EY,Italy,Japan,4,26,4
FR,Belgium,Italy,56,72,55
LH,Italy,Japan,25,68,25
ID,Singapore,Indonesia,0,2,0
V7,France,Italy,18,19,18
LH,United States,Dominican Republic,0,2,0
TK,Spain,Thailand,0,0,0
AZ,Germany,United States,0,0,0
H2,Peru,Peru,0,16,0
PR,Indonesia,Australia,0,0,0
5U,Mexico,Guatemala,0,1,0
AC,Switzerland,,0,0,0
LX,Italy,Australia,0,4,0
AZ,Brazil,Italy,2,17,2
DL,Italy,Argentina,6,0,6
W6,Czech Republic,Italy,23,16,23
WB,Italy,Tanzania,0,1,0
OR,Netherlands,Curaçao,3,0,3
PD,United States,Canada,3,0,3
LJ,Japan,South Korea,2,1,2
QR,Angola,Italy,0,2,0
VA,Fiji,Australia,0,1,0
AF,Romania,United States,1,0,1
W6,Belgium,Republic of Macedonia,1,0,1
LA,Chile,Italy,2,4,2
6E,Thailand,,0,1,0
W6,Maldives,Italy,0,2,0
TK,India,Italy,0,1,0
QR,France,South Korea,0,3,0
OS,Italy,Bulgaria,1,1,1
BA,United Kingdom,Antigua and Barbuda,1,0,1
DY,Norway,Sweden,0,1,0
KL,Italy,United Kingdom,24,28,24
VZ,Thailand,Thailand,0,32,0
AF,France,France,9,5,9
UA,France,United States,1,0,1
5J,Philippines,Philippines,9,4,9
H1,South Africa,South Africa,0,1,0
TR,Singapore,Greece,0,4,0
FR,Cyprus,Italy,4,6,4
DY,France,Denmark,3,2,3
HV,Morocco,France,1,0,1
VS,United Kingdom,United States,2,0,2
EW,Germany,Portugal,0,2,0
LX,Switzerland,Hong Kong,1,0,1
VY,Italy,Tanzania,0,1,0
VB,Colombia,Mexico,3,1,3
TK,Italy,Bangladesh,0,1,0
RJ,Jordan,Italy,0,1,0
BA,Austria,United Kingdom,1,0,1
EI,Republic of Ireland,Spain,0,1,0
BQ,Italy,Italy,1,0,1
