carrier,origin_country,destination_country,clicks_travix,clicks_competitor,clicks_airlines
LH,United States,Italy,3,6,3
FR,Netherlands,Italy,13,31,13
V7,Italy,Greece,407,458,403
NO,United States,Italy,2,0,2
1L,Italy,Czech Republic,0,0,0
AC,Argentina,Iceland,0,0,0
KL,Italy,Canada,18,10,18
VJ,Vietnam,Vietnam,0,22,0
MS,Italy,Kenya,0,11,0
KU,France,India,0,0,0
GF,Italy,Thailand,0,12,0
AM,Mexico,Brazil,0,4,0
BR,Japan,Italy,0,3,0
LH,Germany,China,0,0,0
KL,Italy,Belize,0,0,0
SQ,Italy,Philippines,4,2,4
QR,Italy,Qatar,3,7,3
QF,Singapore,Italy,0,1,0
KU,Germany,India,0,0,0
NO,China,Italy,0,0,0
LO,Italy,Poland,2,6,2
EN,Italy,United States,0,11,0
IB,Italy,Dominican Republic,10,16,10
UX,Italy,Uruguay,0,0,0
EY,Italy,Indonesia,33,55,33
TK,South Africa,Italy,0,2,0
AC,Italy,United States,18,23,18
TP,Italy,Senegal,9,11,9
NO,Italy,Kazakhstan,0,0,0
TK,Italy,Argentina,0,1,0
AY,France,,0,0,0
NO,Italy,Cape Verde,6,6,6
AZ,United States,Argentina,0,0,0
SQ,Sri Lanka,Australia,0,0,0
FR,Italy,Poland,111,153,110
FR,Poland,Germany,0,0,0
TU,Tunisia,Germany,0,2,0
OS,Italy,Canada,0,2,0
SQ,Italy,Thailand,7,8,7
CA,Italy,,0,8,0
BA,United States,Dominican Republic,0,0,0
AT,Italy,Mali,0,0,0
QR,France,,0,0,0
LH,Mexico,Italy,3,0,3
LX,Italy,Spain,12,15,12
CI,Italy,Indonesia,0,2,0
WY,Italy,Malaysia,0,22,0
UX,Italy,,0,1,0
BA,Italy,Japan,0,0,0
FR,Hungary,Italy,18,33,18
AZ,Israel,Italy,2,2,2
SN,United States,,0,0,0
AI,India,Saudi Arabia,0,0,0
FR,France,Italy,54,73,53
SV,Italy,Pakistan,1,8,1
PN,China,Italy,0,0,0
OZ,South Korea,United States,0,0,0
QR,Germany,Nepal,0,2,0
LH,Italy,Norway,12,10,12
LH,Costa Rica,Italy,0,0,0
LH,Italy,Puerto Rico,0,0,0
KU,Italy,Thailand,1,5,1
TK,Tanzania,,0,1,0
QR,Italy,Taiwan,0,0,0
JU,Italy,Bosnia and Herzegovina,2,0,2
FR,Italy,Norway,8,38,8
U2,Italy,Egypt,132,56,131
KL,United States,Italy,6,2,6
ID,Malaysia,Indonesia,0,0,0
LH,Italy,Aruba,0,14,0
LH,Italy,Costa Rica,0,2,0
WY,Italy,Australia,0,7,0
FR,Italy,Croatia,94,131,93
FR,Greece,Italy,55,54,54
BA,United States,Mexico,0,1,0
LH,Republic of Ireland,,0,0,0
JU,Italy,Egypt,0,2,0
AZ,Italy,Germany,12,33,12
U2,Italy,Morocco,39,23,39
AH,Algeria,Tunisia,0,0,0
EK,Japan,,0,0,0
JL,Italy,,0,1,0
QR,Italy,Indonesia,38,70,38
CA,Italy,Japan,0,115,0
AZ,Italy,Switzerland,7,20,7
EY,United Arab Emirates,Oman,0,0,0
FR,Italy,Czech Republic,82,110,81
AM,United States,Mexico,0,2,0
U2,United Kingdom,Italy,72,14,71
AZ,Egypt,United States,0,0,0
HA,United States,United States,0,18,0
LX,Italy,Republic of Ireland,1,0,1
PR,Philippines,Philippines,4,7,4
KM,France,Malta,0,0,0
FR,Italy,Hungary,127,199,126
LA,United States,Brazil,0,0,0
PR,Philippines,Hong Kong,0,0,0
WS,Canada,Canada,0,7,0
FR,Italy,Belgium,138,202,137
LH,Italy,Mexico,0,4,0
MU,China,Italy,0,0,0
CY,Cyprus,Lebanon,0,2,0
BR,Malaysia,Italy,0,2,0
ET,Italy,,0,0,0
W6,Italy,Romania,35,82,35
XK,Italy,,0,0,0
PR,Indonesia,Australia,0,0,0
LH,Italy,France,15,12,15
TP,Italy,Cape Verde,5,19,5
TP,United States,Germany,1,0,1
U2,Switzerland,Italy,22,1,22
TK,Italy,Madagascar,0,2,0
IB,Italy,El Salvador,1,2,1
AF,Italy,India,2,1,2
PR,Japan,Indonesia,0,1,0
3O,Italy,Morocco,78,65,77
QR,Indonesia,Italy,6,3,6
LH,Italy,Turks and Caicos Islands,0,1,0
EK,Italy,Mauritius,1,44,1
MK,Italy,Mauritius,0,14,0
VN,Japan,France,0,7,0
SQ,Turkey,Singapore,1,0,1
EN,Italy,Argentina,0,1,0
IB,Spain,United States,1,1,1
AF,Italy,Saudi Arabia,1,0,1
KL,Germany,Italy,2,2,2
W6,Italy,Sri Lanka,0,4,0
LO,Denmark,Poland,0,1,0
AH,Italy,Niger,0,2,0
EK,Morocco,United Arab Emirates,1,0,1
D7,Indonesia,Malaysia,0,1,0
GQ,Italy,Greece,35,84,35
FR,Poland,Austria,1,1,1
QR,Italy,Australia,5,11,5
UX,Italy,Mexico,1,6,1
DE,Germany,Greece,6,2,6
TU,Italy,Libya,0,2,0
AM,Netherlands,Mexico,0,1,0
SQ,Spain,Italy,1,0,1
NZ,Australia,New Zealand,1,0,1
FR,Germany,Austria,0,1,0
LY,Israel,,0,1,0
FR,Italy,Finland,14,19,14
IB,Italy,Ecuador,8,9,8
EW,Germany,Netherlands,0,2,0
TK,Turkey,Switzerland,0,1,0
H2,Peru,Chile,0,1,0
EK,Maldives,United Arab Emirates,0,1,0
TK,China,Italy,1,0,1
DY,Italy,Denmark,0,58,0
EW,Germany,Spain,4,5,4
V7,Spain,Italy,3,11,3
W6,Italy,Georgia,3,0,3
A2,Romania,Indonesia,0,1,0
Z2,Philippines,Thailand,0,1,0
UX,United Kingdom,United States,0,1,0
QR,Tanzania,Italy,1,0,1
QR,France,Mozambique,1,0,1
8B,Indonesia,Indonesia,0,13,0
LH,Italy,Belgium,1,3,1
U2,Morocco,Italy,12,1,12
W4,Italy,Portugal,0,6,0
TK,United Arab Emirates,Italy,1,4,1
AZ,Italy,Vietnam,0,10,0
DY,Sweden,Denmark,0,2,0
W6,Italy,Iceland,7,16,7
PC,Italy,Iran,3,2,3
UX,Italy,Argentina,0,7,0
LA,Uruguay,Italy,0,1,0
KQ,Kenya,Seychelles,0,1,0
UX,Nicaragua,Spain,0,1,0
HA,United States,Samoa,0,1,0
AY,Belgium,South Korea,1,0,1
AZ,Italy,Jamaica,0,2,0
SK,Norway,Italy,7,8,7
FR,Croatia,Italy,8,23,8
IB,Italy,Chile,1,3,1
OS,Iraq,Italy,1,0,1
LH,Italy,Malta,1,2,1
SK,Norway,United Kingdom,1,0,1
TP,Morocco,Belgium,1,0,1
HV,Netherlands,Portugal,1,0,1
W4,Italy,Azerbaijan,5,1,5
D7,Malaysia,Indonesia,0,11,0
OZ,Italy,South Korea,2,8,2
"",Italy,Italy,0,6,0
V7,Italy,Portugal,0,2,0
U2,France,Greece,1,0,1
AV,Ecuador,Spain,5,1,5
EI,United Kingdom,Canada,1,0,1
PC,Romania,Turkey,0,1,0
AZ,Italy,French Polynesia,0,2,0
LO,Albania,France,0,1,0
DY,Poland,Spain,0,1,0
SQ,United States,Germany,1,0,1
TK,Qatar,Italy,0,1,0
LH,Sweden,Germany,1,0,1
FR,Italy,United Arab Emirates,0,7,0
QR,Italy,Nepal,0,8,0
LA,Ecuador,Colombia,0,1,0
LH,Italy,Czech Republic,2,5,2
LX,Italy,Cyprus,1,0,1
LH,Italy,New Zealand,0,13,0
LH,Italy,Ecuador,0,2,0
FR,Hungary,Portugal,0,1,0
TK,Maldives,Tunisia,0,1,0
EY,Italy,Seychelles,16,14,16
JU,Italy,Republic of Macedonia,2,4,2
LH,Hungary,Italy,0,3,0
LX,Italy,Sweden,1,3,1
W6,Italy,Latvia,0,1,0
PC,Italy,,0,2,0
DL,Argentina,Italy,2,0,2
UX,United Kingdom,Argentina,1,0,1
W4,United Kingdom,Italy,32,13,32
W6,Italy,Armenia,2,3,2
OG,Belgium,United States,1,0,1
TK,Italy,Egypt,6,15,6
JU,Serbia,Italy,3,3,3
AC,Italy,Costa Rica,0,4,0
AY,Norway,Italy,1,1,1
U2,Greece,Portugal,2,0,2
E4*,Italy,Poland,0,1,0
AA,France,Mexico,1,0,1
LH,Germany,Saudi Arabia,0,1,0
TK,Pakistan,Italy,1,2,1
LH,Denmark,United States,0,1,0
OS,Austria,Italy,18,5,18
AZ,Greece,Italy,0,9,0
U2,Netherlands,United Kingdom,5,0,5
GF,Singapore,Italy,0,1,0
PG,Thailand,Laos,0,2,0
FR,Italy,Kazakhstan,0,4,0
FR,Germany,Spain,0,2,0
KL,Germany,Netherlands,2,1,2
AZ,Italy,Ecuador,0,3,0
LA,Peru,Chile,3,0,3
ZH,China,Italy,0,1,0
OG,United States,France,1,0,1
SA,South Africa,Zimbabwe,0,1,0
PC,Italy,Qatar,0,1,0
LA,Chile,United Kingdom,0,1,0
LX,Italy,Vietnam,0,1,0
EW,Germany,France,2,0,2
MK,India,Mauritius,0,3,0
F9,United States,United States,8,13,8
KL,Italy,Brazil,5,2,5
WG,Cuba,Canada,0,2,0
IB,Spain,Dominican Republic,2,0,2
EI,France,Republic of Ireland,4,2,4
LH,Bulgaria,Ivory Coast,0,1,0
W6,Poland,Spain,0,1,0
JU,Montenegro,Italy,1,0,1
AF,Italy,Guinea,1,0,1
LH,United Kingdom,Italy,1,0,1
2B,Italy,Albania,0,143,0
AZ,Italy,Colombia,0,14,0
EK,Kenya,United Arab Emirates,1,0,1
VY,Switzerland,Spain,4,4,4
AT,Italy,,0,2,0
FR,Italy,Singapore,0,1,0
UX,Italy,Chile,0,2,0
KE,Italy,,0,1,0
PC,Iran,Italy,0,1,0
XQ,Italy,United Arab Emirates,0,1,0
KL,Italy,Belgium,1,0,1
DL,Italy,Colombia,2,0,2
LH,Argentina,Germany,0,1,0
KM,Israel,Malta,0,3,0
FR,Italy,Turkey,0,27,0
A3,Italy,Egypt,5,10,5
B6,Dominican Republic,Italy,0,1,0
LO,Italy,Egypt,2,4,2
PC,Iran,Cyprus,2,1,2
AY,Italy,Estonia,5,0,5
QR,Italy,Mozambique,1,0,1
AV,Mexico,Costa Rica,1,0,1
LO,Turkey,Moldova,0,1,0
Q4,Cuba,Dominican Republic,0,2,0
CM,Brazil,Guadeloupe,0,2,0
HV,France,Armenia,0,1,0
W6,Italy,Albania,41,166,41
AZ,Italy,Albania,27,58,27
MS,Italy,Democratic Republic of the Congo,0,1,0
TK,Italy,Oman,4,2,4
Z0,United States,United Kingdom,3,3,3
J2,Italy,Azerbaijan,0,5,0
AC,Chile,Canada,0,2,0
VY,Portugal,Italy,2,0,2
N0,Italy,,0,3,0
UO,Hong Kong,,0,3,0
NO,India,Italy,5,0,5
DE,Mexico,Italy,1,1,1
PC,Turkey,Spain,2,0,2
SN,Italy,Benin,1,0,1
TK,Panama,Thailand,0,1,0
FR,Italy,Slovakia,11,9,11
AZ,Italy,Kuwait,0,5,0
W9,United Kingdom,Portugal,3,0,3
LX,Italy,Thailand,19,15,19
AF,Portugal,Peru,1,3,1
AR,Uruguay,,0,3,0
QR,Thailand,Turkey,1,0,1
LM,United Kingdom,United Kingdom,2,0,2
FZ,Slovenia,United Arab Emirates,0,1,0
X1,South Africa,South Africa,0,1,0
AY,Finland,Italy,6,7,6
QR,Italy,Philippines,4,3,4
TP,France,Portugal,0,2,0
LH,Italy,United Kingdom,14,2,14
W6,Germany,Georgia,1,0,1
QR,France,Sri Lanka,1,1,1
FR,Germany,Malta,1,0,1
AH,Ivory Coast,Italy,0,1,0
OS,Italy,Turkey,0,1,0
FR,Romania,Spain,1,0,1
CA,China,Italy,0,13,0
PC,Italy,United Arab Emirates,0,2,0
BT,Italy,Estonia,0,1,0
OS,United Kingdom,Albania,1,0,1
SQ,Vietnam,Singapore,1,0,1
G9,Italy,United Arab Emirates,0,6,0
IB,Spain,Denmark,1,0,1
NE,Italy,Egypt,0,2,0
AF,Italy,Germany,1,1,1
AT,Italy,Nigeria,0,3,0
MS,Italy,Zimbabwe,0,1,0
EY,Maldives,United Arab Emirates,1,1,1
W6,United Kingdom,Italy,12,12,12
SK,Italy,Sweden,5,18,5
AZ,Egypt,France,1,1,1
VB,Cuba,Mexico,2,1,2
W6,Sweden,Poland,3,0,3
E9,Cuba,Italy,0,6,0
LH,Romania,Finland,1,0,1
NO,Italy,Madagascar,4,4,4
EY,India,Italy,0,1,0
DE,Germany,Spain,0,4,0
LX,United Kingdom,United States,0,1,0
AF,Morocco,Italy,1,0,1
J2,Azerbaijan,Georgia,0,1,0
AV,Spain,Argentina,6,0,6
JU,Germany,Hungary,0,2,0
SK,Norway,Croatia,1,0,1
KL,Italy,Kenya,1,5,1
PG,Thailand,Thailand,34,23,34
TB,Italy,Belgium,2,8,2
LH,Italy,Switzerland,1,2,1
JQ,Philippines,Indonesia,1,0,1
TK,Nigeria,United Kingdom,0,1,0
LO,Italy,Canada,0,2,0
9C,China,Thailand,2,1,2
LO,Poland,France,1,1,1
NO,Greece,Italy,1,0,1
AY,India,Italy,1,0,1
DY,Sweden,Norway,0,1,0
TK,Turkey,Pakistan,2,0,2
AK,Malaysia,Malaysia,0,22,0
EW,Germany,Italy,86,95,85
OD,Indonesia,Italy,0,2,0
AY,Germany,Sweden,1,0,1
NO,Italy,Kenya,1,2,1
MS,Italy,China,0,3,0
BA,Italy,India,4,3,4
FD,Thailand,Maldives,0,8,0
"",Republic of Kosovo,Germany,1,0,1
AA,Italy,Mexico,1,0,1
MS,France,Egypt,0,1,0
DY,Denmark,Italy,0,4,0
LH,Germany,Sweden,1,0,1
OK,Egypt,Italy,0,4,0
LA,Mexico,Brazil,1,0,1
Q6,Costa Rica,Mexico,0,1,0
W4,Romania,Italy,38,23,38
I2,Germany,Spain,1,0,1
U2,Italy,Switzerland,67,4,66
AF,Italy,Guadeloupe,2,4,2
KL,Austria,Netherlands,2,1,2
W6,Italy,Serbia,2,6,2
FR,Belgium,Romania,0,1,0
EY,Italy,Philippines,0,7,0
QR,Cambodia,Italy,0,1,0
UX,Brazil,Italy,1,1,1
XY,India,Saudi Arabia,0,1,0
H4,Romania,Turkey,0,1,0
U2,Spain,Germany,1,0,1
KL,Italy,Poland,2,0,2
LX,United States,Italy,6,2,6
FR,Croatia,Slovakia,0,5,0
VY,Croatia,Italy,1,1,1
AF,France,Germany,1,1,1
FR,Latvia,Poland,3,5,3
S4,Portugal,Italy,0,2,0
PC,Saudi Arabia,Italy,1,0,1
EK,United States,Italy,1,0,1
DL,Italy,Peru,2,0,2
EK,Italy,Pakistan,1,2,1
A3,Saudi Arabia,Turkey,2,0,2
EW,Germany,Germany,0,3,0
TK,Italy,Turkey,88,254,87
LH,France,Italy,7,1,7
OG,Republic of Ireland,United States,0,1,0
AF,Netherlands,Italy,2,1,2
LH,United States,Aruba,0,4,0
MS,Morocco,Egypt,0,1,0
LH,Germany,Turkey,1,0,1
W2,Italy,Italy,0,6,0
"",Tanzania,Tanzania,3,1,3
WS,Canada,Italy,5,7,5
LX,Switzerland,Portugal,2,0,2
CX,Greece,Hong Kong,0,1,0
FR,United Kingdom,Greece,1,2,1
AF,Spain,Argentina,1,0,1
OS,Netherlands,Austria,0,1,0
JQ,Singapore,Indonesia,2,1,2
FR,Belgium,Czech Republic,1,0,1
XQ,Italy,Turkey,2,4,2
EY,Italy,Thailand,12,34,12
LH,Italy,Turkey,14,3,14
EW,Italy,Greece,0,3,0
A3,Belgium,Greece,0,3,0
CY,France,Cyprus,1,0,1
OS,Italy,Croatia,1,2,1
QR,Denmark,Hong Kong,0,1,0
KL,Italy,Singapore,1,0,1
U2,United Kingdom,France,4,0,4
ME,Lebanon,United Kingdom,1,0,1
TK,Germany,Turkey,1,0,1
5F,Israel,Moldova,0,1,0
IB,Argentina,Spain,5,2,5
LO,France,Poland,0,3,0
AF,Italy,Mexico,4,8,4
AF,Italy,South Africa,7,4,7
ET,Italy,Ghana,0,1,0
Y4,Costa Rica,Mexico,0,1,0
VY,Italy,Argentina,0,5,0
SK,Sweden,Turkey,0,1,0
BG,Malaysia,Bangladesh,0,1,0
PR,Philippines,Cambodia,0,1,0
LH,Netherlands,Germany,0,1,0
QN,Australia,Australia,0,1,0
AF,Italy,Tunisia,2,3,2
U2,United Kingdom,Portugal,1,0,1
TM,Mozambique,Mozambique,0,1,0
LH,Italy,Canada,4,21,4
KE,Vietnam,Italy,0,2,0
SK,Denmark,Sri Lanka,0,3,0
PC,Austria,Turkey,1,0,1
BY,United Kingdom,United States,3,0,3
W6,Italy,Czech Republic,57,91,56
SQ,Italy,Singapore,9,8,9
SV,Italy,,2,10,2
W6,Germany,Bulgaria,2,2,2
XC,Germany,Turkey,0,2,0
H8,United States,Peru,0,3,0
JU,Romania,Serbia,1,0,1
AA,United States,Cuba,1,0,1
PC,Turkey,Italy,23,22,23
W4,Italy,Iceland,43,21,43
KL,Italy,Netherlands,92,92,91
AF,Brazil,Italy,2,1,2
CA,Hong Kong,Italy,0,5,0
FR,Italy,Sri Lanka,0,1,0
FR,Republic of Ireland,United Kingdom,2,0,2
EK,Italy,New Zealand,0,2,0
AF,Italy,Italy,0,1,0
AF,Italy,Vietnam,1,2,1
FR,Austria,Czech Republic,0,5,0
VY,Tunisia,Spain,1,0,1
TK,Italy,,0,22,0
HU,Italy,China,0,8,0
GF,Italy,India,0,3,0
AM,Mexico,Italy,0,8,0
OU,Italy,,0,1,0
SQ,Japan,Indonesia,0,1,0
ET,Italy,South Sudan,0,1,0
KL,Luxembourg,Italy,1,0,1
W9,Slovakia,United Kingdom,1,0,1
SK,Italy,Germany,1,0,1
BT,France,Estonia,1,0,1
WO,Cuba,Canada,6,6,6
U8,Israel,Italy,0,3,0
WY,Italy,Philippines,0,3,0
W6,Sweden,Italy,0,2,0
LA,Brazil,Chile,2,2,2
TK,Italy,Guinea,1,0,1
SV,Italy,Bangladesh,0,1,0
VJ,Vietnam,Malaysia,0,1,0
GF,Italy,France,0,1,0
U2,Portugal,Spain,8,1,8
HV,Italy,Netherlands,37,47,37
A3,Slovenia,Greece,0,3,0
E9,Spain,Cuba,5,13,5
FR,Israel,Germany,1,0,1
KL,Italy,Norway,2,2,2
EY,Belgium,Indonesia,0,1,0
FR,Italy,Albania,0,7,0
KL,Italy,Faroe Islands,0,1,0
"",Romania,Hungary,1,0,1
FD,India,Thailand,0,2,0
W9,United Kingdom,Spain,6,0,6
G9,Italy,Nepal,0,4,0
AR,Uruguay,Italy,0,2,0
TK,Italy,Ghana,0,7,0
PC,United Arab Emirates,,0,3,0
W4,Italy,Egypt,0,4,0
9R,Colombia,Colombia,0,5,0
V7,Italy,Spain,54,45,53
VY,France,,0,3,0
SN,Italy,Belgium,21,30,21
6E,Saudi Arabia,Thailand,1,0,1
NT,Italy,Senegal,0,2,0
I2,Spain,Spain,21,0,21
XQ,Turkey,Italy,3,3,3
JU,Italy,Greece,2,18,2
AZ,Italy,Austria,0,1,0
AZ,Italy,The Bahamas,0,4,0
A3,France,Greece,0,1,0
TC,Tanzania,Tanzania,0,1,0
EK,United Arab Emirates,South Africa,1,0,1
KM,Italy,Portugal,0,2,0
AY,United States,Italy,1,0,1
BQ,Germany,Italy,1,0,1
B6,Italy,United States,0,1,0
FR,Hungary,Germany,2,1,2
U2,France,Italy,141,24,140
QR,Italy,Sri Lanka,2,1,2
UL,Italy,Sri Lanka,0,1,0
IB,United Kingdom,United States,0,2,0
TK,Moldova,Italy,0,1,0
VY,Netherlands,Italy,5,0,5
SM,Egypt,Egypt,4,7,4
EK,Spain,Indonesia,1,0,1
EK,Germany,Pakistan,1,0,1
CA,Philippines,Italy,0,1,0
FZ,United Arab Emirates,Tanzania,1,0,1
HV,France,France,1,0,1
IV,Republic of Kosovo,Germany,0,1,0
SN,Belgium,Italy,25,13,25
BR,Italy,South Korea,0,1,0
PC,Switzerland,,0,1,0
FR,Spain,Lithuania,0,1,0
AZ,India,Italy,1,2,1
LH,Italy,Tanzania,1,0,1
A3,Turkey,Greece,2,0,2
W6,Georgia,Hungary,1,0,1
HV,Spain,Netherlands,0,2,0
EK,Vietnam,Greece,0,1,0
EK,South Africa,Italy,1,0,1
OG,United Kingdom,Iceland,0,2,0
MU,Italy,South Korea,0,1,0
W6,Italy,Jordan,31,28,31
KM,Italy,Denmark,0,2,0
IB,Italy,Brazil,5,1,5
FR,Austria,Greece,1,0,1
FR,Italy,Egypt,0,24,0
OS,Armenia,Italy,0,3,0
KL,Italy,Jamaica,0,1,0
SN,Belgium,Croatia,0,2,0
AS,United States,Mexico,0,1,0
AY,Sweden,Finland,1,0,1
QR,Italy,Solomon Islands,0,1,0
W4,Italy,Netherlands,0,3,0
AI,Italy,Singapore,0,7,0
PC,Germany,Turkey,7,5,7
PC,Egypt,Italy,0,11,0
MU,Italy,Indonesia,0,3,0
V7,France,France,6,4,6
"",Germany,Argentina,1,0,1
BA,United States,France,1,0,1
SK,Germany,Italy,2,0,2
W6,Italy,United Kingdom,16,39,16
AV,Colombia,Colombia,9,27,9
UX,Italy,Dominican Republic,5,22,5
DE,Italy,Mexico,2,0,2
OS,Italy,Serbia,1,4,1
EK,Indonesia,Italy,4,0,4
LH,Poland,Italy,10,2,10
FD,Thailand,Laos,0,1,0
SQ,Japan,France,0,1,0
TP,Italy,Angola,1,0,1
NO,Italy,Jamaica,1,0,1
VY,Spain,,0,1,0
AA,Spain,Argentina,1,0,1
FR,Portugal,Austria,1,0,1
UX,Italy,Paraguay,0,6,0
GQ,Greece,United Kingdom,0,2,0
KL,Italy,Czech Republic,0,1,0
JU,Germany,Greece,0,1,0
5J,Philippines,Thailand,1,0,1
W6,Albania,United Kingdom,0,2,0
XZ,Italy,Germany,0,3,0
LH,Israel,Italy,1,0,1
FR,Denmark,United Kingdom,1,0,1
H4,Romania,Italy,0,1,0
7C,Philippines,South Korea,0,1,0
TP,Italy,Mexico,6,11,6
TG,Hong Kong,Thailand,0,1,0
XZ,Greece,Italy,11,1,11
EK,Singapore,Germany,0,1,0
TK,Italy,Chile,0,1,0
W9,Albania,United Kingdom,1,0,1
LH,Argentina,Italy,0,1,0
CX,Italy,Australia,0,1,0
SK,France,Finland,0,1,0
