carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
AZ,Italy,Italy,767,1709,759
FR,Italy,Italy,3992,6865,3952
AZ,Italy,United States,529,953,524
NO,Italy,Egypt,15,38,15
FR,Italy,Spain,1738,3583,1721
LA,Italy,Brazil,34,52,34
TK,Italy,Turkey,172,350,170
V7,Italy,Italy,1388,1141,1374
KM,Malta,Italy,0,24,0
FR,Italy,Morocco,106,320,105
FR,Italy,Greece,645,1225,639
NO,Italy,Spain,11,22,11
SM,Egypt,Italy,8,40,8
AZ,Italy,,3,119,3
NO,Italy,United States,23,6,23
W6,Italy,Jordan,58,51,57
DX,Italy,Italy,0,118,0
AT,Morocco,Italy,12,25,12
FR,Italy,Malta,319,540,316
1L,Italy,Spain,0,0,0
SM,Italy,Egypt,32,109,32
FR,Italy,Austria,163,241,161
LA,Colombia,Colombia,20,9,20
EK,Italy,United States,56,20,55
1L,Italy,Italy,0,0,0
JU,Turkey,Italy,9,10,9
TP,Italy,United States,22,53,22
AZ,Italy,Tunisia,10,79,10
EY,Italy,Indonesia,27,62,27
JU,Italy,Turkey,13,97,13
AV,Colombia,Colombia,12,34,12
U2,Italy,Italy,1842,272,1824
QR,Italy,,0,28,0
W6,Italy,Egypt,193,196,191
FR,Spain,Italy,362,404,358
FR,Italy,United Kingdom,419,529,415
FR,Italy,Romania,62,151,61
TK,Italy,Egypt,7,12,7
IB,Italy,Spain,166,145,164
TK,Austria,Turkey,6,6,6
IB,Spain,Italy,45,31,45
FR,Italy,Poland,96,168,95
AZ,Tunisia,Italy,5,19,5
LA,Peru,Peru,2,6,2
EK,Italy,,0,8,0
JL,Italy,Japan,4,8,4
TU,Tunisia,Italy,0,13,0
KL,Italy,Dominican Republic,6,30,6
AF,Italy,,0,24,0
AZ,Italy,Morocco,13,79,13
TK,Italy,,0,43,0
LO,Italy,Egypt,0,4,0
1L,Italy,United Kingdom,0,0,0
FR,Italy,Portugal,229,491,227
ET,Kenya,Italy,2,1,2
BR,Italy,,0,2,0
KL,Italy,,11,48,11
FR,Italy,Belgium,120,194,119
AZ,Italy,Mexico,0,21,0
V7,Italy,Greece,739,360,732
