carrier,origin_country,destination_country,clicks_travix,clicks_competitor,clicks_airlines
SN,Italy,United States,0,19,0
AZ,Italy,Spain,217,113,215
FR,Italy,Czech Republic,85,169,84
LA,Spain,Bolivia,0,1,0
VA,Australia,Australia,11,3,11
TK,Italy,United States,14,4,14
SV,Saudi Arabia,India,0,1,0
TK,Germany,Turkey,7,37,7
TK,Italy,Bosnia and Herzegovina,0,0,0
U2,United Kingdom,Italy,84,13,83
FZ,Sri Lanka,Maldives,0,2,0
ET,Italy,Kenya,5,11,5
W6,Israel,Italy,11,0,11
U2,Switzerland,Italy,10,7,10
TK,Turkey,Germany,4,13,4
B6,United Kingdom,The Bahamas,0,0,0
GQ,Greece,Greece,22,31,22
QR,Egypt,Japan,0,0,0
TS,Italy,,0,1,0
RJ,Italy,Egypt,0,3,0
MS,Lebanon,,0,1,0
QR,Germany,Thailand,3,0,3
W6,Italy,France,92,109,91
CA,Italy,Thailand,0,4,0
1L,Switzerland,Turkey,0,0,0
EN,Italy,Mexico,0,4,0
B6,Dominican Republic,United States,0,1,0
AZ,United States,Italy,6,13,6
W4,Italy,Italy,1739,1801,1722
W6,Italy,Poland,79,78,78
WS,Spain,Canada,0,0,0
CY,Egypt,Italy,0,1,0
FR,Germany,Morocco,0,2,0
1L,Italy,Austria,0,0,0
QF,Australia,Australia,4,1,4
KM,Italy,Malta,0,433,0
BA,Italy,United States,198,199,196
FR,Italy,Belgium,143,164,142
FR,Romania,Italy,32,43,32
LH,Italy,United States,146,118,145
CX,India,New Zealand,0,1,0
LX,Italy,Hong Kong,5,6,5
1L,Italy,Czech Republic,0,0,0
IB,Italy,Colombia,13,13,13
FR,Italy,Croatia,65,277,64
W4,Italy,Greece,307,316,304
OS,Italy,Japan,0,8,0
TG,Germany,Thailand,1,3,1
1L,Italy,Denmark,0,0,0
KQ,United Arab Emirates,Kenya,0,0,0
EK,Indonesia,,0,0,0
AZ,Italy,France,20,108,20
JU,Serbia,Greece,0,0,0
MS,Egypt,,0,0,0
TU,Italy,Turkey,0,6,0
KU,Bangladesh,Italy,0,0,0
MU,Italy,New Zealand,0,3,0
WS,United States,Canada,0,3,0
LO,Italy,Egypt,0,3,0
EY,Italy,South Korea,1,1,1
ET,Seychelles,Italy,0,1,0
KL,United States,,0,2,0
UK,India,Maldives,0,0,0
AI,Sri Lanka,India,0,0,0
FR,Germany,Malta,0,0,0
ET,Kenya,Italy,1,0,1
MH,Italy,Malaysia,0,2,0
OD,Indonesia,Australia,0,1,0
ET,Democratic Republic of the Congo,Malawi,0,0,0
AZ,Italy,South Africa,0,0,0
AZ,Morocco,Italy,2,4,2
W6,United Arab Emirates,Italy,4,20,4
FR,Hungary,Greece,6,1,6
ET,Argentina,Italy,3,2,3
GF,Pakistan,Saudi Arabia,0,0,0
FR,Italy,Denmark,94,154,93
MU,Japan,Italy,0,17,0
UX,Italy,United States,1,0,1
U2,France,Italy,189,15,187
KM,Czech Republic,Italy,0,0,0
CI,Italy,,0,4,0
QR,Italy,Sri Lanka,8,15,8
IB,Italy,Brazil,10,4,10
IB,Italy,Uruguay,3,6,3
ET,Ghana,Italy,0,0,0
PR,Philippines,Italy,0,6,0
EW,Germany,Italy,91,61,90
OD,Australia,Malaysia,0,0,0
EK,Italy,,0,10,0
ET,Italy,Ethiopia,2,8,2
FR,Belgium,Croatia,0,0,0
NH,Italy,,0,0,0
AM,Peru,Mexico,0,0,0
IB,Italy,Costa Rica,4,11,4
W6,Italy,Hungary,118,139,117
FR,Greece,Italy,82,70,81
W4,Italy,Spain,790,915,782
LA,Italy,Argentina,7,9,7
ET,Eritrea,Italy,1,0,1
1L,Italy,Greece,0,0,0
AC,Italy,United States,17,9,17
U2,Italy,Egypt,140,42,139
AC,Canada,United States,3,14,3
OS,Italy,Czech Republic,2,3,2
SV,Maldives,Turkey,0,0,0
UL,United Arab Emirates,Indonesia,0,0,0
IB,United Kingdom,Spain,2,0,2
AF,United States,Italy,2,2,2
QR,United Arab Emirates,,0,0,0
CA,China,Italy,0,25,0
FR,Spain,Spain,50,42,50
TK,Italy,Hungary,1,7,1
FR,Italy,Luxembourg,8,9,8
IB,Italy,Dominican Republic,15,14,15
SK,Italy,Denmark,9,28,9
KM,Italy,Belgium,0,0,0
AY,India,Italy,1,1,1
UA,France,,0,0,0
CA,China,,0,0,0
JU,Hungary,Italy,0,0,0
TK,United States,Italy,0,1,0
AF,Italy,Panama,5,6,5
U2,Italy,France,690,120,683
CZ,China,Italy,0,0,0
AT,Italy,Burkina Faso,0,12,0
EY,Italy,Maldives,10,20,10
MS,Egypt,Italy,4,11,4
SV,Italy,Thailand,1,6,1
9X,United States,United States,0,1,0
PD,Canada,Canada,5,0,5
IB,Spain,France,1,7,1
BX,Japan,South Korea,0,2,0
EY,India,Italy,1,14,1
IB,Italy,El Salvador,2,0,2
TK,France,,0,2,0
KU,Pakistan,United Kingdom,0,0,0
WT,Spain,Spain,0,1,0
EK,Italy,Mauritius,1,18,1
LO,Italy,South Korea,0,17,0
EY,Italy,Thailand,11,60,11
AZ,Brazil,Italy,4,10,4
SQ,India,New Zealand,2,0,2
TK,Italy,Qatar,0,0,0
QR,Italy,India,7,10,7
JU,Serbia,Montenegro,0,0,0
TP,Brazil,,0,1,0
FR,Poland,Italy,33,56,33
B6,United States,United States,0,29,0
UX,Spain,Portugal,2,2,2
5U,Guatemala,Mexico,0,1,0
SV,Italy,Philippines,2,1,2
FR,Spain,Morocco,4,5,4
GF,Bahrain,Saudi Arabia,0,1,0
IB,Spain,Spain,7,9,7
LA,Chile,Chile,4,1,4
TK,United Arab Emirates,Germany,1,1,1
UX,Spain,Dominican Republic,1,1,1
AZ,Italy,Ivory Coast,0,2,0
AZ,Italy,Israel,3,6,3
EY,Malaysia,Italy,0,0,0
NO,United States,Italy,5,0,5
PR,Singapore,Philippines,0,0,0
TG,Thailand,Thailand,3,1,3
FR,Italy,Republic of Ireland,104,165,103
TK,South Korea,Italy,0,0,0
TK,Italy,Indonesia,17,12,17
TK,Republic of Kosovo,Turkey,0,0,0
VY,Spain,Italy,282,143,279
GF,Qatar,Italy,0,1,0
QG,Indonesia,Indonesia,0,7,0
SV,Italy,Kenya,2,4,2
IB,France,Spain,6,4,6
EK,Italy,Vietnam,1,0,1
FR,Italy,Hungary,105,183,104
AZ,Italy,Germany,17,50,17
AF,Armenia,,0,0,0
AY,Italy,United States,22,123,22
AT,Italy,Senegal,0,15,0
W4,Italy,Albania,689,914,682
SK,Denmark,Italy,5,5,5
OD,Malaysia,Indonesia,0,0,0
1L,United Kingdom,Italy,0,0,0
BR,Italy,Japan,0,23,0
LH,Germany,Italy,55,81,54
SK,Italy,United States,13,37,13
A3,Italy,Egypt,14,29,14
LA,Italy,,0,0,0
JU,Italy,Egypt,0,0,0
AF,Costa Rica,,0,0,0
GF,Italy,Philippines,0,9,0
J2,Italy,,0,1,0
LA,Peru,Spain,3,3,3
TK,Italy,Pakistan,0,2,0
IB,Senegal,Italy,0,1,0
AH,Italy,Algeria,0,6,0
IB,Spain,Switzerland,3,0,3
TK,Italy,Mali,0,2,0
QR,United Kingdom,Pakistan,0,1,0
A3,Egypt,Italy,3,2,3
UX,Italy,,0,3,0
LO,France,Hungary,0,2,0
7C,South Korea,Japan,2,7,2
U2,France,France,23,0,23
FR,Italy,Israel,20,24,20
V7,Italy,,0,10,0
FR,Italy,Saudi Arabia,0,3,0
SV,Saudi Arabia,Morocco,0,3,0
FR,Italy,Serbia,0,2,0
FI,Switzerland,United States,1,0,1
AZ,Italy,Republic of Macedonia,0,2,0
VU,Vietnam,Vietnam,0,1,0
SV,Italy,Maldives,0,1,0
A3,Malta,Greece,1,0,1
VS,United States,Italy,0,3,0
LH,Italy,Egypt,8,18,8
OG,Netherlands,United States,1,0,1
EN,Italy,Japan,0,8,0
W6,Italy,Cyprus,0,2,0
LX,Switzerland,Denmark,0,1,0
TK,Italy,Jordan,9,0,9
IX,India,Italy,0,1,0
BA,Italy,Mauritius,1,0,1
BQ,Italy,Germany,1,1,1
AF,France,Indonesia,5,0,5
SQ,Italy,Brunei,1,0,1
B6,United States,The Bahamas,0,1,0
TK,Turkey,Turkey,43,18,43
LX,Italy,Germany,12,11,12
KM,Italy,Greece,0,4,0
EY,Israel,United Arab Emirates,1,0,1
RJ,Jordan,,0,2,0
LA,Chile,Brazil,1,1,1
W6,Italy,Uzbekistan,0,9,0
AF,Italy,Vietnam,1,4,1
2W,Dominican Republic,Italy,0,7,0
TK,Iraq,Italy,0,1,0
J2,Georgia,Azerbaijan,0,2,0
UL,Kuwait,Sri Lanka,0,1,0
E9,Spain,,0,1,0
A3,Germany,Greece,0,1,0
TK,Turkey,United States,1,0,1
LX,Italy,France,1,7,1
AI,France,India,0,5,0
LH,Germany,Malta,0,1,0
KL,Italy,Guatemala,0,1,0
VY,Italy,Brazil,0,3,0
W6,Romania,Italy,5,0,5
W4,Italy,Dominican Republic,0,15,0
3O,Belgium,Morocco,1,0,1
EK,Australia,Italy,3,4,3
FY,Malaysia,Malaysia,1,1,1
LH,Italy,Georgia,3,4,3
J9,Pakistan,Saudi Arabia,1,1,1
AF,Hungary,Italy,1,0,1
DY,Denmark,Germany,0,2,0
FR,Malta,Cyprus,1,0,1
KL,Netherlands,Saudi Arabia,0,2,0
IN,Indonesia,Indonesia,0,1,0
AV,Colombia,Brazil,1,0,1
OS,Thailand,Italy,6,11,6
FR,Belgium,,0,1,0
OD,Indonesia,United Kingdom,0,1,0
A3,France,Greece,1,0,1
AA,United States,United States,39,0,39
QR,Italy,Singapore,3,3,3
KM,Italy,Hungary,0,10,0
AT,Italy,United States,1,1,1
IB,Italy,Bolivia,0,1,0
DE,France,Germany,0,4,0
MS,Jordan,Egypt,2,0,2
W9,United Kingdom,Italy,1,0,1
AV,Bolivia,Italy,0,3,0
KU,Kuwait,Italy,1,1,1
EK,Italy,Seychelles,6,3,6
CA,Hong Kong,Italy,0,4,0
OS,Germany,Austria,1,1,1
DE,United States,Italy,2,0,2
EY,Malaysia,Turkey,0,1,0
W6,Germany,Serbia,4,0,4
AV,Spain,Costa Rica,4,1,4
TK,Italy,Uzbekistan,5,7,5
AF,Netherlands,Italy,0,2,0
QR,India,Italy,2,0,2
FZ,Bangladesh,Italy,0,1,0
2W,Spain,Mexico,0,1,0
OS,Spain,Italy,1,0,1
U2,France,Cyprus,1,0,1
LA,Italy,Paraguay,0,4,0
2W,Spain,Cuba,0,6,0
SQ,Italy,Malaysia,2,0,2
SQ,Italy,Philippines,8,2,8
EW,Italy,,0,3,0
AM,Italy,Colombia,0,4,0
FR,Austria,Croatia,1,0,1
TK,Italy,Kyrgyzstan,0,5,0
G9,Saudi Arabia,Thailand,1,0,1
TR,Thailand,Australia,1,0,1
AR,Spain,Argentina,0,2,0
UL,Italy,Sri Lanka,1,7,1
SK,Estonia,Italy,1,0,1
LH,United States,Italy,2,9,2
CX,Italy,Hong Kong,2,0,2
W4,Italy,Bosnia and Herzegovina,0,1,0
BY,Spain,United Kingdom,2,0,2
FR,Estonia,Sweden,1,0,1
W6,Italy,Vietnam,0,2,0
TK,Iran,Italy,0,3,0
NO,Italy,Canada,0,1,0
LO,Bulgaria,Poland,1,0,1
AH,Turkey,France,0,1,0
6E,India,United Arab Emirates,1,0,1
QR,Oman,,0,1,0
DL,United States,Italy,12,0,12
LX,Sweden,Italy,1,3,1
DE,Italy,Cuba,8,13,8
UX,Brazil,Italy,1,5,1
PC,Lebanon,Italy,1,3,1
JU,Italy,Republic of Macedonia,2,1,2
RO,Turkey,Romania,0,2,0
TK,Nigeria,Italy,0,2,0
AF,Italy,Guatemala,0,1,0
EY,Italy,Philippines,2,6,2
LH,Italy,Ghana,0,1,0
SQ,Italy,Vietnam,1,2,1
W4,Italy,Poland,0,4,0
TK,Netherlands,Turkey,0,1,0
TC,Tanzania,,0,1,0
BT,Georgia,Netherlands,1,0,1
W4,Italy,Iran,0,1,0
TR,Singapore,Japan,0,3,0
IB,Morocco,Italy,0,3,0
FR,Bulgaria,Bulgaria,1,0,1
FR,Croatia,Germany,0,1,0
VA,Australia,,0,1,0
G9,Italy,Vietnam,0,2,0
TB,Jamaica,Italy,0,2,0
LH,Italy,Finland,9,7,9
TP,Italy,,0,10,0
IB,Italy,Morocco,0,6,0
U2,Italy,Canada,3,1,3
EC,Italy,Spain,0,9,0
KL,Italy,China,7,22,7
MS,Italy,China,0,1,0
TP,Cape Verde,Italy,0,2,0
HC,Senegal,Italy,0,13,0
W4,Italy,Australia,0,2,0
BA,Switzerland,,0,1,0
U2,Italy,Greenland,0,1,0
LX,Albania,,0,1,0
FR,France,Morocco,3,1,3
UA,French Polynesia,United States,1,0,1
ET,Madagascar,Kenya,1,0,1
QR,Italy,Hong Kong,2,1,2
TX,Martinique,France,1,0,1
W6,Bulgaria,Italy,19,22,19
VY,Spain,Switzerland,2,1,2
DE,Italy,Dominican Republic,5,16,5
U2,France,United Kingdom,18,0,18
LX,United Kingdom,Switzerland,2,0,2
UA,Italy,Kiribati,0,1,0
LH,Germany,Japan,1,0,1
W6,Czech Republic,Armenia,0,1,0
TP,Canada,Italy,0,1,0
KL,Italy,India,2,0,2
W4,Italy,Serbia,0,1,0
UA,Switzerland,,0,1,0
LX,Italy,Switzerland,12,47,12
W6,Denmark,Italy,0,9,0
TP,Portugal,Spain,1,8,1
EW,Italy,Czech Republic,18,9,18
W9,Italy,United Kingdom,14,3,14
FA,South Africa,South Africa,0,10,0
FR,Italy,Montenegro,0,3,0
B6,United States,Italy,0,1,0
FD,Thailand,Vietnam,0,3,0
OG,Iceland,Italy,0,3,0
LH,Italy,Slovenia,2,1,2
QR,Italy,Pakistan,0,2,0
FR,Denmark,Czech Republic,2,0,2
LH,Georgia,France,0,1,0
VY,Italy,Germany,2,3,2
NO,Italy,Tunisia,4,1,4
ET,Italy,Uganda,1,1,1
EK,Pakistan,Italy,2,0,2
QR,Austria,India,0,1,0
YP,South Korea,Japan,1,0,1
U2,Israel,France,3,0,3
6E,India,Bangladesh,0,1,0
EY,Saudi Arabia,United Arab Emirates,0,1,0
MU,Indonesia,Italy,0,1,0
VY,Netherlands,Italy,6,2,6
LX,Switzerland,Italy,5,21,5
OS,Italy,Republic of Kosovo,0,2,0
W6,Italy,Nepal,0,11,0
W4,Finland,Italy,1,0,1
LH,France,Argentina,0,3,0
QR,Japan,Italy,0,3,0
TP,Brazil,Portugal,1,0,1
LH,Italy,New Zealand,0,1,0
B6,United States,Cayman Islands,0,1,0
LH,Italy,Uzbekistan,0,1,0
FR,Denmark,Italy,23,37,23
W6,Poland,Italy,28,16,28
KL,Netherlands,Italy,23,10,23
U2,Germany,Italy,30,10,30
W4,Germany,Italy,9,11,9
PC,Italy,Lebanon,6,6,6
IB,Chile,Italy,3,0,3
XQ,Switzerland,Turkey,2,13,2
AZ,Netherlands,Italy,3,17,3
2B,Italy,,0,1,0
FZ,Italy,Pakistan,0,1,0
HV,Spain,Netherlands,2,0,2
FR,Spain,Bulgaria,1,0,1
AM,United States,Mexico,0,5,0
LO,Italy,Slovenia,0,1,0
AP,Italy,Greece,0,7,0
AZ,Italy,United Kingdom,11,17,11
TP,Poland,Portugal,1,0,1
V7,Italy,Turkey,0,11,0
KL,Peru,Italy,0,3,0
W6,Netherlands,Romania,1,0,1
OS,Italy,,0,9,0
FR,Italy,Armenia,0,1,0
U2,France,,0,2,0
VJ,Vietnam,United Arab Emirates,0,2,0
VY,Italy,Republic of Ireland,0,1,0
FR,Spain,Greece,0,2,0
E4*,Italy,France,0,1,0
DL,Italy,The Bahamas,1,0,1
PR,Philippines,Philippines,6,7,6
JQ,Japan,Japan,7,1,7
GQ,Greece,Cyprus,1,0,1
W6,Italy,Republic of Macedonia,11,3,11
IB,Italy,Ecuador,4,14,4
SN,Italy,Japan,0,1,0
W6,Italy,Martinique,0,1,0
VY,Tunisia,Portugal,1,0,1
J9,Egypt,Kuwait,1,0,1
VY,Spain,Netherlands,1,1,1
OK,Czech Republic,Spain,0,1,0
CZ,Japan,Turkey,1,0,1
TK,France,Republic of the Congo,0,1,0
LX,Italy,Bolivia,0,1,0
TP,Portugal,France,0,3,0
VY,Italy,Iceland,0,2,0
H4,Romania,Romania,0,4,0
UX,Cuba,Spain,2,2,2
W6,Italy,Denmark,0,1,0
KL,Italy,France,6,2,6
XZ,Italy,Luxembourg,0,1,0
JU,Egypt,Italy,0,3,0
AZ,Italy,El Salvador,0,3,0
TR,Germany,Indonesia,0,3,0
W9,Morocco,Italy,0,2,0
LH,Netherlands,Germany,1,0,1
AR,Italy,,0,2,0
UX,Italy,Venezuela,1,2,1
SQ,Australia,Italy,1,3,1
CI,Japan,Italy,1,1,1
SN,Togo,Canada,1,0,1
FR,Czech Republic,Azerbaijan,0,1,0
VA,Australia,Indonesia,0,1,0
U2,United Kingdom,Morocco,0,1,0
AZ,Bulgaria,Italy,2,7,2
HV,Tunisia,France,2,1,2
TP,Ghana,São Tomé and Príncipe,1,0,1
KL,Italy,Finland,1,1,1
KU,Pakistan,Italy,0,3,0
LH,Italy,Ivory Coast,0,2,0
IB,Italy,Croatia,0,1,0
TP,Italy,Argentina,0,3,0
VR,Cape Verde,Italy,0,1,0
SK,Denmark,Switzerland,1,0,1
LH,Finland,Italy,1,1,1
LX,Hong Kong,Italy,2,0,2
FR,Morocco,Spain,3,6,3
Y4,Mexico,Mexico,0,35,0
EY,Italy,Malaysia,11,7,11
LH,Italy,Turkey,25,23,25
EW,Italy,France,0,1,0
RJ,Italy,Thailand,0,3,0
PC,Czech Republic,Turkey,1,0,1
TK,Bahrain,Italy,0,4,0
PC,Germany,Kazakhstan,0,2,0
LH,Germany,France,3,1,3
EW,Germany,France,1,1,1
W4,Italy,Georgia,2,0,2
AZ,Germany,Italy,7,21,7
ET,Italy,Togo,1,1,1
MS,Italy,Lebanon,0,6,0
OS,Italy,Austria,59,106,58
EK,Pakistan,United Kingdom,1,1,1
LX,Italy,Cuba,2,14,2
W6,Israel,Romania,1,0,1
LA,United States,Colombia,2,0,2
PC,Turkey,Republic of Kosovo,0,1,0
AV,United States,El Salvador,1,0,1
MK,Mauritius,Italy,0,1,0
V7,Greece,Italy,99,39,98
LH,Italy,Philippines,0,6,0
W4,Albania,Germany,2,0,2
AF,France,France,7,3,7
KL,Italy,Poland,1,0,1
TK,Italy,Bangladesh,5,10,5
W6,Hungary,Jordan,0,1,0
AZ,Italy,Bolivia,0,1,0
AZ,Italy,New Zealand,0,1,0
W4,Luxembourg,Italy,1,0,1
AZ,Italy,Austria,0,1,0
MS,Italy,Mauritius,0,2,0
JU,Serbia,France,1,0,1
W6,Hungary,Egypt,1,0,1
MU,Italy,South Korea,0,1,0
NK,United States,Italy,0,2,0
JU,Romania,Bulgaria,0,1,0
SQ,Vietnam,Singapore,1,0,1
VY,Argentina,Italy,3,7,3
AZ,Italy,Turkey,3,21,3
EW,Germany,Morocco,0,1,0
E5,Italy,Egypt,27,62,27
LX,Italy,South Africa,2,3,2
QZ,Indonesia,Indonesia,0,11,0
AV,United States,Italy,0,3,0
AZ,Malta,,0,2,0
FR,Italy,India,0,6,0
JU,Croatia,Hungary,4,0,4
LH,United Kingdom,Germany,1,0,1
2I,Peru,Peru,0,1,0
QR,Italy,China,0,2,0
SV,Italy,Bangladesh,0,3,0
LH,Italy,Australia,0,3,0
LA,Brazil,,0,3,0
OG,Italy,Iceland,8,8,8
GF,Italy,France,0,6,0
RZ,Costa Rica,Costa Rica,4,0,4
CI,Italy,Thailand,1,7,1
EW,Germany,Germany,2,0,2
KU,Italy,Kuwait,1,1,1
CQ,Tanzania,Tanzania,1,0,1
TK,Turkey,Saudi Arabia,1,0,1
V7,Italy,Portugal,0,5,0
MF,China,China,0,2,0
CM,Colombia,Dominican Republic,0,1,0
SV,Italy,Singapore,0,2,0
FR,France,Albania,0,1,0
GM,Switzerland,Spain,0,1,0
AF,Switzerland,Italy,1,0,1
CZ,United Arab Emirates,Vietnam,0,1,0
FR,Italy,Estonia,7,40,7
LH,Italy,Oman,1,3,1
MS,Italy,Tanzania,1,10,1
HT,Italy,Turkey,0,5,0
EY,Italy,Singapore,3,7,3
LX,Spain,Switzerland,4,1,4
W9,United Kingdom,Serbia,1,0,1
EY,Switzerland,Thailand,1,0,1
LG,Italy,Cape Verde,0,1,0
LA,Brazil,Spain,0,2,0
BR,Italy,China,0,2,0
LH,Italy,Tunisia,0,1,0
FR,United Kingdom,Greece,0,1,0
RJ,Italy,Philippines,0,1,0
DY,Finland,Sweden,0,1,0
UK,India,India,1,0,1
WY,Switzerland,Thailand,0,1,0
U2,Italy,Croatia,121,20,120
I2,Italy,Spain,30,0,30
B3,Nepal,Bhutan,0,1,0
TX,Dominican Republic,Italy,0,1,0
BA,Denmark,Japan,0,2,0
H2,Argentina,Chile,0,1,0
AM,Spain,Mexico,0,1,0
CI,Vietnam,Italy,1,0,1
AZ,Algeria,Italy,0,1,0
LH,Italy,Czech Republic,7,13,7
BA,Italy,Spain,0,1,0
AF,France,Brazil,0,2,0
TK,Bulgaria,Turkey,1,10,1
GF,Italy,Oman,0,1,0
AF,France,Cuba,2,0,2
U2,Germany,Sweden,1,0,1
FD,Vietnam,Cambodia,0,1,0
FR,Greece,United Kingdom,0,2,0
W4,Spain,Austria,0,2,0
2B,Italy,Turkey,0,3,0
KL,Italy,El Salvador,0,2,0
KE,South Korea,Italy,0,1,0
U2,Hungary,Italy,0,3,0
VY,Croatia,Italy,5,4,5
CY,Italy,Cyprus,7,28,7
SK,Sweden,Italy,8,13,8
DY,Sweden,Italy,1,9,1
LO,Germany,Bulgaria,0,1,0
LH,Austria,Italy,0,3,0
AT,Italy,Ghana,1,6,1
G3,Bolivia,Brazil,0,3,0
LX,Italy,United Kingdom,0,1,0
AF,France,United Kingdom,1,1,1
A3,Lebanon,Italy,0,1,0
GF,Bahrain,Italy,0,1,0
IR,Italy,Iran,0,1,0
IB,Spain,El Salvador,1,0,1
AZ,Italy,Argentina,13,86,13
W6,Kuwait,Italy,1,0,1
LA,Colombia,Italy,0,6,0
CY,Cyprus,Italy,2,1,2
AF,Italy,Singapore,4,4,4
MS,Turkey,Egypt,0,2,0
XZ,Italy,Spain,0,6,0
