carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
PR,United States,Philippines,0,3,0
LA,Ecuador,Ecuador,0,3,0
LO,Italy,Turkey,0,6,0
U2,Italy,Greece,936,156,927
FR,Malta,Spain,4,3,4
W6,Italy,France,134,189,133
TU,Tunisia,France,0,9,0
MS,Italy,,0,2,0
SV,Italy,,3,9,3
3M,United States,The Bahamas,0,0,0
KL,Italy,Dominican Republic,2,44,2
BA,Italy,United States,357,421,353
Q4,Colombia,Dominican Republic,0,2,0
AM,United States,Mexico,0,4,0
QR,Italy,Singapore,6,8,6
ET,Niger,Italy,0,0,0
GQ,Germany,Greece,2,0,2
LO,Italy,United States,0,5,0
TP,Italy,Brazil,42,281,42
AK,Malaysia,Indonesia,0,15,0
BA,Germany,Jamaica,0,0,0
QR,Italy,Australia,5,15,5
KU,Italy,Bangladesh,0,0,0
UX,Mexico,Italy,0,0,0
CI,Italy,,0,2,0
IB,Italy,Guatemala,2,2,2
AT,Italy,,0,1,0
QR,India,Italy,1,3,1
HY,Uzbekistan,Uzbekistan,0,4,0
SL,Thailand,Thailand,0,9,0
AF,Italy,Costa Rica,3,6,3
EK,Turkey,Mauritius,0,0,0
NO,Italy,Jordan,2,1,2
EY,United Arab Emirates,India,2,0,2
Z8,Bolivia,Bolivia,0,1,0
PR,Philippines,Macau,1,0,1
OZ,Japan,Albania,0,0,0
TK,Italy,Thailand,25,26,25
QF,Australia,Italy,0,4,0
TP,Italy,Senegal,7,43,7
KU,France,Thailand,0,0,0
JU,Serbia,Italy,21,9,21
TK,Latvia,,0,2,0
EK,Croatia,Indonesia,0,1,0
LF,United States,United States,0,0,0
AZ,Italy,Indonesia,0,13,0
W6,Bulgaria,Italy,9,8,9
FR,Italy,Sweden,38,141,38
AZ,France,Italy,21,43,21
BT,Italy,Finland,4,3,4
VN,Thailand,Vietnam,0,1,0
WF,Italy,Norway,0,7,0
FD,Thailand,Thailand,0,83,0
LH,United States,Italy,3,8,3
EY,Malaysia,Italy,1,3,1
UX,Portugal,Italy,1,5,1
GF,Thailand,Italy,0,5,0
JU,Italy,Egypt,0,8,0
UX,El Salvador,Italy,0,0,0
AZ,Egypt,Italy,5,9,5
MH,Malaysia,Italy,0,0,0
SQ,India,Japan,1,0,1
LG,Luxembourg,Colombia,0,2,0
U2,Italy,Italy,2116,308,2095
TK,Turkey,Italy,12,43,12
KM,Italy,Germany,0,4,0
KM,Italy,Malta,0,334,0
TX,United States,Spain,0,0,0
DY,Italy,Denmark,0,73,0
VA,Australia,Italy,3,2,3
NO,Italy,Cape Verde,3,4,3
FR,Poland,Spain,0,1,0
JU,Serbia,Spain,0,0,0
KQ,Italy,Madagascar,0,6,0
EN,Italy,,0,10,0
LH,Italy,Guatemala,0,2,0
LH,Mexico,Italy,0,1,0
VS,France,,0,0,0
AZ,Israel,Italy,1,3,1
AH,France,Algeria,0,0,0
SV,Saudi Arabia,Saudi Arabia,0,1,0
KL,Italy,El Salvador,0,1,0
EK,Italy,Japan,7,22,7
EK,Italy,Mauritius,1,67,1
AH,Senegal,Niger,0,0,0
LH,Italy,New Zealand,0,7,0
WY,Sri Lanka,Italy,0,2,0
FR,Italy,Norway,18,83,18
W6,Italy,Czech Republic,101,147,100
1L,Germany,Italy,0,0,0
TS,Italy,,12,1,12
FR,Italy,Lithuania,12,29,12
IB,Costa Rica,Italy,0,3,0
AH,Algeria,Algeria,0,2,0
QR,France,Philippines,0,0,0
KL,Canada,Italy,0,0,0
UL,Italy,,0,0,0
MS,Egypt,Egypt,0,33,0
IB,Italy,Mexico,15,15,15
IB,Spain,Greece,1,0,1
SQ,Spain,Italy,1,0,1
FR,Italy,Estonia,4,37,4
AF,Italy,United States,101,186,100
AF,Italy,Brazil,10,32,10
MS,Italy,Kenya,0,11,0
UP,United States,The Bahamas,0,6,0
EK,Hong Kong,Italy,2,0,2
FR,Poland,Italy,27,34,27
QR,South Africa,Qatar,0,0,0
WY,Italy,Malaysia,0,28,0
PR,Japan,Indonesia,0,1,0
KU,Germany,Thailand,0,0,0
SK,Italy,Norway,15,56,15
JU,Italy,Germany,0,0,0
IB,Italy,Senegal,4,11,4
TK,Italy,Argentina,0,1,0
JQ,Indonesia,Australia,0,1,0
G9,Italy,India,19,15,19
AZ,Italy,Japan,76,152,75
FD,Indonesia,Thailand,0,2,0
UX,Italy,Tunisia,0,7,0
TP,Italy,Ghana,1,2,1
DE,Italy,Mexico,5,15,5
NO,Italy,Italy,8,8,8
LH,Germany,Cyprus,0,2,0
EN,Germany,Italy,2,3,2
AY,Germany,United States,0,2,0
LG,Tunisia,Italy,0,5,0
LH,Switzerland,Morocco,0,1,0
CZ,Italy,Japan,0,2,0
5W,United Arab Emirates,Kyrgyzstan,0,2,0
IB,Portugal,Croatia,0,1,0
HC,Cameroon,Senegal,0,1,0
JQ,Indonesia,Thailand,0,2,0
KM,Italy,Spain,0,1,0
OS,Romania,Italy,0,1,0
5F,Italy,Armenia,0,12,0
LH,Italy,United Kingdom,12,18,12
JU,Italy,Bosnia and Herzegovina,0,1,0
A3,Greece,Germany,2,1,2
BG,Bangladesh,Thailand,0,2,0
G9,Italy,Pakistan,4,8,4
XQ,Republic of Macedonia,Turkey,0,1,0
TK,Italy,Kenya,3,4,3
IB,Cuba,Italy,1,0,1
EN,Italy,Greece,0,1,0
BA,Spain,Italy,1,0,1
VY,Spain,The Gambia,1,0,1
DY,Sweden,Germany,0,2,0
TK,Italy,Venezuela,2,10,2
UA,Italy,Guatemala,0,4,0
OK,Egypt,Italy,0,5,0
LG,Italy,Argentina,0,1,0
RJ,Italy,Egypt,0,2,0
LO,United Kingdom,Lithuania,0,2,0
JA,Chile,Chile,1,0,1
LX,Maldives,Italy,1,0,1
W4,Italy,Spain,690,729,683
SK,Denmark,Italy,7,8,7
FR,United Kingdom,Republic of Ireland,3,3,3
KL,Italy,Mexico,3,20,3
FR,Austria,Jordan,0,1,0
5J,Philippines,Philippines,5,4,5
TP,Spain,Mexico,1,0,1
W4,Italy,Cuba,0,12,0
F2,Kenya,Kenya,0,4,0
WS,United States,Italy,0,1,0
SQ,Vietnam,Singapore,1,0,1
AV,Guatemala,Bolivia,1,0,1
Y4,Guatemala,Mexico,0,2,0
A3,Cyprus,Italy,1,3,1
PC,Spain,Turkey,0,1,0
WF,Norway,Italy,0,1,0
LX,Italy,Mexico,0,1,0
TK,Turkey,Switzerland,1,0,1
W4,Poland,Italy,1,0,1
OG,Iceland,Italy,1,5,1
LO,Lithuania,India,0,1,0
TK,Italy,Mauritius,0,17,0
AV,Ecuador,Italy,0,9,0
LA,Peru,Italy,1,8,1
QG,Indonesia,Indonesia,0,9,0
UA,Canada,,0,7,0
A3,Germany,Greece,2,0,2
UX,Uruguay,Italy,6,1,6
LH,South Africa,Italy,2,0,2
TK,Switzerland,Turkey,1,1,1
LH,Italy,Indonesia,0,4,0
XY,Egypt,Thailand,0,1,0
TB,Senegal,Italy,0,1,0
U2,Italy,Egypt,153,97,151
QR,Italy,New Zealand,3,13,3
DE,Cuba,Italy,4,1,4
AY,Italy,Australia,0,1,0
DL,France,,1,0,1
UL,India,,0,3,0
SN,Italy,Norway,0,6,0
TR,Malaysia,Singapore,0,1,0
LH,Czech Republic,Germany,1,0,1
FI,United Kingdom,Iceland,1,1,1
NH,Brazil,Iceland,0,1,0
AZ,France,Egypt,0,1,0
NH,Japan,Japan,0,1,0
U2,United Kingdom,Switzerland,2,1,2
KL,Panama,Italy,0,2,0
VY,Morocco,Italy,2,1,2
XJ,Thailand,Australia,0,2,0
AZ,Italy,Dominican Republic,0,6,0
QR,Kenya,Italy,0,2,0
NK,Dominican Republic,United States,1,0,1
AF,France,Réunion,0,1,0
OS,Italy,United Arab Emirates,0,1,0
W4,Sweden,Albania,1,0,1
V7,Italy,Spain,72,58,71
LA,Brazil,Chile,0,1,0
U2,Italy,Cyprus,23,1,23
W6,Italy,South Korea,0,3,0
W4,Romania,Greece,5,2,5
3O,Netherlands,Morocco,1,2,1
W6,Italy,Singapore,0,3,0
SK,Iceland,Italy,2,0,2
JU,Portugal,Montenegro,0,4,0
IB,Germany,Morocco,0,1,0
QR,Qatar,Morocco,0,2,0
AA,Jamaica,United States,1,0,1
IB,Venezuela,Spain,1,0,1
QR,Italy,United Arab Emirates,5,2,5
LG,Luxembourg,Italy,1,2,1
EW,Spain,Germany,1,0,1
TK,United States,Greece,0,1,0
SV,United Arab Emirates,Egypt,0,5,0
CA,Thailand,Italy,0,15,0
KL,Netherlands,United States,0,1,0
AI,Italy,Australia,0,4,0
WY,Italy,Sri Lanka,0,5,0
W4,United Kingdom,Italy,62,63,61
KL,Italy,Denmark,5,3,5
SV,Italy,Australia,0,4,0
HU,Italy,China,0,13,0
LX,Switzerland,Thailand,0,1,0
GA,United Arab Emirates,Indonesia,0,1,0
J2,Azerbaijan,Armenia,0,1,0
LX,Switzerland,United Kingdom,1,1,1
JQ,Philippines,Japan,3,0,3
U2,Italy,Republic of Ireland,0,2,0
TK,France,Indonesia,0,1,0
BA,Mexico,Italy,1,0,1
EW,Italy,Greece,0,6,0
FR,Italy,United States,0,24,0
NT,Spain,Italy,0,7,0
G4,United States,Italy,0,1,0
IB,Spain,Mexico,6,2,6
FD,Thailand,,0,3,0
5W,United Arab Emirates,Greece,2,0,2
IB,Spain,Costa Rica,1,0,1
TK,Slovenia,Thailand,0,1,0
3U,Italy,,0,1,0
AR,Argentina,Spain,0,1,0
TP,Italy,Argentina,0,1,0
JU,Hungary,Serbia,1,0,1
EK,Malaysia,Spain,0,1,0
AZ,Italy,Ivory Coast,0,2,0
FZ,Slovenia,United Arab Emirates,1,0,1
FZ,United Arab Emirates,Nepal,0,1,0
U2,Switzerland,France,2,0,2
FR,France,Spain,6,5,6
CZ,Italy,Vietnam,4,4,4
CA,Singapore,Italy,0,5,0
W6,Italy,Kuwait,2,3,2
AZ,Italy,South Korea,0,11,0
DY,Italy,Iceland,0,6,0
LX,Thailand,Italy,1,0,1
SV,Italy,Kenya,5,8,5
SQ,Italy,Singapore,5,2,5
VY,Italy,Jordan,0,1,0
CX,Italy,Vietnam,3,4,3
KL,Netherlands,,1,0,1
UA,Germany,United States,2,0,2
LO,Poland,Japan,1,0,1
BA,Italy,Dominican Republic,0,1,0
MU,Italy,Taiwan,0,1,0
E9,Spain,,0,1,0
W6,Italy,Romania,8,63,8
U2,Italy,Czech Republic,57,10,56
AF,Switzerland,Mexico,3,0,3
W6,United Arab Emirates,Maldives,0,12,0
LH,Italy,Maldives,0,5,0
CY,Lebanon,Italy,0,1,0
SK,Italy,Germany,1,4,1
L9,Italy,United States,0,2,0
OG,Denmark,Iceland,0,3,0
AF,Italy,Martinique,2,7,2
UX,Cuba,Spain,1,0,1
TK,Colombia,Italy,0,1,0
BY,United Kingdom,Turkey,1,0,1
H2,Chile,Chile,0,2,0
SK,Faroe Islands,Italy,0,1,0
IB,Norway,United States,0,1,0
LA,Germany,Turkey,0,1,0
U2,Portugal,Portugal,17,0,17
W6,Italy,Uzbekistan,0,14,0
W6,Romania,Turkey,0,10,0
UA,Canada,Mexico,3,2,3
QZ,Indonesia,Japan,0,1,0
DE,Germany,Canada,1,0,1
OS,Serbia,Croatia,0,1,0
DD,Thailand,Italy,0,1,0
AC,France,Canada,1,4,1
A3,Austria,Greece,2,1,2
FR,Italy,Georgia,0,2,0
ID,Indonesia,Malaysia,0,1,0
MU,Vietnam,Italy,0,2,0
E9,Spain,Costa Rica,1,0,1
F9,Dominican Republic,United States,0,1,0
LH,United States,Mexico,0,1,0
RO,Italy,Moldova,0,1,0
AK,Cambodia,Malaysia,0,1,0
AF,Germany,Mexico,0,1,0
3O,Morocco,Italy,92,18,91
W6,Poland,Hungary,2,9,2
BR,Indonesia,Italy,0,9,0
HX,Hong Kong,India,0,3,0
W4,Georgia,Italy,0,3,0
T7,France,Italy,0,1,0
AV,Argentina,Italy,1,6,1
W4,Albania,Greece,3,3,3
A3,Greece,Malta,0,6,0
E9,Cuba,Italy,0,3,0
W6,Italy,Finland,0,1,0
JA,Peru,Peru,0,3,0
AF,Italy,Cameroon,1,0,1
TK,Italy,Republic of Kosovo,0,1,0
EK,Slovenia,Thailand,2,0,2
AZ,Italy,Uzbekistan,0,1,0
SN,Italy,The Gambia,1,0,1
SK,United Kingdom,Faroe Islands,0,5,0
UX,Italy,Bolivia,0,6,0
G9,Pakistan,Italy,0,1,0
AY,Netherlands,Japan,1,0,1
MM,South Korea,Japan,0,1,0
W6,Germany,Italy,0,2,0
BG,Bangladesh,Bangladesh,0,1,0
DE,Italy,,2,0,2
LG,France,Luxembourg,1,0,1
EN,Italy,Croatia,0,1,0
UX,Ecuador,Italy,1,2,1
ET,Japan,Madagascar,0,1,0
LA,Brazil,Brazil,21,18,21
AV,Spain,Mexico,7,2,7
LS,Spain,United Kingdom,2,0,2
AF,United States,Nigeria,0,1,0
AY,Lithuania,Norway,3,1,3
VA,New Zealand,Australia,2,1,2
VN,Vietnam,Thailand,0,1,0
AF,France,China,0,2,0
LX,Belgium,Italy,1,0,1
HD,Japan,Japan,0,1,0
KS,Romania,Romania,1,0,1
IB,Spain,Sweden,1,0,1
AY,Italy,Lithuania,1,0,1
FR,Netherlands,Spain,2,1,2
A3,Italy,Armenia,0,2,0
TK,Italy,Uzbekistan,4,9,4
FR,Bulgaria,Malta,0,2,0
HY,Italy,Uzbekistan,0,5,0
MK,Mauritius,Italy,0,10,0
W4,Italy,Azerbaijan,8,5,8
LH,United Kingdom,Germany,0,3,0
NO,Tanzania,Italy,1,1,1
B6,United States,The Bahamas,0,1,0
W4,Albania,Sweden,1,0,1
HV,Spain,France,0,2,0
AF,Italy,Sweden,0,3,0
EK,Switzerland,United Arab Emirates,1,0,1
AC,Spain,United States,0,1,0
EK,Egypt,United Arab Emirates,0,1,0
H2,Peru,Italy,0,1,0
VZ,Thailand,Thailand,0,47,0
TP,Italy,Portugal,127,222,126
KL,Italy,Norway,5,7,5
JU,Austria,Greece,2,0,2
IW,Indonesia,,0,1,0
LX,Switzerland,Cuba,0,1,0
OS,Austria,Bulgaria,2,0,2
VB,Mexico,Cuba,0,1,0
AV,Peru,Italy,0,2,0
EW,Iceland,Italy,2,0,2
KL,Netherlands,Spain,0,2,0
FR,Italy,Indonesia,0,3,0
EK,Italy,Maldives,12,12,12
AZ,Italy,Turkey,2,1,2
TP,Italy,Costa Rica,0,1,0
CY,Cyprus,France,1,0,1
BQ,Italy,Germany,1,0,1
ET,Italy,Kenya,10,19,10
KC,Kazakhstan,Uzbekistan,1,3,1
TK,United Kingdom,Tanzania,0,1,0
IB,Spain,Peru,6,0,6
DL,Italy,Argentina,2,0,2
TR,Greece,Australia,0,1,0
LO,Denmark,Romania,0,2,0
Z2,Philippines,Thailand,0,1,0
AF,Italy,Denmark,0,3,0
U2,Switzerland,United Kingdom,1,0,1
FZ,Israel,United Arab Emirates,1,0,1
TK,Italy,Latvia,0,1,0
AA,Cuba,Argentina,1,0,1
IB,Italy,Puerto Rico,4,5,4
GF,Italy,Sri Lanka,0,6,0
SK,Sweden,Sweden,2,5,2
VY,Argentina,Spain,0,4,0
ID,Singapore,Indonesia,0,8,0
W6,Italy,Hong Kong,0,1,0
DY,France,Finland,0,1,0
AK,Malaysia,Italy,0,2,0
W6,Spain,,0,1,0
DY,Norway,Republic of Ireland,0,1,0
W4,Italy,Latvia,0,6,0
DM,Colombia,Dominican Republic,1,7,1
SV,Bangladesh,Saudi Arabia,0,2,0
W6,Romania,Spain,0,2,0
MS,Italy,Ethiopia,0,2,0
GF,Italy,France,0,1,0
SV,Saudi Arabia,Italy,1,0,1
W4,Luxembourg,Italy,3,0,3
OS,Sweden,Austria,1,0,1
FR,Belgium,Portugal,2,0,2
FR,Belgium,Austria,0,6,0
FR,Italy,Egypt,0,25,0
W6,Poland,Italy,19,24,19
5J,Philippines,Australia,0,4,0
OG,Italy,Iceland,19,19,19
VY,Germany,Spain,4,1,4
EK,Italy,India,1,2,1
EK,Italy,Singapore,2,1,2
WS,Canada,Italy,0,4,0
TK,Italy,Saudi Arabia,1,0,1
GS,South Korea,China,0,1,0
W6,Italy,Lebanon,0,1,0
LX,Italy,Indonesia,0,2,0
XC,Turkey,Austria,1,0,1
FR,Italy,Cape Verde,0,1,0
LH,Spain,United States,0,1,0
AZ,Italy,Poland,0,2,0
MS,Egypt,Jordan,0,1,0
XZ,Italy,Croatia,0,3,0
IB,Spain,Dominican Republic,0,1,0
TK,Italy,Azerbaijan,1,0,1
VJ,India,,0,1,0
FR,Italy,Iran,0,1,0
FD,Thailand,Laos,0,2,0
IB,Spain,,1,0,1
U2,Italy,Pakistan,0,3,0
FR,Portugal,Croatia,0,1,0
EN,Italy,Bolivia,0,1,0
VY,Italy,Spain,855,824,847
U2,Italy,Estonia,0,7,0
KL,Poland,Italy,0,3,0
BT,Italy,Estonia,1,8,1
PC,Saudi Arabia,Turkey,0,6,0
AF,Italy,Morocco,7,3,7
LO,Slovenia,United States,0,5,0
FR,Luxembourg,Italy,0,2,0
TX,France,Mexico,1,0,1
VJ,Japan,Vietnam,0,1,0
CI,Italy,Australia,1,2,1
KL,Italy,Cayman Islands,0,1,0
AH,Italy,Ivory Coast,0,1,0
6E,Oman,India,0,1,0
AA,Colombia,United States,1,0,1
IB,Italy,Panama,5,3,5
TB,Belgium,Italy,2,2,2
FR,Italy,Montenegro,0,3,0
CM,United States,Panama,0,1,0
AY,Estonia,Italy,2,1,2
FR,Spain,Belgium,0,2,0
ID,Indonesia,Indonesia,0,3,0
TM,Mozambique,Mozambique,0,3,0
F8,United States,Canada,0,1,0
FR,France,France,2,0,2
LX,Switzerland,Mexico,0,2,0
4Y,Italy,Germany,0,1,0
"",Spain,Chile,3,0,3
TP,Portugal,United Kingdom,1,0,1
NP,Egypt,Italy,0,1,0
AT,Burkina Faso,Italy,1,0,1
LX,Switzerland,France,1,0,1
WS,Canada,Australia,0,1,0
LX,Italy,Brazil,11,25,11
FD,Cambodia,Thailand,0,6,0
FR,Greece,Austria,4,2,4
GQ,Greece,Italy,18,20,18
FR,Italy,United Arab Emirates,0,11,0
U2,United Kingdom,United Kingdom,13,0,13
DE,Germany,Spain,1,4,1
LH,Italy,Malta,2,1,2
PD,United States,Canada,5,3,5
MF,Italy,China,0,7,0
LX,Italy,Maldives,1,1,1
AF,Italy,Argentina,2,1,2
A3,Egypt,Greece,0,1,0
RJ,Jordan,Italy,0,1,0
KL,United States,Romania,0,3,0
FZ,Sri Lanka,Armenia,1,0,1
V7,Italy,Algeria,0,1,0
LO,Albania,United States,0,1,0
AR,Argentina,Uruguay,0,1,0
LX,Spain,Italy,1,1,1
EW,Greece,Italy,1,0,1
U2,Italy,Portugal,276,42,273
QR,Italy,Maldives,19,48,19
W6,Italy,Thailand,0,30,0
TK,Italy,Hong Kong,2,1,2
UL,India,Maldives,0,1,0
FZ,United Arab Emirates,Qatar,0,4,0
W9,United Kingdom,Italy,2,0,2
BA,Italy,The Bahamas,0,2,0
DL,United States,Aruba,3,0,3
XJ,Australia,,0,3,0
W6,Azerbaijan,Italy,0,1,0
W6,Albania,Germany,0,1,0
8B,Indonesia,Italy,0,1,0
UA,United States,United States,29,10,29
OS,Italy,Austria,71,134,70
OS,Italy,Poland,0,3,0
FR,Italy,Colombia,0,5,0
LA,Bolivia,Chile,2,0,2
DV,Kazakhstan,Italy,0,1,0
LX,Italy,Australia,0,2,0
SK,France,Italy,0,1,0
IB,France,Colombia,0,1,0
RO,Moldova,Romania,0,1,0
W6,Hungary,Iceland,0,1,0
EK,Italy,Zambia,2,0,2
OS,Italy,Bosnia and Herzegovina,1,3,1
JL,Japan,Japan,17,1,17
FR,Romania,Italy,15,26,15
TK,Italy,Singapore,6,4,6
LH,Italy,Colombia,5,9,5
SK,Norway,Netherlands,1,0,1
BR,Italy,Cambodia,0,2,0
U2,Morocco,United Kingdom,1,0,1
FR,Italy,Maldives,0,2,0
AT,France,Morocco,2,5,2
AC,Italy,Argentina,0,2,0
EK,Germany,Indonesia,1,1,1
LH,Lithuania,Italy,1,0,1
GF,Italy,Indonesia,0,1,0
FR,Italy,Slovakia,18,20,18
DY,Norway,Norway,0,9,0
VE,Colombia,Colombia,0,2,0
DE,Switzerland,Greece,0,1,0
ZB,Germany,Albania,0,1,0
LX,Italy,Philippines,0,1,0
W6,Lithuania,Italy,1,1,1
