carrier,origin_country,destination_country,clicks_travix,clicks_competitor,clicks_airlines
AZ,Italy,Italy,570,1559,564
FR,Italy,Italy,4196,7008,4154
NO,Italy,Egypt,69,49,68
LA,Italy,Brazil,22,61,22
FR,Italy,Spain,2143,4133,2122
NO,Italy,Spain,24,16,24
FR,Italy,Morocco,153,288,151
NO,Egypt,Italy,26,19,26
AZ,Italy,United States,202,1081,200
AZ,Italy,,0,153,0
FR,Italy,Greece,528,1156,523
W6,Italy,Egypt,162,205,160
FR,Italy,Malta,388,644,384
AZ,Italy,Tunisia,14,37,14
V7,Italy,Italy,1028,889,1018
IB,Italy,Spain,213,242,211
LA,Colombia,Colombia,14,19,14
AT,Italy,Morocco,50,168,50
AZ,Italy,Morocco,13,43,13
AF,Italy,United States,81,117,80
AZ,United States,Italy,7,14,7
MS,Italy,Egypt,0,89,0
W6,Italy,United Arab Emirates,50,127,50
FR,Italy,United Kingdom,543,767,538
U2,Italy,Spain,756,198,749
UX,Spain,Spain,10,15,10
IB,Italy,United States,30,60,30
NO,Italy,United States,19,8,19
FR,Italy,Denmark,92,163,91
NO,Dominican Republic,Italy,2,2,2
EK,Italy,Indonesia,26,15,26
FR,Italy,Germany,206,292,204
NO,Italy,Madagascar,7,2,7
TK,Italy,,0,26,0
KU,Italy,Kuwait,2,7,2
TU,France,Tunisia,0,13,0
SM,Egypt,Italy,26,69,26
FR,Italy,France,338,578,335
NO,Italy,Maldives,7,3,7
LA,Italy,Argentina,5,13,5
KL,Italy,Dominican Republic,7,29,7
JU,Italy,Turkey,1,20,1
KU,Italy,Philippines,3,17,3
JU,Turkey,Italy,9,4,9
B6,United States,United States,0,24,0
AF,United States,,0,0,0
JU,Italy,Serbia,42,54,42
WY,Italy,Thailand,2,75,2
NO,Spain,Italy,7,3,7
TK,Italy,Turkey,108,257,107
FR,Germany,Italy,62,111,61
W6,Italy,Italy,49,322,49
AZ,Tunisia,Italy,0,3,0
TP,Italy,United States,22,23,22
NO,Mexico,Italy,2,1,2
LH,Italy,United States,134,112,133
CI,Italy,,0,1,0
AF,United States,Italy,8,1,8
UG,Italy,Tunisia,0,10,0
KM,Malta,Italy,0,24,0
KL,Italy,United States,41,190,41
SQ,Italy,,0,6,0
TU,Tunisia,Italy,0,11,0
LX,Italy,,0,18,0
KL,Italy,Belize,0,4,0
IB,Spain,Portugal,1,0,1
KL,Italy,,15,70,15
SK,Italy,,5,10,5
WY,Italy,,0,1,0
AZ,Italy,Algeria,2,10,2
IB,Spain,Italy,73,40,72
FR,Italy,Republic of Ireland,169,230,167
FR,Italy,Portugal,309,567,306
KL,United States,Italy,4,1,4
LA,Peru,Peru,0,5,0
KU,Italy,Thailand,0,2,0
U2,France,Italy,203,129,201
SM,Italy,Egypt,26,155,26
NO,Italy,Mexico,3,9,3
AR,Italy,Argentina,0,71,0
JU,Croatia,Italy,3,0,3
FR,Italy,Jordan,22,38,22
TP,Italy,,0,32,0
EY,Italy,Indonesia,19,45,19
EK,United States,Italy,0,3,0
