carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
SV,Italy,,0,3,0
SQ,Italy,Australia,54,5,53
FR,Italy,Croatia,115,146,114
JL,Italy,Japan,3,6,3
MH,Malaysia,Malaysia,9,9,9
AZ,Morocco,Italy,0,14,0
UP,United States,The Bahamas,0,1,0
AZ,Mexico,United States,0,0,0
LA,Brazil,Brazil,5,13,5
AM,Peru,Spain,0,0,0
W6,Italy,Jordan,47,38,47
UK,United Arab Emirates,Thailand,0,3,0
AT,Morocco,Italy,7,13,7
AZ,Italy,Spain,35,149,35
NO,Italy,Dominican Republic,8,0,8
TK,Slovenia,,0,8,0
QR,Italy,Indonesia,49,76,49
LY,Italy,Israel,35,12,35
AZ,Italy,Mexico,0,61,0
TX,Saint Barthélemy,France,0,5,0
LH,Italy,Sri Lanka,0,1,0
MS,Italy,Kenya,0,7,0
FR,Spain,Italy,393,366,389
BA,Switzerland,United States,7,2,7
BA,United States,United States,0,6,0
EK,Italy,Australia,14,8,14
CA,Italy,Vietnam,0,1,0
MS,Canada,Italy,0,0,0
QR,Egypt,Maldives,0,0,0
UX,Italy,Mexico,3,33,3
UG,Italy,Tunisia,0,5,0
TK,Egypt,,0,0,0
UG,Tunisia,Tunisia,0,1,0
W6,Italy,Czech Republic,124,202,123
QV,Thailand,Laos,0,0,0
BA,France,,0,0,0
NO,Spain,Italy,8,6,8
EK,Italy,Maldives,37,20,37
LA,Chile,Mexico,0,0,0
AY,Italy,United States,16,65,16
LA,United States,Colombia,0,3,0
LA,Peru,Peru,1,6,1
ET,Belgium,,0,4,0
KM,France,Italy,0,2,0
B6,France,United States,0,0,0
AZ,Italy,Israel,1,10,1
KE,Italy,,0,4,0
ET,Senegal,Italy,1,0,1
TG,Thailand,Thailand,4,10,4
TK,Italy,Australia,0,33,0
AZ,United Kingdom,Costa Rica,0,0,0
H2,Peru,Chile,0,1,0
G3,Brazil,Italy,0,15,0
TS,Canada,Canada,0,1,0
AZ,Italy,Ghana,0,0,0
5U,Mexico,Guatemala,0,11,0
CA,Italy,Taiwan,0,3,0
BA,Italy,Australia,3,3,3
LH,Italy,Mexico,1,7,1
DX,Italy,Italy,0,44,0
FJ,Australia,,0,1,0
BI,United Arab Emirates,Indonesia,0,0,0
LH,Italy,Philippines,0,1,0
PR,Philippines,Philippines,6,5,6
AZ,Italy,Algeria,2,8,2
GF,Philippines,Italy,0,0,0
EK,Italy,,0,10,0
MS,Egypt,Italy,0,24,0
UK,United Arab Emirates,Maldives,0,0,0
AZ,Italy,Iceland,0,1,0
LH,Italy,Argentina,10,8,10
LH,Italy,Thailand,9,34,9
EK,Germany,Mauritius,1,1,1
SN,Italy,United States,0,2,0
FR,Luxembourg,France,0,4,0
WS,United States,United Kingdom,0,0,0
BA,United States,Mexico,0,0,0
1L,Germany,Greece,0,0,0
CA,Italy,Australia,0,2,0
BR,Italy,Philippines,0,7,0
AZ,Italy,El Salvador,0,1,0
EY,Italy,Maldives,7,28,7
AZ,El Salvador,Italy,0,0,0
NP,Egypt,Egypt,0,4,0
SQ,United Arab Emirates,Thailand,0,0,0
VS,France,,0,0,0
SK,Italy,Finland,0,11,0
LH,Italy,Saint Lucia,0,0,0
NO,Italy,Mauritius,0,0,0
KL,Italy,Faroe Islands,0,3,0
JU,Turkey,Italy,3,8,3
AH,Italy,Algeria,0,2,0
FB,Bulgaria,Bulgaria,0,0,0
OS,Italy,Kenya,0,3,0
KU,France,Thailand,0,0,0
EY,Italy,Thailand,38,33,38
W6,Italy,United Kingdom,217,218,215
AZ,United States,Greece,0,0,0
AC,Italy,,0,2,0
JU,Turkey,Montenegro,0,0,0
FR,Morocco,Italy,39,65,39
IB,Spain,Panama,0,1,0
LH,United States,United States,0,16,0
QR,India,Italy,0,0,0
RJ,Italy,Egypt,0,1,0
LA,Chile,Chile,5,14,5
AY,Italy,,0,12,0
TG,Thailand,Singapore,0,3,0
BA,Italy,Peru,0,0,0
KU,Germany,India,0,1,0
AT,Morocco,Netherlands,0,2,0
TP,Portugal,Portugal,6,3,6
LA,Italy,Chile,1,8,1
FR,Portugal,Portugal,18,19,18
AT,Italy,United States,0,3,0
H2,Peru,Peru,0,1,0
TP,Portugal,Italy,16,28,16
EY,Egypt,Japan,0,0,0
AZ,Spain,Italy,3,25,3
W6,Armenia,Italy,12,4,12
FR,Italy,Finland,13,36,13
NZ,Italy,,0,0,0
LH,Kenya,Italy,1,2,1
EK,Italy,Ghana,0,1,0
SK,Italy,Canada,11,8,11
AZ,Italy,Finland,0,3,0
BA,Denmark,,0,0,0
SV,Egypt,,0,1,0
UX,Argentina,Paraguay,0,0,0
TU,France,Tunisia,0,6,0
EY,Germany,Indonesia,0,0,0
IB,Spain,France,1,1,1
FR,Italy,Norway,18,35,18
LH,Italy,Germany,122,191,121
ID,Malaysia,Indonesia,0,1,0
MS,Italy,Ethiopia,0,0,0
LH,Italy,Singapore,0,4,0
SV,Italy,Malaysia,10,18,10
TK,United States,Malta,0,0,0
AZ,Italy,Argentina,15,71,15
IB,Italy,,4,11,4
BR,Singapore,Italy,0,0,0
SV,United Arab Emirates,Saudi Arabia,0,9,0
BA,Germany,Japan,0,0,0
AZ,Italy,Senegal,0,1,0
BR,Italy,,0,2,0
EY,France,Indonesia,4,8,4
W6,Italy,Greece,179,284,177
LO,Poland,Poland,2,3,2
NO,Italy,Madagascar,3,0,3
BR,Japan,Italy,0,1,0
PW,Tanzania,,0,0,0
UX,Italy,Brazil,4,15,4
TS,Italy,,0,0,0
W6,Italy,Spain,399,700,395
TK,United States,Italy,2,4,2
BA,Italy,United Kingdom,110,80,109
FR,Denmark,Italy,18,19,18
TP,Brazil,France,0,4,0
WY,France,Oman,0,0,0
SQ,Italy,Thailand,27,33,27
OS,Italy,Germany,0,8,0
NO,Mexico,Italy,4,3,4
LH,Italy,France,9,7,9
FR,Malta,Italy,21,42,21
UA,Italy,United States,57,28,56
LA,Argentina,Chile,0,0,0
W6,Germany,Albania,3,5,3
EK,Italy,Japan,23,11,23
QR,Ghana,United Kingdom,0,0,0
PW,Tanzania,Tanzania,0,1,0
9U,Italy,Moldova,0,36,0
EW,Germany,Italy,41,59,41
UK,India,United Arab Emirates,0,0,0
RO,Romania,Germany,0,1,0
FR,Italy,Hungary,154,256,152
BA,United States,United Kingdom,3,0,3
AF,Italy,Mexico,14,14,14
U2,Italy,Italy,1614,245,1598
W6,United Arab Emirates,Italy,11,21,11
AZ,Italy,Maldives,1,14,1
LH,Lithuania,Italy,0,0,0
BA,United Kingdom,Bermuda,3,6,3
FR,Italy,United Kingdom,470,589,465
BR,Indonesia,Italy,0,0,0
AZ,Italy,Switzerland,5,13,5
TK,Hungary,,0,0,0
PC,Italy,Turkey,136,232,135
RJ,United Arab Emirates,Jordan,0,1,0
FR,Spain,France,3,7,3
IB,Italy,Chile,7,6,7
LX,Italy,United States,23,48,23
AZ,Italy,Luxembourg,3,2,3
LG,Italy,Luxembourg,7,21,7
KL,Italy,South Africa,12,4,12
MH,Italy,Malaysia,0,38,0
LO,Italy,Canada,0,6,0
LS,United Kingdom,Spain,1,1,1
KQ,Tanzania,Mauritius,2,0,2
EW,United Kingdom,Italy,1,2,1
FR,Belgium,United Kingdom,1,1,1
EK,Japan,Italy,3,1,3
SQ,Switzerland,Indonesia,6,0,6
LX,Maldives,Italy,2,0,2
U2,Italy,United Arab Emirates,0,1,0
W6,Poland,United States,0,1,0
AC,United States,The Bahamas,0,4,0
UX,Argentina,Spain,1,1,1
U2,Spain,United Kingdom,1,0,1
ET,Madagascar,France,0,1,0
A3,Italy,Armenia,0,1,0
H2,Chile,Chile,0,1,0
LY,Israel,Italy,0,3,0
EY,Italy,South Korea,24,3,24
W6,Norway,Italy,0,1,0
CA,Italy,New Zealand,0,1,0
DY,Finland,Sweden,2,2,2
"",Argentina,Spain,3,0,3
JU,Italy,Croatia,0,2,0
U2,France,Czech Republic,1,0,1
TR,Japan,Singapore,1,0,1
VY,Denmark,Spain,1,1,1
SK,Denmark,Italy,0,3,0
LH,Italy,Romania,0,2,0
FR,Finland,Italy,0,2,0
H2,Argentina,United States,0,1,0
VS,Germany,United States,0,1,0
3U,Italy,China,0,1,0
W6,Italy,Poland,41,37,41
FR,Republic of Ireland,Italy,13,23,13
U2,Italy,Croatia,150,10,149
KL,Italy,Colombia,9,33,9
LX,Italy,Namibia,0,2,0
AI,France,Thailand,0,1,0
AV,Colombia,Bolivia,1,0,1
TK,Turkey,Georgia,0,1,0
KL,Italy,Honduras,0,1,0
A3,Italy,Saudi Arabia,0,1,0
HV,Netherlands,Italy,7,3,7
FR,Republic of Ireland,Romania,0,2,0
FR,Poland,Austria,0,1,0
WS,Canada,Italy,1,5,1
WG,Mexico,Canada,0,3,0
EW,Germany,Denmark,1,3,1
W6,Netherlands,Republic of Macedonia,1,0,1
EY,United Arab Emirates,Saudi Arabia,0,1,0
JU,Italy,Albania,0,1,0
BA,United States,Republic of Ireland,1,0,1
W6,Iceland,Italy,10,3,10
DL,Mexico,United States,8,0,8
AF,Italy,Australia,0,25,0
UX,Italy,United States,2,3,2
FR,Netherlands,Greece,0,1,0
OS,United Kingdom,,0,3,0
FR,Malta,Spain,2,1,2
LH,United States,Italy,4,7,4
QR,Italy,China,0,3,0
KM,Malta,Austria,0,2,0
PD,Canada,Canada,2,0,2
AK,Indonesia,Malaysia,0,3,0
5J,Indonesia,Philippines,0,1,0
AZ,Italy,Canada,0,3,0
W6,Maldives,Italy,0,2,0
3O,Spain,Morocco,1,0,1
TK,Turkey,Austria,1,0,1
U2,Netherlands,Netherlands,0,1,0
V7,France,Italy,13,12,13
QZ,Indonesia,Malaysia,0,6,0
CA,Thailand,United Kingdom,0,3,0
LH,Italy,Cuba,0,2,0
TK,Italy,Mexico,2,1,2
ET,Italy,Ghana,1,6,1
G9,Italy,Bangladesh,0,1,0
W6,Montenegro,Italy,0,1,0
QR,Germany,Japan,0,1,0
W6,Azerbaijan,Italy,0,1,0
IB,Dominican Republic,Italy,0,2,0
OV,Thailand,Turkey,0,2,0
VJ,Vietnam,South Korea,0,1,0
WS,United States,United States,0,1,0
IB,Morocco,Germany,1,0,1
VS,Czech Republic,United States,0,1,0
AC,Canada,France,2,3,2
FR,Estonia,Austria,1,0,1
SQ,Germany,Indonesia,0,1,0
5W,Uzbekistan,Italy,0,2,0
FR,Croatia,Sweden,1,1,1
LX,Austria,Italy,0,1,0
EW,Italy,France,0,1,0
TS,France,Canada,1,1,1
WN,United States,United States,0,13,0
FZ,Italy,Maldives,2,8,2
CA,Italy,Hong Kong,0,4,0
PC,Turkey,Azerbaijan,1,0,1
TK,Italy,Uruguay,0,3,0
SQ,Australia,Italy,5,2,5
TU,Italy,Burkina Faso,0,1,0
Y4,Mexico,Mexico,0,29,0
AV,Argentina,Guatemala,0,3,0
FR,France,Portugal,1,0,1
LX,Italy,Peru,0,1,0
FR,Germany,Bulgaria,0,2,0
PC,France,Turkey,1,4,1
AI,Italy,Thailand,0,13,0
AI,Italy,Nepal,0,3,0
OS,Italy,Netherlands,2,5,2
TP,Italy,Venezuela,3,9,3
BF,United States,France,2,1,2
ET,Tanzania,Madagascar,1,0,1
CZ,Italy,Australia,0,3,0
BA,Italy,Madagascar,0,1,0
QR,Italy,New Caledonia,1,0,1
4Z,Namibia,South Africa,0,2,0
FR,Latvia,Italy,0,3,0
DO,United States,Dominican Republic,0,1,0
DY,Italy,Sweden,8,25,8
BA,United Kingdom,Italy,28,20,28
LO,Italy,Japan,0,20,0
5W,Maldives,Italy,0,3,0
N0,Italy,,0,6,0
EI,France,Republic of Ireland,2,0,2
DY,Denmark,Republic of Ireland,0,1,0
UA,Republic of Ireland,United States,1,0,1
TK,Italy,Cameroon,0,2,0
MS,Italy,Jordan,0,1,0
IB,Italy,Peru,9,8,9
AZ,Italy,Greece,22,108,22
NP,Egypt,Sudan,0,1,0
PC,Italy,Oman,5,0,5
SQ,Spain,Italy,6,2,6
BJ,Germany,Tunisia,0,5,0
JU,Italy,Montenegro,7,6,7
EW,Italy,Norway,1,1,1
WY,Thailand,Italy,0,1,0
OS,Italy,Croatia,0,1,0
SN,Norway,Italy,0,1,0
TK,Turkey,Switzerland,0,1,0
TP,Morocco,Italy,0,1,0
LH,Slovenia,Belgium,0,1,0
QZ,Indonesia,Indonesia,0,23,0
TP,Portugal,Belgium,1,0,1
LH,Netherlands,United States,0,2,0
SV,Italy,Singapore,2,6,2
MS,Italy,Sudan,0,1,0
WS,Canada,United States,3,0,3
TK,Hong Kong,Italy,0,1,0
TK,Nigeria,Italy,0,1,0
AF,United Kingdom,France,1,1,1
A3,Italy,Egypt,7,19,7
AZ,Italy,Brazil,6,59,6
LX,Italy,Mauritius,0,2,0
W9,Slovakia,United Kingdom,1,0,1
AY,Italy,Norway,3,5,3
AZ,Argentina,Italy,10,16,10
SN,Italy,Portugal,1,0,1
AF,Italy,Norway,0,2,0
TU,Belgium,Tunisia,0,1,0
ET,Italy,Ethiopia,1,0,1
KL,Italy,Ghana,2,0,2
JU,Hungary,Serbia,2,0,2
BA,United States,Cuba,0,1,0
TK,Italy,Finland,1,2,1
LX,Portugal,Switzerland,1,0,1
OZ,Indonesia,Italy,0,2,0
DE,Italy,South Africa,1,0,1
BR,Indonesia,Austria,0,1,0
BA,France,South Africa,0,1,0
W6,Hungary,Italy,30,17,30
VY,Italy,Italy,37,73,37
TP,Italy,Cape Verde,6,27,6
V7,Italy,Spain,50,55,50
EY,Japan,Italy,2,3,2
MH,Thailand,Singapore,1,1,1
DY,Italy,,0,13,0
VN,Italy,Vietnam,0,3,0
E9,Dominican Republic,Italy,0,3,0
WS,Italy,,0,4,0
QR,Italy,South Africa,3,1,3
LO,South Korea,Italy,0,2,0
SK,Sweden,France,0,1,0
LM,Republic of Ireland,United Kingdom,2,0,2
VY,Switzerland,Italy,0,1,0
GE*,South Africa,South Africa,1,0,1
NO,Italy,Senegal,10,9,10
WB,Italy,Tanzania,0,5,0
LH,Denmark,Italy,1,0,1
TK,Italy,Rwanda,0,1,0
DY,France,Norway,2,1,2
B6,Costa Rica,United States,0,1,0
EN,Italy,Cuba,0,1,0
EI,Republic of Ireland,France,3,1,3
LO,Hungary,Poland,2,0,2
DY,Sweden,Spain,0,1,0
KL,Singapore,Indonesia,0,1,0
SK,Italy,Denmark,2,17,2
PC,Germany,Turkey,2,4,2
OD,Australia,Indonesia,0,1,0
WY,Oman,United Arab Emirates,1,0,1
TK,Japan,Italy,1,5,1
LH,Italy,Armenia,1,1,1
LX,Switzerland,Czech Republic,2,0,2
AF,Italy,Tanzania,0,2,0
JU,Italy,Uzbekistan,0,2,0
MS,Italy,Rwanda,0,3,0
LH,Italy,Peru,0,9,0
FR,Spain,Brazil,0,1,0
LX,Italy,Mozambique,0,1,0
AZ,Italy,Malaysia,0,2,0
IB,Austria,Spain,1,0,1
PG,Cambodia,Italy,0,3,0
CA,Italy,Philippines,0,11,0
PC,Hungary,,0,1,0
EK,Philippines,France,2,0,2
AK,Singapore,Malaysia,0,4,0
U2,Netherlands,United Kingdom,4,0,4
BJ,France,Tunisia,0,3,0
TK,Slovenia,Turkey,1,1,1
TK,Italy,Niger,0,2,0
SN,Italy,United Kingdom,1,0,1
SK,Norway,Republic of Ireland,2,0,2
KL,Italy,El Salvador,0,1,0
VY,Italy,Jordan,0,1,0
TK,Italy,Nigeria,1,1,1
EK,Netherlands,Sri Lanka,1,0,1
AY,France,United States,0,1,0
J2,Uzbekistan,Azerbaijan,1,0,1
AF,Italy,Réunion,2,3,2
Z9,Malaysia,Malaysia,0,8,0
W6,Poland,Italy,21,17,21
TP,Italy,Guinea-Bissau,0,2,0
RJ,Italy,Jordan,12,15,12
OG,Denmark,Iceland,0,1,0
TK,Uganda,Italy,0,3,0
LH,Italy,Serbia,1,2,1
LG,Luxembourg,Australia,0,1,0
JQ,Australia,Cook Islands,1,0,1
MS,Italy,China,0,2,0
PC,Turkey,Bosnia and Herzegovina,1,0,1
AY,Finland,Slovenia,1,0,1
A3,Italy,Cyprus,4,8,4
GQ,Italy,Greece,23,76,23
F8,Canada,Canada,0,6,0
KL,Italy,Netherlands,106,114,105
DE,Italy,Mexico,16,0,16
W6,Netherlands,Poland,1,0,1
TK,Italy,Uzbekistan,2,7,2
W6,Jordan,Italy,4,1,4
Y4,Mexico,Peru,0,2,0
LH,Poland,United States,1,0,1
7Z,Curaçao,Aruba,0,1,0
TK,India,Turkey,0,1,0
LX,South Africa,Italy,2,0,2
LA,Argentina,United Kingdom,0,1,0
ID,Indonesia,Thailand,0,1,0
FR,Malta,United Kingdom,0,1,0
FR,Belgium,Portugal,1,0,1
LA,Peru,Bolivia,1,1,1
MU,China,Singapore,0,1,0
QF,Australia,Italy,1,4,1
W6,Italy,Grenada,0,1,0
TR,Singapore,Australia,1,4,1
LH,Italy,Oman,6,7,6
TK,Mexico,Italy,0,4,0
MS,Egypt,Canada,0,1,0
QR,Vietnam,Italy,1,0,1
5J,Malaysia,Italy,0,1,0
B6,United States,Mexico,0,3,0
FR,Greece,Greece,4,6,4
PK,Pakistan,Italy,2,1,2
U2,Switzerland,Portugal,1,1,1
EI,United States,Italy,3,6,3
VY,Tunisia,Spain,0,3,0
LH,Germany,Norway,2,2,2
TK,Ghana,Italy,2,0,2
MS,China,Italy,0,1,0
ET,Argentina,Italy,0,1,0
EY,Japan,United Arab Emirates,0,2,0
U2,Austria,United Kingdom,1,0,1
PC,Italy,,0,10,0
AC,United Kingdom,Canada,1,2,1
TB,Morocco,Italy,0,4,0
W6,Romania,Greece,1,2,1
EK,Italy,Singapore,17,4,17
FR,Spain,Hungary,0,7,0
OV,Turkey,Thailand,0,2,0
PW,Tanzania,Kenya,0,2,0
LH,Italy,Namibia,3,3,3
SV,Italy,Tanzania,1,0,1
QR,Australia,Qatar,0,2,0
EK,Seychelles,United Arab Emirates,3,0,3
KL,Italy,Luxembourg,2,0,2
LX,Italy,Tanzania,0,1,0
BA,United Kingdom,Canada,0,1,0
DL,France,,1,0,1
QR,Germany,South Korea,1,0,1
AZ,Italy,Netherlands,22,75,22
UX,Italy,Argentina,8,18,8
TB,Dominican Republic,Italy,0,3,0
KL,Italy,Panama,1,1,1
TK,Georgia,Italy,1,2,1
EW,Sweden,Germany,3,1,3
AT,Morocco,Egypt,1,0,1
LX,Portugal,Canada,1,0,1
CX,Vietnam,Italy,1,3,1
A3,Greece,Greece,15,15,15
U2,United Kingdom,Italy,132,22,131
LA,Italy,Argentina,6,7,6
AM,Costa Rica,Spain,0,2,0
LO,Poland,Italy,1,2,1
FB,Italy,Bulgaria,0,3,0
W6,France,Albania,1,0,1
SQ,Italy,Vietnam,4,5,4
PR,Singapore,Japan,0,1,0
QR,Indonesia,Italy,5,2,5
TK,Slovenia,Burkina Faso,0,1,0
NO,Israel,Italy,0,2,0
F3,United Arab Emirates,Italy,0,1,0
XZ,Italy,Italy,523,27,518
AF,Italy,Tunisia,1,5,1
LH,Spain,Thailand,0,3,0
DE,Germany,Italy,1,1,1
TK,Italy,Ecuador,0,2,0
HF,Togo,Ivory Coast,0,1,0
LH,Germany,France,4,1,4
KL,Italy,Indonesia,1,0,1
KL,Norway,United States,3,0,3
RJ,Jordan,Turkey,1,0,1
AF,France,Switzerland,1,0,1
EK,Italy,Laos,0,1,0
FR,France,Italy,48,83,48
W6,France,Italy,37,18,37
SN,Italy,Burkina Faso,2,0,2
SQ,Italy,Cambodia,8,4,8
FR,France,United Kingdom,2,0,2
CM,Panama,,0,1,0
SB,New Caledonia,Italy,0,4,0
SN,Spain,Belgium,3,0,3
G3,Bolivia,Brazil,0,1,0
A3,Greece,Albania,2,0,2
FR,France,Republic of Ireland,0,3,0
KL,France,United States,0,2,0
BA,United Kingdom,Germany,1,0,1
AT,Italy,Canada,0,1,0
W6,Belgium,Romania,1,7,1
FR,Republic of Ireland,Poland,1,3,1
W6,Italy,Mexico,0,5,0
AD,Brazil,France,0,7,0
LO,Italy,Egypt,1,0,1
TK,Italy,Kyrgyzstan,1,0,1
VS,Belgium,United States,0,3,0
5W,United Arab Emirates,Oman,1,0,1
FR,France,Croatia,0,1,0
QR,Thailand,Tunisia,1,0,1
AY,Italy,Hong Kong,1,0,1
VY,Italy,Tunisia,0,6,0
F8,United States,Canada,0,10,0
PC,Italy,Uzbekistan,0,2,0
LX,Italy,Canada,0,9,0
TP,Italy,Uruguay,0,1,0
E9,Spain,Mexico,0,2,0
A3,Italy,,0,5,0
SN,Italy,Greece,1,1,1
KE,Spain,Argentina,0,2,0
IB,Peru,Italy,0,2,0
G9,Saudi Arabia,Sri Lanka,1,0,1
U2,Italy,Netherlands,468,65,463
LX,Italy,Switzerland,15,35,15
EY,India,Italy,3,4,3
EY,Italy,Philippines,2,10,2
FR,Italy,Philippines,0,1,0
HY,Uzbekistan,Italy,0,4,0
EW,Italy,Bulgaria,0,3,0
TK,Serbia,Italy,0,1,0
U2,United Kingdom,Bulgaria,0,3,0
W6,Spain,Austria,0,1,0
LS,Cyprus,United Kingdom,0,2,0
U2,Italy,Morocco,69,26,68
FR,Morocco,Spain,4,5,4
U2,Italy,Cyprus,33,20,33
FR,Italy,Cuba,0,16,0
TR,Thailand,Indonesia,0,1,0
EN,Italy,Argentina,0,1,0
BY,Spain,United Kingdom,1,0,1
EK,Italy,South Africa,6,2,6
PC,Qatar,Italy,2,0,2
AC,Italy,Peru,1,1,1
AC,Italy,Cuba,0,3,0
E5,Italy,Egypt,39,79,39
WS,Canada,Canada,2,8,2
QR,Italy,Thailand,26,63,26
6E,Italy,India,14,26,14
KU,United Arab Emirates,Egypt,5,3,5
I2,Spain,Spain,33,1,33
TK,Belgium,Indonesia,0,2,0
LX,Italy,Slovenia,1,0,1
A3,Italy,Jordan,2,1,2
TK,Italy,New Zealand,0,1,0
G9,United Arab Emirates,Egypt,1,0,1
CI,Italy,Japan,0,20,0
LX,United States,Italy,3,2,3
NO,Italy,Greece,40,24,40
KL,Italy,Hong Kong,5,4,5
V7,Greece,Greece,9,1,9
BR,Indonesia,Belgium,0,1,0
LA,Italy,Colombia,0,5,0
LH,Netherlands,Spain,1,1,1
LX,Belgium,Italy,0,1,0
G9,Italy,Kenya,3,2,3
FR,Italy,Republic of Macedonia,0,3,0
AF,France,Brazil,0,2,0
SK,Denmark,Malta,0,1,0
G9,Italy,Nepal,1,3,1
"",Chile,Chile,0,1,0
MH,United Kingdom,Indonesia,1,0,1
TU,Tunisia,Saudi Arabia,0,1,0
FR,Germany,Romania,0,1,0
U2,United Kingdom,France,7,1,7
AF,Brazil,France,0,1,0
UA,United States,Italy,4,13,4
KL,Republic of Ireland,United States,0,1,0
KU,India,Italy,1,3,1
LA,Argentina,Germany,0,1,0
BA,Canada,Mexico,0,2,0
SN,Italy,Spain,1,0,1
TP,Venezuela,Italy,0,2,0
SB,Singapore,French Polynesia,0,1,0
VY,France,Republic of Ireland,0,1,0
UA,Italy,Mexico,0,1,0
AF,Réunion,Italy,0,1,0
G3,Brazil,Brazil,0,19,0
Z8,Bolivia,Italy,0,7,0
A3,Greece,France,2,0,2
PK,Pakistan,Pakistan,2,3,2
U2,France,United Kingdom,17,0,17
AF,Tunisia,Switzerland,0,2,0
LO,Italy,United States,0,3,0
FR,Italy,Vietnam,0,2,0
EW,United Kingdom,Bosnia and Herzegovina,0,1,0
TP,Switzerland,Portugal,0,2,0
QR,Italy,Vietnam,11,20,11
IB,Ecuador,Spain,1,0,1
UX,Ecuador,Netherlands,0,1,0
LH,Spain,Egypt,0,1,0
HY,Turkey,,0,2,0
AY,Spain,Finland,1,0,1
AA,Cuba,United States,3,0,3
HV,Italy,Mexico,0,1,0
FZ,Pakistan,Italy,0,2,0
EY,Switzerland,Malaysia,1,0,1
AK,Cambodia,Italy,0,1,0
FZ,Slovenia,Oman,1,0,1
QR,Italy,South Korea,4,4,4
