carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
FR,Italy,Austria,246,296,244
IB,Spain,Italy,58,48,57
UX,Guatemala,,0,2,0
JU,Italy,Serbia,28,22,28
TP,Italy,United States,14,22,14
FR,Italy,Czech Republic,135,247,134
IB,Italy,,5,12,5
VN,Italy,,0,1,0
AZ,Italy,France,26,59,26
AC,Canada,Italy,1,11,1
EK,Italy,Japan,27,28,27
AZ,Egypt,Italy,6,9,6
TK,United States,Italy,2,11,2
LH,Norway,Italy,7,2,7
AR,Argentina,Argentina,0,4,0
TK,Italy,,0,30,0
NO,Italy,Maldives,4,1,4
IB,Italy,United States,13,121,13
NO,Spain,Italy,4,0,4
UX,Spain,Spain,7,9,7
EY,Italy,Indonesia,15,30,15
ET,Italy,Eritrea,3,4,3
4N,Canada,Canada,0,1,0
AI,India,India,0,6,0
FR,Italy,United Kingdom,317,590,314
SK,Italy,Canada,3,15,3
FR,Netherlands,Italy,16,25,16
MS,Egypt,Egypt,0,20,0
IB,Portugal,Italy,2,6,2
JL,Italy,Japan,5,17,5
EY,United Arab Emirates,Turkey,0,7,0
FR,Italy,Denmark,104,208,103
LH,Italy,,0,39,0
KU,Italy,Thailand,7,6,7
LH,Italy,Latvia,3,8,3
EY,Spain,Pakistan,0,0,0
EW,Germany,Italy,61,88,60
TG,Thailand,Thailand,10,12,10
LO,Poland,Poland,1,1,1
NO,Italy,Mexico,5,7,5
JU,Serbia,Bosnia and Herzegovina,1,1,1
UX,Italy,Spain,4,61,4
TS,Italy,Canada,47,19,47
U2,Italy,Greece,699,136,692
TP,Italy,Brazil,39,150,39
NZ,Italy,,0,2,0
NT,Portugal,Portugal,0,0,0
JU,Italy,Turkey,2,13,2
IB,Italy,Portugal,9,7,9
AV,Colombia,Spain,6,5,6
LH,Italy,Brazil,36,44,36
LA,Brazil,Italy,19,56,19
LH,Italy,Canada,3,19,3
SV,Philippines,Italy,0,2,0
TU,France,Tunisia,0,8,0
VS,Netherlands,United States,0,0,0
EY,Italy,,5,4,5
HC,Italy,Senegal,0,9,0
TG,Thailand,Singapore,0,0,0
AR,Italy,Argentina,0,37,0
NO,Italy,Dominican Republic,9,1,9
CM,Peru,Colombia,0,3,0
AZ,Dominican Republic,Italy,0,0,0
MH,Malaysia,Malaysia,3,11,3
EW,Italy,Germany,128,120,127
EK,Thailand,Italy,7,2,7
FR,Italy,Jordan,36,58,36
LA,Colombia,Colombia,6,17,6
UP,The Bahamas,The Bahamas,0,0,0
EK,Indonesia,,0,0,0
SV,Italy,Thailand,30,58,30
SK,Italy,Sweden,9,18,9
LA,Peru,Peru,0,7,0
BA,Italy,,29,49,29
IB,Italy,Peru,22,28,22
NO,Italy,United States,22,8,22
SV,Egypt,Saudi Arabia,0,1,0
ET,Mozambique,,0,0,0
NH,Indonesia,Japan,0,0,0
TK,Switzerland,,0,0,0
EK,Italy,United States,78,21,77
UA,Guatemala,,0,1,0
W6,Italy,United Kingdom,108,128,107
AZ,Italy,Algeria,1,2,1
LA,Colombia,Peru,1,3,1
AM,Mexico,Italy,0,15,0
FR,Italy,Norway,10,54,10
BA,Brazil,Republic of Ireland,0,0,0
JU,Albania,Spain,0,3,0
UU,Mauritius,,0,0,0
EY,Italy,Sri Lanka,0,4,0
AC,Italy,Canada,10,71,10
KE,Italy,,0,8,0
KE,Italy,Japan,11,20,11
QR,Italy,Indonesia,38,68,38
U2,Germany,United Kingdom,3,0,3
LA,United States,Peru,0,1,0
AS,United States,United States,0,12,0
U2,Spain,Portugal,9,1,9
TK,Italy,New Zealand,0,6,0
W6,United Kingdom,Romania,4,11,4
FR,Italy,Sweden,38,116,38
SK,Italy,United States,26,49,26
UX,Italy,Brazil,2,16,2
LH,Slovenia,Colombia,0,0,0
3U,China,Italy,0,4,0
LH,Italy,Thailand,14,25,14
LG,Italy,Luxembourg,5,4,5
CZ,China,Netherlands,0,1,0
MU,China,Italy,0,0,0
TP,Italy,Senegal,3,5,3
MH,Malaysia,Thailand,0,0,0
SV,Italy,,2,1,2
LA,United States,Colombia,0,0,0
JZ,Peru,Peru,0,0,0
1L,Austria,Italy,0,0,0
JL,Finland,,0,0,0
LY,Italy,Israel,12,3,12
IB,Italy,Dominican Republic,16,14,16
LA,Ecuador,Ecuador,1,6,1
EY,Spain,Singapore,0,0,0
BA,Italy,Mexico,7,21,7
OU,Croatia,Austria,0,1,0
FR,Italy,Hungary,152,178,150
EK,Italy,Australia,20,5,20
AZ,Tunisia,Italy,1,12,1
MH,Italy,Malaysia,0,19,0
EK,Vietnam,Italy,1,1,1
LH,Poland,Panama,0,0,0
TK,Cyprus,Egypt,3,0,3
TP,Portugal,Portugal,2,3,2
W6,Italy,Spain,324,589,321
NO,Italy,Madagascar,3,2,3
VY,Belgium,Spain,5,1,5
SQ,Italy,,0,30,0
JL,Japan,Japan,7,4,7
U2,United Kingdom,Italy,113,15,112
LX,Italy,United States,18,68,18
AT,The Gambia,Italy,0,12,0
TK,Germany,,0,0,0
KL,Italy,Peru,14,32,14
TK,Italy,United States,4,8,4
EK,United Arab Emirates,Japan,0,0,0
QR,Ghana,Italy,0,4,0
AZ,Italy,Japan,38,217,38
FR,Spain,Belgium,5,1,5
BA,Mexico,United States,0,2,0
TK,Italy,India,0,1,0
IB,Spain,France,2,1,2
OS,United States,Italy,0,0,0
LH,Belgium,Italy,1,6,1
EY,Egypt,United Arab Emirates,0,0,0
BR,Philippines,Taiwan,0,0,0
LH,Italy,Egypt,3,17,3
IB,Italy,Brazil,0,2,0
AZ,Italy,Egypt,7,13,7
W6,Italy,France,88,140,87
FR,Bulgaria,Italy,12,16,12
9U,Italy,Moldova,0,29,0
AF,Mexico,Italy,3,8,3
NP,Egypt,Egypt,0,5,0
LH,Italy,Tunisia,0,0,0
FR,Romania,Italy,17,24,17
KU,Italy,Philippines,9,46,9
TP,Italy,,0,18,0
ID,Indonesia,Malaysia,0,6,0
BA,Italy,Japan,0,0,0
AH,Italy,Ivory Coast,0,1,0
AI,Italy,Thailand,0,28,0
KU,Italy,Kuwait,0,0,0
FR,Italy,Netherlands,64,86,63
FR,Portugal,Italy,50,68,50
AZ,Italy,Dominican Republic,0,7,0
MS,Italy,Kenya,0,9,0
LH,Italy,Hungary,0,0,0
PK,Pakistan,United Arab Emirates,0,0,0
W6,Italy,Albania,303,337,300
AM,Mexico,,0,0,0
XQ,Italy,Turkey,6,2,6
CA,Australia,Germany,0,0,0
XK,France,France,0,1,0
EK,Malaysia,Italy,10,1,10
HX,South Korea,Hong Kong,0,0,0
U2,Italy,Egypt,130,36,129
JU,Serbia,Italy,7,3,7
TU,Tunisia,,0,0,0
AF,United States,Italy,5,3,5
EK,South Africa,Italy,9,0,9
EY,Thailand,Italy,4,5,4
ET,Italy,South Africa,10,2,10
SV,Italy,Philippines,6,12,6
FR,Italy,Portugal,337,601,334
LH,Italy,Japan,21,49,21
NH,Hong Kong,Japan,1,0,1
BA,Chile,Italy,0,0,0
PG,Thailand,Thailand,19,13,19
AF,Italy,Martinique,4,2,4
LA,Peru,Costa Rica,0,0,0
EK,Italy,Vietnam,3,4,3
UX,Italy,Dominican Republic,8,27,8
MS,Egypt,,0,0,0
AF,Italy,Panama,5,2,5
PU,Spain,Peru,0,2,0
LH,Italy,Saudi Arabia,1,0,1
ID,Indonesia,Italy,0,0,0
V7,Italy,France,94,69,93
LH,Italy,Republic of Ireland,4,4,4
AZ,Italy,Israel,2,4,2
AZ,Italy,Australia,0,2,0
TP,Italy,Mexico,4,8,4
CI,Malaysia,Italy,0,0,0
AF,Italy,Colombia,3,11,3
OS,Austria,Sweden,0,0,0
AZ,Mexico,United States,0,0,0
LA,Chile,Italy,1,16,1
LA,Colombia,Spain,0,3,0
AF,Puerto Rico,Italy,1,0,1
UA,Italy,United States,38,33,38
AC,Germany,United States,0,1,0
FR,Italy,Cyprus,33,53,33
RJ,United Arab Emirates,Italy,0,1,0
AZ,Italy,Belgium,11,42,11
W6,Spain,Italy,85,36,84
AM,Peru,Italy,0,0,0
LH,Italy,Belgium,5,4,5
LA,Brazil,Peru,0,0,0
FR,Greece,Italy,57,58,56
FR,France,Italy,53,86,52
MS,Italy,Egypt,0,59,0
JU,Greece,Serbia,0,0,0
LH,Italy,Luxembourg,2,6,2
SK,Italy,Iceland,3,14,3
AY,Italy,United States,32,247,32
TU,Tunisia,Turkey,0,1,0
TK,Italy,Egypt,8,4,8
ID,Malaysia,Indonesia,0,0,0
AM,Mexico,Mexico,0,21,0
AM,Netherlands,El Salvador,0,1,0
IB,Italy,Uruguay,1,1,1
CY,Cyprus,Egypt,0,0,0
U2,France,Italy,156,42,154
AH,France,Algeria,0,0,0
U2,Italy,France,834,159,826
AZ,Italy,Brazil,8,51,8
LH,Germany,Italy,50,51,50
TK,Pakistan,Greece,0,0,0
J2,Belarus,Italy,0,0,0
FR,Italy,Albania,0,17,0
WS,Italy,,0,1,0
HV,Spain,Netherlands,1,1,1
SM,Germany,Egypt,0,1,0
OA,Greece,Greece,3,13,3
BA,Romania,Belgium,2,0,2
FR,United Kingdom,Canada,0,2,0
OZ,Japan,Italy,1,4,1
FR,Spain,Sweden,0,1,0
EK,United Arab Emirates,Thailand,1,0,1
AT,Italy,Guinea-Bissau,0,1,0
VY,Spain,United Kingdom,3,0,3
SQ,Indonesia,Switzerland,1,0,1
FZ,United Arab Emirates,Slovenia,1,0,1
EK,Italy,United Arab Emirates,23,24,23
W6,Belgium,Bulgaria,0,1,0
AI,Canada,India,0,1,0
VY,Portugal,France,2,1,2
VY,France,Argentina,0,2,0
BY,United Kingdom,Italy,7,1,7
JQ,Thailand,Singapore,0,1,0
UA,Sweden,United States,2,0,2
LO,Romania,Sweden,0,3,0
MS,Egypt,Colombia,0,1,0
SN,Italy,Cameroon,1,1,1
TP,Angola,Italy,0,1,0
EY,South Korea,Italy,2,0,2
AZ,Italy,Cameroon,1,0,1
B6,Aruba,United States,0,1,0
FR,Italy,Senegal,0,1,0
ET,Tanzania,Italy,1,2,1
CA,Italy,Thailand,0,9,0
U2,Italy,Denmark,12,2,12
U2,Portugal,Portugal,8,1,8
QR,Australia,Italy,8,6,8
OS,Austria,United States,0,1,0
IB,Spain,Armenia,0,6,0
AZ,Italy,Portugal,0,4,0
W6,Italy,Ivory Coast,0,1,0
W6,Netherlands,Republic of Macedonia,2,0,2
AH,Algeria,France,0,1,0
EY,United Arab Emirates,Thailand,1,0,1
AV,Bolivia,Colombia,0,1,0
AF,France,United Kingdom,0,1,0
AT,Italy,Cape Verde,0,1,0
BA,Germany,Mexico,1,1,1
EK,France,South Korea,0,1,0
VY,United Kingdom,Spain,3,2,3
AZ,Italy,Switzerland,4,22,4
W6,Italy,Bulgaria,32,30,32
AF,Italy,Switzerland,1,0,1
VN,Hong Kong,Vietnam,0,1,0
DE,Italy,Canada,5,0,5
TU,Italy,Mali,0,2,0
IB,Germany,Spain,2,0,2
QR,Switzerland,Indonesia,0,1,0
IB,Spain,Panama,2,0,2
5J,Philippines,Philippines,13,7,13
KL,Italy,Canada,5,7,5
QR,Saudi Arabia,Bangladesh,1,1,1
BA,Belgium,Brazil,1,0,1
KL,Italy,Japan,14,9,14
CA,Germany,China,1,0,1
PC,Saudi Arabia,Italy,1,2,1
FR,Sweden,Austria,1,0,1
LO,Egypt,Denmark,0,5,0
WY,Italy,Malaysia,7,21,7
SN,Italy,Ivory Coast,4,3,4
TK,Italy,Kuwait,0,2,0
MS,Italy,,0,10,0
"",Chile,Spain,1,0,1
FR,Poland,United Kingdom,3,2,3
FR,Malta,Spain,3,1,3
V7,Italy,Morocco,0,1,0
A3,Slovenia,Greece,0,3,0
FR,United Kingdom,Morocco,0,1,0
VY,Spain,Malta,0,1,0
CM,Ecuador,Netherlands,0,1,0
OS,Austria,Colombia,0,1,0
EW,Italy,Denmark,0,1,0
EI,Italy,,0,1,0
FR,Republic of Ireland,Germany,1,2,1
W6,Italy,Latvia,0,2,0
LX,Italy,Bosnia and Herzegovina,0,1,0
SA,South Africa,Italy,0,2,0
FR,Italy,Romania,90,235,89
TK,Italy,Bangladesh,0,3,0
A3,Malta,Greece,0,1,0
OS,Italy,Thailand,19,13,19
WY,Australia,Italy,0,1,0
LH,Canada,Italy,3,1,3
LH,Italy,Cuba,0,3,0
FR,France,Austria,0,1,0
TG,Thailand,Italy,1,0,1
AZ,Italy,Aruba,0,1,0
TK,France,Saudi Arabia,0,1,0
QR,Italy,Vietnam,5,12,5
LH,Italy,Singapore,6,1,6
AF,Italy,Dominican Republic,0,2,0
KL,Canada,Italy,5,3,5
ET,Eritrea,Italy,2,0,2
ET,Madagascar,Tunisia,0,2,0
KL,Netherlands,Spain,1,0,1
V7,Italy,Canada,0,1,0
X3,Germany,Greece,0,1,0
TP,Spain,United States,0,1,0
KL,Italy,Ghana,2,3,2
TK,Italy,Kyrgyzstan,5,1,5
AV,Argentina,Italy,0,2,0
JU,Romania,,2,0,2
"",Cuba,Colombia,0,2,0
U2,United Kingdom,Greece,3,0,3
HO,China,China,0,4,0
A3,Greece,Albania,0,1,0
7P,Panama,Panama,0,1,0
U2,Italy,Iceland,52,9,51
UX,Honduras,Italy,0,2,0
FR,Italy,Saudi Arabia,0,14,0
AZ,Belgium,Italy,5,16,5
EK,Slovenia,Indonesia,0,1,0
ET,Italy,Namibia,6,2,6
LH,Norway,Germany,1,0,1
5Z,South Africa,South Africa,0,1,0
QR,Italy,Qatar,1,3,1
TK,New Zealand,Italy,0,1,0
FR,Germany,France,0,4,0
NT,Spain,Spain,0,6,0
TK,Turkey,Malta,0,8,0
PC,Turkey,Bosnia and Herzegovina,1,0,1
TK,Italy,Sri Lanka,0,2,0
AV,Spain,Argentina,1,0,1
FR,Italy,China,0,1,0
W6,Czech Republic,United Kingdom,0,1,0
U2,Italy,Venezuela,0,1,0
LX,Italy,Lithuania,1,0,1
XZ,Italy,Romania,24,0,24
GF,Italy,Bahrain,0,1,0
IB,Italy,Chile,1,4,1
W6,Israel,Greece,1,0,1
AT,Spain,Morocco,0,1,0
MH,Thailand,Malaysia,0,2,0
LX,Italy,Czech Republic,1,4,1
KL,Italy,Lithuania,0,1,0
VU,Vietnam,Thailand,0,2,0
CI,Germany,Japan,0,1,0
FZ,United Arab Emirates,Italy,0,1,0
IB,Spain,Israel,1,0,1
KM,France,Malta,0,1,0
TK,Netherlands,Turkey,0,1,0
VY,Morocco,Spain,0,1,0
BY,France,Germany,0,1,0
OS,Romania,Austria,0,2,0
EK,United Arab Emirates,Italy,5,0,5
LX,Italy,Belgium,1,0,1
AK,Indonesia,Malaysia,0,1,0
FD,Malaysia,Thailand,0,3,0
9C,Japan,China,2,0,2
AF,Italy,Uruguay,0,1,0
W6,Romania,Greece,0,1,0
X3,Spain,Germany,0,1,0
IB,Germany,Portugal,1,0,1
UA,United States,Singapore,1,0,1
V7,Italy,Germany,3,4,3
IB,Spain,Switzerland,1,0,1
LX,Italy,Brazil,5,12,5
LH,Italy,Dominican Republic,1,3,1
LH,Spain,United States,0,1,0
DL,United States,Bermuda,2,0,2
KL,Panama,,4,0,4
KQ,Kenya,Kenya,1,0,1
MS,Egypt,Germany,0,5,0
PC,Turkey,Greece,1,0,1
OZ,South Korea,Italy,0,1,0
U2,Netherlands,Czech Republic,3,0,3
G9,Italy,Bangladesh,2,0,2
TP,Italy,Argentina,0,7,0
U2,Italy,Switzerland,62,13,61
EW,Spain,Switzerland,1,0,1
AZ,Italy,El Salvador,0,1,0
AZ,Spain,Italy,8,17,8
U2,Italy,Canada,1,0,1
GM,Spain,Switzerland,2,0,2
MH,Italy,Australia,0,1,0
U2,Israel,Italy,3,1,3
U2,France,Greece,0,1,0
W2,Italy,Israel,0,1,0
LH,Sweden,Greece,1,0,1
IB,Morocco,Italy,1,0,1
KL,Italy,United States,52,154,51
FR,Hungary,Italy,24,16,24
T3,United Kingdom,United Kingdom,1,2,1
TR,Indonesia,Italy,0,2,0
UL,United Arab Emirates,Sri Lanka,3,3,3
AZ,Italy,Serbia,1,3,1
TR,Greece,Indonesia,1,0,1
TP,Mexico,Portugal,0,1,0
FR,Germany,Denmark,0,1,0
AF,Spain,Italy,3,1,3
LH,Italy,El Salvador,0,1,0
ID,Indonesia,Thailand,0,1,0
FR,Germany,Republic of Ireland,0,1,0
RO,Romania,Italy,0,1,0
W6,Italy,Hungary,160,128,158
FR,Germany,Italy,78,133,77
LY,Israel,Italy,1,4,1
H4,Moldova,Italy,0,8,0
SQ,Italy,New Zealand,0,4,0
"",Dominican Republic,Colombia,1,0,1
I2,Denmark,Spain,1,0,1
TR,Australia,Italy,0,4,0
RJ,Greece,United Arab Emirates,0,1,0
DL,Argentina,Italy,1,0,1
TX,France,United States,1,0,1
SN,Italy,Belgium,52,78,51
VB,Colombia,Mexico,3,10,3
FR,Greece,Belgium,0,2,0
G3,Brazil,Brazil,0,4,0
MH,Vietnam,Italy,0,1,0
TK,Italy,Philippines,4,8,4
AF,Italy,Guadeloupe,3,5,3
QZ,Thailand,Indonesia,0,2,0
AT,Spain,The Gambia,0,1,0
EK,Sri Lanka,Maldives,1,0,1
ET,Nigeria,Italy,0,2,0
UX,Belgium,Spain,1,0,1
BA,Italy,Netherlands,0,1,0
SK,Denmark,Norway,1,0,1
LH,Germany,United States,10,16,10
FR,Spain,Republic of Ireland,2,6,2
VY,France,Morocco,0,3,0
PC,Greece,Turkey,1,1,1
FR,Republic of Ireland,Belgium,0,2,0
TC,Tanzania,,0,1,0
AC,Italy,Peru,0,3,0
AV,Colombia,Argentina,0,1,0
W6,Norway,Italy,0,2,0
LH,Italy,Vietnam,0,1,0
FD,Thailand,Singapore,0,2,0
AZ,Italy,Cuba,0,4,0
FI,United States,Italy,0,1,0
LA,Argentina,France,0,1,0
AY,South Korea,Italy,1,0,1
3O,Morocco,Morocco,1,0,1
OS,Germany,,0,3,0
U2,Croatia,Italy,2,1,2
UX,Venezuela,Italy,1,1,1
SG,India,India,3,0,3
AT,Ivory Coast,Italy,0,2,0
EI,Germany,United States,3,0,3
"",Tanzania,Tanzania,2,4,2
OK,Italy,Czech Republic,0,1,0
KL,Norway,Italy,2,0,2
KL,Italy,Aruba,0,2,0
FR,Austria,Greece,1,0,1
PC,Germany,Iran,0,1,0
IB,Spain,United States,1,0,1
AA,Italy,,2,0,2
RJ,Italy,Thailand,4,6,4
AF,France,Poland,1,0,1
RJ,Thailand,Italy,1,5,1
SM,Egypt,Saudi Arabia,0,2,0
MS,Saudi Arabia,Egypt,0,1,0
V7,Italy,Cuba,0,1,0
OS,Belgium,Italy,0,1,0
SQ,Malaysia,Singapore,1,0,1
SN,Italy,Togo,0,1,0
KL,Turkey,Netherlands,1,0,1
VB,Mexico,United States,1,0,1
XZ,Italy,Italy,741,70,734
XJ,Australia,Thailand,0,1,0
LA,Argentina,Italy,9,20,9
EY,Germany,United Arab Emirates,0,1,0
LH,Italy,Iceland,2,2,2
CM,Peru,Venezuela,1,0,1
TG,Switzerland,Thailand,0,1,0
N0,France,United States,1,0,1
QR,Malaysia,Cyprus,1,0,1
5W,United Arab Emirates,Sri Lanka,0,2,0
SN,Italy,Senegal,1,0,1
MS,France,Kenya,0,1,0
XZ,Albania,Italy,14,0,14
LX,Italy,China,1,16,1
L9,Italy,Italy,0,29,0
EI,United Kingdom,Republic of Ireland,1,2,1
LH,Italy,Greece,0,2,0
AV,United States,Colombia,3,2,3
DL,Cuba,United States,1,0,1
MS,Kenya,Egypt,0,1,0
VY,Italy,China,0,1,0
SK,Sweden,Netherlands,0,1,0
TR,Greece,Australia,1,2,1
VY,Italy,Argentina,6,14,6
WS,United Kingdom,Canada,0,2,0
OS,Italy,Taiwan,0,1,0
WB,Italy,Tanzania,0,1,0
EI,Republic of Ireland,United States,1,1,1
DY,Sweden,Norway,0,1,0
AV,Costa Rica,Italy,0,1,0
LO,Lithuania,Italy,0,1,0
AT,Italy,Ivory Coast,0,4,0
FR,Lithuania,Italy,1,0,1
LH,Italy,France,13,11,13
AZ,Italy,French Polynesia,0,2,0
UO,Japan,Hong Kong,0,5,0
BJ,Tunisia,France,0,1,0
FR,Malta,Austria,0,1,0
G9,Qatar,Sri Lanka,0,1,0
UX,Argentina,Italy,1,1,1
DL,Italy,Turks and Caicos Islands,1,0,1
G9,Bahrain,Kenya,0,1,0
LX,Hong Kong,Italy,1,0,1
KM,Italy,Italy,0,1,0
LH,Italy,Spain,23,20,23
FZ,Italy,Tanzania,7,6,7
FZ,Italy,Sri Lanka,6,7,6
DY,Denmark,Italy,0,7,0
U2,France,Germany,3,0,3
SQ,Germany,Singapore,1,0,1
EK,Tanzania,Italy,0,1,0
IU,Indonesia,Italy,0,1,0
TK,Switzerland,Kenya,1,0,1
AK,Malaysia,Thailand,0,1,0
"",Spain,United States,2,0,2
HV,Greece,France,1,1,1
EI,Germany,Republic of Ireland,0,1,0
EY,Italy,Singapore,25,6,25
FR,Morocco,Spain,3,2,3
U2,Czech Republic,Italy,7,0,7
EW,Italy,Greece,1,1,1
LH,Italy,The Bahamas,0,2,0
KQ,United Arab Emirates,Mauritius,0,1,0
LH,Republic of Ireland,Germany,1,0,1
KL,United Arab Emirates,Italy,0,1,0
EW,Germany,Greece,0,1,0
IB,Dominican Republic,Italy,0,4,0
AC,Colombia,Canada,1,0,1
DL,The Bahamas,Netherlands,1,0,1
UA,United States,United States,12,5,12
OS,Poland,Italy,1,1,1
AF,Italy,Germany,2,3,2
NO,Senegal,Italy,1,1,1
TB,Italy,Morocco,0,7,0
PC,Turkey,Kazakhstan,1,0,1
BA,Germany,Chile,2,0,2
W6,Hungary,Montenegro,1,0,1
VR,Portugal,Cape Verde,0,2,0
4Z,South Africa,South Africa,1,0,1
2W,Dominican Republic,Spain,0,3,0
FR,Malta,Italy,19,43,19
DE,United States,Italy,3,8,3
EK,Italy,Maldives,13,12,13
U2,Spain,Romania,0,1,0
LY,Italy,United States,0,8,0
BN,Italy,Germany,0,1,0
EY,Japan,Italy,3,2,3
MU,Taiwan,Italy,0,1,0
FI,United Kingdom,Iceland,1,0,1
GF,India,Saudi Arabia,0,1,0
LH,Poland,Italy,0,1,0
W6,Czech Republic,Italy,25,7,25
BF,France,United States,5,3,5
UA,United Kingdom,United States,0,2,0
AZ,Italy,Puerto Rico,0,1,0
TK,Qatar,Italy,0,2,0
6E,Vietnam,India,0,2,0
VY,Greece,Italy,3,4,3
FD,Cambodia,Thailand,0,2,0
JQ,Philippines,Singapore,2,0,2
EK,Taiwan,Italy,1,0,1
FD,Thailand,Laos,0,1,0
LA,Brazil,Brazil,4,25,4
SK,Denmark,Germany,2,0,2
QZ,Indonesia,,0,2,0
5W,Maldives,United Arab Emirates,0,5,0
SV,Italy,Kenya,2,3,2
TK,Italy,Eritrea,0,4,0
FR,Malta,Netherlands,0,3,0
HV,France,United Kingdom,1,0,1
7C,South Korea,South Korea,5,2,5
CI,Italy,Australia,1,1,1
AV,Ecuador,Germany,0,1,0
G8,India,Maldives,0,1,0
EI,Italy,Canada,0,1,0
FR,Germany,Bulgaria,1,0,1
HV,Italy,Netherlands,36,33,36
AV,Costa Rica,Spain,3,0,3
CY,Italy,Cyprus,4,21,4
FR,Belgium,Morocco,0,5,0
W6,Saudi Arabia,Italy,8,12,8
AF,Sint Maarten,France,0,1,0
PC,Turkey,Egypt,1,1,1
PC,Spain,Turkey,15,0,15
FB,Bulgaria,Bulgaria,0,1,0
PC,Italy,Azerbaijan,1,2,1
FI,Denmark,Iceland,2,0,2
FR,Poland,Poland,1,0,1
HV,Austria,Spain,0,3,0
NT,Spain,Armenia,0,1,0
KM,Italy,Spain,0,1,0
AF,Peru,Israel,1,0,1
AY,Norway,Poland,0,2,0
FR,Italy,Finland,10,32,10
TK,Italy,Mauritius,1,7,1
AF,Italy,Ecuador,2,3,2
LH,Italy,Romania,7,11,7
QR,United Kingdom,Singapore,1,0,1
"",Italy,Argentina,1,0,1
FR,Romania,Germany,0,2,0
LH,Germany,Kenya,1,0,1
D7,India,Australia,0,2,0
QR,United Kingdom,Maldives,1,0,1
KL,Germany,Norway,1,0,1
OS,Romania,United States,1,0,1
LH,Germany,Lebanon,0,1,0
GF,India,Italy,0,14,0
ET,South Africa,Italy,1,1,1
EW,Italy,Spain,0,6,0
LO,Italy,Poland,3,24,3
SV,Italy,Saudi Arabia,0,2,0
EY,Germany,Pakistan,0,2,0
A3,Greece,Turkey,4,4,4
JQ,Singapore,Thailand,0,1,0
TP,Portugal,Germany,0,1,0
V7,France,France,5,0,5
AR,Spain,Argentina,0,3,0
PC,Pakistan,Romania,2,0,2
UX,Italy,Panama,0,1,0
SQ,Philippines,Italy,0,1,0
FR,Romania,Greece,0,1,0
FR,Italy,Iran,0,5,0
W6,Italy,Maldives,0,15,0
LX,Hungary,Italy,1,0,1
JQ,Australia,Vietnam,2,0,2
LX,Spain,United States,1,0,1
W2,Greece,Italy,0,1,0
A3,Italy,Egypt,1,14,1
AY,Italy,Finland,69,8,68
A3,Italy,Cyprus,1,4,1
DL,United States,The Bahamas,3,0,3
AZ,Italy,Costa Rica,0,1,0
DM,Colombia,Dominican Republic,0,1,0
LX,Italy,Denmark,3,3,3
U2,Italy,Australia,1,3,1
DY,Czech Republic,Sweden,0,1,0
TP,Cape Verde,Italy,0,1,0
LY,Thailand,Italy,0,1,0
DL,Switzerland,United States,1,0,1
AZ,United Kingdom,Italy,3,16,3
U2,Italy,United States,7,17,7
TK,Turkey,Italy,5,19,5
KL,Italy,Panama,3,6,3
EI,United States,Italy,3,5,3
EK,Italy,China,1,7,1
OS,Italy,Jordan,2,1,2
5J,Philippines,Italy,0,2,0
HV,France,Greece,4,1,4
IB,Sweden,Spain,1,0,1
W6,Italy,Portugal,45,51,45
U2,Italy,Morocco,41,12,41
