carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
AZ,Italy,Martinique,0,2,0
AI,India,Indonesia,0,0,0
RJ,Cyprus,Jordan,1,0,1
EY,Spain,Pakistan,0,0,0
U2,United Kingdom,Italy,77,23,76
2W,Dominican Republic,Spain,0,2,0
BA,Italy,Mexico,2,13,2
WY,Italy,Malaysia,3,25,3
QR,Belgium,Thailand,1,1,1
TK,Turkey,France,0,0,0
FR,Croatia,Italy,25,14,25
QR,Italy,Japan,5,26,5
EY,Italy,Indonesia,13,19,13
MS,Italy,India,0,3,0
IB,Italy,El Salvador,1,4,1
WY,Oman,Sri Lanka,0,0,0
TK,United Kingdom,Turkey,0,8,0
LF,United States,United States,0,1,0
TP,Italy,,0,32,0
5Z,South Africa,South Africa,0,1,0
NP,Egypt,Egypt,0,2,0
FR,Netherlands,Italy,29,19,29
W6,Italy,Greece,255,296,252
SK,United States,Poland,0,0,0
JU,Italy,Hungary,0,16,0
CZ,Italy,Thailand,8,5,8
TC,Tanzania,,0,0,0
OD,India,Malaysia,0,15,0
SK,Spain,Norway,0,0,0
LY,Israel,Germany,0,0,0
EY,Turkey,United Arab Emirates,0,0,0
TK,Italy,Mauritius,0,6,0
ET,Cameroon,Italy,1,0,1
W6,United Arab Emirates,Italy,4,10,4
W4,Italy,Albania,677,652,670
AI,India,United Arab Emirates,0,0,0
BA,Republic of Ireland,,0,0,0
QR,United Kingdom,South Korea,0,0,0
PR,Papua New Guinea,Singapore,0,0,0
FR,Portugal,Italy,43,59,43
IB,Italy,Peru,24,20,24
GQ,Greece,Greece,25,27,25
FR,Italy,Jordan,22,35,22
WY,Switzerland,Thailand,1,5,1
NO,Egypt,Italy,15,3,15
EY,Egypt,Saudi Arabia,0,0,0
UX,Italy,United States,0,2,0
BR,Indonesia,Italy,0,8,0
EY,Italy,Thailand,13,40,13
OU,Croatia,Croatia,0,1,0
PK,United Arab Emirates,Pakistan,0,1,0
TU,Switzerland,Tunisia,0,3,0
AC,Italy,United States,17,9,17
W6,France,Italy,13,12,13
FR,Italy,Croatia,99,221,98
NO,Italy,Maldives,6,1,6
PR,Philippines,China,0,0,0
MH,Malaysia,,0,0,0
CX,Switzerland,Australia,0,0,0
TK,Italy,Kenya,4,3,4
AF,Italy,,0,35,0
TK,Italy,Thailand,16,28,16
1L,Italy,Czech Republic,0,0,0
KL,Mexico,Italy,0,4,0
JZ,Peru,Peru,0,4,0
AY,Italy,,0,0,0
AZ,France,,0,0,0
FR,Italy,Israel,6,26,6
XK,France,France,0,1,0
UX,Spain,Portugal,1,5,1
EY,Italy,Philippines,0,2,0
JU,Hungary,Italy,0,2,0
AZ,Malta,United States,0,5,0
EY,Italy,India,7,9,7
AD,Brazil,Italy,0,8,0
SV,Italy,Indonesia,1,4,1
TK,Turkey,Italy,8,24,8
VN,Vietnam,Thailand,0,2,0
IB,Morocco,Italy,1,2,1
FR,Germany,United Kingdom,6,7,6
EI,Italy,Republic of Ireland,27,27,27
AT,Italy,Senegal,2,14,2
TP,Italy,Brazil,42,158,42
MS,Italy,Egypt,0,58,0
FR,Italy,Republic of Ireland,144,156,143
QR,Italy,,0,18,0
HY,Tajikistan,Uzbekistan,0,1,0
JL,Australia,Japan,0,0,0
KU,Italy,Philippines,2,20,2
UX,Spain,Colombia,4,0,4
TP,Spain,United Kingdom,2,0,2
LH,Italy,Brazil,9,36,9
KL,Italy,Germany,8,2,8
LX,Italy,,0,10,0
LA,Colombia,Italy,0,5,0
U2,Portugal,Spain,7,6,7
AZ,Egypt,Italy,0,8,0
TP,Italy,Senegal,2,13,2
JU,Cyprus,Italy,0,0,0
MS,Egypt,Italy,0,35,0
UX,Italy,Brazil,2,9,2
SV,Italy,Pakistan,0,8,0
TP,Mexico,Italy,0,3,0
AZ,Italy,Guadeloupe,0,3,0
SK,Norway,Germany,1,0,1
MS,Nigeria,Italy,0,2,0
U2,Italy,United Kingdom,190,50,188
9K,United States,United States,0,0,0
NO,Dominican Republic,Italy,5,2,5
1L,Italy,Sweden,0,0,0
QR,South Africa,Italy,0,2,0
AV,Colombia,Brazil,1,1,1
LH,Italy,New Zealand,0,1,0
FR,Italy,Slovakia,32,55,32
QR,Italy,Maldives,22,16,22
AZ,Italy,Algeria,7,13,7
TK,Turkey,,0,1,0
WF,Norway,Sweden,0,1,0
AF,Tunisia,France,0,0,0
KM,Italy,Spain,0,0,0
SM,Egypt,Italy,7,42,7
FR,Poland,Italy,20,40,20
AF,Italy,Philippines,0,2,0
JL,Italy,,0,2,0
1L,Italy,Germany,0,1,0
5U,Guatemala,Guatemala,0,0,0
SV,Egypt,Saudi Arabia,0,16,0
BA,France,,0,1,0
FR,Malta,Italy,24,29,24
VS,United Kingdom,United States,7,2,7
FR,Czech Republic,Italy,39,58,39
SQ,Italy,Indonesia,30,3,30
FR,Spain,Portugal,8,8,8
KL,Italy,United States,55,137,54
TK,Italy,Ghana,1,14,1
KL,Italy,,9,16,9
AM,Spain,Mexico,0,0,0
KU,Italy,Thailand,0,9,0
BA,Italy,Hong Kong,0,0,0
BA,United Kingdom,,0,1,0
KL,Italy,Dominican Republic,5,26,5
SK,Italy,,1,11,1
6E,India,India,11,5,11
XY,Saudi Arabia,Saudi Arabia,1,0,1
MU,China,Italy,0,4,0
AR,Italy,Argentina,0,46,0
CY,Italy,Lebanon,0,0,0
SK,Denmark,Norway,7,5,7
W6,United Kingdom,Hungary,3,3,3
VS,United Kingdom,,0,0,0
LA,Ecuador,Ecuador,1,0,1
AT,Italy,The Gambia,0,5,0
RO,Romania,Romania,0,0,0
AZ,France,Italy,11,14,11
LO,Poland,Poland,2,0,2
MU,Italy,Japan,0,12,0
EW,Italy,Spain,4,27,4
LO,Hungary,Italy,1,24,1
UX,Italy,Spain,8,45,8
FR,Cyprus,Italy,5,4,5
LH,Italy,Kenya,14,3,14
DG,Philippines,Philippines,3,9,3
FR,Czech Republic,Hungary,7,2,7
A3,Spain,Greece,1,5,1
W6,Hungary,Belgium,6,1,6
FR,Italy,Japan,0,2,0
NZ,Australia,New Zealand,1,3,1
KL,Italy,Curaçao,0,1,0
EK,Italy,China,0,4,0
KL,France,Switzerland,1,0,1
JL,Japan,Japan,4,0,4
W4,Italy,Republic of Ireland,0,4,0
TK,Italy,Iraq,0,4,0
FR,Italy,Republic of Kosovo,0,3,0
PC,Italy,Cyprus,0,2,0
BT,Germany,Lithuania,1,0,1
SN,Spain,Belgium,1,0,1
FR,Germany,Portugal,1,0,1
W4,Austria,Italy,11,19,11
2W,Spain,Cuba,0,6,0
EY,Italy,Pakistan,5,1,5
OS,Spain,Austria,0,1,0
VY,Italy,Colombia,0,4,0
LH,Albania,Germany,0,2,0
IB,Ecuador,Germany,0,1,0
AF,France,Republic of the Congo,1,0,1
VR,Cape Verde,Italy,0,1,0
AA,United States,Barbados,1,0,1
W9,Italy,Denmark,0,1,0
AF,Germany,Japan,0,1,0
QS,Italy,Czech Republic,0,1,0
VY,United Kingdom,Italy,16,2,16
A3,Greece,Italy,11,33,11
HV,Spain,Netherlands,4,1,4
W6,Hungary,Jordan,1,1,1
QR,Denmark,Maldives,1,0,1
A3,Cyprus,Italy,0,1,0
LO,Italy,Egypt,0,1,0
OG,Iceland,Portugal,1,0,1
MU,Australia,Germany,0,1,0
TK,Turkey,Netherlands,0,2,0
VY,Spain,Greece,2,0,2
FZ,United Arab Emirates,Albania,1,0,1
5F,Italy,Georgia,0,1,0
JA,Argentina,Argentina,0,1,0
W4,Italy,Spain,768,788,760
FR,Italy,Cyprus,26,50,26
AY,Italy,Finland,67,6,66
KL,Italy,Mexico,1,6,1
AV,Mexico,Brazil,1,0,1
BA,Austria,United Kingdom,1,0,1
AF,Italy,Portugal,2,6,2
IB,France,Italy,2,0,2
AY,Italy,Hong Kong,3,0,3
VY,Portugal,Spain,4,0,4
KL,South Africa,Hungary,0,2,0
TK,Italy,Seychelles,3,0,3
BQ,Italy,Italy,0,3,0
IB,Spain,,1,0,1
U2,Italy,Guadeloupe,0,1,0
W6,Italy,Philippines,0,5,0
FD,Japan,Malaysia,0,1,0
VY,France,Saudi Arabia,0,2,0
LH,United States,United Kingdom,0,1,0
W4,Georgia,Italy,1,0,1
EY,Maldives,Sri Lanka,0,1,0
KL,Aruba,Italy,4,2,4
QR,Italy,Seychelles,5,0,5
KL,Italy,Sweden,0,1,0
BA,Italy,United Kingdom,70,42,69
AM,Mexico,United States,0,5,0
FZ,Italy,Thailand,0,3,0
AA,Italy,Mexico,7,0,7
IB,Italy,Canada,0,1,0
QZ,Indonesia,Malaysia,0,5,0
CI,Germany,Japan,0,1,0
LO,Moldova,Italy,0,2,0
LA,Italy,Uruguay,0,4,0
MS,Italy,Mauritius,0,3,0
FR,France,Poland,1,0,1
6E,Nepal,India,0,1,0
HV,Spain,Italy,0,1,0
U2,Italy,French Polynesia,0,3,0
OS,Italy,Hungary,16,63,16
AV,Ecuador,Italy,0,2,0
SN,Italy,Austria,0,1,0
VN,Japan,Vietnam,0,1,0
W6,Italy,Ethiopia,0,5,0
CZ,Italy,Japan,0,2,0
SS,France,Réunion,0,1,0
KL,Italy,Tanzania,1,2,1
W6,Italy,Oman,0,2,0
AF,Denmark,United States,1,0,1
KE,South Korea,Italy,0,3,0
BA,United Kingdom,Spain,0,4,0
QS,Italy,Spain,0,1,0
AY,Denmark,India,0,1,0
DY,Estonia,Norway,0,1,0
UK,India,India,0,2,0
EY,Italy,Cambodia,1,0,1
XY,Saudi Arabia,Morocco,0,1,0
BA,Netherlands,United Kingdom,0,1,0
KL,Italy,Kenya,0,7,0
QR,Italy,Nepal,6,3,6
VY,Italy,Chile,0,4,0
A3,Germany,Greece,1,0,1
PD,United States,Canada,1,1,1
AF,Senegal,France,0,1,0
9R,Colombia,Colombia,0,2,0
WO,Cuba,Canada,1,0,1
SN,Belgium,Denmark,2,0,2
TB,Mexico,Belgium,2,3,2
VU,Vietnam,Vietnam,0,2,0
DE,Mexico,Italy,0,4,0
RP,Hungary,Italy,0,4,0
SN,Italy,Togo,1,0,1
FI,United States,Italy,0,4,0
AZ,Italy,Kyrgyzstan,0,1,0
BT,Belgium,Estonia,1,0,1
TK,Bulgaria,Nepal,0,2,0
W2,Italy,Greece,0,1,0
W4,Italy,Trinidad and Tobago,0,1,0
A3,Italy,Romania,0,1,0
AZ,Italy,Seychelles,0,1,0
ET,Italy,Burundi,1,8,1
AT,Italy,,0,3,0
LO,Italy,Georgia,0,1,0
HT,Italy,Italy,0,15,0
GM,Switzerland,Spain,2,4,2
U2,Croatia,Italy,2,2,2
LO,Slovenia,Poland,0,1,0
OS,Austria,Slovakia,2,0,2
U2,Portugal,Morocco,1,0,1
FR,Spain,Denmark,1,0,1
FR,Italy,Turkey,0,78,0
TK,United States,Italy,2,1,2
FR,Germany,Republic of Ireland,0,1,0
FR,Italy,Montenegro,0,1,0
DL,Mexico,Italy,6,0,6
TK,Italy,Japan,5,1,5
HV,Tunisia,France,1,1,1
W6,Armenia,United Kingdom,0,1,0
ET,Madagascar,Italy,1,0,1
FR,Austria,France,5,0,5
CI,Italy,Australia,0,1,0
,Chile,Spain,2,0,2
EY,India,United Arab Emirates,0,1,0
BA,Italy,Barbados,2,0,2
AA,Germany,,1,0,1
KL,Italy,Netherlands,91,86,90
QH,Thailand,Vietnam,0,1,0
AF,Italy,Aruba,0,1,0
LA,Brazil,Spain,0,1,0
TB,France,Morocco,1,0,1
CZ,Uzbekistan,China,1,0,1
IB,Uruguay,Italy,0,2,0
UA,United States,Portugal,0,1,0
W6,Romania,Italy,1,0,1
NT,Italy,Senegal,0,1,0
FR,Poland,Portugal,0,1,0
EY,Italy,Sri Lanka,2,7,2
VZ,Vietnam,Thailand,0,2,0
EY,Italy,South Korea,4,13,4
KL,Italy,South Africa,7,2,7
H2,Peru,Chile,0,2,0
FD,Thailand,Cambodia,0,4,0
A3,Slovenia,Greece,0,5,0
6E,India,Italy,2,2,2
JQ,Australia,Japan,1,0,1
6E,Maldives,India,1,1,1
TG,Laos,Italy,0,2,0
EK,India,Germany,1,0,1
LG,Italy,Portugal,0,1,0
J2,Kazakhstan,Azerbaijan,1,0,1
V7,Italy,France,93,66,92
VY,Belgium,Spain,3,1,3
UI,Tanzania,Tanzania,1,0,1
DL,Italy,Brazil,1,0,1
W6,Italy,Lebanon,0,6,0
EK,Italy,Japan,2,7,2
U2,Spain,France,6,0,6
OA,Greece,Greece,8,7,8
LA,Italy,Colombia,0,5,0
AA,United Kingdom,United States,3,0,3
LX,Czech Republic,France,2,0,2
VJ,Vietnam,India,0,1,0
FR,Lithuania,Spain,0,2,0
TK,Italy,Mongolia,1,0,1
W4,Italy,Hungary,0,38,0
NE,Italy,Egypt,0,5,0
QH,Vietnam,Italy,0,5,0
TR,Indonesia,Singapore,4,1,4
TK,Italy,Hungary,0,10,0
TK,Senegal,Italy,0,4,0
W4,Romania,Ivory Coast,0,1,0
HV,Turkey,France,1,0,1
AF,Italy,Estonia,1,0,1
CX,Turkey,Japan,0,1,0
BA,Italy,Saint Lucia,0,1,0
GF,Italy,Thailand,0,10,0
MU,Italy,China,0,65,0
LH,Germany,Italy,42,49,42
AZ,Italy,Ecuador,0,20,0
VY,Italy,United States,10,8,10
QH,Vietnam,Vietnam,1,4,1
TX,United States,Italy,0,5,0
AT,Germany,Morocco,0,3,0
AH,Italy,Burkina Faso,0,1,0
FR,France,Portugal,4,2,4
BR,Italy,Vietnam,0,1,0
FZ,Italy,Tanzania,4,35,4
LX,Italy,Singapore,0,2,0
QR,Italy,New Zealand,1,18,1
HV,France,Spain,2,4,2
KL,Denmark,Ghana,0,2,0
W6,Sweden,Hungary,1,0,1
TK,Italy,Nigeria,2,2,2
EI,Republic of Ireland,United States,1,0,1
OS,Italy,Sweden,1,1,1
SK,Denmark,United States,0,1,0
VY,Italy,Morocco,0,1,0
FR,Slovakia,Croatia,1,0,1
VY,Argentina,Spain,0,1,0
ZG,Thailand,Japan,0,1,0
RO,Egypt,Romania,0,1,0
KL,Italy,Canada,7,4,7
W6,Israel,Romania,1,1,1
HV,Italy,Germany,0,1,0
LX,Italy,South Africa,4,2,4
CA,Italy,,0,2,0
MH,Indonesia,Italy,0,1,0
DO,Venezuela,Dominican Republic,0,2,0
PR,United Arab Emirates,Philippines,0,2,0
OS,Italy,France,1,0,1
LX,Germany,Greece,2,1,2
NO,Maldives,Italy,1,0,1
LH,India,Italy,0,1,0
JU,Serbia,Republic of Macedonia,1,0,1
LX,Switzerland,China,0,1,0
NK,Mexico,United Kingdom,2,0,2
W4,France,Italy,20,14,20
MH,Thailand,Malaysia,0,1,0
W4,Italy,Germany,3,26,3
UA,Italy,United States,41,47,41
BR,Italy,Taiwan,0,1,0
WY,Italy,Sri Lanka,0,2,0
EW,Albania,Germany,1,0,1
HV,Portugal,France,1,0,1
W4,Italy,Lebanon,0,4,0
W4,Austria,Armenia,1,0,1
U2,United Kingdom,Spain,2,0,2
JL,United States,Japan,0,1,0
TK,Italy,Hong Kong,0,1,0
UK,United Arab Emirates,Thailand,0,1,0
CE,France,France,0,1,0
AZ,Greece,Italy,4,15,4
W6,Italy,Netherlands,30,28,30
U2,Netherlands,Italy,32,2,32
LY,Italy,Mexico,0,3,0
BA,Italy,Spain,0,1,0
GQ,Germany,Greece,0,3,0
LH,Italy,Republic of Ireland,2,3,2
LH,Germany,United States,2,4,2
LO,Slovenia,Belgium,0,1,0
KL,Italy,Panama,1,1,1
HV,Netherlands,Spain,0,1,0
U2,Greece,France,1,0,1
FR,Denmark,Germany,1,0,1
FR,Belgium,Spain,1,2,1
AF,Italy,Sint Maarten,1,0,1
OS,Italy,Thailand,19,30,19
LX,Italy,Egypt,2,4,2
FR,Poland,Republic of Ireland,0,3,0
PC,Turkey,Turkey,0,3,0
QZ,Singapore,Indonesia,0,7,0
EK,Angola,United Arab Emirates,0,1,0
TK,Oman,Italy,0,1,0
A3,Italy,Turkey,0,9,0
W4,Italy,Nepal,0,1,0
W6,Italy,Armenia,7,3,7
FR,Italy,Bahrain,0,2,0
AZ,Italy,Ivory Coast,0,2,0
QR,Qatar,Italy,1,0,1
AZ,Italy,Democratic Republic of the Congo,0,1,0
TK,Italy,Cyprus,0,2,0
LS,United Kingdom,France,1,0,1
KL,Netherlands,China,1,0,1
Z0,United Kingdom,,0,1,0
U2,Switzerland,Portugal,1,0,1
LH,Lithuania,United States,1,0,1
TK,Japan,Italy,0,2,0
VY,Netherlands,Spain,1,5,1
TK,United States,Turkey,0,1,0
AT,Morocco,Denmark,0,1,0
LH,Kuwait,Italy,0,3,0
LO,Italy,Turkey,0,3,0
KL,Italy,Saudi Arabia,1,0,1
LH,Greece,Italy,1,1,1
LH,Greece,Germany,1,0,1
KU,Italy,Bangladesh,0,1,0
JU,Serbia,Slovenia,1,0,1
GF,Italy,Pakistan,0,2,0
NK,United States,Italy,0,5,0
DY,Italy,United Kingdom,0,1,0
EW,Italy,Tunisia,0,1,0
LX,Tanzania,Italy,0,2,0
PC,Iraq,Albania,0,1,0
LX,Dominican Republic,Italy,0,1,0
FZ,United Arab Emirates,Italy,0,6,0
Z2,Philippines,South Korea,0,4,0
FR,Italy,United Arab Emirates,0,10,0
PG,Singapore,Thailand,2,0,2
AM,Honduras,Italy,0,4,0
A3,Italy,Estonia,0,3,0
W6,Armenia,,0,3,0
DY,Sweden,Saudi Arabia,0,1,0
SY,United States,United States,0,1,0
DY,Norway,Finland,0,1,0
QR,China,Italy,1,5,1
5F,Italy,Armenia,0,1,0
KL,Germany,Colombia,1,0,1
AH,Italy,Senegal,0,2,0
JU,Italy,Sweden,0,1,0
AA,United States,Mexico,2,0,2
KL,Ecuador,Italy,1,0,1
SN,Italy,United States,0,5,0
G3,Argentina,Italy,0,2,0
EK,France,India,3,0,3
DY,France,Denmark,0,1,0
AZ,Italy,Benin,0,1,0
AR,Chile,Argentina,0,2,0
LH,Italy,Sri Lanka,0,2,0
FY,Singapore,Malaysia,0,1,0
W4,Italy,Malaysia,0,2,0
EK,India,United Arab Emirates,1,0,1
LX,Germany,Italy,2,1,2
JU,Croatia,Hungary,1,0,1
AT,Morocco,Cape Verde,0,1,0
LH,Spain,Luxembourg,1,0,1
TG,Thailand,India,0,1,0
KU,Philippines,Italy,1,1,1
W4,Italy,,0,54,0
W6,Israel,Italy,4,4,4
AZ,Italy,Dominican Republic,0,7,0
SQ,Japan,Maldives,1,0,1
X1,Kenya,Kenya,0,1,0
LH,Austria,Spain,0,2,0
CX,Philippines,Morocco,0,1,0
OS,Mauritius,Italy,0,1,0
TK,Albania,Turkey,1,0,1
CA,Italy,Singapore,0,1,0
AF,Italy,United Arab Emirates,1,0,1
WY,Saudi Arabia,Indonesia,0,5,0
KL,Italy,France,8,5,8
LA,Spain,Chile,0,3,0
TK,Italy,Indonesia,14,11,14
GF,France,Philippines,0,1,0
W9,Italy,United Kingdom,8,16,8
TK,Republic of Kosovo,Italy,0,1,0
5J,Australia,Philippines,1,0,1
W6,Poland,France,1,0,1
UL,Italy,Sri Lanka,1,0,1
OS,Italy,Ethiopia,1,0,1
ET,Argentina,Italy,3,2,3
ET,Italy,Senegal,0,3,0
LX,Italy,Switzerland,10,45,10
5F,Italy,Moldova,0,39,0
EK,Italy,Zambia,2,0,2
MS,Italy,Iraq,0,3,0
UA,Italy,Canada,0,2,0
LH,Italy,Malta,0,1,0
SV,France,Mauritius,0,1,0
LH,Italy,Angola,2,0,2
OS,Italy,Maldives,0,1,0
TK,Bulgaria,Moldova,2,0,2
AM,Italy,Colombia,0,1,0
LH,Italy,Greece,6,18,6
W4,Spain,Hungary,0,3,0
TR,Vietnam,Australia,1,0,1
AF,France,Netherlands,1,1,1
TS,Canada,Spain,0,4,0
TK,Italy,Oman,5,1,5
FD,Cambodia,Thailand,0,1,0
W6,Norway,Poland,0,2,0
CY,Egypt,Italy,0,1,0
BR,Japan,Italy,0,4,0
OS,United Kingdom,Nicaragua,0,1,0
MU,Italy,,0,20,0
VY,Italy,France,171,91,169
W4,Italy,Georgia,8,4,8
BA,Italy,United States,202,254,200
FR,Italy,Finland,14,43,14
EY,Italy,Japan,11,20,11
FR,Poland,Greece,0,1,0
OS,Austria,Greece,1,2,1
TK,Indonesia,France,1,0,1
AZ,Italy,Malaysia,0,2,0
QR,Saudi Arabia,Italy,3,0,3
U2,Tunisia,Switzerland,1,0,1
CZ,Italy,,0,1,0
JQ,Indonesia,Australia,0,1,0
VY,Spain,Germany,0,1,0
FR,Republic of Ireland,Italy,20,24,20
ET,Italy,Madagascar,0,9,0
OS,Italy,United States,2,7,2
U2,Switzerland,Spain,8,2,8
W6,Greece,Hungary,1,1,1
CM,Panama,Cuba,1,0,1
FT,Italy,Egypt,0,10,0
WY,India,Italy,1,4,1
DE,Italy,Canada,1,0,1
EK,Italy,South Africa,5,1,5
LX,Luxembourg,Italy,2,2,2
BJ,Tunisia,Germany,0,5,0
LX,Switzerland,Spain,0,1,0
WT,Spain,Spain,0,4,0
MH,Malaysia,Singapore,0,2,0
DY,Norway,Spain,0,2,0
TN,New Zealand,Australia,0,1,0
MS,Egypt,Libya,0,2,0
FR,Romania,Greece,0,1,0
OS,Italy,Greece,3,5,3
TK,Italy,Colombia,0,8,0
WY,Italy,Oman,4,3,4
QR,Cambodia,Italy,4,0,4
SK,Norway,Italy,5,3,5
JQ,Japan,Australia,0,1,0
H4,Germany,Moldova,0,1,0
SQ,Germany,Indonesia,1,0,1
LH,Germany,Mexico,0,2,0
OG,Canada,Italy,0,1,0
EW,Italy,Portugal,0,4,0
XZ,Italy,Romania,53,4,52
KM,Italy,Malta,0,359,0
VY,Italy,Croatia,14,16,14
UA,United Kingdom,Nicaragua,0,2,0
G9,United Arab Emirates,Saudi Arabia,1,0,1
TK,Italy,Mexico,3,6,3
UX,Italy,Bolivia,0,2,0
TP,Mexico,Spain,0,2,0
LX,France,Italy,0,1,0
SK,Republic of Ireland,Italy,0,2,0
WS,United States,Italy,4,0,4
KI,Malaysia,Malaysia,0,1,0
UA,Germany,United States,2,1,2
AF,France,Hungary,1,0,1
6E,Bangladesh,United Arab Emirates,0,1,0
