carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
LX,Germany,France,1,0,1
AZ,Italy,Dominican Republic,0,4,0
KU,Saudi Arabia,Philippines,0,1,0
JA,Peru,Chile,0,1,0
W6,Italy,Austria,11,29,11
A3,Turkey,Greece,0,1,0
QR,France,India,2,2,2
TK,Poland,,0,6,0
VB,United States,Mexico,1,0,1
NK,United States,Colombia,1,1,1
LX,Italy,Mauritius,1,0,1
W4,Italy,Luxembourg,3,0,3
JL,Japan,China,1,1,1
AK,Malaysia,,0,2,0
LX,Italy,Philippines,0,5,0
EY,Malaysia,Italy,0,1,0
FR,Austria,Republic of Ireland,0,2,0
CU,Cuba,Cuba,0,1,0
KQ,Italy,Tanzania,0,3,0
AF,Italy,Egypt,1,0,1
3O,Italy,Morocco,108,43,107
ID,Indonesia,Indonesia,0,7,0
TX,France,Réunion,0,1,0
AZ,Italy,China,1,29,1
LH,Italy,Greece,7,4,7
NO,Mexico,Italy,2,0,2
VY,Italy,,0,14,0
W6,Romania,Greece,0,1,0
WJ,Peru,Argentina,0,1,0
MU,Italy,China,0,5,0
LH,Italy,Finland,5,1,5
TK,Argentina,Italy,0,1,0
GQ,Greece,Greece,1,24,1
SK,Italy,Norway,8,14,8
UX,Italy,Colombia,4,12,4
W4,Italy,France,35,21,35
W6,Italy,Philippines,0,8,0
LO,Serbia,United States,0,1,0
6E,India,India,10,4,10
TP,Portugal,Denmark,0,1,0
Y4,Peru,Mexico,0,7,0
SV,Italy,Tanzania,0,1,0
FR,Italy,Oman,0,1,0
6E,Turkey,Nepal,0,1,0
LH,Germany,Italy,38,56,38
IB,Italy,United States,13,93,13
TK,Italy,Ivory Coast,4,2,4
WF,Norway,Norway,0,4,0
AF,Italy,Faroe Islands,0,2,0
SQ,New Zealand,Italy,0,1,0
S4,Portugal,Italy,4,2,4
EK,Italy,Pakistan,3,0,3
6E,Nepal,India,0,1,0
TK,United Arab Emirates,Italy,0,1,0
FZ,Saudi Arabia,Italy,0,1,0
IB,Spain,France,2,0,2
KL,Italy,South Korea,2,1,2
LX,Italy,Hungary,1,0,1
QR,Italy,Saudi Arabia,1,0,1
EW,Tunisia,Germany,1,1,1
KQ,Italy,United Kingdom,0,1,0
LX,Italy,Germany,1,2,1
FI,Switzerland,United States,0,2,0
E9,Cuba,Germany,0,1,0
AF,Italy,Guinea,1,0,1
X1,United Arab Emirates,Sri Lanka,0,1,0
OS,Italy,Netherlands,0,1,0
RJ,United Arab Emirates,Italy,0,3,0
A3,Italy,,0,7,0
EY,Italy,Australia,4,1,4
TK,France,Turkey,0,1,0
Y9,United States,Canada,0,1,0
LH,Italy,El Salvador,0,1,0
QR,Bulgaria,Vietnam,0,1,0
W6,Italy,Sri Lanka,0,8,0
OK,Italy,Czech Republic,0,2,0
PC,Czech Republic,Kyrgyzstan,0,4,0
RO,Romania,Italy,0,5,0
AZ,Italy,Chile,0,2,0
AZ,Italy,Cuba,0,1,0
TK,Maldives,Italy,1,0,1
"",Italy,Argentina,2,0,2
TK,Tunisia,,0,1,0
FR,Bulgaria,Slovakia,0,1,0
VA,Australia,Thailand,0,2,0
AZ,Italy,Turks and Caicos Islands,0,1,0
SN,Italy,Germany,1,1,1
SK,China,Italy,1,0,1
KL,Italy,Spain,5,20,5
AT,Ivory Coast,Italy,0,2,0
LH,Romania,United States,1,0,1
CA,Hong Kong,United Kingdom,0,2,0
VN,Vietnam,Vietnam,1,1,1
LH,United States,Mexico,0,2,0
BA,Italy,Chile,0,1,0
AF,Spain,Italy,0,2,0
Z2,Philippines,Thailand,0,1,0
MS,Egypt,Saudi Arabia,0,2,0
MS,Egypt,Egypt,0,33,0
VZ,Thailand,,0,12,0
W4,France,Italy,8,1,8
DL,United States,Italy,9,0,9
TK,Italy,India,4,3,4
9C,Hong Kong,China,1,0,1
VT,French Polynesia,French Polynesia,0,1,0
AF,Poland,Nicaragua,0,1,0
AR,Argentina,Chile,0,2,0
QS,Czech Republic,Italy,1,0,1
KU,Philippines,Italy,1,0,1
VY,Italy,United Kingdom,36,15,36
SV,Italy,Malaysia,0,3,0
LO,Italy,Poland,0,6,0
W9,United Kingdom,Romania,2,0,2
U2,France,Switzerland,2,0,2
AH,Italy,Burkina Faso,0,1,0
W6,United Kingdom,Jordan,0,1,0
XJ,Thailand,Australia,0,1,0
W6,Italy,Bulgaria,14,27,14
2W,Cuba,Italy,0,11,0
QR,Italy,Indonesia,22,47,22
AC,France,Canada,2,0,2
AZ,Italy,French Polynesia,0,4,0
XK,France,Lithuania,0,1,0
KL,Italy,Morocco,2,0,2
A3,Egypt,United Kingdom,0,1,0
AF,Italy,Ivory Coast,0,1,0
U2,United Kingdom,Portugal,1,0,1
W6,Bulgaria,Spain,0,7,0
AC,Greece,United States,0,1,0
G8,India,United Kingdom,0,1,0
G9,Italy,United Arab Emirates,5,13,5
IU,Indonesia,Indonesia,0,4,0
GF,Italy,Pakistan,0,4,0
KL,Italy,Portugal,5,6,5
U2,Netherlands,Germany,1,0,1
MU,Italy,Thailand,0,5,0
UX,Italy,Portugal,1,1,1
EI,United Kingdom,Italy,0,1,0
HV,Italy,Canada,0,1,0
AT,Italy,Guinea-Bissau,0,1,0
LX,Italy,Oman,0,8,0
G9,India,United Kingdom,0,2,0
3U,Italy,China,0,2,0
LO,Poland,Poland,0,2,0
QV,Laos,Vietnam,0,2,0
SV,Italy,Singapore,0,2,0
AP,Italy,Cape Verde,0,6,0
AY,Finland,United States,1,1,1
AK,Malaysia,Maldives,0,6,0
WY,Egypt,India,0,1,0
JQ,Indonesia,Australia,3,1,3
V7,Italy,Germany,2,0,2
EK,Hong Kong,Italy,0,1,0
AZ,Netherlands,Italy,1,8,1
NH,Italy,Japan,0,4,0
OZ,Italy,Cambodia,0,2,0
XZ,Italy,Portugal,0,1,0
W4,Italy,Canada,0,1,0
LH,Netherlands,Albania,1,0,1
KL,France,Netherlands,1,0,1
W6,Italy,Poland,68,58,67
RJ,Italy,Jordan,0,5,0
AZ,Greece,Italy,2,4,2
FR,Bulgaria,Italy,3,2,3
IB,Colombia,Belgium,2,0,2
OS,Poland,Italy,2,1,2
W4,Italy,Saudi Arabia,0,1,0
EW,Greece,Italy,2,0,2
AF,France,Réunion,1,0,1
6E,India,United Kingdom,0,2,0
KE,Italy,Japan,8,3,8
WS,Canada,United States,0,3,0
W6,Italy,Kuwait,2,1,2
ET,Italy,Madagascar,7,14,7
DY,Italy,Thailand,0,1,0
LH,Poland,Canada,0,3,0
IB,Italy,El Salvador,0,2,0
KM,Belgium,Malta,0,4,0
EY,United Arab Emirates,France,1,0,1
U2,Portugal,Morocco,1,0,1
SQ,South Korea,Italy,0,3,0
FR,United Kingdom,Belgium,1,0,1
KU,Malaysia,Italy,0,1,0
FR,Austria,Bosnia and Herzegovina,1,0,1
LH,Italy,Czech Republic,5,8,5
AK,Malaysia,United Arab Emirates,0,2,0
W4,Italy,Moldova,0,1,0
FR,Romania,Cyprus,1,0,1
LH,Italy,Poland,3,3,3
VY,Greece,Italy,5,3,5
KL,Italy,Belgium,3,0,3
7C,Japan,South Korea,2,0,2
NO,Italy,Jamaica,2,0,2
NO,Italy,Canada,1,1,1
EY,Italy,India,4,2,4
AF,Italy,Panama,5,2,5
KM,Italy,Turkey,0,1,0
LX,Italy,Argentina,0,1,0
FR,Republic of Ireland,Italy,10,19,10
W6,Italy,Czech Republic,76,47,75
EY,Italy,Philippines,4,5,4
W6,Germany,Romania,1,0,1
SN,Italy,,0,1,0
AZ,Italy,Madagascar,0,2,0
W2,Italy,Italy,0,4,0
EI,Republic of Ireland,Bulgaria,0,1,0
SN,United Kingdom,,0,1,0
A3,Albania,Greece,0,1,0
QR,Iran,France,1,0,1
CA,Italy,,0,14,0
PK,Pakistan,Italy,2,2,2
NT,Spain,Italy,0,2,0
U2,Malta,Italy,4,0,4
XQ,Hungary,Turkey,1,0,1
LH,Italy,Nigeria,2,0,2
KL,Italy,Saudi Arabia,1,0,1
VY,Italy,Senegal,1,0,1
QG,Indonesia,Indonesia,0,2,0
TK,Slovenia,United Arab Emirates,0,2,0
ZG,Thailand,Japan,1,0,1
WO,Canada,United States,0,1,0
W4,Spain,Malta,0,2,0
AZ,Italy,Finland,0,1,0
AC,Italy,Cuba,0,1,0
TK,Turkey,,0,1,0
OS,Italy,Canada,0,3,0
FR,Spain,Serbia,0,6,0
NO,Cuba,Italy,5,2,5
H2,Peru,Peru,0,6,0
TK,Turkey,Canada,0,1,0
W6,France,Albania,3,0,3
SN,Italy,Japan,0,2,0
TX,French Polynesia,France,0,1,0
AF,Spain,United States,0,1,0
LH,Italy,Hungary,1,1,1
EK,Italy,Malaysia,5,0,5
TP,Italy,Canada,0,4,0
FR,Italy,Malaysia,0,2,0
LX,Italy,Portugal,2,0,2
SV,Pakistan,Denmark,0,1,0
SQ,Japan,Germany,0,1,0
AY,Malaysia,Italy,0,1,0
AZ,Italy,Denmark,0,1,0
LH,Estonia,Italy,0,1,0
FR,United Kingdom,Italy,99,77,98
FR,Belgium,Italy,31,43,31
MF,Taiwan,France,0,1,0
IB,Italy,Panama,1,0,1
GA,Indonesia,Indonesia,0,2,0
FR,Germany,Denmark,1,1,1
W4,Italy,Azerbaijan,3,1,3
KL,Italy,Tanzania,0,2,0
EK,Sri Lanka,Italy,2,0,2
TP,Italy,Republic of Ireland,0,1,0
MS,Sudan,Italy,0,2,0
EK,Brazil,Indonesia,1,1,1
KL,Italy,Peru,15,29,15
LO,Republic of Macedonia,France,0,1,0
AF,Brazil,Italy,0,2,0
KM,Malta,Austria,0,2,0
H4,Moldova,Italy,0,3,0
AY,Austria,Finland,2,0,2
PC,Italy,Romania,1,0,1
DX,Italy,Italy,0,69,0
EW,Italy,Sweden,3,8,3
W6,Portugal,Italy,4,7,4
KL,United States,Italy,1,0,1
TU,Tunisia,Spain,0,1,0
