carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
AZ,Italy,Italy,517,1231,512
NO,Italy,Egypt,80,57,79
FR,Italy,Italy,3302,5408,3269
NO,Italy,Spain,19,18,19
FR,Italy,Spain,2020,3585,2000
FR,Italy,Morocco,101,345,100
AZ,Italy,United States,144,936,143
FR,Italy,United Kingdom,507,683,502
AZ,Italy,,0,89,0
LA,Italy,Brazil,23,49,23
TU,Italy,Tunisia,0,82,0
U2,Italy,Spain,602,142,596
FR,Italy,Poland,80,157,79
V7,Italy,Italy,801,658,793
AZ,Italy,Morocco,6,31,6
EY,Italy,,7,14,7
FR,Italy,Greece,501,1055,496
W6,Italy,Italy,166,459,164
NO,Spain,Italy,6,2,6
CA,Italy,Japan,0,81,0
JU,Italy,Turkey,8,11,8
FR,Italy,Malta,430,623,426
LA,Colombia,Colombia,3,13,3
W6,Italy,Romania,44,109,44
BA,Italy,United States,269,367,266
SM,Italy,Egypt,31,156,31
TK,Italy,Turkey,99,245,98
W6,Italy,United Arab Emirates,76,102,75
IB,Italy,Spain,161,127,159
NO,Egypt,Italy,14,6,14
UG,Italy,Tunisia,0,2,0
IB,Spain,Italy,43,26,43
AH,France,Algeria,0,4,0
TU,Tunisia,Italy,0,11,0
NO,Italy,Maldives,2,5,2
NO,Italy,United States,16,1,16
JU,Turkey,Italy,3,7,3
LH,United States,United States,0,11,0
CA,Italy,,0,6,0
AZ,Tunisia,Italy,0,12,0
TK,Italy,Egypt,10,10,10
SM,Egypt,Italy,14,43,14
KL,Italy,Dominican Republic,2,25,2
LH,Italy,United States,92,90,91
FR,Italy,France,278,573,275
FR,Spain,Italy,285,351,282
ET,Italy,,0,9,0
LH,Italy,Guatemala,0,1,0
KM,Malta,Italy,0,14,0
AZ,Israel,Italy,1,4,1
QR,Italy,Thailand,29,54,29
EK,Italy,Indonesia,18,14,18
KL,Italy,United States,35,165,35
UG,Tunisia,Italy,0,1,0
MS,Italy,Egypt,0,58,0
EY,Italy,Indonesia,11,39,11
FR,Italy,Belgium,136,211,135
BA,Italy,Brazil,0,3,0
WS,Italy,Canada,0,11,0
EI,Italy,United States,43,9,43
LX,Italy,United States,37,25,37
KU,Italy,Philippines,1,14,1
FR,Italy,Czech Republic,68,131,67
AZ,United States,United States,0,1,0
HX,Indonesia,Hong Kong,5,7,5
KL,Italy,,5,14,5
AT,Italy,Morocco,46,125,46
AH,Italy,Senegal,0,4,0
BA,United States,United States,0,1,0
MS,Egypt,Egypt,0,16,0
WY,Italy,,0,0,0
FR,Italy,Germany,148,286,147
AF,Italy,Panama,5,4,5
JU,Italy,Serbia,18,15,18
DX,Italy,Italy,0,95,0
AZ,Italy,Tunisia,2,17,2
AZ,Italy,Japan,21,78,21
BA,Italy,,14,24,14
W6,Italy,Egypt,115,133,114
KL,Netherlands,El Salvador,0,0,0
NP,Egypt,Egypt,0,6,0
FR,Italy,Jordan,42,48,42
W6,Italy,Morocco,11,20,11
TK,Italy,Democratic Republic of the Congo,0,7,0
MH,Italy,Malaysia,0,22,0
PD,United States,Canada,1,14,1
AF,Italy,United States,62,95,61
BA,Italy,Japan,0,0,0
UG,Tunisia,Tunisia,0,2,0
FR,Italy,Hungary,128,206,127
2W,Spain,Dominican Republic,0,13,0
SQ,Australia,Italy,1,0,1
TP,Italy,United States,16,31,16
FR,Italy,Romania,46,151,46
TK,Turkey,Italy,8,9,8
FR,Italy,Portugal,297,438,294
TK,Italy,South Korea,1,6,1
W6,Italy,Spain,26,187,26
LA,Brazil,Brazil,16,44,16
EK,Italy,Mauritius,0,52,0
TK,Italy,,0,30,0
