carrier,origin_country,destination_country,clicks_travix,clicks_competitor,clicks_airlines
AZ,Italy,Italy,586,1481,580
FR,Italy,Italy,4086,7172,4046
NO,Italy,Egypt,93,48,92
NO,Italy,Spain,29,34,29
FR,Italy,Spain,2283,4673,2260
LA,Italy,Brazil,16,57,16
FR,Italy,Morocco,131,329,130
LA,Colombia,Colombia,6,33,6
KM,Malta,Italy,0,28,0
SM,Egypt,Italy,6,41,6
V7,Italy,Italy,1066,1039,1055
NO,Egypt,Italy,12,0,12
AZ,Italy,United States,156,1113,154
TK,Italy,Turkey,86,206,85
W6,Italy,Egypt,178,187,176
UG,Tunisia,Italy,0,2,0
AZ,Italy,Morocco,13,45,13
TU,Italy,Tunisia,0,119,0
LH,Italy,,0,71,0
QR,Italy,,0,21,0
AY,Italy,Japan,2,7,2
FR,Italy,United Kingdom,571,754,565
LA,Peru,Peru,4,11,4
AT,Italy,Morocco,32,147,32
TU,Tunisia,Italy,0,20,0
NO,Italy,United States,17,4,17
EK,Italy,Indonesia,24,18,24
SP,Portugal,Portugal,0,11,0
AY,Italy,United States,17,51,17
KL,Italy,United States,61,262,60
IB,Spain,Italy,64,33,63
U2,Italy,Spain,701,143,694
BR,Indonesia,Italy,0,7,0
UG,Italy,Tunisia,0,2,0
AZ,Italy,,0,140,0
AZ,Italy,Tunisia,7,21,7
MS,Italy,Egypt,0,92,0
IB,Italy,Spain,165,169,163
W6,Italy,United Arab Emirates,101,91,100
FR,Italy,Greece,654,1507,648
FR,Italy,Portugal,333,685,330
IB,Italy,Colombia,27,12,27
JU,Italy,Serbia,24,14,24
LH,Italy,United States,145,130,144
AZ,Italy,France,39,95,39
FR,Italy,Hungary,125,235,124
JU,Serbia,Italy,1,10,1
AF,Italy,Brazil,8,44,8
AS,United States,United States,0,25,0
KU,Italy,Philippines,0,11,0
FR,Italy,Malta,355,684,351
LX,Italy,United States,29,43,29
FR,Italy,Jordan,18,85,18
FR,Spain,Italy,405,464,401
AT,Morocco,Italy,14,27,14
LX,Italy,,0,28,0
NO,Spain,Italy,3,6,3
AF,Italy,United States,44,114,44
FR,Italy,Poland,82,201,81
TK,Italy,,0,15,0
WY,United Arab Emirates,Pakistan,0,0,0
LH,Italy,Brazil,22,36,22
KL,Italy,Belize,0,2,0
JL,Finland,,0,0,0
EI,Italy,United States,36,11,36
1L,Germany,Italy,0,1,0
FR,Italy,Germany,196,299,194
JU,Italy,Turkey,0,18,0
AM,Italy,Mexico,0,52,0
LA,Peru,Italy,1,17,1
TP,Italy,Brazil,24,172,24
FR,Italy,Romania,71,203,70
UX,Italy,Brazil,2,7,2
GF,United Kingdom,Pakistan,0,1,0
W6,Poland,Italy,23,30,23
FR,Italy,Denmark,76,167,75
AM,Brazil,Spain,0,1,0
AC,Italy,,0,12,0
AZ,United States,Italy,3,19,3
NO,Mexico,Italy,2,0,2
SV,Italy,Pakistan,0,4,0
BG,Malaysia,Bangladesh,0,1,0
SM,Italy,Egypt,46,152,46
TP,Italy,United States,13,37,13
NP,Egypt,Egypt,0,3,0
NO,Italy,Dominican Republic,4,2,4
AC,Mexico,Italy,0,2,0
AZ,Egypt,,0,0,0
ET,Kenya,Italy,2,2,2
BR,Italy,,0,0,0
SN,Italy,,0,7,0
KL,Italy,Dominican Republic,10,33,10
TK,Italy,Australia,0,26,0
QR,Italy,Thailand,29,81,29
KL,United States,Italy,7,3,7
CI,Thailand,Italy,1,1,1
HC,Italy,Guinea,0,0,0
AT,Morocco,Netherlands,0,1,0
AH,Italy,Algeria,0,8,0
FR,Italy,Belgium,127,188,126
WS,Italy,United States,4,1,4
W6,Italy,Greece,131,324,130
IB,Italy,United States,19,103,19
LQ,Thailand,Cambodia,0,1,0
FR,United Kingdom,Italy,164,134,162
