carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
AZ,Italy,Italy,596,1813,590
FR,Italy,Italy,4458,7514,4414
NO,Italy,Egypt,63,52,62
W6,Italy,Italy,1173,1112,1161
FR,Italy,Spain,2263,4835,2241
FR,Italy,Morocco,143,313,142
NO,Italy,Spain,23,28,23
DX,Italy,Italy,0,139,0
AZ,Italy,United States,170,857,168
AZ,Italy,,0,82,0
LA,Italy,Brazil,14,39,14
W6,Italy,Egypt,100,231,99
IB,Italy,Spain,174,194,172
KM,Malta,Italy,0,73,0
SM,Italy,Egypt,33,194,33
BA,Italy,United States,264,420,261
LH,Italy,United States,88,147,87
EY,Italy,Indonesia,13,16,13
JL,Italy,Japan,0,8,0
W6,Italy,Morocco,44,38,44
V7,Italy,Italy,708,669,701
AT,Italy,Morocco,33,120,33
AS,United States,United States,0,16,0
TU,Tunisia,Italy,0,39,0
FR,Italy,United Kingdom,349,618,346
LH,Italy,,0,56,0
KU,Italy,Philippines,2,30,2
AZ,Italy,Tunisia,8,33,8
FR,Italy,Germany,256,367,253
SM,Egypt,Italy,4,32,4
AF,Italy,Costa Rica,5,5,5
TP,Italy,United States,12,29,12
FR,Spain,Italy,383,483,379
KL,Italy,United States,49,192,49
TU,Italy,Tunisia,0,71,0
IB,Spain,Italy,61,34,60
LA,Peru,Peru,3,16,3
CI,Italy,Japan,9,36,9
IB,Italy,Senegal,2,8,2
W6,Italy,United Arab Emirates,105,78,104
EK,Italy,Indonesia,16,11,16
TU,France,Tunisia,0,4,0
AZ,Italy,India,11,11,11
TK,Italy,Turkey,85,153,84
EK,Italy,Australia,16,5,16
FR,Italy,Greece,588,1163,582
AZ,Italy,Morocco,19,70,19
UG,Italy,Tunisia,0,8,0
W6,Italy,Jordan,33,39,33
W6,Italy,Albania,511,396,506
NO,Egypt,Italy,9,4,9
NO,Italy,Maldives,6,8,6
U2,Italy,Spain,894,210,885
JU,Italy,Turkey,0,8,0
EW,Germany,Italy,69,76,68
FR,Italy,Republic of Ireland,149,269,148
TG,Thailand,Thailand,7,9,7
QR,Italy,,0,10,0
BA,United States,United States,0,1,0
RO,Romania,Italy,0,10,0
LA,Colombia,Colombia,10,17,10
FR,Italy,Denmark,112,188,111
MS,Italy,Egypt,0,44,0
MS,Egypt,Egypt,0,24,0
NO,Italy,United States,18,10,18
EK,Italy,,0,8,0
AZ,United States,Italy,6,20,6
AT,Morocco,Italy,11,8,11
BA,Italy,Japan,1,0,1
AY,Italy,Japan,5,4,5
TK,Italy,,0,30,0
IB,Spain,France,8,2,8
LA,Brazil,Italy,21,70,21
NO,Spain,Italy,4,3,4
FR,United Kingdom,Italy,102,121,101
QR,Italy,Singapore,6,16,6
AF,Italy,Republic of Ireland,0,0,0
H2,Peru,Peru,0,12,0
W6,United Arab Emirates,Italy,4,21,4
FR,Italy,Austria,218,268,216
AF,Italy,Brazil,10,43,10
AZ,Tunisia,Italy,5,12,5
TU,Italy,,0,1,0
FR,Italy,Belgium,173,234,171
U2,France,Italy,184,64,182
U2,Italy,Italy,1455,211,1441
AF,Italy,,2,24,2
FR,Italy,Romania,89,207,88
UA,Italy,Canada,1,13,1
OS,Italy,Kenya,0,1,0
PR,Philippines,Philippines,9,14,9
LH,Italy,Spain,9,5,9
KL,Italy,Dominican Republic,1,48,1
BA,Italy,Mexico,7,17,7
AZ,Italy,Brazil,4,57,4
WS,Italy,United States,3,12,3
EY,Italy,Australia,4,6,4
W6,Italy,Romania,248,217,246
PK,Pakistan,United Arab Emirates,0,0,0
AZ,Italy,Ethiopia,0,3,0
AZ,Italy,Algeria,3,11,3
NO,Italy,Madagascar,10,0,10
WY,Italy,Thailand,4,65,4
NO,United States,Italy,1,0,1
NO,Italy,Dominican Republic,6,1,6
LH,Kuwait,Italy,0,2,0
AZ,Italy,Spain,19,151,19
TC,Tanzania,Tanzania,0,3,0
MU,Hong Kong,,0,1,0
VN,Vietnam,Malaysia,0,4,0
IB,Italy,Dominican Republic,13,12,13
NH,Italy,Japan,1,5,1
TK,Lithuania,Italy,0,0,0
LX,Italy,,0,28,0
ET,Argentina,Italy,0,2,0
AT,Italy,United States,3,3,3
KL,Italy,El Salvador,1,1,1
BA,Italy,,28,40,28
UX,Spain,Spain,5,13,5
EY,Italy,,2,0,2
FR,Italy,Sweden,35,91,35
W6,Italy,Hungary,191,236,189
FR,Italy,Portugal,295,584,292
EY,Pakistan,United Kingdom,0,0,0
JU,Italy,Serbia,7,4,7
FR,Netherlands,Italy,45,50,45
AZ,Italy,Kenya,1,11,1
YW,Italy,Germany,0,26,0
OZ,Japan,South Korea,0,1,0
G3,Brazil,Italy,0,17,0
AZ,Mexico,Italy,0,0,0
NO,Italy,Senegal,6,9,6
EK,United States,Italy,7,2,7
BA,Japan,Canada,0,0,0
SQ,United Arab Emirates,Indonesia,1,2,1
KU,Italy,Thailand,3,4,3
CX,Indonesia,,0,0,0
U2,Italy,Netherlands,385,57,381
NP,Egypt,Egypt,0,1,0
FR,Belgium,Malta,1,2,1
TK,Italy,Kyrgyzstan,8,22,8
CM,Panama,Colombia,1,2,1
JU,Bosnia and Herzegovina,Italy,1,0,1
FR,United Kingdom,Germany,2,3,2
SV,Italy,,1,1,1
LH,Germany,Italy,41,63,41
SQ,Spain,Italy,14,14,14
AZ,Italy,Mexico,0,33,0
QV,Vietnam,Laos,0,0,0
AH,Italy,Algeria,0,29,0
U2,Italy,Egypt,161,50,159
SP,Portugal,Portugal,0,3,0
UP,United States,The Bahamas,0,1,0
AI,India,Nepal,0,5,0
