carrier,origin_country,destination_country,clicks_travix,clicks_competitor,clicks_airlines
AZ,Italy,Italy,730,2110,723
FR,Italy,Italy,5095,8606,5045
W6,Italy,Italy,1249,1646,1237
FR,Italy,Spain,2994,6243,2964
LA,Italy,Brazil,16,89,16
FR,Italy,Morocco,126,437,125
W6,Italy,Egypt,233,329,231
NO,Italy,Spain,32,27,32
AZ,Italy,United States,219,1146,217
W6,Italy,United Arab Emirates,75,100,74
FR,Italy,United Kingdom,635,981,629
LA,Peru,Peru,2,24,2
FR,Italy,Malta,485,758,480
AZ,Italy,Morocco,33,104,33
LH,Italy,United States,133,120,132
TU,Italy,Tunisia,0,117,0
IB,Italy,Spain,210,233,208
AZ,Italy,Spain,40,178,40
FR,Italy,France,486,766,481
SM,Egypt,Italy,13,45,13
W6,Italy,Morocco,43,67,43
FR,Italy,Germany,289,442,286
FR,Italy,Austria,256,275,253
AZ,Italy,,0,117,0
LH,Italy,,0,71,0
FR,Spain,Italy,449,550,445
AZ,Italy,Tunisia,10,44,10
W6,Italy,Albania,361,553,357
AZ,United States,United States,0,0,0
FR,Italy,Greece,778,1716,770
W6,Italy,Hungary,174,374,172
TP,France,Portugal,4,4,4
SM,Italy,Egypt,49,246,49
BA,Italy,Japan,1,4,1
TP,Italy,United States,19,37,19
BA,Italy,United States,320,1027,317
UX,Spain,Spain,7,37,7
EY,Italy,Thailand,47,55,47
FR,Italy,Netherlands,58,114,57
UK,India,India,4,9,4
SQ,Japan,Italy,1,3,1
EW,Germany,Italy,84,87,83
KL,Italy,,15,27,15
FR,Italy,Hungary,131,324,130
UG,Italy,Tunisia,0,19,0
FR,Italy,Portugal,437,795,433
FR,Italy,Czech Republic,144,232,143
TU,France,Tunisia,0,3,0
BA,Italy,,65,85,64
V7,Italy,Italy,804,758,796
AS,United States,United States,0,41,0
UP,United States,The Bahamas,0,9,0
EK,Italy,,0,13,0
IB,Spain,Italy,52,48,51
AZ,Italy,India,13,21,13
IB,Italy,Colombia,11,20,11
ET,Italy,Burkina Faso,0,0,0
TK,Italy,Turkey,87,257,86
KM,Malta,Italy,0,17,0
NO,Italy,United States,26,8,26
FR,Italy,Belgium,257,361,254
QR,Italy,,0,16,0
NO,Italy,Maldives,8,2,8
UX,Italy,Spain,8,39,8
G3,Brazil,Brazil,0,23,0
SQ,Italy,,0,11,0
BG,Bangladesh,Saudi Arabia,0,0,0
UX,Italy,Brazil,4,47,4
SP,Portugal,Portugal,2,9,2
U2,Italy,Italy,1954,267,1935
LH,Italy,Oman,0,0,0
AZ,Italy,Brazil,10,72,10
TP,Portugal,Portugal,4,4,4
AF,United States,Morocco,0,4,0
MS,Italy,Egypt,0,107,0
AR,Argentina,Argentina,0,20,0
AC,Italy,Canada,16,78,16
AZ,Tunisia,Italy,3,2,3
AF,Italy,United States,176,218,174
LA,Italy,Colombia,0,15,0
W6,United Arab Emirates,Italy,22,19,22
KM,Malta,Spain,0,6,0
NO,Italy,Dominican Republic,28,5,28
W6,Italy,Jordan,56,70,55
BR,Indonesia,Italy,0,6,0
IB,France,Italy,3,4,3
OS,Italy,Kenya,0,6,0
W6,Italy,Spain,372,1000,368
W6,Italy,Romania,225,353,223
FR,Italy,Romania,101,310,100
