carrier,origin_country,destination_country,clicks_travix,clicks_competitor,clicks_airlines
AZ,Italy,Italy,779,2125,771
FR,Italy,Italy,5392,8588,5339
NO,Italy,Spain,24,41,24
NO,Italy,Egypt,40,61,40
FR,Italy,Morocco,156,348,154
FR,Italy,Spain,3089,5907,3058
DX,Italy,Italy,0,168,0
LA,Italy,Brazil,10,64,10
AZ,Italy,United States,217,983,215
IB,Italy,Spain,234,222,232
W6,Italy,Italy,1247,1251,1235
W6,Italy,Egypt,166,452,164
AZ,Italy,,0,129,0
EY,Italy,Indonesia,44,50,44
W6,Italy,United Arab Emirates,100,109,99
LH,Italy,United States,126,190,125
TU,Italy,Tunisia,0,100,0
V7,Italy,Italy,1027,912,1017
BA,Italy,United States,250,591,248
FR,Italy,Germany,215,478,213
EK,Italy,Indonesia,28,17,28
FR,Italy,Greece,830,1680,822
EY,Italy,Seychelles,21,71,21
AZ,Italy,Morocco,24,60,24
AZ,Italy,Spain,43,226,43
U2,Italy,Italy,2080,231,2059
QR,Italy,,0,26,0
JU,Turkey,Italy,3,5,3
TU,Tunisia,Italy,0,13,0
SM,Italy,Egypt,57,252,56
W6,Italy,Jordan,46,52,46
FR,Italy,Portugal,469,700,464
W6,Italy,Morocco,41,49,41
LO,Italy,Japan,0,51,0
TK,Italy,,0,51,0
FR,Italy,United Kingdom,483,746,478
AT,Morocco,Italy,14,19,14
NO,Mexico,Italy,2,1,2
FR,Italy,Czech Republic,172,298,170
NO,Italy,United States,9,8,9
CA,South Korea,Italy,0,3,0
KL,Italy,Dominican Republic,9,65,9
UG,Italy,Tunisia,0,9,0
UG,Tunisia,Italy,0,1,0
AZ,Italy,Tunisia,1,41,1
EK,Italy,,0,15,0
AF,Italy,United States,91,103,90
NO,Italy,Maldives,5,13,5
KM,Malta,Italy,0,23,0
AZ,Egypt,Italy,1,25,1
SK,Italy,United States,12,42,12
NO,Egypt,Italy,12,2,12
SM,Egypt,Italy,12,68,12
EY,Italy,,9,2,9
AF,Italy,,2,40,2
S4,Portugal,Portugal,2,2,2
AT,Italy,Morocco,38,134,38
TK,Italy,Indonesia,16,40,16
4Z,South Africa,South Africa,5,1,5
AZ,Italy,Mexico,0,69,0
LA,Colombia,Colombia,11,16,11
JU,Italy,Turkey,2,5,2
EI,Italy,United States,28,7,28
KU,Italy,Philippines,5,13,5
IB,Spain,Italy,87,61,86
TP,Italy,United States,17,35,17
LA,Brazil,Italy,17,74,17
SK,Italy,,4,6,4
AZ,Tunisia,Italy,2,11,2
AZ,Italy,Algeria,1,9,1
TP,Italy,,0,31,0
BA,Italy,Japan,0,0,0
EK,Italy,Australia,17,7,17
FR,Italy,Austria,287,366,284
IB,Italy,,3,12,3
PR,Qatar,,0,0,0
AM,Mexico,Mexico,0,16,0
U8,Italy,Israel,0,5,0
BA,United States,United States,0,4,0
EK,Philippines,Italy,3,4,3
NO,Spain,Italy,5,5,5
LX,Italy,United States,29,83,29
FR,United Kingdom,Italy,125,137,124
AY,Italy,,0,4,0
FR,Italy,France,444,833,440
BA,United States,Mexico,0,1,0
LH,Italy,Mexico,1,34,1
MH,Malaysia,Malaysia,4,5,4
KL,Italy,United States,56,220,55
OS,Italy,,0,16,0
FR,Spain,Italy,474,566,469
FR,Italy,Croatia,124,224,123
LA,Italy,,0,7,0
FR,Italy,Republic of Ireland,170,270,168
LH,Italy,,0,77,0
AZ,United States,Italy,14,17,14
NO,Italy,Dominican Republic,10,4,10
LA,Peru,Peru,2,11,2
FR,Italy,Romania,130,272,129
AZ,United States,United States,0,1,0
AC,Italy,Canada,15,76,15
EK,Italy,Thailand,59,22,58
TK,Italy,Turkey,94,245,93
SQ,Italy,,0,16,0
UX,Italy,Dominican Republic,4,39,4
KU,Italy,India,0,1,0
EK,Italy,Japan,11,10,11
EK,China,Italy,1,0,1
AT,Italy,Nigeria,0,2,0
NO,Italy,Mexico,5,3,5
SV,Italy,,0,3,0
FR,Italy,Bulgaria,31,70,31
QR,Canada,Indonesia,0,0,0
LH,Mexico,Italy,0,1,0
AF,United States,Italy,5,2,5
NT,Spain,Spain,0,13,0
W6,Italy,Hungary,219,201,217
TK,Italy,Thailand,26,63,26
BA,Italy,,31,62,31
W6,Italy,Romania,280,263,277
UA,Italy,Canada,3,7,3
FR,Italy,Malta,501,849,496
IB,Italy,Dominican Republic,16,13,16
BR,Thailand,Italy,0,1,0
AC,Switzerland,,0,0,0
FR,Italy,Jordan,40,58,40
JZ,Peru,Peru,0,2,0
IB,Spain,Spain,20,20,20
NO,Italy,Senegal,7,5,7
FR,Italy,Denmark,146,276,145
KU,Italy,Malaysia,0,0,0
G3,Brazil,Brazil,0,30,0
FR,Portugal,Italy,94,102,93
MS,Italy,Egypt,0,100,0
A3,Italy,Egypt,2,57,2
MH,Thailand,Malaysia,0,2,0
JL,Italy,Japan,5,12,5
KM,Italy,Malta,0,512,0
W6,United Arab Emirates,Italy,21,31,21
AZ,Italy,Egypt,5,43,5
PR,Philippines,Philippines,3,5,3
GQ,Greece,Greece,24,36,24
NT,Portugal,Portugal,0,0,0
UK,India,India,2,7,2
W6,Italy,Albania,393,495,389
FR,Italy,Hungary,131,231,130
AZ,Italy,France,38,86,38
CA,China,,0,0,0
U2,Italy,France,1065,160,1054
TK,Italy,United States,12,14,12
W6,Italy,Serbia,8,13,8
QV,Thailand,Laos,0,0,0
AZ,Mexico,Italy,0,0,0
FR,Italy,Belgium,222,367,220
YU,Portugal,Guinea-Bissau,0,0,0
EY,Malaysia,,0,0,0
BP,Botswana,Botswana,0,0,0
FR,France,Italy,75,107,74
LX,Luxembourg,,0,6,0
SQ,United Arab Emirates,Japan,0,0,0
LH,Italy,Germany,179,280,177
SK,Norway,Norway,5,7,5
AZ,Italy,Israel,2,3,2
EY,United Arab Emirates,Oman,0,0,0
W6,Spain,Italy,95,62,94
W6,Italy,Greece,286,455,283
OS,Italy,Indonesia,0,1,0
FR,Austria,Italy,34,44,34
UX,Spain,Portugal,5,7,5
IB,Italy,Chile,4,5,4
KL,Italy,Panama,0,2,0
JU,Italy,Serbia,22,22,22
LA,Colombia,Italy,0,11,0
KL,Italy,South Africa,24,14,24
AZ,United Kingdom,United States,0,0,0
FR,Netherlands,Italy,13,31,13
AZ,Germany,Ecuador,0,0,0
EK,Malaysia,,0,0,0
SN,Italy,Belgium,58,65,57
EY,China,Italy,0,0,0
1L,Italy,Czech Republic,0,0,0
AM,Mexico,Italy,0,25,0
TU,France,Tunisia,0,1,0
LH,Italy,The Bahamas,0,0,0
W6,Italy,Czech Republic,117,138,116
UG,Tunisia,Tunisia,0,1,0
AV,Brazil,Spain,2,6,2
AM,United States,Mexico,0,2,0
GF,India,Italy,0,5,0
CZ,Italy,South Korea,0,0,0
AF,Italy,Argentina,8,12,8
1L,Turkey,Italy,0,0,0
AT,Morocco,Morocco,2,5,2
JU,Italy,Bulgaria,0,0,0
TK,Italy,Australia,0,31,0
TK,Israel,Italy,0,5,0
JU,Serbia,Italy,9,3,9
AS,United States,United States,0,10,0
FR,Italy,Latvia,2,8,2
MS,Germany,Egypt,0,1,0
LX,Morocco,Italy,0,0,0
EY,Italy,Malaysia,10,2,10
EK,Italy,Seychelles,9,7,9
NO,United States,Italy,1,0,1
CZ,Italy,Indonesia,0,1,0
VN,Vietnam,Italy,0,3,0
LO,Italy,,0,7,0
U2,Italy,Egypt,145,57,144
MU,Italy,Indonesia,0,12,0
FR,Italy,Luxembourg,9,12,9
VY,France,Italy,50,26,50
KL,Italy,El Salvador,0,0,0
LX,Italy,,0,27,0
1L,Germany,Spain,0,0,0
TP,Portugal,Italy,23,36,23
QR,Italy,Vietnam,8,8,8
AZ,Italy,French Polynesia,0,1,0
PC,Italy,Turkey,109,126,108
IB,Italy,Brazil,0,2,0
TK,Slovenia,,0,1,0
LH,Slovenia,Colombia,0,0,0
V7,Italy,France,113,88,112
UK,Saudi Arabia,India,0,0,0
W6,Italy,Armenia,29,22,29
WE,India,Thailand,1,0,1
AZ,El Salvador,Italy,0,0,0
BA,France,United States,0,1,0
JU,Slovenia,Serbia,2,2,2
NZ,New Zealand,Maldives,0,0,0
SQ,Italy,Thailand,21,10,21
AZ,United States,,0,0,0
TC,Tanzania,Tanzania,0,8,0
XC,Switzerland,Turkey,0,1,0
LH,Italy,Brazil,24,22,24
AC,Italy,United States,1,12,1
AZ,Morocco,Italy,0,3,0
FR,Norway,Italy,1,9,1
LX,Italy,Bolivia,0,2,0
AZ,France,Egypt,0,2,0
FR,Croatia,Italy,12,35,12
CA,Germany,China,0,1,0
AZ,Spain,Mexico,0,0,0
LH,Italy,Spain,19,13,19
HY,Uzbekistan,Italy,0,8,0
AY,Spain,,0,0,0
BR,Singapore,Italy,0,0,0
V7,France,Italy,29,27,29
EN,Italy,,0,32,0
BA,United States,French Polynesia,0,0,0
LH,Italy,Japan,15,60,15
E9,Spain,Dominican Republic,0,8,0
NO,Italy,Madagascar,4,0,4
LH,Italy,Thailand,12,16,12
NO,Italy,Israel,0,1,0
MH,Malaysia,Singapore,0,1,0
BP,Botswana,Italy,0,0,0
LH,United States,Italy,13,6,13
CY,Egypt,Italy,0,4,0
FR,Italy,Estonia,15,20,15
TU,Tunisia,Spain,0,0,0
AZ,Italy,Bulgaria,0,12,0
LA,United States,Ecuador,0,4,0
1L,Italy,Germany,0,0,0
H2,Peru,Peru,0,5,0
NO,Italy,,0,4,0
FB,Bulgaria,Bulgaria,0,5,0
AH,Algeria,Algeria,0,0,0
VS,United Kingdom,India,1,7,1
AF,Italy,Mauritius,8,12,8
KL,Argentina,,0,0,0
FR,Spain,Spain,104,71,103
AZ,Italy,India,9,11,9
VJ,Vietnam,Vietnam,0,14,0
MH,Indonesia,Italy,0,2,0
QV,Thailand,,0,0,0
LO,Italy,India,0,15,0
LH,Australia,Colombia,0,0,0
OZ,Germany,South Korea,0,0,0
RO,Romania,Egypt,0,1,0
FR,Italy,Sweden,47,120,47
LH,Italy,Hong Kong,1,1,1
KL,Italy,,12,42,12
EI,Italy,,0,2,0
FR,United Kingdom,Denmark,4,0,4
U2,France,Italy,217,31,215
EK,United States,Italy,6,4,6
SQ,Italy,Philippines,2,4,2
FR,Romania,Italy,31,34,31
IB,Italy,Costa Rica,5,7,5
IB,Italy,Mexico,5,11,5
MS,Egypt,Egypt,0,32,0
IB,Spain,Panama,0,0,0
LH,Italy,Canada,14,17,14
TU,Italy,,0,0,0
EY,Italy,Maldives,18,7,18
BA,Germany,Japan,0,0,0
FR,Italy,Israel,22,73,22
IB,Italy,Senegal,1,3,1
EK,Italy,Mauritius,1,101,1
SQ,Italy,Cambodia,0,4,0
TU,Morocco,Tunisia,0,0,0
NO,Italy,Mauritius,0,0,0
LH,Italy,France,15,12,15
LA,Peru,Bolivia,0,1,0
IB,Italy,United States,19,115,19
AZ,Italy,El Salvador,0,0,0
EY,Italy,Sri Lanka,12,10,12
AZ,Argentina,United States,0,0,0
AY,Italy,United States,33,384,33
U2,Italy,Spain,1176,239,1164
EY,Switzerland,Singapore,0,0,0
TK,Turkey,Qatar,0,0,0
FR,Czech Republic,Italy,40,44,40
IB,Spain,Netherlands,0,0,0
LH,Belize,Antigua and Barbuda,0,0,0
5U,Guatemala,Guatemala,0,0,0
EY,Switzerland,,0,0,0
AZ,United States,Dominican Republic,0,0,0
AD,Brazil,Italy,1,7,1
PR,Saudi Arabia,Philippines,0,0,0
GF,India,,0,1,0
BR,Taiwan,Japan,0,0,0
KM,France,Italy,0,1,0
UX,Italy,Peru,4,33,4
UX,Spain,Italy,0,23,0
U2,Switzerland,Italy,16,2,16
IB,Spain,Brazil,0,2,0
B6,United Kingdom,Dominican Republic,0,0,0
FR,Italy,Netherlands,77,163,76
AR,Italy,Argentina,0,42,0
BA,Mexico,Italy,4,7,4
BA,Italy,United Kingdom,145,42,144
EK,Italy,United Arab Emirates,18,45,18
KM,Malta,,0,4,0
EY,Thailand,Italy,3,13,3
KL,Ghana,Italy,1,0,1
CX,Australia,Hong Kong,0,1,0
"",United States,Spain,4,0,4
KL,Netherlands,Germany,2,1,2
LX,Switzerland,,0,5,0
SQ,United Arab Emirates,Indonesia,1,2,1
FR,Republic of Ireland,United Kingdom,1,1,1
BA,Kenya,United Kingdom,2,0,2
MU,Italy,Thailand,0,1,0
LH,France,Cuba,0,1,0
TR,Thailand,Australia,0,1,0
TK,Italy,Uzbekistan,7,13,7
CA,Italy,Taiwan,0,15,0
U2,Italy,Netherlands,513,44,508
AF,France,Greece,0,5,0
EW,Italy,Norway,3,3,3
AF,Italy,Romania,0,1,0
GF,Italy,Sri Lanka,0,1,0
LH,Poland,Germany,3,1,3
PC,Austria,Iraq,0,3,0
SQ,Vietnam,Singapore,1,0,1
5W,United Arab Emirates,Maldives,8,2,8
W6,Jordan,Italy,8,4,8
GR,United Kingdom,Guernsey,0,2,0
UX,Cuba,Italy,2,5,2
AF,France,Israel,5,1,5
XY,Saudi Arabia,India,0,1,0
OS,Italy,Italy,1,0,1
FZ,Italy,Oman,1,0,1
FR,Slovakia,Malta,0,1,0
HV,France,Italy,34,35,34
UA,Switzerland,United States,1,1,1
QR,Thailand,Italy,14,7,14
UK,India,Thailand,1,2,1
AF,Italy,French Polynesia,0,3,0
D7,Malaysia,New Zealand,0,1,0
PK,Pakistan,Italy,3,0,3
AD,Italy,Brazil,0,4,0
X3,Germany,Spain,0,2,0
FZ,Italy,,0,1,0
SK,Norway,,0,3,0
FD,Thailand,Australia,0,1,0
IB,Spain,China,0,1,0
LG,Luxembourg,Spain,0,1,0
U2,Italy,Tanzania,1,0,1
