carrier,origin_country,destination_country,clicks_travix,clicks_competitor,clicks_airlines
AZ,Italy,Italy,423,1110,419
FR,Italy,Italy,3648,5790,3612
AZ,Italy,United States,167,865,165
FR,Italy,Spain,1841,3056,1823
AZ,Italy,,0,121,0
NO,Italy,Spain,19,22,19
LA,Italy,Brazil,30,45,30
NO,Italy,Egypt,60,39,59
AZ,Italy,Tunisia,6,32,6
TU,Italy,Tunisia,0,98,0
FR,Italy,Morocco,133,320,132
IB,Italy,Spain,185,153,183
W6,Italy,Egypt,178,256,176
LH,Italy,United States,127,123,126
AZ,United States,United States,0,0,0
TP,Italy,United States,23,34,23
JU,Italy,Turkey,6,25,6
W6,Italy,Jordan,73,63,72
EK,Italy,Australia,18,11,18
KM,Malta,Italy,0,21,0
NO,Italy,United States,16,6,16
G3,Brazil,Brazil,0,38,0
TK,Italy,Turkey,204,238,202
LH,Italy,,0,55,0
UG,Tunisia,Italy,0,0,0
TG,Thailand,Thailand,8,14,8
SM,Italy,Egypt,16,124,16
LA,Colombia,Colombia,21,14,21
SM,Egypt,Italy,12,42,12
TU,Tunisia,Italy,0,20,0
LA,Peru,Peru,5,13,5
BR,Indonesia,Italy,0,7,0
AZ,Italy,Morocco,17,44,17
QR,Italy,,0,18,0
SP,Portugal,Portugal,3,9,3
BA,United States,United States,0,0,0
TK,Italy,,0,34,0
NO,Italy,Senegal,30,24,30
MS,Egypt,Egypt,0,14,0
BA,Italy,United States,263,380,260
AY,Italy,United States,19,32,19
NO,Italy,Madagascar,7,7,7
AT,Morocco,Italy,11,27,11
DX,Italy,Italy,0,117,0
BA,Italy,,20,25,20
NO,Italy,Maldives,5,2,5
FR,Italy,Greece,592,984,586
IB,Italy,,3,13,3
AF,Italy,,0,71,0
JU,Turkey,Italy,5,4,5
FR,Spain,Italy,301,312,298
AR,Argentina,Argentina,0,8,0
NO,Spain,Italy,2,2,2
NO,Italy,Mexico,7,18,7
TK,Italy,The Gambia,0,1,0
FR,Italy,Sweden,49,91,49
W6,Italy,United Arab Emirates,65,96,64
JU,Italy,Serbia,48,25,48
TK,Turkey,Italy,10,26,10
LH,United States,United States,0,0,0
IB,Spain,Italy,46,24,46
NO,Egypt,Italy,13,5,13
LX,Italy,United States,50,40,50
CA,China,Italy,0,9,0
IB,Italy,Argentina,8,12,8
V7,Italy,Italy,781,808,773
UG,Italy,Tunisia,0,2,0
AI,United Arab Emirates,India,0,2,0
LY,Italy,Israel,15,12,15
KL,Italy,United States,41,207,41
LH,Australia,Argentina,0,0,0
FR,Italy,Malta,323,531,320
JU,Italy,Bosnia and Herzegovina,2,0,2
BA,United States,Italy,11,0,11
AZ,Tunisia,Italy,6,14,6
FR,Italy,Austria,204,229,202
AZ,Egypt,Italy,3,6,3
RQ,Afghanistan,Afghanistan,0,0,0
MU,Italy,Indonesia,0,25,0
MS,Italy,Lebanon,0,4,0
EY,Italy,Indonesia,18,27,18
LY,Israel,Italy,1,2,1
FR,Germany,Italy,49,85,49
UG,Tunisia,Tunisia,0,2,0
UX,Portugal,Italy,0,4,0
IB,Italy,Colombia,27,14,27
IB,Italy,Dominican Republic,17,20,17
UK,India,India,2,3,2
EK,United States,Italy,4,4,4
U2,Italy,Italy,1789,270,1771
TK,Romania,Greece,0,0,0
LH,United States,Italy,5,7,5
MS,Italy,Malawi,0,0,0
QR,Indonesia,Italy,4,0,4
AT,Italy,,0,2,0
AK,Sri Lanka,Thailand,0,8,0
EK,Italy,,0,6,0
SK,Italy,,2,10,2
U2,Italy,Spain,894,178,885
BA,Italy,Japan,0,0,0
FR,Italy,Romania,42,160,42
MH,Italy,Malaysia,0,7,0
EY,Italy,Philippines,5,8,5
FR,Italy,Belgium,132,185,131
UX,Germany,Morocco,6,6,6
FR,Greece,Italy,70,80,69
AR,Italy,Argentina,0,71,0
W4,United Kingdom,Italy,86,40,85
EI,Italy,Republic of Ireland,22,36,22
ET,Kenya,Italy,4,1,4
SV,Italy,Kenya,3,10,3
FR,Italy,France,391,510,387
GF,Italy,Philippines,0,20,0
LA,United States,Brazil,0,0,0
EI,Italy,United States,21,11,21
RJ,Egypt,Italy,0,4,0
SK,Italy,United States,15,32,15
BA,Italy,Mexico,8,19,8
QR,Germany,Pakistan,2,0,2
SV,Italy,Malaysia,3,8,3
FR,Italy,Jordan,21,39,21
TU,France,Tunisia,0,4,0
