carrier,origin_country,destination_country,clicks_travix,clicks_competitor,clicks_airlines
AZ,Italy,Italy,614,2040,608
FR,Italy,Italy,4915,8723,4866
NO,Italy,Egypt,69,68,68
FR,Italy,Morocco,131,365,130
FR,Italy,Spain,2646,5807,2620
DX,Italy,Italy,0,171,0
W6,Italy,Italy,1053,1133,1043
AZ,Italy,United States,206,903,204
W6,Italy,Egypt,136,315,135
AZ,Italy,,0,97,0
LA,Italy,Brazil,25,48,25
NO,Italy,Spain,20,22,20
FR,Spain,Italy,443,531,439
IB,Italy,Spain,176,126,174
BA,Italy,United States,230,470,228
EY,Italy,Indonesia,24,33,24
U2,Italy,Italy,1702,216,1685
TU,Italy,Tunisia,0,60,0
TP,Italy,United States,19,38,19
SM,Italy,Egypt,44,241,44
AT,Morocco,Italy,25,23,25
W6,Italy,United Arab Emirates,88,126,87
LA,Colombia,Colombia,6,26,6
AZ,Italy,Morocco,18,100,18
AZ,Italy,Tunisia,4,44,4
KM,Malta,Italy,0,41,0
UG,Italy,Tunisia,0,11,0
FR,Italy,Malta,408,814,404
KL,Italy,,5,59,5
FR,Italy,France,469,851,464
U2,France,Italy,196,86,194
AT,Italy,Morocco,18,88,18
NO,Spain,Italy,6,2,6
KL,Italy,Dominican Republic,1,46,1
BA,Italy,Japan,0,4,0
FR,Italy,Romania,123,303,122
FR,Italy,Hungary,119,265,118
BA,Italy,,29,60,29
NO,Italy,Maldives,7,3,7
KL,Italy,United States,54,170,53
V7,Italy,Italy,969,781,959
JU,Italy,Serbia,21,16,21
AC,Italy,Canada,8,60,8
U2,Italy,France,874,167,865
TK,Italy,,0,26,0
MS,Egypt,Egypt,0,20,0
LH,Italy,,0,42,0
TP,Italy,Brazil,38,166,38
NO,Egypt,Italy,4,4,4
AS,United States,United States,0,18,0
W6,Italy,Spain,350,751,347
IB,Italy,Morocco,1,5,1
IB,Spain,Italy,47,43,47
TU,Tunisia,Italy,0,12,0
JU,Turkey,Italy,4,3,4
LH,Italy,United States,94,141,93
FR,Italy,Greece,721,1645,714
EY,Italy,,9,6,9
AF,Italy,,0,33,0
W6,Italy,Morocco,45,54,45
TK,Italy,Turkey,79,240,78
NO,Italy,United States,15,3,15
EY,Italy,Seychelles,23,56,23
FR,Italy,Denmark,143,275,142
FR,Italy,Portugal,396,818,392
GQ,Greece,Greece,26,30,26
IB,Italy,Dominican Republic,20,7,20
AF,Italy,United States,103,162,102
W6,Italy,Romania,234,244,232
AI,Italy,,0,6,0
FR,Germany,Italy,73,129,72
FR,Italy,Jordan,25,78,25
LX,Italy,,0,33,0
AZ,United States,United States,0,0,0
TC,Tanzania,Tanzania,0,8,0
TU,France,Tunisia,0,13,0
5U,Guatemala,Guatemala,0,2,0
FR,Italy,Bulgaria,25,111,25
W6,Italy,Greece,215,331,213
HY,Uzbekistan,Uzbekistan,0,1,0
AZ,Spain,Italy,8,20,8
FR,France,Italy,72,162,71
FR,Italy,Poland,102,222,101
LA,Peru,Peru,4,8,4
QR,Spain,Pakistan,0,0,0
MH,Malaysia,Malaysia,6,10,6
IB,Italy,United States,18,97,18
1L,Italy,Germany,0,1,0
TK,Italy,Indonesia,26,30,26
UX,Italy,Spain,9,24,9
FR,Italy,Germany,269,376,266
W6,Italy,Albania,439,462,435
MF,Netherlands,China,0,1,0
AZ,Italy,Spain,43,192,43
SA,South Africa,South Africa,0,1,0
FR,Italy,Austria,218,376,216
KU,Italy,Philippines,13,21,13
SM,Egypt,Italy,17,29,17
LH,Italy,Mexico,1,9,1
AZ,Italy,Brazil,6,82,6
AZ,Egypt,Italy,1,7,1
EY,Italy,South Korea,3,2,3
B0,Italy,United States,0,1,0
AZ,United States,Italy,4,10,4
TG,Thailand,Thailand,10,9,10
W6,Armenia,Italy,14,7,14
BA,Italy,Maldives,0,0,0
LH,United States,United States,0,22,0
EK,Italy,Australia,14,16,14
FR,United Kingdom,Italy,120,129,119
KU,Italy,Thailand,1,11,1
AZ,Italy,Bulgaria,0,9,0
AZ,Italy,India,14,14,14
RJ,Italy,Jordan,7,3,7
EK,Italy,Thailand,33,20,33
WY,Italy,Thailand,6,62,6
LH,United States,Canada,0,1,0
BR,Italy,,0,0,0
KL,Belize,Italy,0,0,0
W6,Italy,Jordan,47,38,47
BA,United States,United States,0,4,0
BA,United Kingdom,Japan,0,0,0
H2,Peru,Peru,0,6,0
U2,Netherlands,Italy,65,13,64
SQ,Italy,,0,7,0
U2,Italy,Spain,921,223,912
FR,Portugal,Italy,73,89,72
LH,Italy,El Salvador,0,1,0
FR,Italy,Belgium,194,278,192
EY,Malaysia,,0,1,0
TP,Italy,,0,28,0
AZ,Italy,Algeria,1,8,1
NO,Dominican Republic,Italy,1,4,1
EY,Italy,Sri Lanka,11,2,11
EK,Argentina,Italy,0,1,0
JU,Italy,Turkey,1,16,1
FR,Croatia,Italy,22,15,22
MU,Hong Kong,,0,0,0
EK,Malaysia,Italy,4,1,4
BA,United States,Italy,15,8,15
UX,Spain,Spain,6,30,6
AZ,Italy,Mexico,0,54,0
FR,Italy,Netherlands,64,141,63
AF,United States,Italy,9,3,9
AZ,Italy,Kenya,0,26,0
AC,Switzerland,,0,1,0
EK,Italy,Indonesia,31,15,31
AZ,Mexico,France,0,0,0
TC,Tanzania,,0,2,0
LO,Italy,Japan,0,33,0
U2,Switzerland,Italy,21,4,21
SQ,Singapore,Malaysia,3,7,3
AY,Spain,Japan,0,0,0
MS,Italy,Egypt,0,66,0
QR,Italy,Indonesia,52,84,51
IB,Italy,,6,4,6
W6,Italy,Bulgaria,32,66,32
MH,Thailand,Malaysia,0,1,0
TS,Italy,,0,0,0
JL,Germany,Japan,0,0,0
ET,India,Italy,1,0,1
