carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
EY,Italy,Pakistan,0,2,0
TK,Italy,Qatar,1,0,1
TK,India,Italy,0,2,0
AR,Argentina,,0,3,0
MH,Italy,Malaysia,0,38,0
JU,Egypt,Italy,0,1,0
ID,Australia,Indonesia,0,0,0
KL,Dominican Republic,Italy,0,2,0
TS,Canada,Italy,0,5,0
AZ,Italy,Belgium,21,75,21
CY,Greece,Egypt,0,1,0
LH,Italy,Turkey,2,2,2
PR,Philippines,Italy,0,1,0
AZ,Italy,France,40,122,40
CA,Italy,Japan,0,110,0
LO,Italy,Turkey,0,4,0
LA,Italy,,0,1,0
FZ,Italy,Bangladesh,0,2,0
FR,Italy,Hungary,164,292,162
FR,Italy,Finland,7,28,7
A3,Italy,Turkey,0,4,0
SP,Portugal,Portugal,4,8,4
QR,United Arab Emirates,Thailand,0,0,0
AY,Finland,Faroe Islands,0,3,0
EY,Italy,Thailand,29,44,29
TP,Spain,Senegal,0,2,0
AM,United States,Mexico,0,1,0
BA,United States,The Bahamas,0,3,0
LO,Italy,United States,0,5,0
SK,Norway,Italy,2,3,2
AZ,Italy,Zambia,0,0,0
W6,United Arab Emirates,Italy,9,17,9
LA,Spain,Chile,0,0,0
AZ,United States,United States,0,0,0
MH,Malaysia,Singapore,0,0,0
TU,France,Tunisia,0,12,0
QR,Germany,Maldives,0,0,0
LH,Italy,Mexico,1,17,1
LO,Italy,Lebanon,0,3,0
TP,Brazil,Italy,10,79,10
QR,Greece,Pakistan,0,0,0
JQ,Singapore,Indonesia,2,3,2
AZ,Morocco,Italy,0,2,0
KL,Italy,Colombia,9,24,9
SQ,Malaysia,,0,0,0
AZ,United States,The Bahamas,0,0,0
EY,Switzerland,Thailand,0,0,0
LH,United States,Mexico,0,0,0
ET,Cameroon,Italy,0,1,0
SQ,South Korea,Indonesia,0,0,0
AZ,United States,Peru,0,0,0
OU,Croatia,Italy,0,1,0
TK,Argentina,Italy,0,0,0
TP,Portugal,Portugal,5,5,5
OS,Italy,Japan,23,40,23
TK,Italy,Malaysia,7,7,7
LO,Italy,Egypt,0,5,0
SQ,Italy,Indonesia,6,12,6
LO,Poland,Poland,1,1,1
LA,Brazil,Italy,14,88,14
WS,Italy,United States,6,5,6
AT,Italy,,0,8,0
E9,Dominican Republic,Spain,0,0,0
FR,France,Italy,77,86,76
LH,Costa Rica,Italy,0,1,0
LH,Italy,Norway,11,16,11
ET,Kenya,Italy,3,7,3
AZ,Italy,Thailand,2,14,2
LH,Mexico,United States,0,1,0
LX,Italy,Japan,2,11,2
CX,Italy,Indonesia,2,2,2
TK,Italy,Oman,6,5,6
AD,Italy,Brazil,0,6,0
AZ,Tunisia,Italy,5,5,5
LX,Italy,,0,22,0
AZ,Italy,Egypt,11,48,11
TK,Canada,Italy,0,0,0
W6,Italy,Romania,144,242,143
AZ,Italy,India,10,22,10
QF,Hong Kong,New Zealand,0,0,0
TU,Switzerland,Tunisia,0,0,0
UX,France,,0,4,0
TP,Senegal,Brazil,1,1,1
DY,Netherlands,,0,0,0
BR,Italy,,0,0,0
KU,Italy,India,1,1,1
SQ,Germany,,0,1,0
ET,Democratic Republic of the Congo,Italy,0,0,0
RJ,Tunisia,Israel,0,0,0
IB,Italy,Mexico,3,15,3
TK,Italy,Mauritius,2,5,2
AC,Israel,,0,1,0
AZ,France,Italy,19,20,19
LG,Italy,Luxembourg,7,16,7
AF,Italy,Brazil,14,43,14
JU,Denmark,Albania,0,1,0
MS,Egypt,Saudi Arabia,0,0,0
U2,Italy,Spain,1284,199,1271
NO,Italy,Cape Verde,2,1,2
AZ,Italy,Spain,39,213,39
LA,Colombia,Italy,0,38,0
1L,Germany,Italy,0,2,0
LA,Italy,Argentina,1,20,1
EY,United Kingdom,Bangladesh,2,1,2
IV,Slovenia,Republic of Kosovo,0,0,0
AM,Mexico,Mexico,0,18,0
TK,Italy,Singapore,15,4,15
S4,Portugal,Portugal,1,6,1
4Z,South Africa,South Africa,2,3,2
PR,Philippines,Malaysia,0,0,0
EW,Germany,Italy,80,53,79
RJ,Tunisia,Qatar,0,0,0
AZ,Italy,Maldives,0,2,0
AM,Mexico,Italy,0,19,0
WY,Italy,Thailand,4,77,4
LO,Italy,,0,3,0
IB,Spain,Bulgaria,0,2,0
SQ,Italy,Australia,3,4,3
SQ,Spain,Italy,2,0,2
U2,Czech Republic,Italy,19,2,19
AZ,Argentina,Italy,11,54,11
JQ,Australia,Thailand,2,1,2
SV,Italy,India,17,14,17
KM,Germany,Italy,0,4,0
HY,United Arab Emirates,Uzbekistan,0,3,0
BJ,Tunisia,Germany,1,0,1
PC,Turkey,Norway,0,1,0
OZ,Australia,Italy,1,1,1
W6,Uzbekistan,Italy,0,1,0
WE,Nepal,Thailand,1,0,1
LH,Iceland,Italy,1,0,1
AV,Colombia,Mexico,4,4,4
AF,Italy,Panama,7,6,7
UX,Argentina,Spain,1,1,1
FR,Germany,Portugal,0,3,0
SG,India,India,1,1,1
G9,Turkey,Sri Lanka,1,0,1
LH,France,Argentina,3,0,3
BR,Thailand,Italy,0,1,0
BA,Germany,United States,2,3,2
TR,Australia,Singapore,1,0,1
KL,Italy,Ecuador,3,8,3
EY,Pakistan,Italy,0,2,0
W6,Serbia,Italy,0,3,0
FB,Italy,Bulgaria,0,8,0
U2,Italy,Bonaire,0,1,0
LA,Italy,Ecuador,0,2,0
DY,Italy,,0,4,0
GZ,Cook Islands,Cook Islands,0,1,0
EY,Italy,Australia,3,4,3
BA,Italy,Singapore,1,0,1
LO,Italy,India,0,2,0
G8,Maldives,India,0,1,0
E9,Spain,Mexico,0,1,0
W4,Italy,Saudi Arabia,0,1,0
OS,Italy,Taiwan,0,1,0
TK,Turkey,Malta,1,0,1
SK,Denmark,Norway,0,2,0
JT,Indonesia,,0,1,0
OU,Croatia,Bosnia and Herzegovina,0,2,0
LH,Netherlands,Germany,1,1,1
GM,Spain,Switzerland,1,6,1
AV,Spain,Argentina,3,0,3
LH,Italy,Thailand,21,33,21
AY,Thailand,Italy,4,0,4
VY,Portugal,Spain,7,1,7
V7,Italy,Portugal,0,10,0
OS,Austria,Greece,0,2,0
AZ,Italy,Denmark,0,1,0
AZ,Brazil,Italy,0,8,0
U2,Israel,Italy,4,0,4
AY,Netherlands,Finland,0,1,0
LH,China,Italy,0,1,0
TU,Italy,Ivory Coast,0,2,0
BA,United Kingdom,Antigua and Barbuda,1,1,1
TP,Italy,Angola,0,1,0
LX,Italy,Belgium,0,1,0
JQ,New Zealand,New Zealand,6,0,6
AK,Malaysia,Malaysia,0,16,0
JU,Germany,Greece,0,1,0
EW,Greece,Portugal,1,0,1
W6,Netherlands,Poland,0,1,0
"",Spain,Argentina,4,0,4
EW,Germany,Albania,0,1,0
EK,Belgium,Tanzania,1,0,1
ET,Italy,Botswana,0,2,0
EY,Czech Republic,Japan,0,1,0
AF,Italy,Costa Rica,3,8,3
FR,Czech Republic,Italy,31,28,31
VY,Italy,Portugal,2,18,2
LH,Italy,South Africa,21,4,21
VY,Germany,Italy,0,5,0
FR,Netherlands,Finland,0,1,0
AZ,Italy,Czech Republic,0,1,0
BA,Norway,United States,2,0,2
AK,Malaysia,,0,1,0
LX,Italy,Republic of Ireland,1,0,1
QR,Switzerland,Kenya,1,0,1
MU,Italy,Philippines,0,1,0
W6,Belgium,United Arab Emirates,0,1,0
IB,Italy,Iceland,0,1,0
FR,Belgium,Morocco,0,1,0
TU,Tunisia,France,0,10,0
UX,Italy,Mexico,8,47,8
IB,Portugal,Italy,6,6,6
JU,Italy,Greece,1,30,1
FR,Italy,Philippines,0,4,0
IB,Portugal,Cuba,2,0,2
T3,United Kingdom,France,0,2,0
TK,Italy,Senegal,0,7,0
UA,United States,Mexico,0,1,0
W6,Spain,Italy,39,38,39
U2,United Kingdom,United Kingdom,7,0,7
AZ,Italy,Hungary,0,2,0
KL,Germany,United States,1,5,1
GF,Italy,India,0,3,0
CM,Colombia,Panama,4,0,4
VY,Portugal,Morocco,0,1,0
LO,Poland,Czech Republic,0,1,0
OS,Croatia,Czech Republic,0,1,0
UL,United Arab Emirates,Sri Lanka,0,3,0
TK,Pakistan,Greece,0,1,0
TU,Tunisia,,0,1,0
E5,Italy,Egypt,40,86,40
KQ,Italy,Kenya,16,27,16
UX,Italy,Peru,7,41,7
MK,Mauritius,Italy,0,10,0
TP,Italy,Senegal,6,9,6
TI*,Germany,Turkey,0,3,0
LH,Italy,Vietnam,0,2,0
FR,Latvia,Italy,1,8,1
EK,Italy,South Korea,1,0,1
U2,Portugal,Morocco,2,0,2
SJ,Indonesia,,0,1,0
FR,Italy,Mexico,0,3,0
KL,Czech Republic,United States,0,1,0
JU,Italy,United States,0,1,0
DL,Italy,Mexico,1,0,1
FD,Thailand,Thailand,0,34,0
AZ,Italy,Albania,24,124,24
AZ,Italy,Germany,22,88,22
CM,Dominican Republic,Peru,1,0,1
TU,Tunisia,Spain,0,2,0
IB,Spain,Colombia,3,3,3
FR,Portugal,France,1,2,1
AY,Germany,,0,1,0
AM,Switzerland,Mexico,0,3,0
GM,Spain,Italy,0,1,0
JL,India,United States,0,2,0
SN,Italy,Ghana,0,1,0
OG,Iceland,Canada,1,0,1
Z0,United States,Italy,7,10,7
BJ,France,Tunisia,3,3,3
LA,Colombia,Chile,1,0,1
Y4,Mexico,United States,0,1,0
VY,Spain,Lebanon,2,0,2
AT,United States,Italy,0,1,0
AA,United States,Bermuda,1,0,1
OS,Italy,Kenya,0,1,0
LO,Moldova,Italy,0,1,0
PD,Canada,United States,1,1,1
AI,Italy,Singapore,0,34,0
OZ,South Korea,United Kingdom,2,0,2
LX,Serbia,Switzerland,0,1,0
EK,Germany,Thailand,1,0,1
HV,Tunisia,France,2,2,2
W4,France,Austria,1,0,1
AT,Morocco,France,1,2,1
W9,Albania,United Kingdom,0,1,0
6E,Nepal,United Arab Emirates,0,1,0
TK,Netherlands,Pakistan,1,0,1
FR,Poland,Spain,0,2,0
QR,Sri Lanka,Italy,1,0,1
KL,Netherlands,Germany,1,0,1
AF,Italy,Burundi,0,2,0
LG,Germany,Luxembourg,1,0,1
6E,Thailand,Italy,0,1,0
LH,Italy,Sweden,25,18,25
AF,Peru,Italy,2,3,2
UX,Spain,Switzerland,0,2,0
EK,South Africa,Italy,1,0,1
EY,Italy,Malaysia,5,5,5
AI,Italy,Nepal,0,5,0
H4,Romania,Romania,0,4,0
LH,Italy,Australia,0,3,0
QZ,Indonesia,Singapore,0,9,0
EK,United States,Egypt,0,1,0
AY,Latvia,Finland,1,0,1
U2,Germany,Netherlands,3,0,3
AZ,Romania,Argentina,1,0,1
FR,Romania,United Kingdom,0,1,0
QR,Germany,Qatar,1,0,1
FR,Belgium,Poland,1,0,1
AM,Italy,Honduras,0,1,0
U2,Portugal,Italy,61,24,60
RJ,United Arab Emirates,,0,1,0
AM,Peru,Italy,0,6,0
QF,Italy,,0,4,0
CZ,Vietnam,China,0,3,0
EK,Italy,Singapore,1,0,1
W9,United Kingdom,Italy,6,0,6
TR,Indonesia,Italy,0,4,0
BA,Italy,Republic of Ireland,0,1,0
TU,Germany,Tunisia,0,2,0
KL,Italy,Iceland,0,2,0
SK,Sweden,Denmark,1,2,1
AF,Greece,Switzerland,0,1,0
W6,Netherlands,Romania,2,0,2
EW,Germany,Portugal,1,0,1
BA,South Africa,Italy,0,1,0
KM,Italy,Portugal,0,1,0
KL,Italy,Honduras,0,1,0
AF,France,Italy,33,42,33
G9,Italy,Pakistan,6,14,6
LX,Italy,Oman,0,2,0
BA,Italy,Canada,4,1,4
JU,Italy,Croatia,1,3,1
UK,United Arab Emirates,Thailand,2,4,2
AF,Poland,Germany,0,1,0
FR,Germany,Greece,2,0,2
IB,Italy,Fiji,0,1,0
PC,Turkey,Turkey,0,1,0
W4,Italy,Greece,206,117,204
NO,Italy,Greece,29,26,29
TG,Thailand,Italy,0,5,0
FR,Portugal,Spain,2,4,2
PC,Italy,Kazakhstan,0,1,0
SQ,Italy,Cambodia,3,4,3
LH,Belgium,Italy,2,0,2
AF,Italy,Portugal,4,4,4
LA,Paraguay,Italy,0,1,0
AK,Indonesia,Mauritius,0,1,0
HV,France,Portugal,1,0,1
AA,Brazil,United States,1,0,1
DL,Chile,Italy,1,0,1
GF,United Arab Emirates,United Arab Emirates,0,2,0
IU,Indonesia,France,0,1,0
AM,Mexico,Guatemala,0,1,0
U2,Italy,Croatia,110,37,109
B6,Italy,United States,0,12,0
EK,Italy,Oman,1,0,1
AY,Italy,Lithuania,1,0,1
OS,Italy,France,0,1,0
JU,Serbia,Slovenia,1,1,1
DE,Switzerland,Spain,0,3,0
FZ,Maldives,Italy,1,1,1
5J,Philippines,Thailand,1,0,1
FR,Republic of Ireland,Cyprus,0,1,0
AK,Malaysia,Singapore,0,4,0
IB,Mexico,Spain,1,0,1
OS,Hungary,Germany,1,0,1
YL,Libya,Tunisia,0,1,0
E4*,Spain,Italy,0,2,0
EW,Italy,Georgia,0,2,0
U2,Italy,Iceland,33,42,33
LX,Italy,South Africa,3,0,3
WS,Italy,Canada,1,12,1
KL,Italy,Kenya,0,3,0
LH,Italy,Poland,9,13,9
LH,Italy,Sri Lanka,0,2,0
W6,Italy,Azerbaijan,0,4,0
BA,Italy,Cuba,0,1,0
G9,Sri Lanka,Saudi Arabia,0,1,0
FR,Finland,Italy,1,13,1
W4,France,Italy,17,6,17
LH,Switzerland,Portugal,3,0,3
PC,Kazakhstan,Italy,0,1,0
TP,Italy,Morocco,0,3,0
V7,Spain,France,2,2,2
AV,Spain,Colombia,8,0,8
3L,Kuwait,United Arab Emirates,0,1,0
T7,France,Italy,0,2,0
OS,Austria,Sweden,2,2,2
IB,Spain,United States,3,1,3
W6,Norway,Italy,0,5,0
LX,Italy,Argentina,0,1,0
VY,Belgium,Spain,1,1,1
BT,Finland,Italy,2,0,2
W6,Poland,Spain,0,2,0
KM,Italy,Croatia,0,1,0
LO,Italy,Azerbaijan,1,0,1
VZ,Thailand,Japan,0,3,0
SQ,South Korea,Italy,1,0,1
XC,Turkey,Italy,0,1,0
BA,Italy,Saint Lucia,1,0,1
GF,Sri Lanka,Italy,0,1,0
LA,Italy,Peru,3,9,3
TK,Italy,Georgia,5,6,5
BA,United Kingdom,Italy,26,15,26
SK,Italy,Spain,1,1,1
SL,India,Thailand,0,2,0
SN,Belgium,Hungary,1,0,1
KL,Italy,France,3,1,3
EW,Spain,Italy,1,1,1
FR,United Kingdom,Poland,1,0,1
TX,France,French Polynesia,0,1,0
BA,Italy,United Kingdom,77,92,76
AZ,Italy,Bulgaria,1,8,1
LH,United States,Italy,1,6,1
VY,Croatia,Italy,7,3,7
AF,Italy,Nigeria,5,3,5
LH,Thailand,Italy,3,3,3
LH,Italy,Lebanon,14,1,14
TU,Italy,Senegal,0,1,0
FR,Italy,Canada,0,4,0
SQ,Germany,Thailand,0,1,0
U2,France,Italy,193,27,191
VY,Greece,Italy,7,1,7
AC,Germany,Jamaica,0,1,0
IB,Italy,Vietnam,0,2,0
EK,Thailand,Turkey,1,0,1
MU,Australia,Italy,0,6,0
IB,Venezuela,Italy,2,2,2
PC,Italy,Oman,5,0,5
EK,United Arab Emirates,Nepal,1,0,1
DY,Sweden,Finland,0,3,0
EN,Italy,Malta,0,1,0
TK,Croatia,Moldova,0,1,0
U2,France,Vanuatu,0,1,0
FR,Germany,Belgium,1,0,1
CY,Italy,Cyprus,12,23,12
LX,Belgium,Italy,1,0,1
EN,Italy,Canada,0,5,0
KL,Italy,Nigeria,1,1,1
"",Colombia,Costa Rica,1,1,1
TK,Kenya,Italy,0,1,0
MM,Japan,South Korea,0,1,0
LX,Switzerland,Czech Republic,0,1,0
FR,Italy,Czech Republic,114,194,113
DL,Italy,,50,0,50
IB,Colombia,Italy,1,9,1
TK,Italy,Ethiopia,1,2,1
IB,United States,Italy,5,1,5
KL,Panama,Italy,1,2,1
AY,United States,Jamaica,0,1,0
SN,Italy,Cameroon,1,0,1
IB,Italy,Bolivia,0,1,0
AF,Italy,Zambia,0,1,0
CA,Philippines,Germany,0,1,0
FR,Sweden,Belgium,5,5,5
ET,France,Democratic Republic of the Congo,1,0,1
OS,Japan,Italy,2,0,2
FR,Denmark,,0,1,0
I2,Denmark,Spain,1,0,1
VS,France,United States,1,1,1
A3,Italy,Cyprus,4,6,4
CI,Italy,Philippines,1,6,1
U2,Netherlands,France,3,0,3
AF,France,Guadeloupe,0,1,0
PC,Iraq,Turkey,6,0,6
AF,Italy,Honduras,0,3,0
AR,Italy,,0,1,0
OS,Austria,Germany,1,0,1
TB,Dominican Republic,Italy,0,2,0
DL,Brazil,Italy,1,0,1
AV,Colombia,Spain,0,1,0
SQ,Italy,Philippines,2,5,2
FR,Lithuania,Austria,0,1,0
U2,France,Switzerland,2,0,2
AV,Colombia,United Arab Emirates,0,2,0
I2,Spain,Denmark,1,0,1
HY,Uzbekistan,India,0,1,0
LS,Greece,Spain,0,1,0
EN,Italy,Costa Rica,0,2,0
SQ,Italy,Malaysia,0,1,0
HC,Ivory Coast,Italy,0,1,0
AT,Italy,Angola,0,1,0
UX,Colombia,Italy,1,0,1
UX,Switzerland,Cuba,0,1,0
A3,Slovenia,Greece,0,2,0
W4,Italy,Sweden,2,1,2
AV,United States,Colombia,1,0,1
AT,Morocco,Netherlands,2,0,2
W6,Italy,Martinique,0,2,0
AZ,Italy,Serbia,3,2,3
UX,Belgium,Spain,2,1,2
DV,Kazakhstan,Italy,0,1,0
LH,Netherlands,Aruba,0,1,0
FR,Italy,The Gambia,0,1,0
TK,Germany,Ghana,0,1,0
DY,United Kingdom,Norway,0,1,0
6E,Italy,India,32,24,32
VY,France,Denmark,1,0,1
I5,India,India,2,2,2
A3,Albania,Greece,2,6,2
7C,South Korea,Vietnam,0,4,0
LX,Italy,Mauritius,0,3,0
W6,Bulgaria,Spain,2,0,2
AZ,Italy,Paraguay,0,1,0
A3,Greece,United Kingdom,1,1,1
LH,Italy,Tunisia,3,4,3
WF,Norway,Italy,0,3,0
TP,Switzerland,United States,0,1,0
BY,United Kingdom,Italy,1,0,1
TK,Azerbaijan,Germany,0,2,0
FD,Vietnam,Italy,0,1,0
AT,France,Morocco,0,1,0
CX,Italy,Philippines,0,1,0
G9,United Arab Emirates,Sri Lanka,0,1,0
3L,Sudan,Saudi Arabia,0,2,0
PG,Thailand,Laos,0,1,0
TG,Thailand,Germany,2,0,2
EY,Philippines,Italy,1,0,1
6E,India,India,7,19,7
AZ,Italy,Malta,2,23,2
W6,Italy,Armenia,3,13,3
W4,Italy,Republic of Kosovo,9,6,9
CZ,Italy,Thailand,0,4,0
LH,Austria,Argentina,3,6,3
KM,Malta,United Arab Emirates,0,1,0
MF,France,China,0,2,0
