carrier,origin_country,destination_country,clicks_travix,clicks_competitor,clicks_airlines
AZ,Italy,Italy,355,1034,351
FR,Italy,Italy,3416,5749,3382
NO,Italy,Egypt,69,46,68
AZ,Italy,United States,156,856,154
NO,Egypt,Italy,15,10,15
NO,Italy,Spain,26,13,26
FR,Italy,Spain,1684,3411,1667
LA,Italy,Brazil,7,26,7
AZ,Italy,Morocco,37,104,37
AZ,Italy,,0,98,0
AZ,Italy,Tunisia,13,32,13
LH,Italy,United States,87,140,86
W6,Italy,Egypt,136,181,135
KU,Italy,Philippines,5,24,5
FR,Italy,Morocco,120,299,119
AT,Morocco,Italy,7,16,7
IB,Italy,Spain,132,113,131
JU,Italy,Egypt,0,11,0
AT,Italy,Morocco,20,78,20
TP,Italy,United States,3,17,3
SM,Egypt,Italy,2,29,2
UG,Italy,Tunisia,0,5,0
MS,Italy,Egypt,0,128,0
TU,Italy,Tunisia,0,63,0
BA,Italy,United States,207,458,205
QR,Italy,Australia,1,19,1
EK,Italy,,0,14,0
JU,Italy,Turkey,5,22,5
AF,Italy,United States,55,129,54
SM,Italy,Egypt,21,171,21
FR,Italy,Greece,524,1030,519
KL,Italy,Dominican Republic,1,51,1
AY,Italy,,0,4,0
TK,Italy,United States,6,7,6
AZ,Italy,India,2,20,2
DO,United States,Dominican Republic,0,3,0
W6,Italy,Jordan,40,32,40
IB,Italy,Dominican Republic,12,12,12
IB,Italy,,1,11,1
AS,United States,United States,0,16,0
TG,Thailand,Thailand,1,4,1
AZ,Italy,Egypt,4,47,4
XK,France,France,0,10,0
EK,Italy,Australia,7,17,7
TU,Tunisia,Italy,0,12,0
W6,Italy,Italy,399,558,395
FR,Italy,France,355,632,351
LX,Italy,United States,16,61,16
BA,United States,United States,0,3,0
AZ,Italy,Algeria,2,10,2
AF,Italy,Brazil,16,39,16
IB,Italy,Portugal,9,14,9
IB,Spain,Italy,29,24,29
V7,Italy,Italy,620,628,614
UK,Nepal,India,0,1,0
FR,Spain,Italy,250,270,248
TU,France,Tunisia,0,5,0
B7,Taiwan,Taiwan,0,10,0
LA,Colombia,Colombia,3,12,3
AZ,Italy,Mexico,0,42,0
AZ,United States,United States,0,0,0
TU,Belgium,Tunisia,0,2,0
W6,Italy,Morocco,11,18,11
TP,Morocco,Italy,3,2,3
UX,Italy,Dominican Republic,7,37,7
JL,Italy,Japan,2,3,2
PN,China,Italy,0,3,0
FR,Italy,Hungary,93,152,92
FR,Italy,Malta,224,389,222
NO,Italy,United States,18,4,18
SQ,Italy,,0,9,0
GF,Italy,,0,2,0
TP,Italy,Senegal,2,14,2
AC,Italy,Canada,9,78,9
AF,Italy,Nicaragua,0,3,0
TN,United States,French Polynesia,0,0,0
EN,Italy,,0,13,0
FI,Puerto Rico,Iceland,0,2,0
ZL,Australia,Australia,0,3,0
TS,Italy,Canada,53,21,52
NO,Italy,Dominican Republic,5,2,5
FR,Italy,Belgium,124,203,123
FR,Italy,Germany,175,268,173
W6,Italy,United Arab Emirates,94,100,93
RJ,Italy,Thailand,2,9,2
AH,Italy,Senegal,0,6,0
FR,Italy,Norway,11,31,11
JU,Turkey,Italy,4,1,4
JU,Italy,Serbia,12,11,12
