carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
AZ,Italy,Italy,848,2053,840
FR,Italy,Italy,6055,9323,5995
NO,Italy,Egypt,95,96,94
NO,Italy,Spain,16,32,16
AZ,Italy,United States,217,1364,215
FR,Italy,Spain,3195,5988,3163
LA,Italy,Brazil,18,166,18
W6,Italy,Egypt,200,348,198
FR,Italy,Morocco,158,361,156
LH,Italy,United States,132,170,131
AZ,Italy,Morocco,34,114,34
AZ,Italy,,0,142,0
LA,Colombia,Colombia,5,18,5
IB,Italy,Spain,219,208,217
TK,Italy,Turkey,148,373,147
TU,Italy,Tunisia,0,102,0
NO,Egypt,Italy,16,3,16
FR,Italy,Belgium,216,321,214
TK,Italy,Indonesia,19,50,19
NO,Italy,Maldives,10,3,10
UG,Italy,Tunisia,0,18,0
SM,Egypt,Italy,10,34,10
W6,Italy,Italy,730,930,723
FR,Italy,Greece,797,1763,789
IB,Spain,Italy,61,52,60
AZ,Tunisia,Italy,3,4,3
U2,Italy,Spain,1169,181,1157
EK,Italy,,0,13,0
NO,Italy,United States,6,3,6
TP,Italy,United States,10,23,10
AZ,Italy,Tunisia,7,40,7
LA,Peru,Peru,2,12,2
FR,Italy,United Kingdom,660,878,653
FR,Italy,France,552,954,547
FR,Spain,Italy,480,576,475
TK,Italy,,0,37,0
AZ,United States,Italy,7,21,7
SM,Italy,Egypt,37,238,37
KL,Italy,Dominican Republic,11,39,11
KU,Italy,Philippines,6,18,6
W6,Italy,United Arab Emirates,96,144,95
KM,Malta,Italy,0,26,0
V7,Italy,Italy,1429,1132,1415
FR,Italy,Malta,452,780,448
AT,Morocco,Italy,20,25,20
BA,Italy,United States,257,593,254
EI,Italy,United States,38,5,38
QR,Italy,,0,30,0
UX,Spain,Spain,8,31,8
NO,Italy,Dominican Republic,5,6,5
EK,Italy,Indonesia,30,34,30
LH,United States,United States,0,27,0
IB,Italy,United States,23,141,23
SP,Portugal,Portugal,3,7,3
LA,Italy,,0,7,0
AZ,Italy,Mexico,0,91,0
CA,Singapore,Italy,0,12,0
AY,Italy,United States,39,392,39
AF,Italy,United States,84,168,83
AC,Italy,Canada,9,107,9
TU,Tunisia,Italy,0,16,0
AT,Italy,Morocco,45,139,45
KL,Italy,United States,83,230,82
KU,Italy,India,0,0,0
W6,Italy,Jordan,72,58,71
FR,Italy,Denmark,147,262,146
AF,Italy,,1,33,1
MS,Italy,Egypt,0,87,0
TK,Italy,United States,30,19,30
LH,United States,Italy,2,9,2
IB,Italy,,3,8,3
FR,Italy,Poland,121,239,120
AZ,Egypt,Italy,1,13,1
BA,United States,United States,0,6,0
AF,Italy,Brazil,6,31,6
UG,Tunisia,Italy,0,3,0
TU,France,Tunisia,0,12,0
GF,Italy,Singapore,0,4,0
LH,Italy,,0,62,0
PR,Australia,,0,0,0
TK,Italy,Egypt,7,20,7
RJ,Egypt,Italy,1,1,1
LH,Italy,Mexico,1,7,1
BA,Italy,,37,79,37
KU,Italy,Thailand,1,9,1
