carrier,origin_country,destination_country,clicks_travix,clicks_competitor,clicks_airlines
AZ,Italy,Italy,745,2235,738
FR,Italy,Italy,5013,9863,4963
FR,Italy,Spain,2944,6749,2915
NO,Italy,Spain,0,39,0
W6,Italy,Italy,1241,1426,1229
FR,Italy,Morocco,157,391,155
AZ,Italy,,0,152,0
W6,Italy,Egypt,236,239,234
LH,Italy,,0,70,0
LA,Italy,Brazil,15,72,15
AZ,Italy,United States,213,1101,211
V7,Italy,Italy,838,843,830
NO,Italy,Maldives,0,3,0
TK,Italy,,0,31,0
AZ,Italy,Tunisia,15,62,15
LA,Brazil,Brazil,12,34,12
LH,Italy,United States,155,148,153
UX,Spain,Spain,9,19,9
W6,Italy,United Arab Emirates,91,100,90
FR,Italy,Greece,846,1796,838
FR,Italy,United Kingdom,481,909,476
UP,United States,The Bahamas,0,19,0
TP,Italy,United States,19,53,19
AZ,Italy,Morocco,50,141,50
KL,Italy,United States,105,265,104
NO,Italy,United States,0,15,0
SM,Egypt,Italy,25,31,25
LH,Italy,Brazil,20,25,20
TU,Italy,Tunisia,0,78,0
SM,Italy,Egypt,59,299,58
TP,Portugal,Portugal,10,15,10
TK,Italy,Indonesia,26,39,26
FR,Italy,Poland,145,212,144
FR,Italy,France,428,812,424
BA,Italy,,44,86,44
AF,Italy,United States,182,139,180
EK,Italy,,0,24,0
AC,Italy,Canada,26,94,26
FR,Italy,Germany,236,390,234
AZ,Italy,France,45,169,45
KU,Italy,Thailand,1,6,1
FR,Spain,Italy,454,544,450
AF,Italy,Brazil,10,28,10
W6,Italy,Jordan,48,55,48
QR,Italy,,0,27,0
UG,Tunisia,Italy,0,5,0
TK,Italy,Uzbekistan,5,17,5
TU,Tunisia,Italy,0,32,0
LH,Italy,Canada,11,35,11
EK,Italy,Indonesia,102,21,101
TU,France,Tunisia,0,12,0
UX,Italy,Spain,16,42,16
FR,Germany,Italy,68,149,67
FR,Italy,Portugal,473,978,468
FR,Italy,Malta,359,739,355
TP,Portugal,Italy,26,35,26
AC,Canada,Italy,6,11,6
FR,Italy,Czech Republic,125,260,124
W6,Italy,Morocco,48,49,48
AZ,Morocco,Italy,5,13,5
EW,Germany,Italy,69,75,68
TS,Italy,Canada,12,12,12
MS,Egypt,Egypt,0,29,0
AZ,Italy,Brazil,8,73,8
KL,Italy,,12,28,12
IB,Italy,Spain,231,254,229
W6,Italy,Spain,461,635,456
AY,Italy,,0,5,0
KM,Malta,Italy,0,19,0
LA,Peru,Peru,2,11,2
LA,Colombia,Colombia,9,29,9
LA,Brazil,Italy,11,81,11
LG,Italy,Luxembourg,22,20,22
PW,Tanzania,Tanzania,0,8,0
AZ,Italy,Mexico,0,45,0
SN,Italy,Belgium,43,128,43
RJ,Italy,Egypt,0,2,0
EK,Italy,Bangladesh,0,4,0
LH,Italy,Japan,43,81,43
ID,Malaysia,Indonesia,0,0,0
