carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
AZ,Italy,Italy,765,1861,757
FR,Italy,Italy,5053,8950,5003
W6,Italy,Italy,1341,1652,1328
NO,Italy,Egypt,101,80,100
FR,Italy,Spain,3193,6449,3161
FR,Italy,Morocco,184,421,182
NO,Italy,Spain,24,42,24
AZ,Italy,United States,207,972,205
W6,Italy,Egypt,226,231,224
KM,Malta,Italy,0,14,0
NO,Italy,United States,15,5,15
LA,Italy,Brazil,11,53,11
W6,Italy,Morocco,36,49,36
AZ,Italy,,0,121,0
TU,Italy,Tunisia,0,62,0
AZ,Italy,Tunisia,16,32,16
TP,Italy,United States,21,29,21
W6,Italy,Jordan,47,54,47
EK,Italy,Indonesia,124,16,123
AZ,Italy,Morocco,14,87,14
FR,Italy,United Kingdom,433,789,429
AT,Italy,Morocco,39,102,39
LH,Italy,United States,132,120,131
SM,Egypt,Italy,18,28,18
TU,Tunisia,Italy,0,21,0
FR,Italy,Malta,370,762,366
BA,Italy,United States,235,770,233
FR,Italy,France,440,838,436
NO,Italy,Maldives,12,1,12
KL,Italy,,21,44,21
LH,Italy,Brazil,19,37,19
AZ,Italy,France,42,149,42
AT,Morocco,Italy,7,35,7
FR,Italy,Austria,259,372,256
KL,Italy,United States,78,313,77
V7,Italy,Italy,1008,841,998
EY,Italy,Indonesia,20,54,20
W6,Italy,United Arab Emirates,109,92,108
CA,Italy,Vietnam,0,0,0
AZ,Italy,Egypt,4,50,4
BA,Italy,,57,97,56
FR,Italy,Greece,797,1680,789
EK,South Africa,Italy,2,1,2
KU,Italy,Bangladesh,0,7,0
EY,Italy,Seychelles,53,81,52
AF,Italy,United States,147,180,146
AZ,Italy,Brazil,9,69,9
AY,Italy,,0,16,0
AZ,Italy,Spain,60,208,59
EK,Italy,,0,20,0
IB,Italy,Spain,191,185,189
QR,Italy,,0,28,0
NO,Italy,Mexico,4,3,4
FR,Italy,Germany,201,395,199
AF,Italy,,0,24,0
U2,Italy,Switzerland,67,8,66
FR,Italy,Portugal,406,789,402
W6,Italy,Czech Republic,108,186,107
KL,Italy,Dominican Republic,2,46,2
U2,Italy,France,1060,166,1050
IB,Italy,United States,15,115,15
AF,United States,Armenia,0,0,0
AT,France,Morocco,0,4,0
AZ,Tunisia,Italy,0,4,0
LX,Italy,,0,35,0
UG,Italy,Tunisia,0,7,0
TK,Italy,,0,26,0
W6,Italy,Spain,439,790,435
TK,Italy,United States,5,9,5
TP,Italy,,0,24,0
AM,Peru,Italy,0,2,0
AY,Italy,United States,43,81,43
GQ,Greece,Greece,11,34,11
KU,Italy,Philippines,3,3,3
AZ,Italy,Israel,2,7,2
FR,Italy,Poland,138,185,137
MS,Italy,Egypt,0,78,0
NO,Canada,Italy,4,0,4
NO,Italy,Dominican Republic,7,4,7
NO,Egypt,Italy,14,3,14
U2,Italy,Italy,2271,232,2249
MS,Egypt,Egypt,0,58,0
NO,Spain,Italy,5,3,5
EK,Thailand,Italy,9,1,9
EK,Italy,Australia,13,21,13
LA,Colombia,Colombia,1,22,1
AC,Italy,,0,11,0
TK,Italy,Indonesia,35,58,35
LA,Peru,Peru,0,8,0
FR,Germany,Italy,71,112,70
SP,Portugal,Portugal,1,17,1
BR,Italy,,0,0,0
QR,India,Italy,0,0,0
EW,Italy,Spain,0,9,0
TG,Thailand,Thailand,12,7,12
1L,Italy,Germany,0,0,0
PW,Tanzania,Tanzania,0,3,0
UX,Italy,,0,4,0
AZ,Morocco,Italy,2,16,2
U2,Italy,Spain,1281,228,1268
BA,Italy,Japan,3,2,3
EY,Thailand,Italy,10,9,10
AZ,United States,Italy,14,16,14
FR,Italy,Bulgaria,48,94,48
AT,Morocco,France,1,1,1
EK,Italy,Singapore,21,5,21
AF,Italy,Mexico,20,29,20
IB,Italy,,5,17,5
QR,Switzerland,Indonesia,1,1,1
TK,Italy,Turkey,135,370,134
KM,France,Malta,0,1,0
MH,Italy,Malaysia,0,30,0
BA,United States,United States,0,22,0
LH,Italy,Mexico,2,6,2
EY,Italy,,7,1,7
LA,Argentina,Chile,1,3,1
FR,Italy,Jordan,44,68,44
BR,Italy,Japan,0,33,0
AZ,Italy,South Africa,0,6,0
NO,Italy,Senegal,10,11,10
FR,Italy,Denmark,133,238,132
LJ,Thailand,Japan,0,0,0
FR,Morocco,Italy,46,72,46
UX,Italy,Mexico,6,36,6
LA,Argentina,Brazil,0,1,0
IB,France,Spain,7,2,7
TK,Slovenia,Indonesia,1,2,1
AS,United States,United States,0,23,0
IB,Spain,Spain,10,19,10
FR,Italy,Hungary,124,253,123
TP,Italy,Brazil,48,188,48
LH,United States,United States,0,14,0
TG,Sweden,Thailand,0,5,0
W6,Italy,Hungary,146,174,145
EW,Germany,Italy,52,59,51
AZ,Italy,India,5,19,5
TK,Uzbekistan,Italy,0,2,0
EY,Italy,Philippines,3,6,3
HY,Uzbekistan,Uzbekistan,0,1,0
UG,Tunisia,Italy,0,2,0
AF,Italy,Dominican Republic,0,5,0
AR,Argentina,Argentina,0,6,0
U2,France,Italy,207,28,205
JL,Italy,Japan,14,20,14
LH,Italy,,0,42,0
EY,Pakistan,Italy,0,2,0
TU,France,Tunisia,0,3,0
5U,Guatemala,Guatemala,0,1,0
SK,Denmark,,0,19,0
AI,India,Nepal,0,1,0
IB,Italy,Portugal,10,20,10
KM,Germany,Italy,0,0,0
AZ,United States,United States,0,1,0
JL,Japan,Japan,2,3,2
EK,United States,Italy,2,0,2
OB,Bolivia,Brazil,0,0,0
AC,Italy,Canada,8,43,8
FR,Italy,Republic of Ireland,171,298,169
SQ,Italy,,0,5,0
WY,India,Italy,0,6,0
TK,Italy,Thailand,25,24,25
LO,Italy,Japan,0,30,0
IB,Spain,Italy,67,42,66
EY,Italy,Singapore,16,21,16
TK,Italy,Australia,0,19,0
NO,Dominican Republic,Italy,3,2,3
KM,Malta,France,0,0,0
HY,Italy,,0,9,0
BR,Japan,Italy,0,0,0
FR,Italy,Sweden,45,135,45
FR,Italy,Belgium,248,387,246
W6,Italy,United Kingdom,130,204,129
ET,Tanzania,Italy,10,2,10
SM,Egypt,Hungary,0,2,0
SK,Italy,United States,13,58,13
KQ,Italy,Madagascar,0,0,0
FR,Italy,Romania,117,315,116
V7,Italy,Greece,450,387,446
FR,Italy,Netherlands,88,155,87
AZ,Italy,Ghana,0,0,0
EK,Philippines,Italy,4,4,4
MS,Egypt,Lebanon,0,0,0
SM,Italy,Egypt,92,258,91
AF,Italy,Madagascar,4,7,4
RO,Romania,Romania,0,0,0
KL,Italy,El Salvador,0,1,0
SK,France,Iceland,0,1,0
EY,United Arab Emirates,Pakistan,0,0,0
SK,United States,Italy,0,0,0
BA,Spain,Mexico,0,0,0
XY,Saudi Arabia,Saudi Arabia,1,0,1
IB,Italy,Chile,4,4,4
LA,Brazil,Italy,16,155,16
AH,France,Algeria,0,0,0
EY,Italy,South Korea,2,7,2
BA,France,Mexico,0,2,0
ID,Thailand,Indonesia,0,1,0
SV,Egypt,Spain,0,0,0
IB,Spain,Germany,0,0,0
IB,Spain,France,3,0,3
UX,Spain,Switzerland,0,0,0
QR,France,,0,0,0
SK,Italy,,2,9,2
AZ,Italy,Argentina,16,61,16
FR,Italy,Czech Republic,144,280,143
DX,Italy,Italy,0,51,0
AC,Canada,Italy,2,5,2
HF,Ghana,Liberia,0,0,0
KE,South Korea,South Korea,0,0,0
IB,Portugal,Italy,4,1,4
W6,Italy,Romania,252,243,250
AT,Italy,Senegal,2,13,2
AD,Portugal,Brazil,0,4,0
EK,Italy,Thailand,134,16,133
BR,Thailand,Italy,0,0,0
