carrier,origin_country,destination_country,clicks_travix,clicks_competitor,clicks_airlines
AZ,Italy,Italy,446,1190,442
NO,Italy,Egypt,83,53,82
FR,Italy,Italy,3403,6021,3369
NO,Italy,Spain,20,35,20
FR,Italy,Morocco,174,301,172
FR,Italy,Spain,1931,3518,1912
AZ,Italy,United States,170,1092,168
LA,Italy,Brazil,15,40,15
IB,Italy,Spain,208,177,206
W6,Italy,Egypt,150,161,149
FR,Italy,Malta,337,613,334
LA,Colombia,Colombia,9,20,9
AZ,Italy,,0,117,0
U2,Italy,Spain,669,177,662
KL,Italy,United States,57,197,56
NO,Italy,United States,11,7,11
LA,Italy,Argentina,1,2,1
FR,Italy,Austria,120,184,119
FR,Italy,Greece,497,1047,492
QR,Italy,,0,9,0
FR,Italy,France,292,535,289
TU,Italy,Tunisia,0,88,0
AT,Italy,Morocco,42,159,42
LH,Italy,,0,52,0
KM,Malta,Italy,0,7,0
FR,Italy,United Kingdom,488,610,483
AZ,Italy,Tunisia,11,22,11
AT,Morocco,Italy,18,54,18
NO,Italy,Maldives,10,3,10
BA,United States,United States,0,1,0
SM,Egypt,Italy,20,42,20
V7,Italy,Italy,818,848,810
QR,Italy,Australia,1,10,1
KU,Italy,Philippines,1,5,1
KL,Italy,Dominican Republic,3,19,3
FR,Italy,Jordan,17,32,17
MS,Italy,Egypt,0,90,0
PW,Tanzania,Tanzania,0,6,0
DX,Italy,Italy,0,86,0
AZ,United States,Italy,2,7,2
LX,Italy,,0,17,0
W6,Italy,United Arab Emirates,68,134,67
NO,Italy,Mexico,13,8,13
EK,Italy,Indonesia,26,13,26
BA,Italy,,10,21,10
JU,Turkey,Italy,6,7,6
IB,Spain,Italy,40,29,40
AF,Italy,United States,76,105,75
MU,Italy,Japan,0,8,0
W6,Italy,Jordan,37,27,37
GF,Italy,Thailand,0,44,0
IB,Spain,Spain,18,23,18
IB,Italy,United States,16,33,16
SM,Italy,Egypt,36,163,36
KU,France,India,0,0,0
BA,Italy,United States,202,291,200
FR,United Kingdom,France,2,3,2
JU,Italy,Turkey,4,15,4
EW,Italy,Germany,110,83,109
KL,Italy,,12,35,12
SK,Italy,Norway,4,27,4
TU,Tunisia,Italy,0,28,0
NO,Spain,Italy,3,1,3
TK,Italy,Turkey,114,239,113
UG,Italy,Tunisia,0,4,0
QR,Philippines,Italy,4,1,4
AY,Italy,United States,12,20,12
FZ,Sri Lanka,Italy,2,5,2
FR,United Kingdom,Italy,118,74,117
AF,Italy,Brazil,8,39,8
9U,Italy,Moldova,0,14,0
AZ,United States,United States,0,0,0
UX,Spain,Spain,3,7,3
BA,Italy,Brazil,2,0,2
AZ,Italy,Algeria,1,12,1
NO,Italy,Dominican Republic,6,18,6
EY,Germany,,0,0,0
IB,Italy,Bolivia,0,1,0
FR,Italy,Republic of Ireland,137,208,136
TK,Italy,Uzbekistan,9,10,9
IB,Italy,Dominican Republic,11,8,11
NT,Spain,Spain,0,8,0
