carrier,origin_country,destination_country,clicks_travix,clicks_competitor,clicks_airlines
AZ,Italy,Italy,697,1628,690
FR,Italy,Italy,4295,7692,4252
FR,Italy,Spain,2217,4024,2195
NO,Italy,Egypt,74,46,73
NO,Italy,Spain,22,28,22
FR,Italy,Morocco,137,361,136
AZ,Italy,United States,208,1083,206
LA,Italy,Brazil,24,51,24
W6,Italy,United Arab Emirates,38,187,38
IB,Italy,Spain,205,154,203
FR,Italy,Greece,650,1098,644
TU,Italy,Tunisia,0,109,0
AZ,Italy,,0,124,0
NO,Egypt,Italy,28,8,28
V7,Italy,Italy,1277,1120,1264
W6,Italy,Egypt,121,198,120
UG,Italy,Tunisia,0,10,0
NO,Italy,Dominican Republic,12,3,12
NO,Spain,Italy,6,1,6
FR,Italy,Malta,441,658,437
LA,Colombia,Colombia,25,8,25
FR,Italy,United Kingdom,520,694,515
U2,Italy,Spain,1007,171,997
AT,Morocco,Italy,3,49,3
EY,Italy,Indonesia,19,34,19
TU,Tunisia,Italy,0,21,0
JU,Serbia,Italy,12,7,12
W6,United Arab Emirates,Italy,8,26,8
AZ,Italy,Tunisia,11,44,11
AZ,United States,Italy,9,11,9
TK,Italy,,0,23,0
EY,Italy,,5,5,5
LA,Italy,Argentina,4,6,4
KM,Malta,Italy,0,25,0
IB,Spain,Italy,79,32,78
SM,Egypt,Italy,12,29,12
BA,Italy,Japan,0,0,0
LH,Italy,,0,62,0
FR,Italy,Denmark,100,175,99
W6,Italy,Jordan,46,51,46
NO,Italy,Madagascar,4,0,4
AZ,Egypt,Italy,2,9,2
FR,Italy,Croatia,129,210,128
EI,Italy,United States,18,11,18
FR,Italy,Belgium,160,211,158
AR,Argentina,Argentina,0,3,0
FR,Spain,Italy,380,457,376
LX,Italy,United States,48,78,48
AT,Italy,Morocco,24,149,24
UG,Tunisia,Italy,0,3,0
MS,Italy,Egypt,0,103,0
NO,Italy,Maldives,1,2,1
DX,Italy,Italy,0,93,0
AC,Italy,,0,3,0
FR,Italy,Germany,212,327,210
PC,Italy,Turkey,91,131,90
IB,Italy,United States,16,64,16
UA,Italy,,20,8,20
KL,Italy,Dominican Republic,6,25,6
LO,Poland,Poland,1,1,1
PU,Spain,Colombia,0,0,0
SM,Italy,Egypt,36,158,36
EK,Italy,Indonesia,8,11,8
NO,Italy,United States,15,4,15
TK,Italy,Indonesia,20,41,20
KU,Italy,Philippines,12,15,12
KL,Italy,United States,38,130,38
AZ,Italy,Morocco,9,40,9
IB,France,Spain,9,3,9
EK,Italy,Mauritius,1,54,1
MU,Italy,Indonesia,0,7,0
LH,Italy,United States,171,158,169
WT,Spain,Spain,0,0,0
SQ,Italy,,0,3,0
AZ,Italy,Philippines,1,6,1
AF,Italy,United States,87,104,86
MH,Malaysia,Malaysia,11,7,11
FR,Spain,Spain,69,65,68
TK,Italy,Turkey,121,233,120
AI,Italy,,0,3,0
JU,Italy,Serbia,33,47,33
SQ,Cambodia,Indonesia,0,1,0
LA,Peru,Peru,3,7,3
JU,Turkey,Italy,0,4,0
S4,Portugal,Portugal,4,5,4
PW,Kenya,Tanzania,0,0,0
FR,Italy,France,297,545,294
WY,Italy,Malaysia,0,27,0
TU,France,Tunisia,0,10,0
UK,United Arab Emirates,Thailand,1,6,1
ET,Italy,,0,5,0
2W,Spain,Dominican Republic,0,2,0
FB,Italy,Bulgaria,0,17,0
AT,Italy,,1,0,1
AZ,Italy,Egypt,8,35,8
QR,Thailand,Italy,1,1,1
V7,Italy,Greece,684,607,677
NO,United States,Italy,6,1,6
QR,Italy,,0,17,0
U2,Italy,Italy,2002,272,1982
FR,Italy,Romania,87,232,86
W4,Italy,Albania,514,551,509
KL,Italy,,7,31,7
AZ,Israel,Italy,1,0,1
U2,Italy,Greece,626,107,620
TP,Italy,Brazil,44,250,44
FR,United Kingdom,Italy,128,110,127
IB,Italy,Argentina,21,8,21
SQ,Italy,Thailand,13,6,13
SQ,Italy,Philippines,2,2,2
HC,Senegal,Italy,0,14,0
LH,France,Japan,0,1,0
FR,Italy,Hungary,123,226,122
AZ,Tunisia,Italy,6,0,6
UA,Italy,United States,49,45,49
EK,Morocco,Malaysia,5,5,5
PR,United States,,0,0,0
QR,Italy,Thailand,14,49,14
FR,Italy,Poland,94,196,93
MS,Italy,Kenya,0,8,0
LY,Israel,Italy,7,4,7
JQ,Australia,Japan,0,0,0
3M,United States,United States,0,1,0
MU,Italy,Japan,0,7,0
FR,Italy,Austria,156,207,154
LX,Italy,,0,30,0
