carrier,origin_country,destination_country,clicks_travix,clicks_competitor,clicks_airlines
FR,Italy,Italy,5844,9483,5786
AZ,Italy,Italy,666,2231,659
FR,Italy,Spain,3134,6782,3103
NO,Italy,Egypt,49,63,49
W6,Italy,Egypt,171,364,169
NO,Italy,Spain,30,54,30
AZ,Italy,United States,238,894,236
LA,Italy,Brazil,12,71,12
W6,Italy,Italy,1190,1307,1178
AZ,Italy,,0,121,0
FR,Italy,Morocco,159,367,157
EY,Italy,Indonesia,39,43,39
DX,Italy,Italy,0,136,0
IB,Italy,Spain,201,165,199
EK,Italy,Indonesia,29,31,29
FR,Italy,Malta,534,932,529
AZ,Italy,Morocco,27,91,27
W6,Italy,Morocco,44,84,44
LH,Italy,United States,123,138,122
W6,Italy,United Arab Emirates,105,142,104
BA,Italy,United States,215,580,213
FR,Italy,France,481,840,476
LH,Italy,,0,64,0
FR,Italy,Greece,873,1908,864
LA,Colombia,Colombia,9,60,9
FR,Italy,Belgium,195,346,193
FR,Spain,Italy,511,551,506
AT,Morocco,Italy,8,21,8
KM,Malta,Italy,0,30,0
SM,Italy,Egypt,48,228,48
NO,Italy,United States,8,8,8
QR,Italy,Indonesia,62,109,61
BA,Italy,,21,68,21
BA,Italy,Japan,0,0,0
FR,Italy,United Kingdom,549,820,544
AT,Italy,Morocco,35,110,35
FR,Italy,Hungary,163,296,161
FR,Italy,Portugal,462,824,457
UG,Italy,Tunisia,0,3,0
KL,Italy,Dominican Republic,4,17,4
LA,Peru,Peru,1,11,1
U2,Italy,Italy,1992,248,1972
AZ,Italy,Tunisia,7,64,7
FR,Italy,Netherlands,100,166,99
V7,Italy,Italy,996,883,986
SQ,Indonesia,Maldives,1,1,1
BA,United Kingdom,Maldives,0,0,0
FR,Italy,Czech Republic,195,275,193
EK,Italy,,0,7,0
FR,Italy,Croatia,121,197,120
U2,Italy,France,951,145,942
SM,Egypt,Italy,13,45,13
TP,Italy,Brazil,63,180,62
MS,Italy,Kenya,0,11,0
FR,Italy,Germany,239,501,237
IB,Italy,United States,15,117,15
LA,Italy,,0,3,0
TS,Italy,Canada,66,22,65
KL,Italy,United States,68,230,67
AY,Italy,,0,10,0
FR,Italy,Republic of Ireland,192,290,190
FR,Italy,Poland,124,209,123
NO,Spain,Italy,3,4,3
TP,Italy,United States,25,34,25
HY,Italy,,0,0,0
FR,Italy,Denmark,147,257,146
JU,Italy,Turkey,3,6,3
KU,Italy,Philippines,8,25,8
TK,Italy,,0,29,0
UG,Tunisia,Italy,0,3,0
FR,Malta,Italy,46,42,46
W6,Italy,France,102,196,101
FR,Italy,Romania,125,287,124
TU,Tunisia,Italy,0,8,0
NO,United States,Italy,0,1,0
FR,France,Italy,79,110,78
UX,Spain,Spain,12,36,12
AZ,United States,Italy,3,15,3
AZ,Egypt,Italy,6,11,6
MS,Italy,Egypt,0,81,0
LH,United States,United States,0,19,0
TK,Italy,United States,13,6,13
TU,Italy,Tunisia,0,94,0
AZ,Tunisia,Italy,9,9,9
TP,Portugal,Portugal,3,3,3
UP,United States,The Bahamas,0,0,0
BA,United States,United States,0,18,0
QR,Italy,,0,19,0
OS,Italy,Kenya,0,0,0
WY,Italy,,0,7,0
TK,Italy,Indonesia,16,29,16
W6,Italy,Spain,402,808,398
AM,United States,Mexico,0,2,0
W6,United Arab Emirates,Italy,11,31,11
W6,Italy,Jordan,44,74,44
IB,Spain,Italy,60,37,59
TS,Italy,,3,2,3
JU,Turkey,Italy,2,1,2
EK,Italy,Australia,11,5,11
EK,Italy,Thailand,39,22,39
UX,Spain,Colombia,1,4,1
AZ,Italy,Spain,45,202,45
AZ,Italy,Brazil,7,78,7
NO,Italy,Dominican Republic,14,7,14
WS,Italy,Canada,4,8,4
AF,Italy,,1,35,1
AM,Mexico,Mexico,0,16,0
FR,Portugal,Italy,107,90,106
PW,Tanzania,Tanzania,0,6,0
AR,Italy,Argentina,0,118,0
AY,Italy,Japan,5,3,5
AZ,Italy,India,9,17,9
LX,Italy,United States,25,81,25
ET,Austria,Denmark,0,0,0
TC,Tanzania,,0,2,0
FR,United Kingdom,Italy,147,123,146
NO,Egypt,Italy,11,2,11
NT,Spain,Spain,0,3,0
IB,Italy,Colombia,15,10,15
WS,Italy,United States,2,1,2
AY,Italy,United States,27,302,27
TK,Italy,Singapore,11,20,11
KL,United States,Italy,3,3,3
RO,Romania,Egypt,0,1,0
NO,Italy,Madagascar,1,0,1
BA,Panama,Italy,0,0,0
FR,Italy,Norway,13,50,13
UA,Italy,Canada,3,8,3
SV,Italy,Singapore,0,11,0
AZ,Italy,Egypt,3,33,3
UX,Italy,Colombia,4,17,4
W6,Italy,Romania,283,260,280
U2,Italy,Spain,1072,267,1061
3U,China,Italy,0,2,0
AZ,United States,Mexico,0,0,0
FR,Romania,Italy,36,23,36
KM,France,Malta,0,0,0
IB,Italy,Dominican Republic,21,16,21
VA,Australia,Australia,9,5,9
MH,Malaysia,Malaysia,2,5,2
JU,Italy,Hungary,0,5,0
JU,Greece,Netherlands,2,0,2
KU,Italy,Thailand,1,7,1
LA,Brazil,Italy,18,79,18
LH,United States,Italy,6,10,6
EK,Germany,,0,3,0
AZ,Switzerland,,0,0,0
UX,Italy,Spain,11,47,11
AF,Italy,United States,102,163,101
EY,United Arab Emirates,India,0,0,0
FR,Republic of Ireland,Italy,35,28,35
W6,Italy,Greece,269,478,266
FR,Spain,Spain,99,76,98
VY,Italy,Spain,685,1186,678
EK,Italy,United States,79,16,78
EI,Italy,United States,20,7,20
1L,Italy,Germany,0,3,0
BP,Botswana,Botswana,0,0,0
CI,Taiwan,South Korea,1,0,1
SK,Italy,Denmark,14,35,14
CY,Italy,Lebanon,0,4,0
LH,Italy,Brazil,12,32,12
FR,Italy,Austria,277,326,274
AC,Italy,,0,7,0
TK,United States,Italy,4,5,4
LA,Ecuador,Ecuador,0,0,0
TP,Italy,,0,21,0
4Z,South Africa,South Africa,7,1,7
MS,Egypt,Egypt,0,16,0
KL,The Bahamas,Italy,0,1,0
NP,Egypt,Egypt,0,3,0
IB,Spain,Germany,2,0,2
LH,Spain,United States,0,1,0
TK,Italy,Turkey,113,241,112
FR,Belgium,Italy,64,78,63
FR,Italy,Lithuania,11,24,11
UX,Italy,Venezuela,1,0,1
TP,Italy,Spain,3,18,3
A3,Romania,Greece,3,9,3
EK,France,Philippines,0,0,0
EI,Italy,Republic of Ireland,16,35,16
SQ,Indonesia,Italy,4,3,4
CI,Italy,Japan,6,20,6
2S,Turkey,Germany,0,0,0
S4,Portugal,Portugal,11,3,11
UX,Spain,Portugal,2,1,2
NO,Italy,Senegal,4,6,4
AF,France,Italy,46,31,46
WY,Tanzania,Italy,0,2,0
FR,Cyprus,Italy,1,2,1
LH,Belgium,Brazil,0,3,0
KL,Ecuador,Italy,0,2,0
AZ,United States,United States,0,0,0
AZ,Argentina,United States,0,0,0
PU,Spain,Peru,0,0,0
U2,Italy,Israel,19,2,19
BA,United States,Dominican Republic,0,2,0
TK,Turkey,Panama,0,3,0
LH,Italy,Argentina,3,6,3
AZ,Italy,Mexico,0,61,0
CA,China,Spain,0,1,0
H8,Peru,United States,0,0,0
TK,Turkey,Italy,11,36,11
QR,Thailand,Italy,3,11,3
AC,Italy,Canada,17,90,17
UP,The Bahamas,The Bahamas,0,2,0
LH,Italy,Guatemala,0,2,0
VN,Italy,,0,3,0
OZ,Italy,Japan,1,2,1
FR,Spain,Portugal,9,5,9
TK,Italy,Japan,17,21,17
PR,Saudi Arabia,Thailand,0,3,0
KU,Italy,Kuwait,1,0,1
ET,Madagascar,Italy,1,0,1
UX,Italy,,0,0,0
KU,Italy,India,0,3,0
TU,France,Tunisia,0,6,0
WY,Italy,Oman,0,8,0
EY,Australia,Italy,2,0,2
RJ,Italy,Jordan,2,7,2
U2,Italy,Portugal,228,53,226
LH,Argentina,Italy,1,1,1
W6,Italy,Hungary,234,214,232
ET,Zambia,Kenya,0,1,0
AF,Italy,Madagascar,2,12,2
G3,Brazil,Brazil,0,40,0
1L,Bosnia and Herzegovina,Montenegro,0,3,0
BA,United States,Italy,36,5,36
KM,Switzerland,Malta,0,0,0
FR,Greece,Italy,144,97,143
BA,Italy,United Kingdom,107,69,106
EY,Italy,Maldives,20,14,20
G3,Brazil,,0,0,0
LA,Chile,Chile,0,4,0
LH,Italy,U.S. Virgin Islands,0,0,0
LH,Italy,Japan,18,45,18
SK,Italy,,4,9,4
HY,Uzbekistan,Italy,0,0,0
BR,Italy,Japan,0,28,0
TK,Switzerland,United Arab Emirates,0,7,0
TK,Italy,Australia,0,28,0
LA,Colombia,Peru,2,3,2
TG,Thailand,Germany,0,0,0
QR,Switzerland,Indonesia,1,1,1
AF,Italy,Kenya,0,5,0
AZ,Brazil,Australia,0,0,0
JY,Dominican Republic,Jamaica,0,2,0
HY,Kyrgyzstan,Uzbekistan,0,0,0
DY,Sweden,Denmark,0,1,0
HY,Turkey,Uzbekistan,0,0,0
BA,Italy,The Bahamas,1,1,1
TG,Thailand,Thailand,6,5,6
IB,Italy,Mexico,2,9,2
3U,Thailand,Italy,0,2,0
SK,Italy,Iceland,1,17,1
EK,Italy,Mauritius,0,89,0
AZ,Aruba,Italy,0,0,0
AZ,Italy,Maldives,1,5,1
AZ,Kuwait,United States,0,0,0
LA,Argentina,Brazil,0,0,0
LA,Italy,Chile,4,9,4
CA,Italy,,0,5,0
WS,Canada,Italy,0,2,0
JU,Egypt,Italy,0,4,0
AF,Italy,Mexico,10,16,10
LH,Spain,Italy,4,2,4
SQ,Italy,Vietnam,2,3,2
JU,Italy,Serbia,17,17,17
SK,Italy,United States,9,27,9
BA,Germany,Japan,0,0,0
LH,Canada,United States,0,0,0
UX,Italy,Peru,15,30,15
U2,Italy,Egypt,164,69,162
AR,Chile,Argentina,0,1,0
AS,United States,United States,0,31,0
V7,Luxembourg,France,0,0,0
PR,Thailand,Australia,0,1,0
TP,United States,Italy,9,13,9
FR,Italy,Bulgaria,32,102,32
U2,United Kingdom,Italy,85,22,84
KM,Germany,Italy,0,0,0
NE,Saudi Arabia,Egypt,0,0,0
IB,Italy,Brazil,2,5,2
NO,Italy,,0,1,0
AF,Italy,Australia,0,9,0
EK,Malaysia,Italy,5,0,5
LA,Peru,Brazil,0,7,0
JU,Slovenia,Serbia,1,3,1
IB,Portugal,Spain,1,0,1
MU,Italy,Indonesia,0,7,0
SV,Switzerland,,0,0,0
G3,Brazil,Uruguay,0,1,0
LY,United States,Israel,0,0,0
TU,Turkey,Tunisia,0,0,0
VN,Thailand,Vietnam,1,3,1
U2,Italy,Morocco,65,42,64
W6,Austria,Italy,3,13,3
UK,India,India,0,1,0
U2,Italy,United Kingdom,343,56,340
AF,Italy,Brazil,13,35,13
AZ,Italy,Ghana,0,0,0
FR,Norway,Italy,6,11,6
AR,Argentina,Argentina,0,6,0
SQ,Italy,,0,20,0
LO,Italy,,0,2,0
IB,Spain,Belgium,0,2,0
NH,Indonesia,Japan,1,0,1
FR,Morocco,Italy,70,56,69
IB,Italy,,4,6,4
VZ,Thailand,Thailand,0,74,0
FR,Netherlands,Portugal,3,2,3
W6,Italy,Serbia,4,11,4
QR,Indonesia,Italy,2,2,2
OS,Italy,Egypt,8,7,8
NO,Jamaica,Italy,1,1,1
PR,Qatar,,0,2,0
FR,Italy,Jordan,28,51,28
AZ,Italy,Belgium,22,63,22
OB,Bolivia,Peru,0,0,0
SK,Italy,Sweden,10,15,10
FR,Poland,Italy,37,54,37
