carrier,origin_country,destination_country,clicks_client,clicks_competitor,clicks_airlines
AZ,Italy,Italy,752,1709,745
FR,Italy,Italy,5797,8992,5740
LA,Italy,Brazil,22,90,22
NO,Italy,Egypt,88,83,87
AZ,Italy,United States,239,1256,237
NO,Italy,Spain,35,33,35
AZ,Italy,Morocco,21,88,21
FR,Italy,Morocco,141,311,140
AZ,Italy,,0,192,0
FR,Italy,Spain,2897,5486,2868
LH,Italy,United States,128,202,127
AT,Italy,Morocco,31,114,31
TU,Italy,Tunisia,0,77,0
W6,Italy,United Arab Emirates,140,133,139
IB,Italy,Spain,184,199,182
FR,Italy,Portugal,447,798,443
TU,Tunisia,Italy,0,16,0
BA,Italy,United States,251,610,249
TK,Italy,,0,53,0
W6,Italy,Italy,698,1058,691
KU,Italy,Philippines,6,30,6
W6,Italy,Egypt,228,240,226
AT,Morocco,Italy,3,26,3
TK,Italy,United States,3,4,3
KL,Italy,Dominican Republic,12,41,12
AZ,Italy,Tunisia,2,60,2
LA,Peru,Peru,5,13,5
FR,Italy,France,503,830,498
SM,Egypt,Italy,15,39,15
FR,Italy,Belgium,238,300,236
FR,Italy,United Kingdom,616,797,610
NO,Egypt,Italy,13,6,13
UG,Italy,Tunisia,0,2,0
JU,Turkey,Italy,13,12,13
FR,Italy,Malta,463,631,458
TU,France,Tunisia,0,7,0
IB,Spain,Italy,74,28,73
TK,Italy,Turkey,142,286,141
NO,Italy,United States,24,8,24
V7,Italy,Italy,1169,967,1157
AC,Italy,Canada,27,113,27
KL,Italy,United States,90,290,89
AC,Italy,,0,18,0
W6,Italy,Jordan,60,75,59
AI,Italy,Thailand,0,130,0
KL,Italy,,7,43,7
SQ,Italy,,0,7,0
NO,Spain,Italy,4,3,4
AF,Italy,,1,29,1
JU,Italy,Egypt,0,9,0
GF,India,Italy,0,6,0
AF,Italy,United States,74,147,73
BA,Italy,,27,61,27
FR,Italy,Greece,824,1771,816
KM,Malta,Italy,0,23,0
EY,Italy,Seychelles,18,72,18
TP,Portugal,Portugal,5,12,5
NO,Italy,Maldives,11,1,11
EY,Italy,Thailand,20,36,20
BT,Italy,,0,1,0
LH,Italy,Brazil,22,42,22
W6,Italy,Morocco,8,27,8
WY,Italy,Cambodia,0,12,0
FR,Italy,Denmark,122,263,121
EY,Italy,,7,6,7
LH,Italy,Canada,3,20,3
KU,Italy,India,0,1,0
LA,Brazil,Brazil,5,23,5
HY,Kyrgyzstan,Uzbekistan,0,0,0
AZ,United States,United States,0,0,0
LH,Italy,,0,58,0
LA,Ecuador,Ecuador,0,2,0
FR,Italy,Cyprus,46,56,46
W6,Italy,Greece,183,364,181
TP,Senegal,Italy,0,4,0
PG,Thailand,Thailand,32,41,32
TG,Thailand,Thailand,6,5,6
NO,Italy,Dominican Republic,7,3,7
TK,Italy,Guinea,0,1,0
FR,Spain,Spain,97,48,96
EY,Italy,Indonesia,40,44,40
AZ,United States,Italy,6,21,6
EK,Italy,Australia,11,24,11
TK,Italy,Indonesia,9,10,9
FR,Italy,Jordan,35,86,35
IB,Chile,Italy,0,0,0
SM,Italy,Egypt,53,238,52
LO,Italy,Egypt,0,5,0
LA,Colombia,Colombia,12,13,12
EK,Italy,Indonesia,36,38,36
AR,Italy,Argentina,0,107,0
U2,Italy,Egypt,182,53,180
